START-OF-LOG: 3.0
LOCATION: dx
CONTEST: CQ-WW-RTTY
CALLSIGN: je2soy
CATEGORY-MODE: RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: 10M
CATEGORY-POWER: LOW
CATEGORY-TRANSMITTER: ONE
CREATED-BY: zlistw(zLog)
NAME: Yuji NARUSE
QSO: 28000 RY 2012-09-29 0045 JE2SOY        599 25 DX KD7MSC        599 03 OR
QSO: 28000 RY 2012-09-29 0051 JE2SOY        599 25 DX N6RO          599 03 CA
QSO: 28000 RY 2012-09-29 0052 JE2SOY        599 25 DX K6MMM         599 03 CA
QSO: 28000 RY 2012-09-29 0053 JE2SOY        599 25 DX NG7Z          599 03 WA
QSO: 28000 RY 2012-09-29 0059 JE2SOY        599 25 DX WA7LNW        599 03 UT
QSO: 28000 RY 2012-09-29 0102 JE2SOY        599 25 DX VE7YBH        599 03 BC
QSO: 28000 RY 2012-09-29 0105 JE2SOY        599 25 DX W7PP          599 03 AZ
QSO: 28000 RY 2012-09-29 0106 JE2SOY        599 25 DX K7QQ          599 03 WA
QSO: 28000 RY 2012-09-29 0113 JE2SOY        599 25 DX YB4IR         599 28 DX
QSO: 21000 RY 2012-09-29 0115 JE2SOY        599 25 DX K6XX          599 03 CA
QSO: 21000 RY 2012-09-29 0115 JE2SOY        599 25 DX DV1JM         599 27 DX
QSO: 21000 RY 2012-09-29 0116 JE2SOY        599 25 DX EY0A          599 17 DX
QSO: 21000 RY 2012-09-29 0117 JE2SOY        599 25 DX UA0CA         599 19 DX
QSO: 21000 RY 2012-09-29 0118 JE2SOY        599 25 DX UA0AGI        599 18 DX
QSO: 21000 RY 2012-09-29 0121 JE2SOY        599 25 DX WA5ZUP        599 04 NM
QSO: 21000 RY 2012-09-29 0121 JE2SOY        599 25 DX BV2A/4        599 24 DX
QSO: 21000 RY 2012-09-29 0122 JE2SOY        599 25 DX VE6WQ         599 04 AB
QSO: 21000 RY 2012-09-29 0127 JE2SOY        599 25 DX N7BV          599 03 WA
QSO: 21000 RY 2012-09-29 0128 JE2SOY        599 25 DX NG6S          599 03 CA
QSO: 21000 RY 2012-09-29 0131 JE2SOY        599 25 DX NA4M          599 04 TX
QSO: 21000 RY 2012-09-29 0159 JE2SOY        599 25 DX K9OM          599 04 WI
QSO: 21000 RY 2012-09-29 0201 JE2SOY        599 25 DX RT0Q          599 19 DX
QSO: 21000 RY 2012-09-29 0202 JE2SOY        599 25 DX NG7Z          599 03 WA
QSO: 21000 RY 2012-09-29 0203 JE2SOY        599 25 DX JH4UYB        599 25 DX
QSO: 21000 RY 2012-09-29 0205 JE2SOY        599 25 DX UC0A          599 18 DX
QSO: 21000 RY 2012-09-29 0207 JE2SOY        599 25 DX K6MMM         599 03 DX
QSO: 21000 RY 2012-09-29 0210 JE2SOY        599 25 DX W0RX          599 03 MN
QSO: 21000 RY 2012-09-29 0221 JE2SOY        599 25 DX K3WI          599 05 VA
QSO: 21000 RY 2012-09-29 0229 JE2SOY        599 25 DX YE2W          599 28 DX
QSO: 21000 RY 2012-09-29 0232 JE2SOY        599 25 DX BD3CB         599 24 DX
QSO: 21000 RY 2012-09-29 0235 JE2SOY        599 25 DX VE7YBH        599 03 BC
QSO: 21000 RY 2012-09-29 0235 JE2SOY        599 25 DX UN6G          599 17 DX
QSO: 28000 RY 2012-09-29 0239 JE2SOY        599 25 DX KL5E          599 01 AK
QSO: 28000 RY 2012-09-29 0239 JE2SOY        599 25 DX DV1JM         599 27 DX
QSO: 28000 RY 2012-09-29 0242 JE2SOY        599 25 DX R9UG          599 18 DX
QSO: 28000 RY 2012-09-29 0247 JE2SOY        599 25 DX UN6LN         599 17 DX
QSO: 28000 RY 2012-09-29 0251 JE2SOY        599 25 DX ZL1BYZ        599 32 DX
QSO: 28000 RY 2012-09-29 0253 JE2SOY        599 25 DX AL9A          599 01 DX
QSO: 28000 RY 2012-09-29 0254 JE2SOY        599 25 DX ZL3JT         599 00 DX
QSO: 28000 RY 2012-09-29 0257 JE2SOY        599 25 DX KH6ZM         599 31 DX
QSO: 21000 RY 2012-09-29 0316 JE2SOY        599 25 DX YB0PAH        599 28 DX
QSO: 21000 RY 2012-09-29 0317 JE2SOY        599 25 DX RA0ACM        599 18 DX
QSO: 21000 RY 2012-09-29 0318 JE2SOY        599 25 DX UA0C          599 19 DX
QSO: 21000 RY 2012-09-29 0321 JE2SOY        599 25 DX L73D          599 13 DX
QSO: 21000 RY 2012-09-29 0322 JE2SOY        599 25 DX DU3/N0QM      599 27 DX
QSO: 21000 RY 2012-09-29 0323 JE2SOY        599 25 DX UW4I          599 16 DX
QSO: 21000 RY 2012-09-29 0325 JE2SOY        599 25 DX LS1D          599 13 DX
QSO: 21000 RY 2012-09-29 0327 JE2SOY        599 25 DX JT5DX         599 23 DX
QSO: 21000 RY 2012-09-29 0338 JE2SOY        599 25 DX RA6XV         599 00 DX
QSO: 28000 RY 2012-09-29 0450 JE2SOY        599 25 DX HG7T          599 15 DX
QSO: 28000 RY 2012-09-29 0451 JE2SOY        599 25 DX OH4A          599 15 DX
QSO: 28000 RY 2012-09-29 0452 JE2SOY        599 25 DX KG6DX         599 27 DX
QSO: 28000 RY 2012-09-29 0454 JE2SOY        599 25 DX UT7E          599 16 DX
