START-OF-LOG: 3.0
LOCATION: DX
CALLSIGN: HI8PJP
CLAIMED-SCORE:
CONTEST: CQ-WW-RTTY
CREATED-BY: Digital Master 780 v4.0 SP4
NAME: Pedro Mejias
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-BAND: 20M
CATEGORY-POWER: HIGH
CATEGORY-MODE: RTTY
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-STATION: FIXED
SOAPBOX: RADIO YAESU FT-450
SOAPBOX: ANTENNA MOSLEY MINI 33
SOAPBOX: TOKYO HY-POWER 200W
SOAPBOX:
SOAPBOX:
SOAPBOX:
SOAPBOX: VERY FUN CONTEST. BETTER CONDITIONS THAN LAST YEAR. SEE YOU NEXT YEAR.
QSO: 14000 RY 2012-09-30 2059 HI8PJP 599 08 DX CO2NO 599 08 DX
QSO: 14000 RY 2012-09-30 2100 HI8PJP 599 08 DX IK1UGX 599 00 DX
QSO: 14000 RY 2012-09-30 2101 HI8PJP 599 08 DX W8AKS 599 05 WV
QSO: 14000 RY 2012-09-30 2103 HI8PJP 599 08 DX IK6BPG 599 15 DX
QSO: 14000 RY 2012-09-30 2106 HI8PJP 599 08 DX LZ2STO 599 20 DX
QSO: 14000 RY 2012-09-30 2108 HI8PJP 599 08 DX OM5ZW 599 15 DX
QSO: 14000 RY 2012-09-30 2108 HI8PJP 599 08 DX KN5O 599 04 LA
QSO: 14000 RY 2012-09-30 2109 HI8PJP 599 08 DX IZ6TSA 599 15 DX
QSO: 14000 RY 2012-09-30 2110 HI8PJP 599 08 DX YT2U 599 15 DX
QSO: 14000 RY 2012-09-30 2111 HI8PJP 599 08 DX W2YC 599 05 NJ
QSO: 14000 RY 2012-09-30 2112 HI8PJP 599 08 DX DK5IR 599 14 DX
QSO: 14000 RY 2012-09-30 2114 HI8PJP 599 08 DX K4TD 599 04 AL
QSO: 14000 RY 2012-09-30 2116 HI8PJP 599 08 DX KA4RRU 599 05 VA
QSO: 14000 RY 2012-09-30 2118 HI8PJP 599 08 DX OM7KW 599 15 DX
QSO: 14000 RY 2012-09-30 2118 HI8PJP 599 08 DX SP9BN 599 15 DX
QSO: 14000 RY 2012-09-30 2120 HI8PJP 599 08 DX SV2FLQ 599 20 DX
QSO: 14000 RY 2012-09-30 2123 HI8PJP 599 08 DX GM1BSG 599 14 DX
QSO: 14000 RY 2012-09-30 2124 HI8PJP 599 08 DX LA7HJA 599 14 DX
QSO: 14000 RY 2012-09-30 2125 HI8PJP 599 08 DX DK6OZ 599 14 DX
QSO: 14000 RY 2012-09-30 2126 HI8PJP 599 08 DX F6DGH 599 14 DX
QSO: 14000 RY 2012-09-30 2127 HI8PJP 599 08 DX DL8ZAW 599 14 DX
QSO: 14000 RY 2012-09-30 2128 HI8PJP 599 08 DX DJ6OZ 599 14 DX
QSO: 14000 RY 2012-09-30 2128 HI8PJP 599 08 DX LN5O 599 14 DX
QSO: 14000 RY 2012-09-30 2129 HI8PJP 599 08 DX DD1A 599 14 DX
QSO: 14000 RY 2012-09-30 2130 HI8PJP 599 08 DX K0YR 599 05 MN
QSO: 14000 RY 2012-09-30 2131 HI8PJP 599 08 DX DK3RA 599 14 DX
QSO: 14000 RY 2012-09-30 2133 HI8PJP 599 08 DX ON5MEV 599 14 DX
QSO: 14000 RY 2012-09-30 2136 HI8PJP 599 08 DX DL9YAJ 599 14 DX
QSO: 14000 RY 2012-09-30 2136 HI8PJP 599 08 DX KM4JA 599 04 AL
QSO: 14000 RY 2012-09-30 2138 HI8PJP 599 08 DX YO2UHP 599 15 DX
QSO: 14000 RY 2012-09-30 2139 HI8PJP 599 08 DX N8MDP 599 04 OH
QSO: 14000 RY 2012-09-30 2140 HI8PJP 599 08 DX N5KWN 599 04 TX
QSO: 14000 RY 2012-09-30 2140 HI8PJP 599 08 DX YO3YV 599 20 DX
QSO: 14000 RY 2012-09-30 2141 HI8PJP 599 08 DX N0BK 599 04 MN
QSO: 14000 RY 2012-09-30 2142 HI8PJP 599 08 DX W0VX 599 04 TX
QSO: 14000 RY 2012-09-30 2144 HI8PJP 599 08 DX DL5PW 599 14 DX
QSO: 14000 RY 2012-09-30 2146 HI8PJP 599 08 DX EA1GWM 599 14 DX
QSO: 14000 RY 2012-09-30 2147 HI8PJP 599 08 DX GI4SK 599 14 DX
QSO: 14000 RY 2012-09-30 2148 HI8PJP 599 08 DX K3NK 599 05 PA
QSO: 14000 RY 2012-09-30 2149 HI8PJP 599 08 DX DK1KC 599 14 DX
QSO: 14000 RY 2012-09-30 2150 HI8PJP 599 08 DX NC4MI 599 05 NC
QSO: 14000 RY 2012-09-30 2151 HI8PJP 599 08 DX WE6EZ 599 04 TX
QSO: 14000 RY 2012-09-30 2151 HI8PJP 599 08 DX WA1N 599 05 NH
QSO: 14000 RY 2012-09-30 2152 HI8PJP 599 08 DX WV2ZOW 599 05 NJ
QSO: 14000 RY 2012-09-30 2152 HI8PJP 599 08 DX AI4WW 599 05 FL
QSO: 14000 RY 2012-09-30 2154 HI8PJP 599 08 DX DL2GTL 599 14 DX
QSO: 14000 RY 2012-09-30 2156 HI8PJP 599 08 DX EO3Q 599 16 DX
QSO: 14000 RY 2012-09-30 2157 HI8PJP 599 08 DX IK4ZHH 599 15 DX
QSO: 14000 RY 2012-09-30 2157 HI8PJP 599 08 DX K2DSL 599 05 NJ
QSO: 14000 RY 2012-09-30 2159 HI8PJP 599 08 DX KB4CP 599 05 FL
QSO: 14000 RY 2012-09-30 2201 HI8PJP 599 08 DX K4ADR 599 05 FL
QSO: 14000 RY 2012-09-30 2203 HI8PJP 599 08 DX UW5U 599 16 DX
QSO: 14000 RY 2012-09-30 2204 HI8PJP 599 08 DX DL7VOG 599 14 DX
QSO: 14000 RY 2012-09-30 2205 HI8PJP 599 08 DX DL2RTL 599 14 DX
QSO: 14000 RY 2012-09-30 2206 HI8PJP 599 08 DX SP5GDY 599 15 DX
QSO: 14000 RY 2012-09-30 2208 HI8PJP 599 08 DX KC0BF 599 04 IA
QSO: 14000 RY 2012-09-30 2209 HI8PJP 599 08 DX S53EO 599 15 DX
QSO: 14000 RY 2012-09-30 2210 HI8PJP 599 08 DX UV5U 599 16 DX
QSO: 14000 RY 2012-09-30 2211 HI8PJP 599 08 DX UR0HQ 599 16 DX
QSO: 14000 RY 2012-09-30 2211 HI8PJP 599 08 DX AF4RK 599 05 FL
QSO: 14000 RY 2012-09-30 2212 HI8PJP 599 08 DX N6QQ 599 03 CA
QSO: 14000 RY 2012-09-30 2213 HI8PJP 599 08 DX DJ8OG 599 14 DX
QSO: 14000 RY 2012-09-30 2213 HI8PJP 599 08 DX W4LC 599 04 KY
QSO: 14000 RY 2012-09-30 2214 HI8PJP 599 08 DX W4PK 599 05 VA
QSO: 14000 RY 2012-09-30 2215 HI8PJP 599 08 DX AC0E 599 04 KS
QSO: 14000 RY 2012-09-30 2216 HI8PJP 599 08 DX N0HJZ 599 04 MN
QSO: 14000 RY 2012-09-30 2217 HI8PJP 599 08 DX KB2YAN 599 05 NJ
QSO: 14000 RY 2012-09-30 2218 HI8PJP 599 08 DX K0KK 599 04 MN
QSO: 14000 RY 2012-09-30 2220 HI8PJP 599 08 DX YO3APJ 599 20 DX
QSO: 14000 RY 2012-09-30 2221 HI8PJP 599 08 DX IK0GD 599 15 DX
QSO: 14000 RY 2012-09-30 2223 HI8PJP 599 08 DX W9IU 599 04 IN
QSO: 14000 RY 2012-09-30 2223 HI8PJP 599 08 DX N4WW 599 05 FL
QSO: 14000 RY 2012-09-30 2225 HI8PJP 599 08 DX VE7SJ 599 03 BC
QSO: 14000 RY 2012-09-30 2227 HI8PJP 599 08 DX K7RL 599 03 WA
QSO: 14000 RY 2012-09-30 2228 HI8PJP 599 08 DX M4MTT 599 05 NC
QSO: 14000 RY 2012-09-30 2229 HI8PJP 599 08 DX K9OR 599 05 OR
QSO: 14000 RY 2012-09-30 2231 HI8PJP 599 08 DX KY7M 599 03 AZ
QSO: 14000 RY 2012-09-30 2232 HI8PJP 599 08 DX EA5AX 599 14 DX
QSO: 14000 RY 2012-09-30 2232 HI8PJP 599 08 DX W4AAA 599 05 NC
QSO: 14000 RY 2012-09-30 2234 HI8PJP 599 08 DX VE2EZD 599 05 QC
QSO: 14000 RY 2012-09-30 2235 HI8PJP 599 08 DX W8JWN 599 04 MI
QSO: 14000 RY 2012-09-30 2236 HI8PJP 599 08 DX K0RC 599 04 MN
QSO: 14000 RY 2012-09-30 2237 HI8PJP 599 08 DX WO2T 599 05 NJ
QSO: 14000 RY 2012-09-30 2238 HI8PJP 599 08 DX K2YG 599 05 NJ
QSO: 14000 RY 2012-09-30 2241 HI8PJP 599 08 DX HB9TOC 599 14 DX
QSO: 14000 RY 2012-09-30 2241 HI8PJP 599 08 DX K9NR 599 04 IL
QSO: 14000 RY 2012-09-30 2243 HI8PJP 599 08 DX DL1MAJ 599 14 DX
QSO: 14000 RY 2012-09-30 2244 HI8PJP 599 08 DX DF9DD 599 14 DX
QSO: 14000 RY 2012-09-30 2245 HI8PJP 599 08 DX OH0I 599 15 DX
QSO: 14000 RY 2012-09-30 2246 HI8PJP 599 08 DX VE3XAT 599 04 ON
QSO: 14000 RY 2012-09-30 2247 HI8PJP 599 08 DX CO2CW 599 08 DX
QSO: 14000 RY 2012-09-30 2248 HI8PJP 599 08 DX K0HB 599 04 TN
QSO: 14000 RY 2012-09-30 2248 HI8PJP 599 08 DX J42T 599 20 DX
QSO: 14000 RY 2012-09-30 2249 HI8PJP 599 08 DX AA8I 599 04 OH
QSO: 14000 RY 2012-09-30 2253 HI8PJP 599 08 DX AK4QU 599 04 TN
QSO: 14000 RY 2012-09-30 2254 HI8PJP 599 08 DX 9A4P 599 15 DX
QSO: 14000 RY 2012-09-30 2255 HI8PJP 599 08 DX N5VU 599 04 LA
QSO: 14000 RY 2012-09-30 2257 HI8PJP 599 08 DX VE9DX 599 05 NB
QSO: 14000 RY 2012-09-30 2301 HI8PJP 599 08 DX K7RF 599 05 OR
QSO: 14000 RY 2012-09-30 2303 HI8PJP 599 08 DX IM3ST 599 15 DX
QSO: 14000 RY 2012-09-30 2307 HI8PJP 599 08 DX GW4SKA 599 14 DX
QSO: 14000 RY 2012-09-30 2307 HI8PJP 599 08 DX WA1LWS 599 05 MD
QSO: 14000 RY 2012-09-30 2309 HI8PJP 599 08 DX AC0W 599 04 MN
QSO: 14000 RY 2012-09-30 2310 HI8PJP 599 08 DX XE1XOE 599 06 DX
QSO: 14000 RY 2012-09-30 2312 HI8PJP 599 08 DX AA2DT 599 05 NY
QSO: 14000 RY 2012-09-30 2312 HI8PJP 599 08 DX EE7T 599 14 DX
QSO: 14000 RY 2012-09-30 2314 HI8PJP 599 08 DX KC2LS 599 05 NJ
QSO: 14000 RY 2012-09-30 2315 HI8PJP 599 08 DX K3FH 599 05 PA
QSO: 14000 RY 2012-09-30 2316 HI8PJP 599 08 DX RA0ACM 599 18 DX
QSO: 14000 RY 2012-09-30 2318 HI8PJP 599 08 DX S58N 599 15 DX
QSO: 14000 RY 2012-09-30 2318 HI8PJP 599 08 DX VE3BR 599 04 ON
QSO: 14000 RY 2012-09-30 2320 HI8PJP 599 08 DX IZ8IBC 599 15 DX
QSO: 14000 RY 2012-09-30 2321 HI8PJP 599 08 DX K8RQ 599 04 OH
QSO: 14000 RY 2012-09-30 2321 HI8PJP 599 08 DX VE2AXO 599 05 QC
QSO: 14000 RY 2012-09-30 2323 HI8PJP 599 08 DX IS0LFZ 599 15 DX
QSO: 14000 RY 2012-09-30 2325 HI8PJP 599 08 DX N2OPW 599 04 NJ
QSO: 14000 RY 2012-09-30 2326 HI8PJP 599 08 DX KE3D 599 04 TX
QSO: 14000 RY 2012-09-30 2328 HI8PJP 599 08 DX WA2LXE 599 05 NJ
QSO: 14000 RY 2012-09-30 2328 HI8PJP 599 08 DX AA0AW 599 04 MN
QSO: 14000 RY 2012-09-30 2330 HI8PJP 599 08 DX K4FX 599 05 NC
QSO: 14000 RY 2012-09-30 2334 HI8PJP 599 08 DX YV8AD 599 09 DX
QSO: 14000 RY 2012-09-30 2336 HI8PJP 599 08 DX K8QKY 599 04 MI
QSO: 14000 RY 2012-09-30 2338 HI8PJP 599 08 DX AA4LR 599 05 GA
QSO: 14000 RY 2012-09-30 2341 HI8PJP 599 08 DX W4WWQ 599 05 VA
QSO: 14000 RY 2012-09-30 2343 HI8PJP 599 08 DX W0ERP 599 04 MN
QSO: 14000 RY 2012-09-30 2343 HI8PJP 599 08 DX E77M 599 15 DX
QSO: 14000 RY 2012-09-30 2345 HI8PJP 599 08 DX IK2CAW 599 15 DX
QSO: 14000 RY 2012-09-30 2346 HI8PJP 599 08 DX IK4JQS 599 15 DX
QSO: 14000 RY 2012-09-30 2348 HI8PJP 599 08 DX UA3AGW 599 16 DX
QSO: 14000 RY 2012-09-30 2349 HI8PJP 599 08 DX HK6RF 599 09 DX
QSO: 14000 RY 2012-09-30 2350 HI8PJP 599 08 DX KN8DMK 599 04 OH
QSO: 14000 RY 2012-09-30 2351 HI8PJP 599 08 DX SK0FX 599 14 DX
QSO: 14000 RY 2012-09-30 2352 HI8PJP 599 08 DX EA7CWA 599 14 DX
QSO: 14000 RY 2012-09-30 2356 HI8PJP 599 08 DX K9JO 599 04 MO
QSO: 14000 RY 2012-09-30 2357 HI8PJP 599 08 DX K3JT 599 05 WV
QSO: 14000 RY 2012-09-30 2358 HI8PJP 599 08 DX W8KHP 599 04 KY
QSO: 14000 RY 2012-09-30 2359 HI8PJP 599 08 DX UT3XA 599 16 DX
END-OF-LOG:
