START-OF-LOG: 3.0
LOCATION: DX
CALLSIGN: HI8PJP
CLAIMED-SCORE:
CONTEST: CQ-WW-RTTY
CREATED-BY: Digital Master 780 v4.0 SP4
NAME: Pedro Mejias
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-BAND: 20M
CATEGORY-POWER: HIGH
CATEGORY-MODE: RTTY
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-STATION: FIXED
SOAPBOX: RADIO YAESU FT-450
SOAPBOX: ANTENNA MOSLEY MINI 33
SOAPBOX: TOKYO HY-POWER 200W
SOAPBOX:
SOAPBOX:
SOAPBOX:
SOAPBOX: VERY FUN CONTEST. BETTER CONDITIONS THAN LAST YEAR. SEE YOU NEXT YEAR.
QSO: 14000 RY 2012-09-29 0003 HI8PJP 599 08 DX CO6RD 599 08 DX
QSO: 14000 RY 2012-09-29 0005 HI8PJP 599 08 DX W1PL 599 05 MA
QSO: 14000 RY 2012-09-29 0010 HI8PJP 599 08 DX ZP5TNT 599 11 DX
QSO: 14000 RY 2012-09-29 0011 HI8PJP 599 08 DX VE3FJB 599 04 ON
QSO: 14000 RY 2012-09-29 0012 HI8PJP 599 08 DX 9A1A 599 15 DX
QSO: 14000 RY 2012-09-29 0013 HI8PJP 599 08 DX DP9A 599 14 DX
QSO: 14000 RY 2012-09-29 0015 HI8PJP 599 08 DX TF2R 599 40 DX
QSO: 14000 RY 2012-09-29 0017 HI8PJP 599 08 DX RW0A 599 18 DX
QSO: 14000 RY 2012-09-29 0018 HI8PJP 599 08 DX W0RAA 599 04 CO
QSO: 14000 RY 2012-09-29 0022 HI8PJP 599 08 DX SQ9UM 599 15 DX
QSO: 14000 RY 2012-09-29 0024 HI8PJP 599 08 DX NE3H 599 05 PA
QSO: 14000 RY 2012-09-29 0027 HI8PJP 599 08 DX VE3KI 599 04 OE
QSO: 14000 RY 2012-09-29 0028 HI8PJP 599 08 DX VE3IAE 599 04 ON
QSO: 14000 RY 2012-09-29 0029 HI8PJP 599 08 DX N3IYX 599 05 PA
QSO: 14000 RY 2012-09-29 0032 HI8PJP 599 08 DX NO2T 599 05 NJ
QSO: 14000 RY 2012-09-29 0033 HI8PJP 599 08 DX K4DJG 599 05 VA
QSO: 14000 RY 2012-09-29 0033 HI8PJP 599 08 DX KB1EFS 599 05 MA
QSO: 14000 RY 2012-09-29 0035 HI8PJP 599 08 DX AJ1E 599 05 MA
QSO: 14000 RY 2012-09-29 0036 HI8PJP 599 08 DX SK2T 599 14 DX
QSO: 14000 RY 2012-09-29 0036 HI8PJP 599 08 DX NJ4F 599 05 SC
QSO: 14000 RY 2012-09-29 0038 HI8PJP 599 08 DX W8KEN 599 04 OH
QSO: 14000 RY 2012-09-29 0039 HI8PJP 599 08 DX KR4LO 599 05 NC
QSO: 14000 RY 2012-09-29 0040 HI8PJP 599 08 DX K0CN 599 04 MN
QSO: 14000 RY 2012-09-29 0041 HI8PJP 599 08 DX DK7FP 599 15 DX
QSO: 14000 RY 2012-09-29 0042 HI8PJP 599 08 DX W3MF 599 05 PA
QSO: 14000 RY 2012-09-29 0043 HI8PJP 599 08 DX K1SFA 599 05 MA
QSO: 14000 RY 2012-09-29 0044 HI8PJP 599 08 DX AC5T 599 04 TX
QSO: 14000 RY 2012-09-29 0045 HI8PJP 599 08 DX N2BJ 599 04 IL
QSO: 14000 RY 2012-09-29 0046 HI8PJP 599 08 DX K7XB 599 03 UT
QSO: 14000 RY 2012-09-29 0046 HI8PJP 599 08 DX KA2D 599 05 NY
QSO: 14000 RY 2012-09-29 0054 HI8PJP 599 08 DX HK3JJB 599 09 DX
QSO: 14000 RY 2012-09-29 0055 HI8PJP 599 08 DX MM0AMW 599 14 DX
QSO: 14000 RY 2012-09-29 0058 HI8PJP 599 08 DX I1COB 599 15 DX
QSO: 14000 RY 2012-09-29 0101 HI8PJP 599 08 DX CR2X 599 14 DX
QSO: 14000 RY 2012-09-29 0105 HI8PJP 599 08 DX KU1T 599 05 WV
QSO: 14000 RY 2012-09-29 0106 HI8PJP 599 08 DX EF8M 599 33 DX
QSO: 14000 RY 2012-09-29 0111 HI8PJP 599 08 DX S57AL 599 15 DX
QSO: 14000 RY 2012-09-29 0114 HI8PJP 599 08 DX CR5D 599 14 DX
QSO: 14000 RY 2012-09-29 0117 HI8PJP 599 08 DX KA2KON 599 05 NH
QSO: 14000 RY 2012-09-29 0125 HI8PJP 599 08 DX EE2K 599 14 DX
QSO: 14000 RY 2012-09-29 0128 HI8PJP 599 08 DX HG1S 599 15 DX
QSO: 14000 RY 2012-09-29 0129 HI8PJP 599 08 DX ED2V 599 14 DX
QSO: 14000 RY 2012-09-29 0129 HI8PJP 599 08 DX WD5DBV 599 04 LA
QSO: 14000 RY 2012-09-29 0130 HI8PJP 599 08 DX K9DJ 599 04 WI
QSO: 14000 RY 2012-09-29 0133 HI8PJP 599 08 DX ED1A 599 14 DX
QSO: 14000 RY 2012-09-29 0139 HI8PJP 599 08 DX OL7M 599 15 DX
QSO: 14000 RY 2012-09-29 0139 HI8PJP 599 08 DX DL4MCF 599 14 DX
QSO: 14000 RY 2012-09-29 0141 HI8PJP 599 08 DX DD1JN 599 14 DX
QSO: 14000 RY 2012-09-29 0143 HI8PJP 599 08 DX K4DSP 599 05 NC
QSO: 14000 RY 2012-09-29 0144 HI8PJP 599 08 DX KB5HPL 599 04 TX
QSO: 14000 RY 2012-09-29 0146 HI8PJP 599 08 DX CO2XPR 599 08 DX
QSO: 14000 RY 2012-09-29 0148 HI8PJP 599 08 DX WB0KGN 599 04 MN
QSO: 14000 RY 2012-09-29 0150 HI8PJP 599 08 DX DB2KT 599 14 DX
QSO: 14000 RY 2012-09-29 0152 HI8PJP 599 08 DX DC3HB 599 14 DX
QSO: 14000 RY 2012-09-29 0155 HI8PJP 599 08 DX K5WI 599 04 TX
QSO: 14000 RY 2012-09-29 0158 HI8PJP 599 08 DX W7PU 599 03 WA
QSO: 14000 RY 2012-09-29 0159 HI8PJP 599 08 DX YO3CBZ 599 20 DX
QSO: 14000 RY 2012-09-29 0200 HI8PJP 599 08 DX N6AR 599 05 FL
QSO: 14000 RY 2012-09-29 0201 HI8PJP 599 08 DX DD2ML 599 14 DX
QSO: 14000 RY 2012-09-29 0203 HI8PJP 599 08 DX K6JW 599 03 CA
QSO: 14000 RY 2012-09-29 0205 HI8PJP 599 08 DX K0MPH 599 04 MN
QSO: 14000 RY 2012-09-29 0206 HI8PJP 599 08 DX CE3EEA 599 12 DX
QSO: 14000 RY 2012-09-29 0207 HI8PJP 599 08 DX OM2DT 599 15 DX
QSO: 14000 RY 2012-09-29 0209 HI8PJP 599 08 DX WA3MEJ 599 04 MD
QSO: 14000 RY 2012-09-29 0211 HI8PJP 599 08 DX K2TE 599 05 NH
QSO: 14000 RY 2012-09-29 0214 HI8PJP 599 08 DX IW1PNJ 599 15 DX
QSO: 14000 RY 2012-09-29 0218 HI8PJP 599 08 DX W4AAA 599 05 NC
QSO: 14000 RY 2012-09-29 0219 HI8PJP 599 08 DX CR3L 599 33 DX
QSO: 14000 RY 2012-09-29 0223 HI8PJP 599 08 DX EA8CNB 599 33 DX
QSO: 14000 RY 2012-09-29 0224 HI8PJP 599 08 DX VE7YBH 599 03 BC
QSO: 14000 RY 2012-09-29 0226 HI8PJP 599 08 DX N0AT 599 04 MN
QSO: 14000 RY 2012-09-29 0226 HI8PJP 599 08 DX NR4M 599 05 VA
QSO: 14000 RY 2012-09-29 0228 HI8PJP 599 08 DX 5C5W 599 33 DX
QSO: 14000 RY 2012-09-29 0229 HI8PJP 599 08 DX UN1L 599 17 DX
QSO: 14000 RY 2012-09-29 0235 HI8PJP 599 08 DX W7RN 599 03 NV
QSO: 14000 RY 2012-09-29 1858 HI8PJP 599 08 DX PJ2/VA7AM 599 09 DX
QSO: 14000 RY 2012-09-29 1859 HI8PJP 599 08 DX UW8I 599 16 DX
QSO: 14000 RY 2012-09-29 1901 HI8PJP 599 08 DX IK4MGP 599 15 DX
QSO: 14000 RY 2012-09-29 1904 HI8PJP 599 08 DX EF7R 599 14 DX
QSO: 14000 RY 2012-09-29 1905 HI8PJP 599 08 DX HC1JQ 599 16 DX
QSO: 14000 RY 2012-09-29 1907 HI8PJP 599 08 DX HF4K 599 15 DX
QSO: 14000 RY 2012-09-29 1910 HI8PJP 599 08 DX PA3EWP 599 14 DX
QSO: 14000 RY 2012-09-29 1911 HI8PJP 599 08 DX PI4CG 599 14 DX
QSO: 14000 RY 2012-09-29 1912 HI8PJP 599 08 DX OE9MDV 599 15 DX
QSO: 14000 RY 2012-09-29 1913 HI8PJP 599 08 DX UA4M 599 16 DX
QSO: 14000 RY 2012-09-29 1915 HI8PJP 599 08 DX S53M 599 15 DX
QSO: 14000 RY 2012-09-29 1916 HI8PJP 599 08 DX OH5AG 599 15 DX
QSO: 14000 RY 2012-09-29 1918 HI8PJP 599 08 DX ED3A 599 14 DX
QSO: 14000 RY 2012-09-29 1920 HI8PJP 599 08 DX OM100IG 599 15 DX
QSO: 14000 RY 2012-09-29 1924 HI8PJP 599 08 DX DJ3NG 599 14 DX
QSO: 14000 RY 2012-09-29 1926 HI8PJP 599 08 DX P40G 599 09 DX
QSO: 14000 RY 2012-09-29 1928 HI8PJP 599 08 DX OM2KW 599 15 DX
QSO: 14000 RY 2012-09-29 1930 HI8PJP 599 08 DX A65BP 599 21 DX
QSO: 14000 RY 2012-09-29 1935 HI8PJP 599 08 DX ES9C 599 15 DX
QSO: 14000 RY 2012-09-29 1938 HI8PJP 599 08 DX UZ2M 599 16 DX
QSO: 14000 RY 2012-09-29 1939 HI8PJP 599 08 DX DR3W 599 14 DX
QSO: 14000 RY 2012-09-29 1941 HI8PJP 599 08 DX KD4MZM 599 05 FL
QSO: 14000 RY 2012-09-29 1944 HI8PJP 599 08 DX SN9V 599 15 DX
QSO: 14000 RY 2012-09-29 1948 HI8PJP 599 08 DX VE3SS 599 04 ON
QSO: 14000 RY 2012-09-29 1950 HI8PJP 599 08 DX K8UT 599 04 MI
QSO: 14000 RY 2012-09-29 1950 HI8PJP 599 08 DX W0HBH 599 04 MO
QSO: 14000 RY 2012-09-29 1953 HI8PJP 599 08 DX WF7S 599 03 AZ
QSO: 14000 RY 2012-09-29 1955 HI8PJP 599 08 DX DL4FAP 599 14 DX
QSO: 14000 RY 2012-09-29 1956 HI8PJP 599 08 DX W4TIJ 599 05 FL
QSO: 14000 RY 2012-09-29 1958 HI8PJP 599 08 DX W4TSP 599 05 FL
QSO: 14000 RY 2012-09-29 1958 HI8PJP 599 08 DX KA1DBE 599 05 VA
QSO: 14000 RY 2012-09-29 1959 HI8PJP 599 08 DX NF4A 599 05 FL
QSO: 14000 RY 2012-09-29 2000 HI8PJP 599 08 DX YL2TB 599 15 DX
QSO: 14000 RY 2012-09-29 2001 HI8PJP 599 08 DX ER3DX 599 15 DX
QSO: 14000 RY 2012-09-29 2002 HI8PJP 599 08 DX W1UE 599 05 MA
QSO: 14000 RY 2012-09-29 2011 HI8PJP 599 08 DX OL3Z 599 15 DX
QSO: 14000 RY 2012-09-29 2012 HI8PJP 599 08 DX S50XX 599 15 DX
QSO: 14000 RY 2012-09-29 2014 HI8PJP 599 08 DX IT9HBT 599 15 DX
QSO: 14000 RY 2012-09-29 2015 HI8PJP 599 08 DX GM5M 599 14 DX
QSO: 14000 RY 2012-09-29 2015 HI8PJP 599 08 DX YL9T 599 16 DX
QSO: 14000 RY 2012-09-29 2017 HI8PJP 599 08 DX DM2RM 599 14 DX
QSO: 14000 RY 2012-09-29 2018 HI8PJP 599 08 DX UT2UB 599 15 DX
QSO: 14000 RY 2012-09-29 2019 HI8PJP 599 08 DX DK5JM 599 14 DX
QSO: 14000 RY 2012-09-29 2020 HI8PJP 599 08 DX 9A207T 599 15 DX
QSO: 14000 RY 2012-09-29 2021 HI8PJP 599 08 DX DL7VEE 599 14 DX
QSO: 14000 RY 2012-09-29 2022 HI8PJP 599 08 DX EA8URL 599 33 DX
QSO: 14000 RY 2012-09-29 2022 HI8PJP 599 08 DX I3EVK 599 15 DX
QSO: 14000 RY 2012-09-29 2024 HI8PJP 599 08 DX S51A 599 15 DX
QSO: 14000 RY 2012-09-29 2025 HI8PJP 599 08 DX IK3XJP 599 15 DX
QSO: 14000 RY 2012-09-29 2032 HI8PJP 599 08 DX WY3P 599 05 VA
QSO: 14000 RY 2012-09-29 2033 HI8PJP 599 08 DX SP2AEK 599 15 DX
QSO: 14000 RY 2012-09-29 2038 HI8PJP 599 08 DX EM2G 599 16 DX
QSO: 14000 RY 2012-09-29 2045 HI8PJP 599 08 DX HA1TNX 599 15 DX
QSO: 14000 RY 2012-09-29 2047 HI8PJP 599 08 DX S51AF 599 15 DX
QSO: 14000 RY 2012-09-29 2048 HI8PJP 599 08 DX SM6BZV 599 14 DX
QSO: 14000 RY 2012-09-29 2049 HI8PJP 599 08 DX RW6CR 599 16 DX
QSO: 14000 RY 2012-09-29 2050 HI8PJP 599 08 DX ED1R 599 14 DX
QSO: 14000 RY 2012-09-29 2051 HI8PJP 599 08 DX P49X 599 09 DX
QSO: 14000 RY 2012-09-29 2054 HI8PJP 599 08 DX OH2ET 599 15 DX
QSO: 14000 RY 2012-09-29 2057 HI8PJP 599 08 DX RV3YR 599 16 DX
QSO: 14000 RY 2012-09-29 2059 HI8PJP 599 08 DX M7W 599 14 DX
QSO: 14000 RY 2012-09-29 2100 HI8PJP 599 08 DX F4ERS 599 14 DX
QSO: 14000 RY 2012-09-29 2102 HI8PJP 599 08 DX IT9BLB 599 15 DX
QSO: 14000 RY 2012-09-29 2106 HI8PJP 599 08 DX YU2A 599 15 DX
QSO: 14000 RY 2012-09-29 2107 HI8PJP 599 08 DX OK7O 599 15 DX
QSO: 14000 RY 2012-09-29 2109 HI8PJP 599 08 DX KE1F 599 05 FL
QSO: 14000 RY 2012-09-29 2112 HI8PJP 599 08 DX F5JY 599 14 DX
QSO: 14000 RY 2012-09-29 2208 HI8PJP 599 08 DX CO2VE 599 08 DX
QSO: 14000 RY 2012-09-29 2215 HI8PJP 599 08 DX OK1DBE 599 15 DX
QSO: 14000 RY 2012-09-29 2217 HI8PJP 599 08 DX LS1D 599 13 DX
QSO: 14000 RY 2012-09-29 2226 HI8PJP 599 08 DX DL5ZBA 599 14 DX
QSO: 14000 RY 2012-09-29 2227 HI8PJP 599 08 DX CT1ILT 599 14 DX
QSO: 14000 RY 2012-09-29 2232 HI8PJP 599 08 DX SP9UNX 599 15 DX
QSO: 14000 RY 2012-09-29 2233 HI8PJP 599 08 DX NG4L 599 05 FL
QSO: 14000 RY 2012-09-29 2235 HI8PJP 599 08 DX W4HOD 599 04 AL
QSO: 14000 RY 2012-09-29 2235 HI8PJP 599 08 DX KR5V 599 04 TX
QSO: 14000 RY 2012-09-29 2236 HI8PJP 599 08 DX F5PHW 599 14 DX
QSO: 14000 RY 2012-09-29 2237 HI8PJP 599 08 DX DQ4W 599 14 DX
QSO: 14000 RY 2012-09-29 2238 HI8PJP 599 08 DX W1RPR 599 05 MA
QSO: 14000 RY 2012-09-29 2239 HI8PJP 599 08 DX K4UTE 599 05 FL
QSO: 14000 RY 2012-09-29 2241 HI8PJP 599 08 DX LZ6K 599 20 DX
QSO: 14000 RY 2012-09-29 2242 HI8PJP 599 08 DX S50W 599 15 DX
QSO: 14000 RY 2012-09-29 2243 HI8PJP 599 08 DX Z37M 599 15 DX
QSO: 14000 RY 2012-09-29 2244 HI8PJP 599 08 DX N4KG 599 04 AL
QSO: 14000 RY 2012-09-29 2245 HI8PJP 599 08 DX KI1G 599 05 RI
QSO: 14000 RY 2012-09-29 2246 HI8PJP 599 08 DX IK4QX 599 15 DX
QSO: 14000 RY 2012-09-29 2248 HI8PJP 599 08 DX PI4W 599 14 DX
QSO: 14000 RY 2012-09-29 2249 HI8PJP 599 08 DX W0LSD 599 04 CO
QSO: 14000 RY 2012-09-29 2250 HI8PJP 599 08 DX DK1FW 599 14 DX
QSO: 14000 RY 2012-09-29 2251 HI8PJP 599 08 DX YT7AW 599 15 DX
QSO: 14000 RY 2012-09-29 2251 HI8PJP 599 08 DX R3VA 599 15 DX
QSO: 14000 RY 2012-09-29 2252 HI8PJP 599 08 DX W1DX 599 05 CT
QSO: 14000 RY 2012-09-29 2253 HI8PJP 599 08 DX K3CWF 599 05 DE
QSO: 14000 RY 2012-09-29 2254 HI8PJP 599 08 DX RU1AZ 599 16 DX
QSO: 14000 RY 2012-09-29 2257 HI8PJP 599 08 DX CO2MS 599 08 DX
QSO: 14000 RY 2012-09-29 2257 HI8PJP 599 08 DX W6OAT 599 03 CA
QSO: 14000 RY 2012-09-29 2300 HI8PJP 599 08 DX IQ1RY 599 15 DX
QSO: 14000 RY 2012-09-29 2301 HI8PJP 599 08 DX N5RLM 599 04 LA
QSO: 14000 RY 2012-09-29 2302 HI8PJP 599 08 DX K4FJW 599 05 VA
QSO: 14000 RY 2012-09-29 2303 HI8PJP 599 08 DX EA7CWA 599 14 DX
QSO: 14000 RY 2012-09-29 2304 HI8PJP 599 08 DX W2LK 599 05 NY
QSO: 14000 RY 2012-09-29 2304 HI8PJP 599 08 DX VK3TDX 599 30 DX
QSO: 14000 RY 2012-09-29 2306 HI8PJP 599 08 DX AK4GD 599 05 NC
QSO: 14000 RY 2012-09-29 2307 HI8PJP 599 08 DX EA5DKU 599 14 DX
QSO: 14000 RY 2012-09-29 2308 HI8PJP 599 08 DX IQ2CJ 599 15 DX
QSO: 14000 RY 2012-09-29 2308 HI8PJP 599 08 DX WS9M 599 05 NY
QSO: 14000 RY 2012-09-29 2309 HI8PJP 599 08 DX K8KI 599 04 AL
QSO: 14000 RY 2012-09-29 2310 HI8PJP 599 08 DX K5VIP 599 05 VA
QSO: 14000 RY 2012-09-29 2311 HI8PJP 599 08 DX W3FV 599 05 PA
QSO: 14000 RY 2012-09-29 2312 HI8PJP 599 08 DX F5CQ 599 14 DX
QSO: 14000 RY 2012-09-29 2312 HI8PJP 599 08 DX DA0CA 599 14 DX
QSO: 14000 RY 2012-09-29 2314 HI8PJP 599 08 DX LT0H 599 13 DX
QSO: 14000 RY 2012-09-29 2315 HI8PJP 599 08 DX EA1EVR 599 14 DX
QSO: 14000 RY 2012-09-29 2315 HI8PJP 599 08 DX W1WLW 599 05 MA
QSO: 14000 RY 2012-09-29 2317 HI8PJP 599 08 DX OM5CD 599 15 DX
QSO: 14000 RY 2012-09-29 2318 HI8PJP 599 08 DX N1API 599 05 CT
QSO: 14000 RY 2012-09-29 2319 HI8PJP 599 08 DX SV3GKU 599 20 DX
QSO: 14000 RY 2012-09-29 2319 HI8PJP 599 08 DX W8OHT 599 05 WV
QSO: 14000 RY 2012-09-29 2321 HI8PJP 599 08 DX KI7MT 599 03 MT
QSO: 14000 RY 2012-09-29 2323 HI8PJP 599 08 DX AJ4FM 599 05 VA
QSO: 14000 RY 2012-09-29 2324 HI8PJP 599 08 DX AD5XD 599 05 TX
QSO: 14000 RY 2012-09-29 2325 HI8PJP 599 08 DX YO9HP 599 20 DX
QSO: 14000 RY 2012-09-29 2326 HI8PJP 599 08 DX VE2FXL 599 05 QC
QSO: 14000 RY 2012-09-29 2327 HI8PJP 599 08 DX K5OA 599 03 CA
QSO: 14000 RY 2012-09-29 2328 HI8PJP 599 08 DX K4FJ 599 05 VA
QSO: 14000 RY 2012-09-29 2328 HI8PJP 599 08 DX N1IA 599 05 NY
QSO: 14000 RY 2012-09-29 2330 HI8PJP 599 08 DX NN6XX 599 03 CA
QSO: 14000 RY 2012-09-29 2331 HI8PJP 599 08 DX UU7J 599 16 DX
QSO: 14000 RY 2012-09-29 2332 HI8PJP 599 08 DX W6KNB 599 03 CA
QSO: 14000 RY 2012-09-29 2332 HI8PJP 599 08 DX W5DQ 599 03 CA
QSO: 14000 RY 2012-09-29 2333 HI8PJP 599 08 DX K4MIL 599 05 VA
QSO: 14000 RY 2012-09-29 2333 HI8PJP 599 08 DX KT1B 599 05 MA
QSO: 14000 RY 2012-09-29 2337 HI8PJP 599 08 DX N3MA 599 05 VA
QSO: 14000 RY 2012-09-29 2337 HI8PJP 599 08 DX OZ1FAO 599 14 DX
QSO: 14000 RY 2012-09-29 2340 HI8PJP 599 08 DX WB0N 599 04 MN
QSO: 14000 RY 2012-09-29 2341 HI8PJP 599 08 DX I0AYU 599 15 DX
QSO: 14000 RY 2012-09-29 2342 HI8PJP 599 08 DX HA8QZ 599 15 DX
QSO: 14000 RY 2012-09-29 2344 HI8PJP 599 08 DX W8TOM 599 04 MI
QSO: 14000 RY 2012-09-29 2345 HI8PJP 599 08 DX W3SA 599 05 NC
QSO: 14000 RY 2012-09-29 2345 HI8PJP 599 08 DX KI4SP 599 04 DX
QSO: 14000 RY 2012-09-29 2347 HI8PJP 599 08 DX N0GZ 599 04 IA
QSO: 14000 RY 2012-09-29 2347 HI8PJP 599 08 DX OE6IMD 599 15 DX
QSO: 14000 RY 2012-09-29 2348 HI8PJP 599 08 DX W7PP 599 03 AZ
QSO: 14000 RY 2012-09-29 2351 HI8PJP 599 08 DX UA3QJJ 599 15 DX
QSO: 14000 RY 2012-09-29 2353 HI8PJP 599 08 DX W1ZD 599 03 AZ
QSO: 14000 RY 2012-09-29 2354 HI8PJP 599 08 DX EA1WW 599 14 DX
QSO: 14000 RY 2012-09-29 2355 HI8PJP 599 08 DX W3DQN 599 03 MD
QSO: 14000 RY 2012-09-29 2357 HI8PJP 599 08 DX KB3GWB 599 05 PA
QSO: 14000 RY 2012-09-29 2358 HI8PJP 599 08 DX KV1J 599 05 MA
QSO: 14000 RY 2012-09-29 2359 HI8PJP 599 08 DX SV1MO 599 20 DX
QSO: 14000 RY 2012-09-30 0001 HI8PJP 599 08 DX G3KMQ 599 14 DX
QSO: 14000 RY 2012-09-30 0001 HI8PJP 599 08 DX WI2E 599 05 PA
QSO: 14000 RY 2012-09-30 0002 HI8PJP 599 08 DX K1PU 599 05 PA
QSO: 14000 RY 2012-09-30 0003 HI8PJP 599 08 DX K4GMH 599 05 VA
QSO: 14000 RY 2012-09-30 0004 HI8PJP 599 08 DX K4MF 599 05 FL
QSO: 14000 RY 2012-09-30 0004 HI8PJP 599 08 DX N5TY 599 04 TX
QSO: 14000 RY 2012-09-30 0005 HI8PJP 599 08 DX NY2GB 599 05 FL
QSO: 14000 RY 2012-09-30 0006 HI8PJP 599 08 DX AB4SF 599 05 VA
QSO: 14000 RY 2012-09-30 0007 HI8PJP 599 08 DX N9LAP 599 04 IL
QSO: 14000 RY 2012-09-30 0009 HI8PJP 599 08 DX WI7N 599 05 IA
QSO: 14000 RY 2012-09-30 0009 HI8PJP 599 08 DX K1VU 599 05 MA
QSO: 14000 RY 2012-09-30 0011 HI8PJP 599 08 DX WD9DZV 599 04 IL
QSO: 14000 RY 2012-09-30 0011 HI8PJP 599 08 DX AA5VU 599 04 TX
QSO: 14000 RY 2012-09-30 0012 HI8PJP 599 08 DX N4LR 599 05 GA
QSO: 14000 RY 2012-09-30 0012 HI8PJP 599 08 DX W3LL 599 05 MD
QSO: 14000 RY 2012-09-30 0013 HI8PJP 599 08 DX N7BV 599 03 WA
QSO: 14000 RY 2012-09-30 0014 HI8PJP 599 08 DX KS1J 599 05 RI
QSO: 14000 RY 2012-09-30 0015 HI8PJP 599 08 DX HB9ENU 599 14 DX
QSO: 14000 RY 2012-09-30 0017 HI8PJP 599 08 DX VE2EB 599 05 QC
QSO: 14000 RY 2012-09-30 0017 HI8PJP 599 08 DX WA4PGM 599 05 VA
QSO: 14000 RY 2012-09-30 0018 HI8PJP 599 08 DX VP9I 599 05 DX
