START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.14.0
CONTEST: REF-SSB
LOCATION: DX
CALLSIGN: 6W1SR
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 179728
OFFTIME: 2016-02-27 1601 2016-02-27 1850
OFFTIME: 2016-02-27 1958 2016-02-27 2340
OFFTIME: 2016-02-28 0105 2016-02-28 0630
OPERATORS: 
NAME: Dominique Auprince
SOAPBOX: 
RIG: 2 élements SteppIR à 15m et  Levy 2 x 20m
QSO: 21234 PH 2016-02-27 1211 6W1SR         59  048    F4GGQ         59  29    
QSO: 21252 PH 2016-02-27 1215 6W1SR         59  049    FG5GP         59  FG    
QSO: 21305 PH 2016-02-27 1217 6W1SR         59  050    F4HIK         59  86    
QSO: 21207 PH 2016-02-27 1218 6W1SR         59  051    TK5KP         59  2A    
QSO: 21225 PH 2016-02-27 1218 6W1SR         59  052    F4EIK         59  52    
QSO: 21242 PH 2016-02-27 1219 6W1SR         59  053    TM2B          59  03    
QSO: 21180 PH 2016-02-27 1220 6W1SR         59  054    F6KNB         59  33    
QSO: 21185 PH 2016-02-27 1223 6W1SR         59  055    F6KBF         59  78    
QSO: 21222 PH 2016-02-27 1240 6W1SR         59  056    TM5OTT        59  37    
QSO: 21224 PH 2016-02-27 1440 6W1SR         59  057    F5KDK/P       59  24    
QSO: 21189 PH 2016-02-27 1441 6W1SR         59  058    TM5G          59  44    
QSO: 21183 PH 2016-02-27 1442 6W1SR         59  059    F5NBX         59  87    
QSO: 21190 PH 2016-02-27 1443 6W1SR         59  060    F5HB          59  33    
QSO: 21190 PH 2016-02-27 1443 6W1SR         59  061    F1IWH         59  33    
QSO: 21190 PH 2016-02-27 1444 6W1SR         59  062    F6BYJ         59  16    
QSO: 21190 PH 2016-02-27 1444 6W1SR         59  063    F5RAG         59  64    
QSO: 21190 PH 2016-02-27 1445 6W1SR         59  064    F5NPS         59  55    
QSO: 21190 PH 2016-02-27 1445 6W1SR         59  065    F5PAL         59  63    
QSO: 21190 PH 2016-02-27 1447 6W1SR         59  066    F4EZC         59  44    
QSO: 21190 PH 2016-02-27 1447 6W1SR         59  067    F8FZC         59  17    
QSO: 21190 PH 2016-02-27 1447 6W1SR         59  068    F5SIZ         59  12    
QSO: 21190 PH 2016-02-27 1448 6W1SR         59  069    F4KJP         59  08    
QSO: 21190 PH 2016-02-27 1448 6W1SR         59  070    F5JMI         59  84    
QSO: 21190 PH 2016-02-27 1449 6W1SR         59  071    F5SPJ         59  06    
QSO: 21190 PH 2016-02-27 1450 6W1SR         59  072    F8CRS         59  67    
QSO: 21190 PH 2016-02-27 1450 6W1SR         59  073    F6GDO         59  76    
QSO: 21190 PH 2016-02-27 1451 6W1SR         59  074    TM13WAP       59  42    
QSO: 21190 PH 2016-02-27 1451 6W1SR         59  075    F8BSI         59  69    
QSO: 21190 PH 2016-02-27 1452 6W1SR         59  076    F4ENJ/P       59  53    
QSO: 21190 PH 2016-02-27 1452 6W1SR         59  077    F4EOH         59  84    
QSO: 21190 PH 2016-02-27 1453 6W1SR         59  078    F4CDR         59  63    
QSO: 21190 PH 2016-02-27 1454 6W1SR         59  079    F6BBO         59  78    
QSO: 21190 PH 2016-02-27 1454 6W1SR         59  080    F6KOU         59  84    
QSO: 21190 PH 2016-02-27 1455 6W1SR         59  081    F6BQW         59  77    
QSO: 21190 PH 2016-02-27 1455 6W1SR         59  082    F4FFH         59  50    
QSO: 21190 PH 2016-02-27 1456 6W1SR         59  083    F5IQJ         59  05    
QSO: 21190 PH 2016-02-27 1457 6W1SR         59  084    F6KBO         59  22    
QSO: 21190 PH 2016-02-27 1457 6W1SR         59  085    F1RAF         59  77    
QSO: 21190 PH 2016-02-27 1459 6W1SR         59  086    F6GGO         59  35    
QSO: 21190 PH 2016-02-27 1459 6W1SR         59  087    F8KCF         59  74    
QSO: 21190 PH 2016-02-27 1500 6W1SR         59  088    F5FJ          59  40    
QSO: 21190 PH 2016-02-27 1500 6W1SR         59  089    F5LDY         59  91    
QSO: 21190 PH 2016-02-27 1500 6W1SR         59  090    F5SNY         59  68    
QSO: 21190 PH 2016-02-27 1501 6W1SR         59  091    F4GLK         59  60    
QSO: 21190 PH 2016-02-27 1501 6W1SR         59  092    F1EBN         59  77    
QSO: 21190 PH 2016-02-27 1502 6W1SR         59  093    F4EZK         59  87    
QSO: 21190 PH 2016-02-27 1502 6W1SR         59  094    F6DRA         59  81    
QSO: 21190 PH 2016-02-27 1503 6W1SR         59  095    F8KFI         59  68    
QSO: 21190 PH 2016-02-27 1503 6W1SR         59  096    F6KFI         59  72    
QSO: 21190 PH 2016-02-27 1503 6W1SR         59  097    F5DDX         59  03    
QSO: 21190 PH 2016-02-27 1504 6W1SR         59  098    TM2M          59  85    
QSO: 21190 PH 2016-02-27 1504 6W1SR         59  099    F4CGJ         59  72    
QSO: 21190 PH 2016-02-27 1505 6W1SR         59  100    F5JFU         59  58    
QSO: 21190 PH 2016-02-27 1506 6W1SR         59  101    F4FUB         59  80    
QSO: 21190 PH 2016-02-27 1508 6W1SR         59  102    F5IDJ         59  62    
QSO: 21190 PH 2016-02-27 1508 6W1SR         59  103    F4GAJ         59  14    
QSO: 21190 PH 2016-02-27 1509 6W1SR         59  104    F8NAN         59  63    
QSO: 21190 PH 2016-02-27 1509 6W1SR         59  105    F4BYB         59  02    
QSO: 21190 PH 2016-02-27 1510 6W1SR         59  106    F6KRK         59  78    
QSO: 21190 PH 2016-02-27 1510 6W1SR         59  107    F8AWE         59  67    
QSO: 21190 PH 2016-02-27 1511 6W1SR         59  108    F6FDR         59  84    
QSO: 21190 PH 2016-02-27 1512 6W1SR         59  109    F5ELL/P       59  34    
QSO: 21190 PH 2016-02-27 1514 6W1SR         59  110    FM5GB         59  FM    
QSO: 21190 PH 2016-02-27 1515 6W1SR         59  111    F4CYH         59  71    
QSO: 21190 PH 2016-02-27 1515 6W1SR         59  112    F5CUN         59  71    
QSO: 21190 PH 2016-02-27 1517 6W1SR         59  113    F6FTB         59  21    
QSO: 21190 PH 2016-02-27 1517 6W1SR         59  114    F6EHP         59  29    
QSO: 21190 PH 2016-02-27 1518 6W1SR         59  115    F5MMF         59  24    
QSO: 21190 PH 2016-02-27 1518 6W1SR         59  116    F4CVQ         59  88    
QSO: 21190 PH 2016-02-27 1520 6W1SR         59  117    F6KBR         59  66    
QSO: 21190 PH 2016-02-27 1521 6W1SR         59  118    F2FG          59  06    
QSO: 21190 PH 2016-02-27 1521 6W1SR         59  119    F6ECI         59  46    
QSO: 21190 PH 2016-02-27 1522 6W1SR         59  120    F2GL          59  89    
QSO: 21190 PH 2016-02-27 1522 6W1SR         59  121    F5ADE         59  36    
QSO: 21190 PH 2016-02-27 1523 6W1SR         59  122    F5JU          59  35    
QSO: 21190 PH 2016-02-27 1524 6W1SR         59  123    F2LG          59  59    
QSO: 21190 PH 2016-02-27 1524 6W1SR         59  124    F2VX          59  33    
QSO: 21190 PH 2016-02-27 1525 6W1SR         59  125    F4AVX         59  35    
QSO: 21190 PH 2016-02-27 1526 6W1SR         59  126    F6GOX         59  24    
QSO: 21190 PH 2016-02-27 1527 6W1SR         59  127    F4HGF         59  89    
QSO: 21190 PH 2016-02-27 1528 6W1SR         59  128    F6KRC         59  35    
QSO: 21190 PH 2016-02-27 1528 6W1SR         59  129    F6BAT         59  59    
QSO: 21190 PH 2016-02-27 1529 6W1SR         59  130    F5ASD         59  77    
QSO: 21190 PH 2016-02-27 1530 6W1SR         59  131    F1HTU         59  72    
QSO: 21190 PH 2016-02-27 1530 6W1SR         59  132    F6CRK         59  89    
QSO: 21190 PH 2016-02-27 1531 6W1SR         59  133    TM2CT         59  76    
QSO: 21190 PH 2016-02-27 1531 6W1SR         59  134    F4CQW         59  54    
QSO: 21190 PH 2016-02-27 1532 6W1SR         59  135    F5OZC         59  49    
QSO: 21190 PH 2016-02-27 1534 6W1SR         59  136    F6BXD         59  59    
QSO: 21190 PH 2016-02-27 1534 6W1SR         59  137    F6DYX         59  49    
QSO: 21190 PH 2016-02-27 1536 6W1SR         59  138    F1CBC         59  76    
QSO: 21190 PH 2016-02-27 1536 6W1SR         59  139    F8DJD         59  32    
QSO: 21190 PH 2016-02-27 1540 6W1SR         59  140    F8AAB         59  43    
QSO: 21190 PH 2016-02-27 1541 6W1SR         59  141    F5AIB         59  54    
QSO: 21190 PH 2016-02-27 1541 6W1SR         59  142    F4KJN         59  46    
QSO: 21190 PH 2016-02-27 1542 6W1SR         59  143    F5DBX         59  31    
QSO: 21190 PH 2016-02-27 1542 6W1SR         59  144    F4GPX         59  49    
QSO: 21190 PH 2016-02-27 1543 6W1SR         59  145    F5AJG         59  59    
QSO: 21190 PH 2016-02-27 1545 6W1SR         59  146    F5EAN         59  86    
QSO: 21190 PH 2016-02-27 1545 6W1SR         59  147    F5OHH         59  44    
QSO: 21190 PH 2016-02-27 1547 6W1SR         59  148    TK4RP         59  2A    
QSO: 21190 PH 2016-02-27 1548 6W1SR         59  149    F5HPY         59  85    
QSO: 21190 PH 2016-02-27 1548 6W1SR         59  150    F4HER         59  86    
QSO: 21190 PH 2016-02-27 1549 6W1SR         59  151    F4BDG         59  77    
QSO: 21190 PH 2016-02-27 1549 6W1SR         59  152    F5HIJ         59  33    
QSO: 21190 PH 2016-02-27 1551 6W1SR         59  153    F1AJK         59  13    
QSO: 21190 PH 2016-02-27 1551 6W1SR         59  154    F6IPQ         59  47    
QSO: 14184 PH 2016-02-27 1556 6W1SR         59  155    F6KHM         59  29    
QSO: 14143 PH 2016-02-27 1557 6W1SR         59  156    F6GOX         59  24    
QSO: 14206 PH 2016-02-27 1558 6W1SR         59  157    F5UTN         59  27    
QSO: 14156 PH 2016-02-27 1600 6W1SR         59  158    F6KNB         59  33    
QSO: 14164 PH 2016-02-27 1601 6W1SR         59  159    F6KLO         59  19    
QSO: 14156 PH 2016-02-27 1850 6W1SR         59  160    F6HPP         59  02    
QSO: 14156 PH 2016-02-27 1851 6W1SR         59  161    F4KIY         59  57    
QSO: 14156 PH 2016-02-27 1851 6W1SR         59  162    F4EOH         59  84    
QSO: 14156 PH 2016-02-27 1852 6W1SR         59  163    F5HPY         59  85    
QSO: 14156 PH 2016-02-27 1852 6W1SR         59  164    F6CWN         59  76    
QSO: 14156 PH 2016-02-27 1854 6W1SR         59  165    F5HX          59  23    
QSO: 14156 PH 2016-02-27 1855 6W1SR         59  166    F8GKO         59  81    
QSO: 14156 PH 2016-02-27 1855 6W1SR         59  167    F8DJD         59  32    
QSO: 14156 PH 2016-02-27 1857 6W1SR         59  168    F6KQK/P       59  30    
QSO: 14156 PH 2016-02-27 1857 6W1SR         59  169    F6KDL         59  68    
QSO: 14156 PH 2016-02-27 1858 6W1SR         59  170    TM2B          59  03    
QSO: 14156 PH 2016-02-27 1858 6W1SR         59  171    F6CLQ         59  89    
QSO: 14156 PH 2016-02-27 1900 6W1SR         59  172    F6KRC         59  35    
QSO: 14156 PH 2016-02-27 1902 6W1SR         59  173    F5HHW         59  50    
QSO: 14156 PH 2016-02-27 1903 6W1SR         59  174    F5KLJ         59  17    
QSO: 14156 PH 2016-02-27 1904 6W1SR         59  175    FW1JG         59  FW    
QSO: 14156 PH 2016-02-27 1906 6W1SR         59  176    F6KQV         59  67    
QSO: 14156 PH 2016-02-27 1906 6W1SR         59  177    F4EEX         59  13    
QSO: 14156 PH 2016-02-27 1906 6W1SR         59  178    F4GNB         59  46    
QSO: 14156 PH 2016-02-27 1908 6W1SR         59  179    TK4RC         59  2A    
QSO: 14156 PH 2016-02-27 1909 6W1SR         59  180    F8KHP         59  80    
QSO: 14156 PH 2016-02-27 1911 6W1SR         59  181    F6FET         59  53    
QSO: 14156 PH 2016-02-27 1911 6W1SR         59  182    F1UCQ         59  11    
QSO: 14156 PH 2016-02-27 1912 6W1SR         59  183    F5JFU         59  58    
QSO: 14128 PH 2016-02-27 1915 6W1SR         59  184    F8KCF         59  74    
QSO: 14158 PH 2016-02-27 1918 6W1SR         59  185    TO66R         59  FG    
QSO:  7132 PH 2016-02-27 1927 6W1SR         59  186    F4BKV         59  17    
QSO:  7103 PH 2016-02-27 1928 6W1SR         59  187    F5KDK/P       59  24    
QSO:  7100 PH 2016-02-27 1930 6W1SR         59  188    F6FET         59  53    
QSO:  7114 PH 2016-02-27 1931 6W1SR         59  189    F6KDU         59  64    
QSO:  7109 PH 2016-02-27 1933 6W1SR         59  190    F8KCF         59  74    
QSO:  7156 PH 2016-02-27 1935 6W1SR         59  191    F4FFH         59  50    
QSO:  7083 PH 2016-02-27 1937 6W1SR         59  192    F4KJN         59  46    
QSO:  7076 PH 2016-02-27 1950 6W1SR         59  193    F6KLO         59  19    
QSO:  7163 PH 2016-02-27 1956 6W1SR         59  194    F4FKR         59  22    
QSO:  7098 PH 2016-02-27 1958 6W1SR         59  195    F6KQV         59  67    
QSO:  3616 PH 2016-02-27 2340 6W1SR         59  196    F6KLO         59  19    
QSO:  3751 PH 2016-02-27 2359 6W1SR         59  197    F6KEH         59  34    
QSO:  3761 PH 2016-02-28 0003 6W1SR         59  198    TM5G          59  44    
QSO:  3774 PH 2016-02-28 0004 6W1SR         59  199    F6KRC         59  35    
QSO:  3783 PH 2016-02-28 0006 6W1SR         59  200    F6IGS         59  33    
QSO:  3729 PH 2016-02-28 0009 6W1SR         59  201    F6KBO         59  22    
QSO:  3641 PH 2016-02-28 0014 6W1SR         59  202    F8KCF         59  74    
QSO:  3665 PH 2016-02-28 0016 6W1SR         59  203    TK5KP         59  2A    
QSO:  7060 PH 2016-02-28 0022 6W1SR         59  204    F6KHM         59  29    
QSO:  7060 PH 2016-02-28 0024 6W1SR         59  205    F5JFU         59  58    
QSO:  7060 PH 2016-02-28 0027 6W1SR         59  206    TM5OTT        59  37    
QSO:  7060 PH 2016-02-28 0034 6W1SR         59  207    TM15C         59  15    
QSO:  7060 PH 2016-02-28 0039 6W1SR         59  208    TM2T          59  13    
QSO:  3620 PH 2016-02-28 0046 6W1SR         59  209    TM2CT         59  76    
QSO:  7150 PH 2016-02-28 0055 6W1SR         59  210    F6KNB         59  33    
QSO:  7150 PH 2016-02-28 0057 6W1SR         59  211    FM5BH         59  FM    
QSO:  7150 PH 2016-02-28 0100 6W1SR         59  212    TK5KP         59  2A    
QSO:  7150 PH 2016-02-28 0102 6W1SR         59  213    F6KEH         59  34    
QSO:  7150 PH 2016-02-28 0105 6W1SR         59  214    TO66R         59  FG    
QSO:  3726 PH 2016-02-28 0630 6W1SR         59  215    F8BPN         59  19    
QSO:  7120 PH 2016-02-28 0639 6W1SR         59  216    F6GPT         59  33    
QSO:  7120 PH 2016-02-28 0642 6W1SR         59  217    F8EMH         59  54    
QSO: 21221 PH 2016-02-28 0911 6W1SR         59  218    F6KLO         59  19    
QSO: 21221 PH 2016-02-28 0915 6W1SR         59  219    F6KJU         59  59    
QSO: 21252 PH 2016-02-28 0923 6W1SR         59  220    F4IVV         59  38    
QSO: 21234 PH 2016-02-28 0925 6W1SR         59  221    F6REF         59  00    
QSO: 21226 PH 2016-02-28 0928 6W1SR         59  222    TM2T          59  13    
QSO: 21213 PH 2016-02-28 1005 6W1SR         59  223    F5BZB         59  81    
QSO: 21216 PH 2016-02-28 1008 6W1SR         59  224    F4DSE         59  16    
QSO: 21239 PH 2016-02-28 1009 6W1SR         59  225    F6KJX         59  41    
QSO: 28460 PH 2016-02-28 1017 6W1SR         59  226    TM2B          59  03    
QSO: 28460 PH 2016-02-28 1019 6W1SR         59  227    F6APE         59  49    
QSO: 28460 PH 2016-02-28 1020 6W1SR         59  228    F6KHM         59  29    
QSO: 28460 PH 2016-02-28 1020 6W1SR         59  229    TM2T          59  13    
QSO: 28460 PH 2016-02-28 1021 6W1SR         59  230    F4FFH         59  50    
QSO: 28460 PH 2016-02-28 1021 6W1SR         59  231    F5LPY         59  55    
QSO: 28460 PH 2016-02-28 1021 6W1SR         59  232    F6FDR         59  84    
QSO: 28460 PH 2016-02-28 1022 6W1SR         59  233    F5TJK         59  06    
QSO: 28460 PH 2016-02-28 1022 6W1SR         59  234    F5UTN         59  27    
QSO: 28460 PH 2016-02-28 1023 6W1SR         59  235    F6IRG         59  38    
QSO: 28460 PH 2016-02-28 1023 6W1SR         59  236    F6IPQ         59  47    
QSO: 28460 PH 2016-02-28 1025 6W1SR         59  237    F8CFU/QRP     59  63    
QSO: 28460 PH 2016-02-28 1025 6W1SR         59  238    F4GGQ         59  29    
QSO: 28460 PH 2016-02-28 1025 6W1SR         59  239    F5HIJ         59  33    
QSO: 28460 PH 2016-02-28 1026 6W1SR         59  240    F5LQ          59  33    
QSO: 28460 PH 2016-02-28 1028 6W1SR         59  241    F5VHN         59  77    
QSO: 28460 PH 2016-02-28 1029 6W1SR         59  242    F6KPQ         59  56    
QSO: 28460 PH 2016-02-28 1030 6W1SR         59  243    F1EBN         59  77    
QSO: 28460 PH 2016-02-28 1031 6W1SR         59  244    F6CKD         59  44    
QSO: 28460 PH 2016-02-28 1032 6W1SR         59  245    F6KNB         59  33    
QSO: 28460 PH 2016-02-28 1033 6W1SR         59  246    F5MSB         59  32    
QSO: 28460 PH 2016-02-28 1034 6W1SR         59  247    F6DZO         59  24    
QSO: 28460 PH 2016-02-28 1036 6W1SR         59  248    F6REF         59  00    
QSO: 28460 PH 2016-02-28 1037 6W1SR         59  249    F6KJH         59  38    
QSO: 28460 PH 2016-02-28 1037 6W1SR         59  250    F6KHS         59  24    
QSO: 28460 PH 2016-02-28 1038 6W1SR         59  251    F6GPT         59  33    
QSO: 28460 PH 2016-02-28 1039 6W1SR         59  252    F6DYX         59  49    
QSO: 28460 PH 2016-02-28 1039 6W1SR         59  253    F5HPY         59  85    
QSO: 28460 PH 2016-02-28 1041 6W1SR         59  254    F6KBR         59  66    
QSO: 28460 PH 2016-02-28 1042 6W1SR         59  255    F6GOE         59  77    
QSO: 28460 PH 2016-02-28 1043 6W1SR         59  256    F6ARC         59  28    
QSO: 28460 PH 2016-02-28 1043 6W1SR         59  257    F5AAR         59  49    
QSO: 28460 PH 2016-02-28 1044 6W1SR         59  258    F6KJX         59  41    
QSO: 28460 PH 2016-02-28 1044 6W1SR         59  259    F5SJC         59  86    
QSO: 28460 PH 2016-02-28 1045 6W1SR         59  260    TK5KP         59  2A    
QSO: 28460 PH 2016-02-28 1045 6W1SR         59  261    F4GHS         59  06    
QSO: 28495 PH 2016-02-28 1047 6W1SR         59  262    F6KLO         59  19    
QSO: 28460 PH 2016-02-28 1050 6W1SR         59  263    F5FJ          59  40    
QSO: 28460 PH 2016-02-28 1050 6W1SR         59  264    F5JFU         59  58    
QSO: 28460 PH 2016-02-28 1052 6W1SR         59  265    F6CQU         59  19    
QSO: 28460 PH 2016-02-28 1056 6W1SR         59  266    F5KDK/P       59  24    
QSO: 28460 PH 2016-02-28 1057 6W1SR         59  267    F4AVX         59  35    
QSO: 28471 PH 2016-02-28 1100 6W1SR         59  268    TM5OTT        59  37    
QSO: 28487 PH 2016-02-28 1104 6W1SR         59  269    F8ATM         59  81    
QSO: 21244 PH 2016-02-28 1251 6W1SR         59  270    TO66R         59  FG    
QSO: 21225 PH 2016-02-28 1253 6W1SR         59  271    TM5TT         59  41    
QSO: 21220 PH 2016-02-28 1254 6W1SR         59  272    F5AAR         59  49    
QSO: 21233 PH 2016-02-28 1255 6W1SR         59  273    F1OKV         59  19    
QSO: 21233 PH 2016-02-28 1256 6W1SR         59  274    F4FHY         59  86    
QSO: 21233 PH 2016-02-28 1257 6W1SR         59  275    F2QH          59  95    
QSO: 21233 PH 2016-02-28 1258 6W1SR         59  276    F5RVO         59  84    
QSO: 21233 PH 2016-02-28 1300 6W1SR         59  277    F5JRC         59  02    
QSO: 21233 PH 2016-02-28 1301 6W1SR         59  278    F5SEY         59  44    
QSO: 21233 PH 2016-02-28 1302 6W1SR         59  279    F6KKA         59  30    
QSO: 21233 PH 2016-02-28 1302 6W1SR         59  280    F6KQV         59  67    
QSO: 21233 PH 2016-02-28 1302 6W1SR         59  281    F4HGH         59  02    
QSO: 21233 PH 2016-02-28 1303 6W1SR         59  282    F6DEO         59  95    
QSO: 21233 PH 2016-02-28 1303 6W1SR         59  283    F1UMO         59  62    
QSO: 21233 PH 2016-02-28 1304 6W1SR         59  284    F5KSO         59  49    
QSO: 21233 PH 2016-02-28 1305 6W1SR         59  285    F5VHN         59  77    
QSO: 21233 PH 2016-02-28 1305 6W1SR         59  286    F6KJJ         59  38    
QSO: 21233 PH 2016-02-28 1305 6W1SR         59  287    F6KFH         59  57    
QSO: 21233 PH 2016-02-28 1306 6W1SR         59  288    F5KMY         59  25    
QSO: 21233 PH 2016-02-28 1307 6W1SR         59  289    F4EPU         59  59    
QSO: 21233 PH 2016-02-28 1307 6W1SR         59  290    F4EUG         59  22    
QSO: 21233 PH 2016-02-28 1307 6W1SR         59  291    F4GIB         59  85    
QSO: 21233 PH 2016-02-28 1308 6W1SR         59  292    F6EWX         59  38    
QSO: 21233 PH 2016-02-28 1308 6W1SR         59  293    F6KDU         59  64    
QSO: 21233 PH 2016-02-28 1309 6W1SR         59  294    F6KCP         59  77    
QSO: 21233 PH 2016-02-28 1309 6W1SR         59  295    F4FHV         59  63    
QSO: 21233 PH 2016-02-28 1309 6W1SR         59  296    F6CLQ         59  89    
QSO: 21233 PH 2016-02-28 1310 6W1SR         59  297    F1FIJ         59  91    
QSO: 21233 PH 2016-02-28 1311 6W1SR         59  298    F5NKZ         59  64    
QSO: 21233 PH 2016-02-28 1312 6W1SR         59  299    F6EQJ         59  21    
QSO: 21233 PH 2016-02-28 1312 6W1SR         59  300    F8KHP         59  80    
QSO: 21233 PH 2016-02-28 1312 6W1SR         59  301    F5LCM         59  86    
QSO: 21233 PH 2016-02-28 1313 6W1SR         59  302    F5KMB         59  60    
QSO: 21233 PH 2016-02-28 1314 6W1SR         59  303    F4GBW         59  59    
QSO: 21233 PH 2016-02-28 1314 6W1SR         59  304    F6ATP         59  01    
QSO: 21233 PH 2016-02-28 1315 6W1SR         59  305    F6HLC         59  71    
QSO: 21233 PH 2016-02-28 1316 6W1SR         59  306    F5BMI         59  46    
QSO: 21233 PH 2016-02-28 1317 6W1SR         59  307    F6ILG         59  33    
QSO: 21233 PH 2016-02-28 1317 6W1SR         59  308    F6KAT         59  57    
QSO: 21233 PH 2016-02-28 1318 6W1SR         59  309    F5AUZ         59  84    
QSO: 21233 PH 2016-02-28 1321 6W1SR         59  310    F6EQZ         59  51    
QSO: 21233 PH 2016-02-28 1321 6W1SR         59  311    F6AST         59  13    
QSO: 21233 PH 2016-02-28 1322 6W1SR         59  312    F6DZU         59  40    
QSO: 21233 PH 2016-02-28 1325 6W1SR         59  313    F4BCX         59  02    
QSO: 21233 PH 2016-02-28 1326 6W1SR         59  314    F1BBI         59  30    
