START-OF-LOG: 2.0
REF-SECTION: 44
CALLSIGN: F4EZC
CATEGORY: SINGLE-OP ALL LOW
CLAIMED-SCORE: 681642
CONTEST: REF-SSB
CREATED-BY: MixW 3.1.1
NAME: BOURRIER CHRISTOPHE
OFFTIME: 2016-02-27 0635 2016-02-27 0741
OFFTIME: 2016-02-28 0003 2016-02-28 0701
RIG: KENWOOD TS-50S 100W + AT50 - DIPOLE FILAIRE V INVERSE
QSO:  3603 PH 2016-02-27 0600 F4EZC         59  44     F6KDU         59  64
QSO:  3614 PH 2016-02-27 0601 F4EZC         59  44     F6KBF         59  78
QSO:  3600 PH 2016-02-27 0602 F4EZC         59  44     TM6K          59  08
QSO:  3602 PH 2016-02-27 0605 F4EZC         59  44     F5LPY         59  55
QSO:  3607 PH 2016-02-27 0608 F4EZC         59  44     F5BZB         59  81
QSO:  3608 PH 2016-02-27 0609 F4EZC         59  44     F6HPP         59  02
QSO:  3612 PH 2016-02-27 0611 F4EZC         59  44     F8ATM         59  81
QSO:  3618 PH 2016-02-27 0613 F4EZC         59  44     F5PAC         59  68
QSO:  3619 PH 2016-02-27 0613 F4EZC         59  44     F6KLO         59  19
QSO:  3621 PH 2016-02-27 0614 F4EZC         59  44     F8KHP         59  88
QSO:  3624 PH 2016-02-27 0615 F4EZC         59  44     F6EBA         59  48
QSO:  3625 PH 2016-02-27 0616 F4EZC         59  44     F5PTI         59  16
QSO:  3630 PH 2016-02-27 0616 F4EZC         59  44     F6IGS         59  33
QSO:  3631 PH 2016-02-27 0618 F4EZC         59  44     F5MSB         59  32
QSO:  3635 PH 2016-02-27 0619 F4EZC         59  44     TM5OTT        59  37
QSO:  3638 PH 2016-02-27 0620 F4EZC         59  44     F6BHI         59  19
QSO:  3639 PH 2016-02-27 0621 F4EZC         59  44     F5AJG         59  59
QSO:  3644 PH 2016-02-27 0627 F4EZC         59  44     TM5G          59  44
QSO:  3645 PH 2016-02-27 0627 F4EZC         59  44     F6HKS         59  81
QSO:  3647 PH 2016-02-27 0628 F4EZC         59  44     F5KEK         59  03
QSO:  3649 PH 2016-02-27 0629 F4EZC         59  44     F5OAM         59  47
QSO:  3654 PH 2016-02-27 0630 F4EZC         59  44     F4EIK         59  52
QSO:  3655 PH 2016-02-27 0631 F4EZC         59  44     F8NAN         59  63
QSO:  3658 PH 2016-02-27 0632 F4EZC         59  44     F5GFA         59  47
QSO:  3673 PH 2016-02-27 0635 F4EZC         59  44     TM6A          59  41
