START-OF-LOG: 3.0
CALLSIGN: PA5GU
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: LOW
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 
CONTEST: EU-DX
CREATED-BY: WWW.KKN.NET
NAME: Jaap Zuidweg
OPERATORS: PA5GU @PA5GU
SOAPBOX: 
QSO: 28000 CW 2023-02-04 1202 PA5GU         599 NL12   P3AA	     599 CY05
QSO: 28000 CW 2023-02-04 1204 PA5GU         599 NL12   RU7A	     599 29
QSO: 28000 CW 2023-02-04 1205 PA5GU         599 NL12   UA6AK	     599 29
QSO: 28000 CW 2023-02-04 1206 PA5GU         599 NL12   RW7F	     599 29
QSO: 28000 CW 2023-02-04 1207 PA5GU         599 NL12   UA4CC	     599 29
QSO: 28000 CW 2023-02-04 1210 PA5GU         599 NL12   RN4AO	     599 29
QSO: 28000 CW 2023-02-04 1211 PA5GU         599 NL12   CT3KN	     599 CT6
QSO: 28000 CW 2023-02-04 1214 PA5GU         599 NL12   RK3ER	     599 29
QSO: 28000 CW 2023-02-04 1215 PA5GU         599 NL12   RC7A	     599 29
QSO: 28000 CW 2023-02-04 1219 PA5GU         599 NL12   UR5ECW        599 29
QSO: 28000 CW 2023-02-04 1220 PA5GU         599 NL12   SV1BJW	     599 GR01
QSO: 28000 CW 2023-02-04 1222 PA5GU         599 NL12   RC6U	     599 29
QSO: 28000 CW 2023-02-04 1223 PA5GU         599 NL12   RT5P	     599 29
QSO: 28000 CW 2023-02-04 1225 PA5GU         599 NL12   5B4AOF	     599 CY03
QSO: 28000 CW 2023-02-04 1227 PA5GU         599 NL12   UF5A	     599 29
QSO: 28000 CW 2023-02-04 1229 PA5GU         599 NL12   RL3T	     599 29
QSO: 28000 CW 2023-02-04 1233 PA5GU         599 NL12   RN6MA	     599 29
QSO: 28000 CW 2023-02-04 1236 PA5GU         599 NL12   K1LZ	     599 08
QSO: 28000 CW 2023-02-04 1237 PA5GU         599 NL12   CX2AQ	     599 14
QSO: 28000 CW 2023-02-04 1240 PA5GU         599 NL12   R7MM	     599 29
QSO: 28000 CW 2023-02-04 1242 PA5GU         599 NL12   N5DX	     599 08
QSO: 21000 CW 2023-02-04 1243 PA5GU         599 NL12   IT9SSI	     599 IT16
QSO: 21000 CW 2023-02-04 1245 PA5GU         599 NL12   RD0A	     599 32
QSO: 21000 CW 2023-02-04 1247 PA5GU         599 NL12   ES4RD	     599 EE04
QSO: 21000 CW 2023-02-04 1250 PA5GU         599 NL12   YO4DG	     599 RO02
QSO: 21000 CW 2023-02-04 1252 PA5GU         599 NL12   RW1A	     599 29
QSO: 21000 CW 2023-02-04 1254 PA5GU         599 NL12   EA5IFY	     599 ES04
QSO: 21000 CW 2023-02-04 1256 PA5GU         599 NL12   9A3VM	     599 HR02
QSO: 21000 CW 2023-02-04 1258 PA5GU         599 NL12   E74A	     599 28
QSO: 21000 CW 2023-02-04 1300 PA5GU         599 NL12   ES7A	     599 EE05
QSO: 21000 CW 2023-02-04 1304 PA5GU         599 NL12   IT9LKX	     599 IT16
