START-OF-LOG: 3.0
CREATED-BY: DXLog.net v2.4.17
CONTEST: EUDXC
CALLSIGN: YT6M
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-POWER: LOW
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CLAIMED-SCORE: 4087020
CLUB: RCWC
NAME: Obrad Boki Kikovic
OPERATORS: 
SOAPBOX: 
QSO: 28013 CW  2023-02-04 1202 YT6M          599 28    YL2KO         599 LV05  
QSO: 28020 CW  2023-02-04 1205 YT6M          599 28    4K6FO         599 29    
QSO: 28011 CW  2023-02-04 1208 YT6M          599 28    K1LZ          599 08    
QSO: 28015 CW  2023-02-04 1209 YT6M          599 28    UA4CC         599 29    
QSO: 28032 CW  2023-02-04 1213 YT6M          599 28    HA2KMR        599 HU05  
QSO: 21036 CW  2023-02-04 1214 YT6M          599 28    EA2CW         599 ES07  
QSO: 21033 CW  2023-02-04 1218 YT6M          599 28    UC0A          599 32    
QSO: 21032 CW  2023-02-04 1219 YT6M          599 28    OG2P          599 FI18  
QSO: 21026 CW  2023-02-04 1220 YT6M          599 28    EA1X          599 ES05  
QSO: 21022 CW  2023-02-04 1221 YT6M          599 28    DL5JQ         599 DE10  
QSO: 21021 CW  2023-02-04 1221 YT6M          599 28    R8LA          599 30    
QSO: 21020 CW  2023-02-04 1223 YT6M          599 28    ES7A          599 EE05  
QSO: 21019 CW  2023-02-04 1224 YT6M          599 28    YB9ELS        599 54    
QSO: 21017 CW  2023-02-04 1224 YT6M          599 28    PA4O          599 NL05  
QSO: 21015 CW  2023-02-04 1225 YT6M          599 28    OH2KW         599 FI17  
QSO: 21016 CW  2023-02-04 1226 YT6M          599 28    M7DX          599 27    
QSO: 21014 CW  2023-02-04 1227 YT6M          599 28    4L8A          599 29    
QSO: 21013 CW  2023-02-04 1227 YT6M          599 28    PA3DBS        599 NL07  
QSO: 21013 CW  2023-02-04 1228 YT6M          599 28    K3AJ          599 08    
QSO: 21012 CW  2023-02-04 1229 YT6M          599 28    F5IN          599 FR04  
