START-OF-LOG: 3.0
LOCATION: DX
CALLSIGN: M0PLX/M
CLUB:  
CONTEST: EUDXC
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: SSB
CATEGORY-POWER: LOW
CATEGORY-STATION: MOBILE
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 1083875
OPERATORS: M0PLX/M
NAME: Jack
CREATED-BY: N1MM Logger+ 1.0.9700.0
QSO: 14200 PH 2023-02-04 1359 M0PLX/M       59         DC5CH         59   DE03  
QSO: 14200 PH 2023-02-04 1408 M0PLX/M       59         OK1NYD        59   CZ10  
QSO: 21266 PH 2023-02-04 1415 M0PLX/M       59         EV1R          59   29    
QSO: 21266 PH 2023-02-04 1416 M0PLX/M       59         SP9MKG        59   PL12  
QSO: 21266 PH 2023-02-04 1416 M0PLX/M       59         SO5C          59   PL08  
QSO: 21266 PH 2023-02-04 1417 M0PLX/M       59         RW3DU         59   29    
QSO: 21266 PH 2023-02-04 1417 M0PLX/M       59         IQ0QJ         59   IT20  
QSO: 21266 PH 2023-02-04 1418 M0PLX/M       59         SP5TZP        59   PL08  
QSO: 21266 PH 2023-02-04 1418 M0PLX/M       59         EA7ATX        59   ES01  
QSO: 21266 PH 2023-02-04 1419 M0PLX/M       59         SP5X          59   PL08  
QSO: 21266 PH 2023-02-04 1419 M0PLX/M       59         RW1F          59   29    
QSO: 21266 PH 2023-02-04 1421 M0PLX/M       59         IK6SXQ        59   IT12  
QSO: 21266 PH 2023-02-04 1421 M0PLX/M       59         S53F          59   SI02  
QSO: 21266 PH 2023-02-04 1422 M0PLX/M       59         VE1RVM        59   9     
QSO: 21266 PH 2023-02-04 1423 M0PLX/M       59         S52ON         59   SI04  
QSO: 21266 PH 2023-02-04 1424 M0PLX/M       59         HG2UK         59   HU05  
QSO: 21266 PH 2023-02-04 1424 M0PLX/M       59         4Z4DX         59   39    
QSO: 21266 PH 2023-02-04 1425 M0PLX/M       59         HG3FUG        59   HU07  
QSO: 21266 PH 2023-02-04 1426 M0PLX/M       59         HA8EV         59   HU04  
QSO: 21266 PH 2023-02-04 1426 M0PLX/M       59         IU0QME        59   IT09  
QSO: 21266 PH 2023-02-04 1428 M0PLX/M       59         CT7AQF        59   PT04  
QSO: 21266 PH 2023-02-04 1428 M0PLX/M       59         LY1R          59   LT05  
QSO: 21266 PH 2023-02-04 1429 M0PLX/M       59         HA5MIG        59   HU04  
QSO: 21266 PH 2023-02-04 1429 M0PLX/M       59         OE4EIE        59   AT04  
QSO: 21266 PH 2023-02-04 1429 M0PLX/M       59         HA5GF         59   HU04  
QSO: 21266 PH 2023-02-04 1431 M0PLX/M       59         EI0W          59   IE01  
QSO: 21266 PH 2023-02-04 1432 M0PLX/M       59         E77M          59   28    
QSO: 21266 PH 2023-02-04 1433 M0PLX/M       59         EA8/DK1RI/P   59   ES09  
QSO: 21266 PH 2023-02-04 1433 M0PLX/M       59         EA8DGO        59   ES09  
QSO: 21266 PH 2023-02-04 1435 M0PLX/M       59         HA1NR         59   HU06  
QSO: 21266 PH 2023-02-04 1435 M0PLX/M       59         LC5C          59   18    
QSO: 21266 PH 2023-02-04 1436 M0PLX/M       59         SP5GNI        59   PL08  
QSO: 21266 PH 2023-02-04 1437 M0PLX/M       59         IQ6JU         59   IT01  
