START-OF-LOG: 3.0
LOCATION: DX
CALLSIGN: UD6M
CLUB:  
CONTEST: EUDXC
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TIME: 24-HOURS
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 3306215
OPERATORS: UD6M
NAME: Igor Andrakhanov
CREATED-BY: N1MM Logger+ 1.0.9802.0
QSO: 28012 CW 2023-02-04 1210 UD6M          599  29    5B4AOF        599  CY03  
QSO: 28016 CW 2023-02-04 1212 UD6M          599  29    UA4CC         599  29    
QSO: 28010 CW 2023-02-04 1217 UD6M          599  29    OV3X          599  DK04  
QSO: 28011 CW 2023-02-04 1221 UD6M          599  29    IK0NOJ        599  28    
QSO: 28014 CW 2023-02-04 1225 UD6M          599  29    PI4CC         599  NL10  
QSO: 28027 CW 2023-02-04 1227 UD6M          599  29    RU7A          599  29    
QSO: 28027 CW 2023-02-04 1229 UD6M          599  29    9A5CW         599  HR04  
QSO: 28032 CW 2023-02-04 1232 UD6M          599  29    IT9LKX        599  IT16  
QSO: 28031 CW 2023-02-04 1232 UD6M          599  29    PA0GJV        599  NL09  
QSO: 28034 CW 2023-02-04 1234 UD6M          599  29    CT3KN         599  PT6   
QSO: 28039 CW 2023-02-04 1237 UD6M          599  29    PA5WT         599  NL08  
QSO: 28042 CW 2023-02-04 1237 UD6M          599  29    9H1CG         599  MT03  
QSO: 28011 CW 2023-02-04 1238 UD6M          599  29    K1LZ          599  8     
QSO: 28013 CW 2023-02-04 1243 UD6M          599  29    OT4A          599  BE05  
QSO: 28018 CW 2023-02-04 1244 UD6M          599  29    IN3MNS        599  IT18  
QSO: 28018 CW 2023-02-04 1245 UD6M          599  29    E74A          599  28    
QSO: 28026 CW 2023-02-04 1247 UD6M          599  29    F8DGY         599  FR08  
QSO: 28037 CW 2023-02-04 1252 UD6M          599  29    I5MXX         599  IT19  
QSO: 21005 CW 2023-02-04 1253 UD6M          599  29    MM9I          599  27    
QSO: 21008 CW 2023-02-04 1254 UD6M          599  29    DL6RDE        599  DE02  
QSO: 21009 CW 2023-02-04 1255 UD6M          599  29    RX3Q          599  29    
QSO: 21010 CW 2023-02-04 1257 UD6M          599  29    NA1NA         599  8     
QSO: 21011 CW 2023-02-04 1258 UD6M          599  29    OK2HBR        599  CZ08  
QSO: 21012 CW 2023-02-04 1259 UD6M          599  29    DL3UB         599  DE09  
QSO: 21013 CW 2023-02-04 1300 UD6M          599  29    PA3EYC        599  NL04  
QSO: 21013 CW 2023-02-04 1301 UD6M          599  29    F5IN          599  FR04  
QSO: 21015 CW 2023-02-04 1302 UD6M          599  29    K8GL          599  8     
QSO: 21016 CW 2023-02-04 1304 UD6M          599  29    M7DX          599  27    
QSO: 21017 CW 2023-02-04 1306 UD6M          599  29    HA9A          599  HU01  
QSO: 21018 CW 2023-02-04 1307 UD6M          599  29    IK2UEX        599  IT11  
QSO: 21018 CW 2023-02-04 1308 UD6M          599  29    HA8DU         599  HU03  
QSO: 21021 CW 2023-02-04 1309 UD6M          599  29    E74A          599  28    
QSO: 21022 CW 2023-02-04 1310 UD6M          599  29    9A3VM         599  HR02  
QSO: 21022 CW 2023-02-04 1311 UD6M          599  29    SV8OVJ        599  GR10  
QSO: 21023 CW 2023-02-04 1313 UD6M          599  29    OH2KW         599  FI17  
QSO: 21024 CW 2023-02-04 1313 UD6M          599  29    IQ3ME         599  IT21  
QSO: 21025 CW 2023-02-04 1315 UD6M          599  29    IV3UHL        599  IT08  
QSO: 21025 CW 2023-02-04 1316 UD6M          599  29    PA3AAV        599  NL08  
QSO: 21027 CW 2023-02-04 1316 UD6M          599  29    R8LA          599  30    
QSO: 21026 CW 2023-02-04 1318 UD6M          599  29    EA1X          599  ES05  
QSO: 21028 CW 2023-02-04 1320 UD6M          599  29    DC8YZ         599  DE02  
QSO: 21011 CW 2023-02-04 1325 UD6M          599  29    F8DGY         599  FR08  
QSO: 21006 CW 2023-02-04 1326 UD6M          599  29    RC3U          599  29    
QSO: 21016 CW 2023-02-04 1329 UD6M          599  29    P3AA          599  CY05  
QSO: 21018 CW 2023-02-04 1356 UD6M          599  29    KM5G          599  7     
QSO: 21023 CW 2023-02-04 1358 UD6M          599  29    9A7T          599  HR01  
QSO: 21013 CW 2023-02-04 1400 UD6M          599  29    YL2KO         599  LV05  
QSO: 21008 CW 2023-02-04 1401 UD6M          599  29    K3AJ          599  8     
QSO: 21006 CW 2023-02-04 1402 UD6M          599  29    OM5TX         599  SK04  
QSO: 21007 CW 2023-02-04 1403 UD6M          599  29    SV1BJW        599  GR01  
QSO: 21007 CW 2023-02-04 1404 UD6M          599  29    RW7F          599  29    
QSO: 21012 CW 2023-02-04 1405 UD6M          599  29    OK1KKI        599  CZ02  
QSO: 21012 CW 2023-02-04 1406 UD6M          599  29    SP4JFR        599  PL15  
QSO: 21019 CW 2023-02-04 1409 UD6M          599  29    YT9A          599  28    
