START-OF-LOG: 3.0
LOCATION: DX
CALLSIGN: DK7NB
CLUB: DARC
CONTEST: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: SSB
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 32
OPERATORS: DK7NB
NAME: Bernd Maschewski
CREATED-BY: N1MM Logger+ 1.0.9758.0
QSO: 21200 PH 2023-02-04 1340 DK7NB         59	DE02 SM2M          59SE20                                                     
QSO: 21200 PH 2023-02-04 1341 DK7NB         59	DE02 SK2T          59SE20                                                     
QSO: 21200 PH 2023-02-04 1345 DK7NB         59	DE02 RD5R          5929                                                     
QSO: 21200 PH 2023-02-04 1345 DK7NB         59	DE02 YO3VU         59RO08                                                     
QSO: 21200 PH 2023-02-04 1346 DK7NB         59	DE02 LZ5R          59BG06                                                     
QSO: 21200 PH 2023-02-04 1400 DK7NB         59	DE02 LA1K          5918                                                     
QSO: 21200 PH 2023-02-04 1405 DK7NB         59	DE02 EA4HPY        59	ES03                                                     
QSO: 28300 PH 2023-02-04 1412 DK7NB         59	DE02 A44A          59	39                                                     
QSO: 21200 PH 2023-02-04 1439 DK7NB         59	DE02 IT9FRX        59	IT16                                                     
QSO: 21200 PH 2023-02-04 1442 DK7NB         59	DE02 EA7ATX        59	ES01                                                     
QSO: 21200 PH 2023-02-04 1448 DK7NB         59	DE02 LA1ARK        59	18                                                     
QSO: 21200 PH 2023-02-04 1453 DK7NB         59	DE02 CT2HOV        59	PT07                                                     
QSO:  7125 PH 2023-02-04 2013 DK7NB         59	DE02 LZ5R          59	BG06                                                     
QSO:  7125 PH 2023-02-04 2014 DK7NB         59	DE02 OZ1ADL        59	DK02                                                     
QSO:  7125 PH 2023-02-04 2020 DK7NB         59	DE02 EA2AOO        59	ES15                                                     
QSO:  7125 PH 2023-02-04 2020 DK7NB         59	DE02 IT9FRX        59	IT16                                                     
QSO:  7125 PH 2023-02-04 2025 DK7NB         59	DE02 YO3VU         59	RO08                                                     
QSO:  7125 PH 2023-02-04 2025 DK7NB         59	DE02 PD2TW         59	NL05                                                     
QSO:  7125 PH 2023-02-04 2035 DK7NB         59	DE02 E70T          59	28                                                     
QSO:  7125 PH 2023-02-04 2048 DK7NB         59	DE02 S52OT         59	SI01                                                     
QSO:  7125 PH 2023-02-05 0625 DK7NB         59	DE02 E7CW          59	28                                                     
QSO:  7125 PH 2023-02-05 0630 DK7NB         59	DE02 IK6LBT        59	IT12                                                     
QSO:  7125 PH 2023-02-05 0640 DK7NB         59	DE02 IZ2BVC        59	IT11                                                     
QSO:  7125 PH 2023-02-05 0647 DK7NB         59	DE02 SP4TKR        59	PL15                                                     
QSO:  7125 PH 2023-02-05 0649 DK7NB         59	DE02 LZ5R          59	BG06                                                     
QSO:  7125 PH 2023-02-05 0654 DK7NB         59	DE02 SO7E          59	PL04                                                     
QSO:  7125 PH 2023-02-05 0656 DK7NB         59	DE02 DL6MRM        59	DE14                                                     
QSO:  7125 PH 2023-02-05 0657 DK7NB         59	DE02 LX1ER         59	LX01                                                     
QSO:  7125 PH 2023-02-05 0700 DK7NB         59	DE02 F5MMF         59	FR10                                                     
QSO:  7125 PH 2023-02-05 0755 DK7NB         59	DE02 ON5GM         59	BE03                                                     
QSO:  7125 PH 2023-02-05 0800 DK7NB         59	DE02 DL9NDW        59	DE02                                                     
QSO:  7125 PH 2023-02-05 0804 DK7NB         59	DE02 DJ7GS         59	DE01
QSO:  7125 PH 2023-02-05 0810 DK7NB         59	DE02 OZ11A         59	DK03                                                      
QSO:  7125 PH 2023-02-04 2114 DK7NB         59	DE02 OZ11A         59	DK03 
END-OF-LOG:
