START-OF-LOG: 3.0
LOCATION: DX
CALLSIGN: S53BB
CLUB: Belokranjec Contest Club  
CONTEST: EUDXC
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: HIGH
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 3437964
OPERATORS: S53BB
NAME: Boris Bodlaj
CREATED-BY: N1MM Logger+ 1.0.9802.0
QSO: 28036 CW 2023-02-04 1312 S53BB         599  SI 02 OG3B          599  FI18  
QSO: 28035 CW 2023-02-04 1314 S53BB         599  SI 02 VA2EBI        599  1     
QSO: 28009 CW 2023-02-04 1318 S53BB         599  SI 02 K3AJ          599  8     
QSO: 28011 CW 2023-02-04 1318 S53BB         599  SI 02 K1LZ          599  8     
QSO: 28017 CW 2023-02-04 1319 S53BB         599  SI 02 HA5JI         599  HU03  
QSO: 28017 CW 2023-02-04 1320 S53BB         599  SI 02 YL2KO         599  LV05  
QSO: 28023 CW 2023-02-04 1323 S53BB         599  SI 02 N4ZR          599  8     
QSO: 28023 CW 2023-02-04 1324 S53BB         599  SI 02 OK1KKI        599  CZ02  
QSO: 28023 CW 2023-02-04 1325 S53BB         599  SI 02 KE3GK         599  8     
QSO: 28023 CW 2023-02-04 1325 S53BB         599  SI 02 RC6U          599  29    
QSO: 28023 CW 2023-02-04 1325 S53BB         599  SI 02 HG6O          599  HU01  
QSO: 21027 CW 2023-02-04 1328 S53BB         599  SI 02 S53F          599  SI01  
QSO: 21027 CW 2023-02-04 1329 S53BB         599  SI 02 K1LZ          599  8     
QSO: 14039 CW 2023-02-04 1334 S53BB         599  SI 02 SN5J          599  PL08  
QSO: 14039 CW 2023-02-04 1335 S53BB         599  SI 02 R9XS          599  20    
QSO: 14039 CW 2023-02-04 1335 S53BB         599  SI 02 F6IIT         599  FR10  
QSO: 14039 CW 2023-02-04 1336 S53BB         599  SI 02 DL0CK         599  DE10  
QSO: 14039 CW 2023-02-04 1336 S53BB         599  SI 02 DL8HK         599  DE12  
