START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-VHF-JUN
CALLSIGN: W6TCP
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: W6TCP
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-VHF-JUN ARRL/arrl_june_vhf_contest/2025.
QSO:    50 DG 2025-06-15 1459 W6TCP         CM97 K7BG          DN94
QSO:    50 DG 2025-06-15 1504 W6TCP         CM97 K5ND          EM01
QSO:    50 DG 2025-06-15 1505 W6TCP         CM97 WD0ENC        DN74
QSO:    50 DG 2025-06-15 1507 W6TCP         CM97 K7BTW         CN86
QSO:    50 DG 2025-06-15 1517 W6TCP         CM97 N3RC          CM88
QSO:    50 DG 2025-06-15 1520 W6TCP         CM97 WZ8T          CN85
QSO:    50 DG 2025-06-15 1521 W6TCP         CM97 K6KM          CM97
QSO:    50 DG 2025-06-15 1522 W6TCP         CM97 W6KAP         CM98
QSO:    50 DG 2025-06-15 1525 W6TCP         CM97 K0BBC         DN85
QSO:    50 DG 2025-06-15 1535 W6TCP         CM97 NO7G          DN58
QSO:    50 DG 2025-06-15 1538 W6TCP         CM97 N6SPP         CM98
QSO:    50 DG 2025-06-15 1542 W6TCP         CM97 K7QA          DN26
QSO:    50 DG 2025-06-15 1554 W6TCP         CM97 W7KK          DN45
QSO:    50 DG 2025-06-15 1603 W6TCP         CM97 N7XCZ         DM09
QSO:    50 DG 2025-06-15 1620 W6TCP         CM97 N6MI          DM04
QSO:    50 RY 2025-06-15 2132 W6TCP         CM97 NZ6E          DM05
QSO:    50 DG 2025-06-15 2136 W6TCP         CM97 W6DQ          DM15
END-OF-LOG:
