START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-VHF-JUN
CALLSIGN: N8OC
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: N8OC
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-VHF-JUN ARRL/arrl_june_vhf_contest/2025.
QSO:    50 DG 2025-06-15 1753 N8OC          EN83 NI0P          EN00
QSO:    50 DG 2025-06-15 1757 N8OC          EN83 AB0S          EN11
QSO:    50 DG 2025-06-15 1757 N8OC          EN83 W1MJC         EN72
QSO:    50 DG 2025-06-15 1759 N8OC          EN83 KD6GHX        DM25
QSO:    50 DG 2025-06-15 1801 N8OC          EN83 N0LL          EM09
QSO:    50 DG 2025-06-15 1801 N8OC          EN83 N6MI          DM04
QSO:    50 DG 2025-06-15 1949 N8OC          EN83 WB8BZK        EN52
QSO:    50 DG 2025-06-15 2342 N8OC          EN83 K0TG          EN26
QSO:    50 DG 2025-06-15 2343 N8OC          EN83 K8LG          EN62
QSO:    50 DG 2025-06-15 2344 N8OC          EN83 W8ISS/R       EN74
QSO:    50 RY 2025-06-15 2347 N8OC          EN83 N0AKC         EN44
QSO:    50 DG 2025-06-15 2351 N8OC          EN83 K0VG          EN27
QSO:    50 DG 2025-06-15 2353 N8OC          EN83 KD5XB         DM84
QSO:    50 DG 2025-06-15 2355 N8OC          EN83 AE5FM         EM13
QSO:    50 DG 2025-06-15 2356 N8OC          EN83 WA8MCD        EN72
QSO:    50 DG 2025-06-15 2357 N8OC          EN83 KO9A          EN52
QSO:    50 DG 2025-06-16 0007 N8OC          EN83 KA0RYT/R      EN35
END-OF-LOG:
