START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-CW
CALLSIGN: EI5DI
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: EI5DI
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-CW CQWPX/cw/2010.
QSO: 14012 CW 2010-05-29 0926 EI5DI         599 S50K          599 699
QSO: 28000 CW 2010-05-30 1717 EI5DI         599 059 LZ2NG         599 826
QSO: 28000 CW 2010-05-30 1717 EI5DI         599 55 SM0Q          599 1056
QSO: 28001 CW 2010-05-30 1717 EI5DI         599 0061 UR2VA         599 0499
QSO: 28000 CW 2010-05-30 1718 EI5DI         599 063 DO3QQ         599 067
QSO: 28000 CW 2010-05-30 1718 EI5DI         599 062 SM7BVO        599 237
QSO: 28001 CW 2010-05-30 1718 EI5DI         599 064 SQ9BDN        599 221
QSO: 28001 CW 2010-05-30 1720 EI5DI         599 067 DL7FA         599 250
QSO: 28001 CW 2010-05-30 1721 EI5DI         599 0066 EV1R          599 1798
QSO: 28001 CW 2010-05-30 1722 EI5DI         599 0069 PA3FKN        599 1317
QSO: 28000 CW 2010-05-30 1723 EI5DI         599 70 EU2MM         599 1591
QSO: 28001 CW 2010-05-30 1723 EI5DI         599 072 DJ1OJ         599 0661
QSO: 28001 CW 2010-05-30 1723 EI5DI         599 073 RW2F          599 954
QSO: 28001 CW 2010-05-30 1723 EI5DI         599 71 S53O          599 987
QSO: 28000 CW 2010-05-30 1724 EI5DI         599 075 HA3NU         599 2079
QSO: 28001 CW 2010-05-30 1725 EI5DI         599 76 YQ9W          599 2604
QSO: 28001 CW 2010-05-30 1726 EI5DI         599 0079 LZ8E          599 3515
QSO: 28000 CW 2010-05-30 1727 EI5DI         599 080 DL1SBF        599 118
QSO: 28001 CW 2010-05-30 1727 EI5DI         599 080 DL1YFF        599 191
QSO: 28001 CW 2010-05-30 1727 EI5DI         599 0081 DO1YCL        599 0039
QSO: 28001 CW 2010-05-30 1728 EI5DI         599 082 OK1DG         599 1636
QSO: 28001 CW 2010-05-30 1728 EI5DI         599 0083 PA5TT         599 0518
QSO: 28001 CW 2010-05-30 1728 EI5DI         599 0085 RW6HX         599 2422
QSO: 28000 CW 2010-05-30 1729 EI5DI         599 086 DL6ZBN        599 0146
QSO: 28001 CW 2010-05-30 1729 EI5DI         599 087 UA6AA         599 0467
QSO: 28001 CW 2010-05-30 1729 EI5DI         599 0088 YO9HP         599 2640
QSO: 28001 CW 2010-05-30 1730 EI5DI         599 0089 OK2KG         599 0322
QSO: 28001 CW 2010-05-30 1731 EI5DI         599 091 DQ4W          599 0454
QSO: 28001 CW 2010-05-30 1731 EI5DI         599 0090 S52ZW         599 0382
QSO: 28000 CW 2010-05-30 1733 EI5DI         599 94 PG6EL         599 816
QSO: 28001 CW 2010-05-30 1734 EI5DI         599 084 OE2VEL        599 0243
QSO: 28000 CW 2010-05-30 1735 EI5DI         599 0095 9A1CCY        599 1257
QSO: 28000 CW 2010-05-30 1735 EI5DI         599 0096 OK1LO         599 0489
QSO: 28001 CW 2010-05-30 1735 EI5DI         599 0097 DJ6QT         599 0759
QSO: 28001 CW 2010-05-30 1736 EI5DI         599 098 LZ9W          599 1276
QSO: 28001 CW 2010-05-30 1737 EI5DI         599 0100 OM3KWZ        599 1549
QSO: 28001 CW 2010-05-30 1739 EI5DI         599 0102 OK7MT         599 0503
QSO: 21001 CW 2010-05-30 1742 EI5DI         599 0105 DL5ARM        599 0475
QSO: 28000 CW 2010-05-30 1742 EI5DI         599 142 DL2AXM        599 230
QSO: 21000 CW 2010-05-30 1743 EI5DI         599 107 OK2BNC        599 307
QSO: 21001 CW 2010-05-30 1743 EI5DI         599 105 LX7I          599 0760
QSO: 21000 CW 2010-05-30 1745 EI5DI         599 109 HG60VOTT      599 970
QSO: 21001 CW 2010-05-30 1745 EI5DI         599 108 DL5JS         599 1165
QSO: 21010 CW 2010-05-30 1802 EI5DI         599 0110 OK8DD         599 1010
QSO: 28021 CW 2010-05-30 1804 EI5DI         599 0111 UX5D          599 1829
QSO: 28022 CW 2010-05-30 1805 EI5DI         599 0112 OM3RRC        599 2052
QSO: 28000 CW 2010-05-30 1807 EI5DI         599 0113 AO3T          599 1157
QSO: 14000 CW 2010-05-30 1957 EI5DI         599 114 VY2ZM         599 3050
QSO: 14001 CW 2010-05-30 1958 EI5DI         599 0115 WK1Q          599 1424
QSO: 14002 CW 2010-05-30 1958 EI5DI         599 116 NR4M          599 1449
QSO: 14000 CW 2010-05-30 1959 EI5DI         599 117 NN1N          599 1302
QSO: 14005 CW 2010-05-30 1959 EI5DI         599 118 K3WW          599 1610
QSO: 14000 CW 2010-05-30 2001 EI5DI         599 0119 US8IBS        599 1121
QSO: 14008 CW 2010-05-30 2001 EI5DI         599 121 NQ4I          599 1617
QSO: 14008 CW 2010-05-30 2001 EI5DI         599 0120 W3KL          599 0740
QSO: 14011 CW 2010-05-30 2002 EI5DI         599 0122 KT3M          599 1199
QSO: 14013 CW 2010-05-30 2003 EI5DI         599 0124 WX3B          599 1013
QSO: 14011 CW 2010-05-30 2004 EI5DI         599 125 YU5R          599 1579
QSO: 14012 CW 2010-05-30 2004 EI5DI         599 123 LZ5R          599 1245
QSO: 14000 CW 2010-05-30 2006 EI5DI         599 0127 YT9A          599 1847
QSO: 14015 CW 2010-05-30 2006 EI5DI         599 126 4L8A          599 1865
QSO: 14022 CW 2010-05-30 2006 EI5DI         599 128 R7LV          599 1645
QSO: 14025 CW 2010-05-30 2007 EI5DI         599 129 YT9X          599 1574
QSO: 14027 CW 2010-05-30 2009 EI5DI         599 130 VE3OI         599 1395
QSO: 14029 CW 2010-05-30 2009 EI5DI         599 0131 YO9HP         599 2680
QSO: 14034 CW 2010-05-30 2010 EI5DI         599 132 VE3JM         599 2092
QSO: 14034 CW 2010-05-30 2012 EI5DI         599 133 CN8KD         599 1122
QSO: 14006 CW 2010-05-30 2015 EI5DI         599 134 KD4D          599 1433
QSO: 14007 CW 2010-05-30 2016 EI5DI         599 135 K9ZO          599 1236
QSO:  7025 CW 2010-05-30 2048 EI5DI         599 136 S50C          599 2332
QSO:  7002 CW 2010-05-30 2049 EI5DI         599 0137 CQ3L          599 1079
QSO:  3520 CW 2010-05-30 2050 EI5DI         599 039 DR1A          599 1029
QSO:  7004 CW 2010-05-30 2050 EI5DI         599 138 DR1A          599 1751
QSO:  7007 CW 2010-05-30 2051 EI5DI         599 0140 ER0WW         599 3843
QSO:  7010 CW 2010-05-30 2052 EI5DI         599 0141 YU1LA         599 1673
QSO:  7000 CW 2010-05-30 2053 EI5DI         599 0142 DP3D          599 1064
QSO:  7000 CW 2010-05-30 2053 EI5DI         599 143 YT0A          599 1706
QSO:  7000 CW 2010-05-30 2054 EI5DI         599 145 HA6NL         599 1326
QSO:  7016 CW 2010-05-30 2054 EI5DI         599 0144 UT5UGR        599 1660
QSO:  7000 CW 2010-05-30 2055 EI5DI         599 146 YT7KM         599 1143
QSO: 14000 CW 2010-05-30 2056 EI5DI         599 148 LZ1BJ         599 546
QSO: 14000 CW 2010-05-30 2057 EI5DI         599 149 ZW5B          599 1381
QSO: 14023 CW 2010-05-30 2058 EI5DI         599 0150 CQ3L          599 2343
QSO: 14029 CW 2010-05-30 2208 EI5DI         599 152 EA7TL         599 0575
QSO: 14000 CW 2010-05-30 2209 EI5DI         599 0153 PP1CZ         599 0849
END-OF-LOG:
