START-OF-LOG: 2.0
ARRL-SECTION: DX
CALLSIGN: EA8BMG
CLUB: 
CONTEST: EA-MAJESTAD-CW
CATEGORY: SINGLE-OP ALL HIGH
CLAIMED-SCORE: 164850
OPERATORS: EA8BMG
NAME: Luis de la Rosa
CREATED-BY: WinURECon 3.12 (Windows 7 64 bits)
QSO: 14000 CW 2017-05-20 1641 EA8BMG        599 TF     OL5W          599 123
QSO: 14000 CW 2017-05-20 1642 EA8BMG        599 TF     EC1KR         599 AV
QSO: 14000 CW 2017-05-20 1642 EA8BMG        599 TF     DL2ZA         599 042
QSO: 14000 CW 2017-05-20 1643 EA8BMG        599 TF     RK4FF         599 267
QSO: 14000 CW 2017-05-20 1643 EA8BMG        599 TF     EA2BNU        599 SS
QSO: 14000 CW 2017-05-20 1644 EA8BMG        599 TF     EF0F          599 SMR
QSO: 14000 CW 2017-05-20 1644 EA8BMG        599 TF     EA5FID        599 A
QSO: 14000 CW 2017-05-20 1645 EA8BMG        599 TF     EA5FIV        599 A
QSO: 14000 CW 2017-05-20 1646 EA8BMG        599 TF     M0WJE         599 001
QSO: 14000 CW 2017-05-20 1646 EA8BMG        599 TF     DL5XJ         599 047
QSO: 14000 CW 2017-05-20 1647 EA8BMG        599 TF     EA5WU         599 CS
QSO: 14000 CW 2017-05-20 1649 EA8BMG        599 TF     GW0WYT        599 021
QSO: 14000 CW 2017-05-20 1649 EA8BMG        599 TF     YT1A          599 278
QSO: 14000 CW 2017-05-20 1650 EA8BMG        599 TF     S51DX         599 294
QSO: 14000 CW 2017-05-20 1651 EA8BMG        599 TF     EA5VN         599 MU
QSO: 14000 CW 2017-05-20 1651 EA8BMG        599 TF     EA5GX         599 CS
QSO: 14000 CW 2017-05-20 1652 EA8BMG        599 TF     F6HDI         599 085
QSO: 14000 CW 2017-05-20 1653 EA8BMG        599 TF     EA5TV         599 CS
QSO: 14000 CW 2017-05-20 1653 EA8BMG        599 TF     EA2DDE        599 NA
QSO: 14000 CW 2017-05-20 1655 EA8BMG        599 TF     OH2BN         599 038
QSO: 14000 CW 2017-05-20 1655 EA8BMG        599 TF     EC1RS         599 LO
QSO: 14000 CW 2017-05-20 1656 EA8BMG        599 TF     OK1RR         599 104
QSO: 14000 CW 2017-05-20 1657 EA8BMG        599 TF     LZ1ND         599 225
QSO: 14000 CW 2017-05-20 1657 EA8BMG        599 TF     DL2BQV        599 034
QSO: 14000 CW 2017-05-20 1659 EA8BMG        599 TF     UA3UBT        599 024
QSO: 14000 CW 2017-05-20 1659 EA8BMG        599 TF     EA5GFX        599 A
QSO: 14000 CW 2017-05-20 1659 EA8BMG        599 TF     UT4URX        599 008
QSO: 14000 CW 2017-05-20 1700 EA8BMG        599 TF     PA5WT         599 102
QSO: 14000 CW 2017-05-20 1700 EA8BMG        599 TF     LZ7A          599 079
QSO: 14000 CW 2017-05-20 1701 EA8BMG        599 TF     EA1RKV        599 PO
QSO: 14000 CW 2017-05-20 1702 EA8BMG        599 TF     EW8OM         599 005
QSO: 14000 CW 2017-05-20 1703 EA8BMG        599 TF     DL5KUD        599 093
QSO: 14000 CW 2017-05-20 1703 EA8BMG        599 TF     UR5NDS        599 028
QSO: 14000 CW 2017-05-20 1704 EA8BMG        599 TF     HB9BXE        599 051
QSO: 14000 CW 2017-05-20 1705 EA8BMG        599 TF     RO5K          599 053
QSO: 14000 CW 2017-05-20 1705 EA8BMG        599 TF     YU1FG         599 001
QSO: 14000 CW 2017-05-20 1706 EA8BMG        599 TF     OH5RP         599 005
QSO: 14000 CW 2017-05-20 1706 EA8BMG        599 TF     UX4CR         599 042
QSO: 14000 CW 2017-05-20 1707 EA8BMG        599 TF     UR7VA         599 021
QSO: 14000 CW 2017-05-20 1708 EA8BMG        599 TF     9A1AA         599 248
QSO: 14000 CW 2017-05-20 1708 EA8BMG        599 TF     EA2HW         599 SS
QSO: 14000 CW 2017-05-20 1709 EA8BMG        599 TF     EA2DT         599 NA
QSO: 14000 CW 2017-05-20 1710 EA8BMG        599 TF     EI5KF         599 263
QSO: 14000 CW 2017-05-20 1710 EA8BMG        599 TF     YT7AJL        599 179
QSO: 14000 CW 2017-05-20 1711 EA8BMG        599 TF     M8A           599 011
QSO: 14000 CW 2017-05-20 1712 EA8BMG        599 TF     PA5GU         599 028
QSO: 14000 CW 2017-05-20 1712 EA8BMG        599 TF     EA5BY         599 A
QSO: 14000 CW 2017-05-20 1712 EA8BMG        599 TF     CN8KD         599 140
QSO: 14000 CW 2017-05-20 1713 EA8BMG        599 TF     DF1PU         599 003
QSO: 14000 CW 2017-05-20 1713 EA8BMG        599 TF     EA5AIH        599 A
QSO: 14000 CW 2017-05-20 1714 EA8BMG        599 TF     HA1AS         599 056
QSO: 14000 CW 2017-05-20 1714 EA8BMG        599 TF     EC7DWP        599 J
QSO: 14000 CW 2017-05-20 1714 EA8BMG        599 TF     EA5YI         599 V
QSO: 14000 CW 2017-05-20 1715 EA8BMG        599 TF     EA1AF         599 P
QSO: 14000 CW 2017-05-20 1715 EA8BMG        599 TF     EA4CFT        599 M
QSO: 14000 CW 2017-05-20 1715 EA8BMG        599 TF     IZ1CLA        599 045
QSO: 14000 CW 2017-05-20 1716 EA8BMG        599 TF     EA3NO         599 B
QSO: 14000 CW 2017-05-20 1717 EA8BMG        599 TF     IZ2GRG        599 062
QSO: 14000 CW 2017-05-20 1717 EA8BMG        599 TF     I0ZUT         599 068
QSO: 14000 CW 2017-05-20 1718 EA8BMG        599 TF     UT3EK         599 046
QSO: 14000 CW 2017-05-20 1718 EA8BMG        599 TF     EA2CAR        599 VI
QSO: 14000 CW 2017-05-20 1719 EA8BMG        599 TF     R1CC          599 001
QSO: 14000 CW 2017-05-20 1719 EA8BMG        599 TF     PG2AA         599 038
QSO: 14000 CW 2017-05-20 1720 EA8BMG        599 TF     LZ3M          599 002
QSO: 14000 CW 2017-05-20 1720 EA8BMG        599 TF     OF6NIO        599 248
QSO: 14000 CW 2017-05-20 1721 EA8BMG        599 TF     YO6DBL        599 012
QSO: 14000 CW 2017-05-20 1722 EA8BMG        599 TF     UT1XX         599 050
QSO: 14000 CW 2017-05-20 1722 EA8BMG        599 TF     US5EEK        599 023
QSO: 14000 CW 2017-05-20 1723 EA8BMG        599 TF     UT3MA         599 028
QSO: 14000 CW 2017-05-20 1723 EA8BMG        599 TF     LZ2VKD        599 051
QSO: 14000 CW 2017-05-20 1724 EA8BMG        599 TF     EA5ICS        599 A
