START-OF-LOG: 3.0
CREATED-BY: okomdx-downloader
CONTEST: OK-OM DX CW Contest 2018
CALLSIGN: OK2QA
OPERATORS: OK2QA
CATEGORY: SINGLE-OP 10M HIGHSINGLE-OP 15M HIGHSINGLE-OP 160M HIGHSINGLE-OP 20M HIGHSINGLE-OP 40M HIGHSINGLE-OP 80M HIGHSINGLE-OP ALL HIGH
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: 160M
CATEGORY-MODE: CW
CATEGORY-POWER: HIGH
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 14023 CW 2018-11-10 1232 OK2QA         599 HPR        RZ4AZ/P       599 014       
QSO: 14008 CW 2018-11-10 1236 OK2QA         599 HPR        UD8A          599 032       
QSO: 14008 CW 2018-11-10 1237 OK2QA         599 HPR        UA1AFT        599 044       
QSO: 14008 CW 2018-11-10 1237 OK2QA         599 HPR        R4BZ          599 040       
QSO: 14008 CW 2018-11-10 1238 OK2QA         599 HPR        RM2U          599 024       
QSO: 14008 CW 2018-11-10 1238 OK2QA         599 HPR        RC9A          599 050       
QSO: 14008 CW 2018-11-10 1238 OK2QA         599 HPR        RZ3F          599 044       
QSO: 14008 CW 2018-11-10 1238 OK2QA         599 HPR        RA6DT         599 016       
QSO: 14008 CW 2018-11-10 1239 OK2QA         599 HPR        RA9UN         599 013       
QSO: 14008 CW 2018-11-10 1240 OK2QA         599 HPR        RT3T          599 058       
QSO: 14008 CW 2018-11-10 1240 OK2QA         599 HPR        UT3IA         599 025       
QSO: 14008 CW 2018-11-10 1241 OK2QA         599 HPR        RU4SO         599 047       
QSO: 14008 CW 2018-11-10 1241 OK2QA         599 HPR        UA4C          599 033       
QSO: 14008 CW 2018-11-10 1241 OK2QA         599 HPR        UA3QGT        599 052       
QSO: 14008 CW 2018-11-10 1242 OK2QA         599 HPR        UA9XL         599 014       
QSO: 14008 CW 2018-11-10 1242 OK2QA         599 HPR        UA4QK         599 021       
QSO: 14008 CW 2018-11-10 1242 OK2QA         599 HPR        R8XF          599 023       
QSO: 14008 CW 2018-11-10 1243 OK2QA         599 HPR        RV3ZN         599 027       
QSO: 14008 CW 2018-11-10 1243 OK2QA         599 HPR        R8WO          599 023       
QSO: 14008 CW 2018-11-10 1244 OK2QA         599 HPR        LY2XW         599 019       
QSO: 14008 CW 2018-11-10 1244 OK2QA         599 HPR        UA4FDL        599 020       
