START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-SSB
CALLSIGN: UT1AN
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: UT1AN
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-SSB CQWPX/ph/2010.
QSO:  1840 PH 2010-03-27 0017 UT1AN         59 LY7A          59 0019
QSO:  1800 PH 2010-03-27 0018 UT1AN         59 004 C4M           59 017
QSO:  1867 PH 2010-03-27 0018 UT1AN         59 5 RA9AAA        59 10
QSO:  1900 PH 2010-03-27 0018 UT1AN         59 3 UA4PAN        59 6
QSO:  1800 PH 2010-03-27 0019 UT1AN         59 007 UA3OQ         59 013
QSO:  1867 PH 2010-03-27 0019 UT1AN         59 0006 UT4IR         59 0010
QSO:  1800 PH 2010-03-27 0020 UT1AN         59 9 S57M          59 7
QSO:  1867 PH 2010-03-27 0020 UT1AN         59 008 UR5AS         59 025
QSO:  1830 PH 2010-03-27 0021 UT1AN         59 010 HG1S          59 0018
QSO:  1867 PH 2010-03-27 0021 UT1AN         59 0011 RN3T          59 0026
QSO:  1800 PH 2010-03-27 0023 UT1AN         59 14 UY2UQ         59 16
QSO:  1867 PH 2010-03-27 0023 UT1AN         59 15 UW5U          59 27
QSO:  1800 PH 2010-03-27 0025 UT1AN         59 16 UT4EK         59 19
QSO:  1800 PH 2010-03-27 0025 UT1AN         59 17 UV5EEO        59 8
QSO:  1800 PH 2010-03-27 0026 UT1AN         59 018 UA6AIW        59 018
QSO:  1867 PH 2010-03-27 0027 UT1AN         59 019 EN7U          59 019
QSO:  1800 PH 2010-03-27 0028 UT1AN         59 36 UT3EG         59 15
QSO:  1840 PH 2010-03-27 0028 UT1AN         59 021 OM5X          59 0027
QSO:  1867 PH 2010-03-27 0029 UT1AN         59 22 UA9PC         59 52
QSO:  1867 PH 2010-03-27 0030 UT1AN         59 0023 OK4U          59 0049
QSO:  1800 PH 2010-03-27 0031 UT1AN         59 25 US5D          59 43
QSO:  1867 PH 2010-03-27 0031 UT1AN         59 024 OL1X          59 0039
QSO:  1800 PH 2010-03-27 0032 UT1AN         59 028 RD6LP         59 012
QSO:  1867 PH 2010-03-27 0032 UT1AN         59 27 RM3F          59 40
QSO:  1800 PH 2010-03-27 0034 UT1AN         59 031 RM4HZ         59 015
QSO:  1867 PH 2010-03-27 0036 UT1AN         59 0032 RA3DW         59 0014
QSO:  1867 PH 2010-03-27 0037 UT1AN         59 033 SP8LBK        59 19
QSO:  1867 PH 2010-03-27 0038 UT1AN         59 034 UA3BL         59 047
QSO:  1867 PH 2010-03-27 0040 UT1AN         59 035 LX7I          59 0081
QSO:  1800 PH 2010-03-27 0042 UT1AN         59 036 UR5AMK        59 011
QSO:  1800 PH 2010-03-27 0044 UT1AN         59 37 4L3A          59 13
QSO:  1830 PH 2010-03-27 0047 UT1AN         59 038 LZ9W          59 0059
QSO:  1867 PH 2010-03-27 0048 UT1AN         59 040 ES5G          59 0034
QSO:  1867 PH 2010-03-27 0048 UT1AN         59 041 RK3DU         59 024
