START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-SSB
CALLSIGN: YL2NK
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: YL2NK
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-SSB CQWPX/ph/2010.
QSO:  3500 PH 2010-03-27 0001 YL2NK         59 OM7AB         59 2
QSO:  3725 PH 2010-03-27 0008 YL2NK         59 0004 EM0X          59 0016
QSO:  3735 PH 2010-03-27 0009 YL2NK         59 005 RL3A          59 0003
QSO:  3741 PH 2010-03-27 0012 YL2NK         59 006 RA3ZZ         59 010
QSO:  3755 PH 2010-03-27 0016 YL2NK         59 008 GI5K          59 0018
QSO:  3799 PH 2010-03-27 0017 YL2NK         59 9 4L3A          59 59
QSO:  3500 PH 2010-03-27 0020 YL2NK         59 010 UT3SA         59 033
QSO:  3500 PH 2010-03-27 0021 YL2NK         59 0011 OM3KXX        59 0040
QSO:  3777 PH 2010-03-27 0027 YL2NK         59 0013 OS8A          59 0026
QSO:  3775 PH 2010-03-27 0028 YL2NK         59 014 OL4A          59 0074
QSO:  3759 PH 2010-03-27 0034 YL2NK         59 16 ER4KAA        59 28
QSO:  3757 PH 2010-03-27 0035 YL2NK         59 017 DQ8N          59 0089
QSO:  3752 PH 2010-03-27 0036 YL2NK         59 018 EI7M          59 0086
QSO:  3500 PH 2010-03-27 0038 YL2NK         59 20 OL3X          59 50
QSO:  3749 PH 2010-03-27 0038 YL2NK         59 19 UA9PC         59 67
QSO:  3728 PH 2010-03-27 0045 YL2NK         59 0022 UA6GP         59 0108
QSO:  3714 PH 2010-03-27 0051 YL2NK         59 024 EB8AH         59 0041
QSO:  3500 PH 2010-03-27 0052 YL2NK         59 025 HA8JV         59 132
QSO:  3500 PH 2010-03-27 0054 YL2NK         59 0026 YP7P          59 0043
QSO:  3500 PH 2010-03-27 0055 YL2NK         59 027 HG1S          59 0084
QSO:  3691 PH 2010-03-27 0057 YL2NK         59 0028 RN3ZC         59 0047
QSO:  3692 PH 2010-03-27 0059 YL2NK         59 0030 OL1C          59 0087
QSO:  3691 PH 2010-03-27 0100 YL2NK         59 0031 RX3APM        59 0089
QSO:  3500 PH 2010-03-27 0101 YL2NK         59 32 S53EA         59 80
QSO:  3686 PH 2010-03-27 0103 YL2NK         59 0023 EB5EKT        59 0037
QSO:  3500 PH 2010-03-27 0105 YL2NK         59 0035 AM1A          59 0032
QSO:  3500 PH 2010-03-27 0105 YL2NK         59 0034 UA9JDP        59 0027
QSO:  3681 PH 2010-03-27 0107 YL2NK         59 036 RT3F          59 0189
QSO:  3669 PH 2010-03-27 0109 YL2NK         59 0037 EM7L          59 0131
QSO:  3799 PH 2010-03-27 0110 YL2NK         59 038 TM5W          59 0104
QSO:  3500 PH 2010-03-27 0112 YL2NK         59 0039 EW1IP         59 0039
QSO:  3660 PH 2010-03-27 0113 YL2NK         59 0047 J42T          59 0063
QSO:  3652 PH 2010-03-27 0115 YL2NK         59 0041 G4IIY         59 0084
QSO:  3500 PH 2010-03-27 0116 YL2NK         59 043 F5BBD         59 0100
QSO:  3646 PH 2010-03-27 0116 YL2NK         59 0042 DA0HEL        59 0061
QSO:  3500 PH 2010-03-27 0119 YL2NK         59 044 SN1C          59 057
QSO:  3636 PH 2010-03-27 0120 YL2NK         59 045 OL1X          59 0104
QSO:  3634 PH 2010-03-27 0121 YL2NK         59 046 EI9E          59 0100
QSO:  3631 PH 2010-03-27 0122 YL2NK         59 047 SK7OA         59 0057
QSO:  3500 PH 2010-03-27 0124 YL2NK         59 0048 PI4W          59 0080
QSO:  3500 PH 2010-03-27 0126 YL2NK         59 049 OO7W          59 035
