START-OF-LOG: 2.0
REF-SECTION: 66
CALLSIGN: F4GWO
CATEGORY: SINGLE-OP ALL LOW
CLAIMED-SCORE:  183668
CONTEST: REF-SSB
CREATED-BY: WINREF-HF V9.7.18
NAME: MERCIER STEPHANE
OFFTIME: 2025-02-22 1720 2025-02-23 0950
OFFTIME: 2025-02-22 0600 2025-02-22 1347
OFFTIME: 2025-02-23 1412 2025-02-23 1621
RIG: FT991A
RIG: FT991A 
RIG: FD4 (80,40,20,15,10M) ; DIPOLE 80M /\; BOUCLE 84M EN DELTA 
RIG: 100
QSO: 14000 PH 2025-02-22 1347 F4GWO         59  66     F8KHO         59  51   
QSO: 14000 PH 2025-02-22 1348 F4GWO         59  66     TM5B          59  60   
QSO: 14000 PH 2025-02-22 1349 F4GWO         59  66     F8KGN         59  59   
QSO: 14000 PH 2025-02-22 1351 F4GWO         59  66     F8KGZ         59  54   
QSO: 14000 PH 2025-02-22 1352 F4GWO         59  66     F4JEJ         59  76   
QSO: 14000 PH 2025-02-22 1354 F4GWO         59  66     TM6B          59  76   
QSO: 14000 PH 2025-02-22 1357 F4GWO         59  66     F5PYJ         59  44   
QSO: 14000 PH 2025-02-22 1400 F4GWO         59  66     F4FMU/P       59  61   
QSO: 14000 PH 2025-02-22 1403 F4GWO         59  66     F4HYT         59  19   
QSO: 14000 PH 2025-02-22 1405 F4GWO         59  66     F6KOP         59  77   
QSO: 28000 PH 2025-02-22 1419 F4GWO         59  66     F5NIH         59  66   
QSO: 28000 PH 2025-02-22 1420 F4GWO         59  66     F6KBR         59  66   
QSO: 28000 PH 2025-02-22 1420 F4GWO         59  66     F4VRK         59  66   
QSO: 28000 PH 2025-02-22 1426 F4GWO         59  66     F2CT          59  64   
QSO: 28000 PH 2025-02-22 1431 F4GWO         59  66     TM1C          59  31   
QSO: 28000 PH 2025-02-22 1437 F4GWO         59  66     TM0DX         59  13   
QSO: 28000 PH 2025-02-22 1446 F4GWO         59  66     VE9CZ         59  053  
QSO: 28000 PH 2025-02-22 1447 F4GWO         59  66     TM3P          59  38   
QSO: 28000 PH 2025-02-22 1453 F4GWO         59  66     TO3Z          59  FG   
QSO: 28000 PH 2025-02-22 1458 F4GWO         59  66     TM0P          59  75   
QSO: 28000 PH 2025-02-22 1501 F4GWO         59  66     VE9CF         59  164  
QSO: 28000 PH 2025-02-22 1503 F4GWO         59  66     R3VR          59  266  
QSO: 28000 PH 2025-02-22 1507 F4GWO         59  66     AB1F          59  020  
QSO: 28000 PH 2025-02-22 1509 F4GWO         59  66     VE2TFL        59  231  
QSO: 28000 PH 2025-02-22 1511 F4GWO         59  66     F6KNB         59  33   
QSO: 21000 PH 2025-02-22 1515 F4GWO         59  66     FR8TZ         59  FR   
QSO: 21000 PH 2025-02-22 1515 F4GWO         59  66     F2CT          59  64   
