START-OF-LOG: 3.0
CALLSIGN: JN3DMJ
CONTEST: CQ-WPX-RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 3395
LOCATION: DX
NAME: Koichi Matsumoto
OPERATORS: JN3DMJ
SOAPBOX: The actual maximum power output used is 5 watts.
QSO: 21096 RY 2016-02-13 0040 JN3DMJ        599 0001   RA0FF         599 0019
QSO: 21082 RY 2016-02-13 0049 JN3DMJ        599 0002   RD0CD         599 0017
QSO: 28080 RY 2016-02-13 0115 JN3DMJ        599 0003   NH2DX         599 0055
QSO: 28084 RY 2016-02-13 0119 JN3DMJ        599 0004   UA0UK         599 0049
QSO: 21090 RY 2016-02-13 0145 JN3DMJ        599 0005   WQ6K          599 0164
QSO: 21094 RY 2016-02-13 0149 JN3DMJ        599 0006   WW7RY         599 0206
QSO: 21100 RY 2016-02-13 0153 JN3DMJ        599 0007   DU1RB         599 0059
QSO: 21102 RY 2016-02-13 0157 JN3DMJ        599 0008   9V1YC         599 0041
QSO: 21111 RY 2016-02-13 0200 JN3DMJ        599 0009   VE7CC         599 0238
QSO: 21117 RY 2016-02-13 0206 JN3DMJ        599 0010   BH4OUF        599 0034
QSO: 21082 RY 2016-02-13 0845 JN3DMJ        599 0011   YB0NDT        599 0303
QSO: 21094 RY 2016-02-13 0907 JN3DMJ        599 0012   YB1AR         599 0276
QSO:  7038 RY 2016-02-13 0938 JN3DMJ        599 0013   JF8EPR        599 0260
QSO:  7041 RY 2016-02-13 0949 JN3DMJ        599 0014   JM1XCW        599 0307
QSO:  7043 RY 2016-02-13 1000 JN3DMJ        599 0015   JA1SJV        599 0042
QSO:  7046 RY 2016-02-13 1012 JN3DMJ        599 0016   RD0L          599 0115
QSO:  7043 RY 2016-02-13 1019 JN3DMJ        599 0017   JE1LFX        599 0129
QSO:  7033 RY 2016-02-13 1053 JN3DMJ        599 0018   JA1OVD        599 0288
QSO:  7034 RY 2016-02-13 1055 JN3DMJ        599 0019   JK2XXK        599 0232
QSO:  7043 RY 2016-02-13 1114 JN3DMJ        599 0020   JK1GKG        599 0067
QSO:  7033 RY 2016-02-13 1127 JN3DMJ        599 0021   JA2BQX        599 0165
QSO: 21105 RY 2016-02-14 0051 JN3DMJ        599 0022   K8IA          599 0918
QSO: 21110 RY 2016-02-14 0057 JN3DMJ        599 0023   K6MR          599 1156
QSO: 21104 RY 2016-02-14 0108 JN3DMJ        599 0024   K6EU          599 0599
QSO: 14102 RY 2016-02-14 0121 JN3DMJ        599 0025   RA0FF         599 0318
QSO: 21084 RY 2016-02-14 0128 JN3DMJ        599 0026   UA0UK         599 0363
QSO: 21086 RY 2016-02-14 0141 JN3DMJ        599 0027   BX4AG         599 0222
QSO: 21088 RY 2016-02-14 0244 JN3DMJ        599 0028   UA0C          599 0152
QSO: 21094 RY 2016-02-14 0250 JN3DMJ        599 0029   RW0A          599 0860
QSO: 21094 RY 2016-02-14 0322 JN3DMJ        599 0030   BG3ITB        599 0327
QSO: 28099 RY 2016-02-14 0326 JN3DMJ        599 0031   JL3MCM        599 0190
QSO: 28093 RY 2016-02-14 0329 JN3DMJ        599 0032   ZL1BYZ        599 0709
QSO: 28091 RY 2016-02-14 0332 JN3DMJ        599 0033   UA9MA         599 0351
QSO: 14105 RY 2016-02-14 0339 JN3DMJ        599 0034   RD0L          599 0319
QSO: 21084 RY 2016-02-14 0349 JN3DMJ        599 0035   VR2VIY        599 0768
QSO: 21093 RY 2016-02-14 0353 JN3DMJ        599 0036   RY0A          599 0295
QSO: 21096 RY 2016-02-14 0356 JN3DMJ        599 0037   VK2CA         599 0474
QSO: 28087 RY 2016-02-14 0402 JN3DMJ        599 0038   RT0Q          599 0533
QSO: 28090 RY 2016-02-14 0406 JN3DMJ        599 0039   9M6XRO        599 0643
QSO: 28096 RY 2016-02-14 0409 JN3DMJ        599 0040   HS4UEL        599 0371
QSO: 14095 RY 2016-02-14 0438 JN3DMJ        599 0041   JK8PBO        599 0253
QSO:  7037 RY 2016-02-14 0442 JN3DMJ        599 0042   JA3QNI        599 0081
END-OF-LOG:
