START-OF-LOG: 3.0
LOCATION: DX
CALLSIGN: PE2K
CLAIMED-SCORE: 10000
CLUB:
CONTEST: CQ-WPX-RTTY
CREATED-BY: Mixw 3.1.1
NAME: Adriaan Victor
OPERATORS: PE2K
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-MODE: RTTY
CATEGORY-ASSISTED: ASSISTED
CATEGORY-STATION: FIXED
SOAPBOX: Dear OM/YL, All QSO made by me in QRP.
SOAPBOX: Stationinfo: QSL via buro, 5 watt QRP Ant: Gb5RV all bands.
SOAPBOX: Great to work you all. QSL pse via bureau. Cu all. www.pe2k.nl
SOAPBOX: 73, Adriaan PE2K
QSO: 14079 RY 2016-02-13 0832 PE2K          599 001    R2CA          599 084    0
QSO: 14080 RY 2016-02-13 0833 PE2K          599 002    UT7ZZ         599 095    0
QSO: 14080 RY 2016-02-13 0834 PE2K          599 003    YL3DJ         599 031    0
QSO: 14083 RY 2016-02-13 0838 PE2K          599 004    C37URA        599 365    0
QSO: 14084 RY 2016-02-13 0842 PE2K          599 005    9A5K          599 090    0
QSO: 14086 RY 2016-02-13 0848 PE2K          599 006    YL4U          599 103    0
QSO: 14086 RY 2016-02-13 0849 PE2K          599 007    RC5D          599 080    0
QSO: 14087 RY 2016-02-13 0850 PE2K          599 008    9A5D          599 995    0
QSO: 14089 RY 2016-02-13 0855 PE2K          599 009    RA4HL         599 262    0
QSO: 14090 RY 2016-02-13 0856 PE2K          599 010    IZ4NIC        599 199    0
QSO: 14092 RY 2016-02-13 0858 PE2K          599 011    9A8FCC        599 093    0
QSO: 14094 RY 2016-02-13 0900 PE2K          599 012    RA1QFU        599 096    0
QSO: 14094 RY 2016-02-13 0901 PE2K          599 013    EA3AQ         599 185    0
QSO: 14096 RY 2016-02-13 0904 PE2K          599 014    9A1A          599 274    0
QSO: 14097 RY 2016-02-13 0905 PE2K          599 015    SO9T          599 529    0
QSO: 14099 RY 2016-02-13 0909 PE2K          599 016    S57DX         599 224    0
QSO: 14100 RY 2016-02-13 0909 PE2K          599 017    UX1UX         599 355    0
QSO: 14101 RY 2016-02-13 0910 PE2K          599 018    RT5C          599 068    0
QSO: 14101 RY 2016-02-13 0911 PE2K          599 019    S57YK         599 019    0
QSO: 14102 RY 2016-02-13 0914 PE2K          599 020    IU4C          599 157    0
QSO: 14105 RY 2016-02-13 0919 PE2K          599 021    E73ENS        599 076    0
