START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: RDA
CALLSIGN: R4LC
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: R4LC
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for RDA RDAContest/2018.
QSO: 14014 CW 2018-08-18 1154 R4LC          599 UL06 UT4LW         599 0249
QSO: 14014 CW 2018-08-18 1155 R4LC          599 UL06 LZ1ND         599 0266
QSO: 14014 CW 2018-08-18 1156 R4LC          599 UL06 LZ7A          599 0260
QSO: 14014 CW 2018-08-18 1156 R4LC          599 UL06 OG6N          599 0294
QSO: 14014 CW 2018-08-18 1156 R4LC          599 UL06 YO4NF         599 0194
QSO: 14000 CW 2018-08-18 1157 R4LC          599 UL06 YU8A          599 0010
QSO: 14025 CW 2018-08-18 1157 R4LC          599 UL06 SP1AEN        599 0112
QSO: 14014 CW 2018-08-18 1158 R4LC          599 UL06 SE4E          599 0146
QSO: 14000 CW 2018-08-18 1159 R4LC          599 UL06 DL2OM         599 0089
QSO: 14014 CW 2018-08-18 1159 R4LC          599 UL06 D1A           599 0144
QSO: 14014 CW 2018-08-18 1159 R4LC          599 UL06 EU1WW         599 0193
QSO: 14000 CW 2018-08-18 1200 R4LC          599 UL06 EU6DX         599 0111
QSO: 14014 CW 2018-08-18 1200 R4LC          599 UL06 DL1CW         599 0165
QSO: 14014 CW 2018-08-18 1200 R4LC          599 UL06 I2WIJ         599 0054
QSO: 14000 CW 2018-08-18 1201 R4LC          599 UL06 US3EW         599 0085
QSO: 14014 CW 2018-08-18 1202 R4LC          599 UL06 OH2BV         599 0150
QSO: 14014 CW 2018-08-18 1202 R4LC          599 UL06 SN7O          599 0254
QSO: 14014 CW 2018-08-18 1203 R4LC          599 UL06 DL6KVA        599 0258
QSO: 14014 CW 2018-08-18 1204 R4LC          599 UL06 EV6Z          599 0157
QSO: 14014 CW 2018-08-18 1204 R4LC          599 UL06 OK4RQ         599 0159
QSO: 14014 CW 2018-08-18 1204 R4LC          599 UL06 YL7X          599 0253
QSO: 14014 CW 2018-08-18 1205 R4LC          599 UL06 LZ5K          599 0276
QSO: 14014 CW 2018-08-18 1205 R4LC          599 UL06 UR3GU         599 0309
QSO: 14015 CW 2018-08-18 1205 R4LC          599 UL06 SP9GFI        599 0130
QSO: 14025 CW 2018-08-18 1205 R4LC          599 UL06 LZ1DQ         599 0080
QSO: 14014 CW 2018-08-18 1206 R4LC          599 UL06 OG7F          599 0118
QSO: 14014 CW 2018-08-18 1206 R4LC          599 UL06 OU2I          599 0095
QSO: 14000 CW 2018-08-18 1207 R4LC          599 UL06 SF6W          599 0091
QSO: 14014 CW 2018-08-18 1207 R4LC          599 UL06 F6HDI         599 0060
QSO: 14014 CW 2018-08-18 1210 R4LC          599 UL06 YO4FTE        599 0001
QSO: 14000 CW 2018-08-18 1211 R4LC          599 UL06 HG2DX         599 0177
QSO: 14000 CW 2018-08-18 1212 R4LC          599 UL06 DL1NKS        599 0073
QSO: 14014 CW 2018-08-18 1212 R4LC          599 UL06 P33W          599 0351
QSO: 14014 CW 2018-08-18 1212 R4LC          599 UL06 SE5L          599 0031
QSO: 14013 CW 2018-08-18 1213 R4LC          599 UL06 OE9WGI        599 0025
QSO: 14014 CW 2018-08-18 1213 R4LC          599 UL06 PA5WT         599 0148
QSO: 14014 CW 2018-08-18 1213 R4LC          599 UL06 YT6W          599 0275
QSO: 14014 CW 2018-08-18 1214 R4LC          599 UL06 LZ1ZJ         599 0070
QSO: 14014 CW 2018-08-18 1215 R4LC          599 UL06 DL4ME         599 0086
QSO: 14014 CW 2018-08-18 1215 R4LC          599 UL07 SM7RYR        599 0076
QSO: 14014 CW 2018-08-18 1216 R4LC          599 UL06 IK2PZC        599 0055
QSO: 14014 CW 2018-08-18 1216 R4LC          599 UL06 UR4RWW        599 0003
QSO: 14014 CW 2018-08-18 1216 R4LC          599 UL06 YO8XBA        599 0191
QSO: 14000 CW 2018-08-18 1217 R4LC          599 UL06 DK2AI         599 0103
QSO: 14014 CW 2018-08-18 1217 R4LC          599 UL06 EW8DX         599 0118
QSO: 14014 CW 2018-08-18 1217 R4LC          599 UL06 HG7T          599 0107
QSO: 14000 CW 2018-08-18 1218 R4LC          599 UL06 SN2N          599 0083
QSO: 14014 CW 2018-08-18 1218 R4LC          599 UL06 UN7LZ         599 0230
QSO: 14000 CW 2018-08-18 1220 R4LC          599 UL06 OZ4FF         599 0087
QSO: 14014 CW 2018-08-18 1220 R4LC          599 UL06 UR8IF         599 0119
QSO: 14014 CW 2018-08-18 1220 R4LC          599 UL06 YP5A          599 0209
QSO: 14014 CW 2018-08-18 1222 R4LC          599 UL07 SM0LPO        599 0094
QSO: 14014 CW 2018-08-18 1222 R4LC          599 UL06 SP3A          599 0200
QSO: 14000 CW 2018-08-18 1224 R4LC          599 UL06 PD7CJT        599 0051
QSO: 14014 CW 2018-08-18 1224 R4LC          599 UL06 PA8AD         599 0112
QSO: 14014 CW 2018-08-18 1224 R4LC          599 UL06 UR7QM         599 0006
QSO: 14014 CW 2018-08-18 1227 R4LC          599 UL06 SM6CUK        599 0149
QSO: 14000 CW 2018-08-18 1229 R4LC          599 UL06 LZ2CH         599 0004
QSO: 28003 CW 2018-08-18 1229 R4LC          599 UL06 EU8U          599 0056
QSO: 14014 CW 2018-08-18 1230 R4LC          599 UL06 US4I          599 0048
QSO: 14014 CW 2018-08-18 1232 R4LC          599 UL06 D1M           599 0097
QSO: 14000 CW 2018-08-18 1233 R4LC          599 UL06 Z35F          599 0033
QSO: 14014 CW 2018-08-18 1234 R4LC          599 UL06 9A2NO         599 0263
QSO: 14014 CW 2018-08-18 1234 R4LC          599 UL06 DJ8EW         599 0160
QSO: 14010 CW 2018-08-18 1247 R4LC          599 UL06 DJ6TK         599 0027
QSO: 14014 CW 2018-08-18 1248 R4LC          599 UL06 K1LZ          599 0092
QSO: 14014 CW 2018-08-18 1249 R4LC          599 UL06 DF1MM         599 0174
QSO: 14014 CW 2018-08-18 1249 R4LC          599 UL06 PA5N          599 0002
QSO: 14014 CW 2018-08-18 1251 R4LC          599 UL06 JN3SAC        599 0081
QSO: 14014 CW 2018-08-18 1252 R4LC          599 UL06 YO9AGI        599 0076
QSO: 14000 CW 2018-08-18 1254 R4LC          599 UL06 DL5KVV        599 0121
QSO: 14000 CW 2018-08-18 1254 R4LC          599 UL06 YT1A          599 0153
QSO: 14014 CW 2018-08-18 1254 R4LC          599 UL06 LZ1GE         599 0008
QSO: 14000 CW 2018-08-18 1255 R4LC          599 UL06 I8QJU         599 0058
QSO: 14014 CW 2018-08-18 1256 R4LC          599 UL06 OZ4CG         599 0087
QSO: 14025 CW 2018-08-18 1256 R4LC          599 UL06 9A2EY         599 0100
QSO: 14025 CW 2018-08-18 1257 R4LC          599 UL06 TA1NAI        599 0008
QSO: 14000 CW 2018-08-18 1258 R4LC          599 UL06 OM3BA         599 0072
QSO: 14014 CW 2018-08-18 1259 R4LC          599 UL06 LY4A          599 0444
QSO: 14014 CW 2018-08-18 1259 R4LC          599 UL06 M3I           599 0110
QSO: 14014 CW 2018-08-18 1300 R4LC          599 UL06 YU1YV         599 0104
QSO: 14000 CW 2018-08-18 1301 R4LC          599 UL06 F6EYB         599 0103
QSO: 14014 CW 2018-08-18 1303 R4LC          599 UL06 SP1JQJ        599 0112
QSO: 14009 CW 2018-08-18 1305 R4LC          599 UL06 DF6RI         599 0050
QSO: 14014 CW 2018-08-18 1305 R4LC          599 UL06 PE2K          599 0046
QSO: 14014 CW 2018-08-18 1307 R4LC          599 UL06 PA8MM         599 0096
QSO: 14000 CW 2018-08-18 1308 R4LC          599 UL06 OK2HBY        599 0052
QSO: 14014 CW 2018-08-18 1308 R4LC          599 UL06 UX1VX         599 0005
QSO: 14014 CW 2018-08-18 1309 R4LC          599 UL06 PA0GJV        599 0115
QSO: 14014 CW 2018-08-18 1310 R4LC          599 UL06 G3RLE         599 0094
QSO: 14000 CW 2018-08-18 1311 R4LC          599 UL06 HA0IH         599 0072
QSO: 14014 CW 2018-08-18 1311 R4LC          599 UL06 LA8HGA        599 0177
QSO: 14000 CW 2018-08-18 1312 R4LC          599 UL06 4K9W          599 0043
QSO: 14014 CW 2018-08-18 1313 R4LC          599 UL06 PI40FL        599 0002
QSO: 14025 CW 2018-08-18 1313 R4LC          599 UL06 LZ3PZ         599 0022
QSO: 14014 CW 2018-08-18 1314 R4LC          599 UL06 G3P           599 0077
QSO: 14014 CW 2018-08-18 1314 R4LC          599 UL06 JH7VHZ        599 0106
QSO: 14000 CW 2018-08-18 1318 R4LC          599 UL06 OK2MBP        599 0129
QSO: 14014 CW 2018-08-18 1318 R4LC          599 UL06 UT7CR         599 0343
QSO: 14015 CW 2018-08-18 1355 R4LC          599 UL06 YU5R          599 0292
QSO: 14014 CW 2018-08-18 1356 R4LC          599 UL06 SO100ZHP      599 0043
QSO: 14015 CW 2018-08-18 1356 R4LC          599 UL06 PA4O          599 0189
QSO: 14015 CW 2018-08-18 1356 R4LC          599 UL06 SM7IUN        599 0030
QSO: 14015 CW 2018-08-18 1357 R4LC          599 UL06 EW6EN         599 0029
QSO: 14015 CW 2018-08-18 1359 R4LC          599 UL06 E74Y          599 0212
QSO: 14015 CW 2018-08-18 1359 R4LC          599 UL06 YU2A          599 0304
QSO: 14000 CW 2018-08-18 1400 R4LC          599 UL06 UN0C          599 0084
QSO: 14014 CW 2018-08-18 1401 R4LC          599 UL06 SM6FPC        599 0156
QSO: 14015 CW 2018-08-18 1401 R4LC          599 UL06 SM5DGE        599 0075
QSO: 14015 CW 2018-08-18 1402 R4LC          599 UL06 LZ1JZ         599 0491
QSO: 14015 CW 2018-08-18 1402 R4LC          599 UL06 SM5CSS        599 0086
QSO: 14015 CW 2018-08-18 1403 R4LC          599 UL06 LZ7O          599 0106
QSO: 14014 CW 2018-08-18 1404 R4LC          599 UL06 F1ICS         599 0010
QSO: 14000 CW 2018-08-18 1405 R4LC          599 UL06 HA6NL         599 0143
QSO: 14000 CW 2018-08-18 1408 R4LC          599 UL06 DK5KF         599 0020
QSO: 14000 CW 2018-08-18 1408 R4LC          599 UL06 PA2W          599 0022
QSO: 14015 CW 2018-08-18 1408 R4LC          599 UL06 DJ3JD         599 0062
QSO: 14015 CW 2018-08-18 1409 R4LC          599 UL06 OZ6TL         599 0002
QSO: 14000 CW 2018-08-18 1411 R4LC          599 UL06 5B/RN3QO      599 0273
