START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: RDA
CALLSIGN: UA4M
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: UA4M
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for RDA RDAContest/2020.
QSO: 14200 PH 2020-08-15 0643 UA4M          59 UL14 F4HSR         59 0012
QSO: 28004 CW 2020-08-15 0800 UA4M          599 UL14 OG55W         599 0001
QSO: 28005 CW 2020-08-15 0800 UA4M          599 UL14 OH3WW         599 0001
QSO: 28010 CW 2020-08-15 0800 UA4M          599 UL14 SM2R          599 0001
QSO: 28005 CW 2020-08-15 0801 UA4M          599 UL14 SM6FPC        599 0002
QSO: 21027 CW 2020-08-15 0802 UA4M          599 UL14 EW8DX         599 0003
QSO: 28000 CW 2020-08-15 0802 UA4M          599 UL14 SM6DHU        599 0001
QSO: 21028 CW 2020-08-15 0803 UA4M          599 UL14 ES4RD         599 0003
QSO: 28005 CW 2020-08-15 0803 UA4M          599 UL14 SQ5JUP        599 0001
QSO: 28005 CW 2020-08-15 0804 UA4M          599 UL14 EU8U          599 0004
QSO: 28004 CW 2020-08-15 0806 UA4M          599 UL14 UN8PT         599 0014
QSO: 28005 CW 2020-08-15 0806 UA4M          599 UL14 SP5CNA        599 0005
QSO: 21026 CW 2020-08-15 0808 UA4M          599 UL14 9A5X          599 0017
QSO: 21010 CW 2020-08-15 0809 UA4M          599 UL14 OP4K          599 0010
QSO: 28005 CW 2020-08-15 0809 UA4M          599 UL14 DL6KVA        599 0010
QSO: 28005 CW 2020-08-15 0810 UA4M          599 UL14 P3AA          599 0010
QSO: 21021 CW 2020-08-15 0811 UA4M          599 UL14 4X1MM         599 0004
QSO: 28000 CW 2020-08-15 0811 UA4M          599 UL14 SF6W          599 0001
QSO: 21023 CW 2020-08-15 0812 UA4M          599 UL14 LZ5R          599 0038
QSO: 28005 CW 2020-08-15 0814 UA4M          599 UL14 EW/R3XA       599 0008
QSO: 21021 CW 2020-08-15 0818 UA4M          599 UL14 OH3FM         599 0011
QSO: 28006 CW 2020-08-15 0818 UA4M          599 UL14 YL3CW         599 0022
QSO: 21044 CW 2020-08-15 0819 UA4M          599 UL14 SN7O          599 0027
QSO: 21000 CW 2020-08-15 0820 UA4M          599 UL14 YT5M          599 0020
QSO: 21044 CW 2020-08-15 0820 UA4M          599 UL14 UR7GO         599 0029
QSO: 21044 CW 2020-08-15 0820 UA4M          599 UL14 YT2AAA        599 0026
QSO: 21044 CW 2020-08-15 0822 UA4M          599 UL14 HA6NL         599 0008
QSO: 28026 CW 2020-08-15 0822 UA4M          599 UL14 M0BJL         599 0010
QSO: 21043 CW 2020-08-15 0823 UA4M          599 UL14 DJ9DZ         599 0017
QSO: 21043 CW 2020-08-15 0823 UA4M          599 UL14 UN8PT         599 0035
QSO: 28023 CW 2020-08-15 0823 UA4M          599 UL14 ES4RD         599 0033
QSO: 21043 CW 2020-08-15 0824 UA4M          599 UL14 LZ3QE         599 0015
QSO: 21043 CW 2020-08-15 0824 UA4M          599 UL14 M1X           599 0014
QSO: 21043 CW 2020-08-15 0824 UA4M          599 UL14 YL7X          599 0040
QSO: 21044 CW 2020-08-15 0824 UA4M          599 UL14 OH3WW         599 0026
QSO: 21044 CW 2020-08-15 0825 UA4M          599 UL14 SP5CNA        599 0027
QSO: 21000 PH 2020-08-15 0827 UA4M          59 UL14 YT9M          59 0017
QSO: 21043 CW 2020-08-15 0827 UA4M          599 UL14 BD7JNA        599 0010
QSO: 21000 CW 2020-08-15 0828 UA4M          599 UL14 G4HLN         599 0004
QSO: 21043 CW 2020-08-15 0828 UA4M          599 UL14 G3RLE         599 0004
QSO: 21250 PH 2020-08-15 0828 UA4M          59 UL14 SQ3M          59 0017
QSO: 21000 CW 2020-08-15 0829 UA4M          599 UL14 OH7MFO        599 0005
QSO: 21043 CW 2020-08-15 0829 UA4M          599 UL14 HA9A          599 0035
QSO: 21043 CW 2020-08-15 0829 UA4M          599 UL14 SQ5JUP        599 0021
QSO: 21043 CW 2020-08-15 0830 UA4M          599 UL14 UP4L          599 0048
QSO: 21043 CW 2020-08-15 0831 UA4M          599 UL14 LY2MM         599 0023
QSO: 21043 CW 2020-08-15 0831 UA4M          599 UL14 LZ4AE         599 0029
QSO: 21043 CW 2020-08-15 0831 UA4M          599 UL14 OK1OA         599 0017
QSO: 21043 CW 2020-08-15 0831 UA4M          599 UL14 SP9H          599 0012
QSO: 21227 PH 2020-08-15 0832 UA4M          59 UL14 SN8K          59 0015
QSO: 21032 CW 2020-08-15 0833 UA4M          599 UL14 IT9BLB        599 0005
QSO: 21043 CW 2020-08-15 0833 UA4M          599 UL14 SP1JQJ        599 0016
QSO: 21043 CW 2020-08-15 0833 UA4M          599 UL14 YO9BPX        599 0028
QSO: 21043 CW 2020-08-15 0835 UA4M          599 UL14 EA2WX         599 0009
QSO: 21043 CW 2020-08-15 0836 UA4M          599 UL14 YQ6A          599 0049
QSO: 21043 CW 2020-08-15 0837 UA4M          599 UL14 SM6CUK        599 0027
QSO: 21043 CW 2020-08-15 0839 UA4M          599 UL14 UN0LM         599 0014
QSO: 14028 CW 2020-08-15 0840 UA4M          599 UL14 UP4L          599 0065
QSO: 21021 CW 2020-08-15 0841 UA4M          599 UL14 LZ1ZJ         599 0038
QSO: 21219 PH 2020-08-15 0841 UA4M          59 UL14 SM2S          59 0011
QSO: 14028 CW 2020-08-15 0842 UA4M          599 UL14 PE3T          599 0008
QSO: 21001 CW 2020-08-15 0842 UA4M          599 UL14 P3AA          599 0026
QSO: 21030 CW 2020-08-15 0842 UA4M          599 UL14 SV2JAO        599 0023
QSO: 21000 CW 2020-08-15 0845 UA4M          599 UL14 EI7KD         599 0037
QSO: 21048 CW 2020-08-15 0845 UA4M          599 UL14 LZ9W          599 0109
QSO: 21048 CW 2020-08-15 0846 UA4M          599 UL14 CT1ELZ        599 0010
QSO: 21048 CW 2020-08-15 0846 UA4M          599 UL14 G3P           599 0030
QSO: 21048 CW 2020-08-15 0847 UA4M          599 UL14 SP5GDY        599 0021
QSO: 14025 CW 2020-08-15 0848 UA4M          599 UL14 LY4T          599 0017
QSO: 14032 CW 2020-08-15 0848 UA4M          599 UL14 DJ0SP         599 0025
