START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: OK-OM DX Contest 2016
CALLSIGN: G3TDH
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: G3TDH
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for OK-OM DX Contest 2016 OK_OM_DX_Contest/2016/SSB.
QSO:  7166 PH 2016-04-09 1203 G3TDH         59 001 G3PXT         59 004
QSO: 14000 PH 2016-04-09 1207 G3TDH         59 2 OM7AB         59 ZVO
QSO: 14000 PH 2016-04-09 1210 G3TDH         59 3 OK2HBR        59 HOL
QSO: 14000 PH 2016-04-09 1216 G3TDH         59 4 OL2J          59 GJI
QSO: 14270 PH 2016-04-09 1218 G3TDH         59 6 SV9FBG        59 008
QSO: 14235 PH 2016-04-09 1225 G3TDH         59 008 OM7M          59 PAR
QSO: 14254 PH 2016-04-09 1225 G3TDH         59 007 SV1JG         59 043
QSO: 14200 PH 2016-04-09 1232 G3TDH         59 9 OM5AW         59 NIT
QSO: 14222 PH 2016-04-09 1235 G3TDH         59 010 OK2QA         59 HPR
QSO: 14274 PH 2016-04-09 1321 G3TDH         59 9 UA3VFS        59 16
QSO: 14000 PH 2016-04-09 1325 G3TDH         59 013 IZ8GNR        59 097
QSO: 14213 PH 2016-04-09 1332 G3TDH         59 017 EA5HRV        59 107
QSO: 14195 PH 2016-04-09 1334 G3TDH         59 018 K0OO          59 004
QSO: 14220 PH 2016-04-09 1337 G3TDH         59 015 5B4AIF        59 081
QSO: 14221 PH 2016-04-09 1823 G3TDH         59 019 YP0C          59 255
QSO:  7000 PH 2016-04-09 1829 G3TDH         59 20 OK1RZ         59 FHB
QSO:  7191 PH 2016-04-09 1830 G3TDH         59 21 OM4O          59 TNC
QSO:  7000 PH 2016-04-09 1832 G3TDH         59 22 PI4AMF        59 118
QSO:  7180 PH 2016-04-09 1836 G3TDH         59 024 SV2DSJ        59 038
QSO:  7000 PH 2016-04-09 1841 G3TDH         59 0025 S51CK         59 180
QSO:  7000 PH 2016-04-09 1843 G3TDH         59 026 OM7PY         59 LUC
QSO:  7171 PH 2016-04-09 1843 G3TDH         59 027 SM3MTR        59 119
QSO:  7164 PH 2016-04-09 1845 G3TDH         59 028 OK2ZA         59 GTR
QSO:  7158 PH 2016-04-09 1847 G3TDH         59 029 R9LM          59 018
QSO:  7138 PH 2016-04-09 1849 G3TDH         59 030 OZ5GX         59 145
QSO:  7000 PH 2016-04-09 1852 G3TDH         59 031 OK5SE         59 GBM
QSO:  7145 PH 2016-04-09 1854 G3TDH         59 032 SZ1A          59 191
QSO:  7140 PH 2016-04-09 1858 G3TDH         59 033 OK5T          59 ELT
QSO:  7118 PH 2016-04-09 1903 G3TDH         59 35 9A703B        59 021
QSO:  7108 PH 2016-04-09 1907 G3TDH         59 36 HG3M          59 206
QSO:  7000 PH 2016-04-09 1910 G3TDH         59 037 IZ1DGG        59 083
QSO:  3500 PH 2016-04-09 1926 G3TDH         59 38 OM6TX         59 CAD
QSO:  3500 PH 2016-04-09 1930 G3TDH         59 039 OM7PY         59 LUC
QSO:  3744 PH 2016-04-09 1933 G3TDH         59 040 OK2APY        59 GBM
QSO:  3760 PH 2016-04-09 1936 G3TDH         59 042 OK1AY         59 DDO
QSO:  3764 PH 2016-04-09 1938 G3TDH         59 43 OL1C          59 ETE
QSO:  3500 PH 2016-04-09 1939 G3TDH         59 044 LY3BB         59 071
QSO:  3770 PH 2016-04-09 1940 G3TDH         59 45 OK5D          59 ETE
QSO:  3500 PH 2016-04-09 1943 G3TDH         59 046 DM5SB         59 028
QSO:  3732 PH 2016-04-09 1948 G3TDH         59 049 SQ3PMX        59 091
QSO:  3738 PH 2016-04-09 1949 G3TDH         59 047 OM4MO         59 PRI
QSO:  3500 PH 2016-04-09 1950 G3TDH         59 048 OK5SE         59 GBM
QSO:  3500 PH 2016-04-09 1953 G3TDH         59 050 OK7PY         59 CJH
QSO:  3726 PH 2016-04-09 1954 G3TDH         59 51 OM3RM         59 DST
QSO:  3713 PH 2016-04-09 1957 G3TDH         59 052 OK2ZA         59 GTR
QSO:  3684 PH 2016-04-09 1959 G3TDH         59 053 OZ5GX         59 012
QSO:  7110 PH 2016-04-09 2001 G3TDH         59 054 F5NBX         59 069
QSO:  7000 PH 2016-04-09 2002 G3TDH         59 55 OK1IE         59 GTR
QSO:  7125 PH 2016-04-09 2005 G3TDH         59 056 HB9EYP        59 018
QSO:  7128 PH 2016-04-09 2006 G3TDH         59 57 UA3VFS        59 190
QSO:  7151 PH 2016-04-09 2012 G3TDH         59 60 OL1C          59 ETE
END-OF-LOG:
