START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: OK-OM DX Contest 2016
CALLSIGN: OK6Y
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: OK6Y
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for OK-OM DX Contest 2016 OK_OM_DX_Contest/2016/SSB.
QSO:  7000 PH 2016-04-09 1216 OK6Y          59 GVY DK7CH         59 007
QSO:  7000 PH 2016-04-09 1216 OK6Y          59 GVY S51CK         59 014
QSO:  7000 PH 2016-04-09 1217 OK6Y          59 GVY OK1RZ         59 FHB
QSO:  7000 PH 2016-04-09 1218 OK6Y          59 GVY SP6DVP        59 014
QSO: 14250 PH 2016-04-09 1227 OK6Y          59 GVY TC4A          59 021
QSO: 14254 PH 2016-04-09 1230 OK6Y          59 GVY SV1JG         59 055
QSO: 14270 PH 2016-04-09 1230 OK6Y          59 GVY SV9FBG        59 041
QSO: 14000 PH 2016-04-09 1234 OK6Y          59 GVY F6DRP         59 010
QSO: 14213 PH 2016-04-09 1237 OK6Y          59 GVY EA5HRV        59 056
QSO: 14263 PH 2016-04-09 1239 OK6Y          59 GVY R3AP          59 024
QSO: 14225 PH 2016-04-09 1242 OK6Y          59 GVY 5B4AIF        59 030
QSO:  7000 PH 2016-04-09 1243 OK6Y          59 GVY OK2HBR        59 HOL
QSO:  7154 PH 2016-04-09 1244 OK6Y          59 GVY 9A1CFR        59 018
QSO: 14245 PH 2016-04-09 1252 OK6Y          59 GVY RT9K/6        59 014
QSO: 14278 PH 2016-04-09 1257 OK6Y          59 GVY TC2O          59 022
QSO:  7152 PH 2016-04-09 1451 OK6Y          59 GVY IW2HAJ        59 168
QSO:  3500 PH 2016-04-09 1930 OK6Y          59 GVY OM4M          59 NMV
QSO:  3500 PH 2016-04-09 1931 OK6Y          59 GVY EW8OP         59 208
QSO:  3500 PH 2016-04-09 1931 OK6Y          59 GVY OM7PY         59 LUC
QSO:  3760 PH 2016-04-09 1932 OK6Y          59 GVY OK1AY         59 DDO
QSO:  3768 PH 2016-04-09 1932 OK6Y          59 GVY OK1ES         59 BRA
QSO:  3764 PH 2016-04-09 1933 OK6Y          59 GVY OL1C          59 ETE
QSO:  3500 PH 2016-04-09 1934 OK6Y          59 GVY OM3CDN        59 BAC
QSO:  3791 PH 2016-04-09 1935 OK6Y          59 GVY OK1FMX        59 EMO
QSO:  3770 PH 2016-04-09 1936 OK6Y          59 GVY OK5D          59 ETE
QSO:  3600 PH 2016-04-09 1944 OK6Y          59 GVY OK1GPC        59 FUO
QSO:  3500 PH 2016-04-09 1947 OK6Y          59 GVY OK5SE         59 GBM
QSO:  3500 PH 2016-04-09 1947 OK6Y          59 GVY OK7PY         59 CJH
QSO:  3500 PH 2016-04-09 1948 OK6Y          59 GVY OK1WF         59 ECH
QSO:  3729 PH 2016-04-09 1948 OK6Y          59 GVY OK1PMA        59 APF
QSO:  1800 PH 2016-04-09 2016 OK6Y          59 GVY LY3BB         59 017
QSO:  1800 PH 2016-04-09 2023 OK6Y          59 GVY DO1CS         59 057
QSO:  1852 PH 2016-04-09 2027 OK6Y          59 GVY YT8A          59 029
QSO:  1848 PH 2016-04-09 2029 OK6Y          59 GVY OK2ZA         59 GTR
QSO:  1855 PH 2016-04-09 2031 OK6Y          59 GVY OK5T          59 ELT
QSO:  1856 PH 2016-04-09 2031 OK6Y          59 GVY OL1C          59 ETE
QSO:  1862 PH 2016-04-09 2032 OK6Y          59 GVY S57C          59 28
QSO:  1800 PH 2016-04-09 2038 OK6Y          59 GVY SP1FPG        59 027
QSO:  3733 PH 2016-04-09 2049 OK6Y          59 GVY OK5T          59 ELT
QSO:  3767 PH 2016-04-09 2050 OK6Y          59 GVY OM6AL         59 MAR
QSO:  3787 PH 2016-04-09 2051 OK6Y          59 GVY UA9XL         59 198
QSO:  3776 PH 2016-04-09 2054 OK6Y          59 GVY YU0U          59 103
QSO:  3744 PH 2016-04-09 2055 OK6Y          59 GVY OK2APY        59 GBM
QSO:  3739 PH 2016-04-09 2056 OK6Y          59 GVY SM3MTR        59 176
QSO:  3734 PH 2016-04-09 2057 OK6Y          59 GVY 9A5Y          59 080
QSO:  3500 PH 2016-04-09 2058 OK6Y          59 GVY SP6DRT        59 054
QSO:  3500 PH 2016-04-09 2059 OK6Y          59 GVY DM5SB         59 075
QSO:  3737 PH 2016-04-09 2059 OK6Y          59 GVY OK1XBF        59 DDO
QSO:  7000 PH 2016-04-10 0902 OK6Y          59 GVY IZ7FLP        59 208
QSO:  7153 PH 2016-04-10 0904 OK6Y          59 GVY LZ9W          59 147
QSO: 14100 PH 2016-04-10 0907 OK6Y          59 GVY UT5EOX        59 107
QSO: 14289 PH 2016-04-10 0910 OK6Y          59 GVY OH6ECM        59 355
QSO: 14203 PH 2016-04-10 0913 OK6Y          59 GVY F5NBX         59 121
END-OF-LOG:
