START-OF-LOG: 3.0
CALLSIGN: CT2JBD
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: LOW
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 68820
CONTEST: CQ-WW-SSB
CREATED-BY: Contest LogChecker v3.4
LOCATION: DX
NAME: Jaime
OPERATORS: CT2JBD
SOAPBOX: Very good propagation during the CQ-WW-SSB contest, from my location.
SOAPBOX: The antennas have been used were: Cushcraft R-6000, Antron A99 for 10 meters band and one Ez-Wire monopole.
SOAPBOX: The RIG has been used was: Yaesu FT-920 TX with only 100W.
QSO: 14226 PH 2012-10-27 1449 CT2JBD        59  14     IQ8MD         59  15
QSO: 14249 PH 2012-10-27 1451 CT2JBD        59  14     F8ARK         59  14
QSO: 14205 PH 2012-10-27 1456 CT2JBD        59  14     A73A          59  21
QSO: 14275 PH 2012-10-27 1500 CT2JBD        59  14     DL5AN         59  14
QSO: 14289 PH 2012-10-27 1501 CT2JBD        59  14     LA9TJA        59  14
QSO: 14304 PH 2012-10-27 1514 CT2JBD        59  14     DM4X          59  14
QSO: 14309 PH 2012-10-27 1514 CT2JBD        59  14     II2S          59  15
QSO: 14315 PH 2012-10-27 1515 CT2JBD        59  14     OK7K          59  15
QSO: 14320 PH 2012-10-27 1516 CT2JBD        59  14     DR1A          59  14
QSO: 14324 PH 2012-10-27 1517 CT2JBD        59  14     RA7A          59  16
QSO: 14333 PH 2012-10-27 1518 CT2JBD        59  14     RM3F          59  16
QSO: 14272 PH 2012-10-27 1519 CT2JBD        59  14     S52OT         59  15
QSO: 21111 PH 2012-10-27 1522 CT2JBD        59  14     F8DOB         59  14
QSO: 21125 PH 2012-10-27 1524 CT2JBD        59  14     YY4DNN        59  09
QSO: 21135 PH 2012-10-27 1526 CT2JBD        59  14     XL3A          59  04
QSO: 21127 PH 2012-10-27 1848 CT2JBD        59  14     VE3FWA        59  04
QSO: 21157 PH 2012-10-27 1850 CT2JBD        59  14     CW9SA         59  13
QSO: 21172 PH 2012-10-27 1851 CT2JBD        59  14     ED5O          59  14
QSO: 21193 PH 2012-10-27 1900 CT2JBD        59  14     PJ5X          59  09
QSO: 21185 PH 2012-10-27 1901 CT2JBD        59  14     LT1F          59  13
QSO: 21159 PH 2012-10-27 1902 CT2JBD        59  14     VQ5X          59  08
QSO: 21150 PH 2012-10-27 1903 CT2JBD        59  14     PT2CVA        59  11
QSO: 21146 PH 2012-10-27 1907 CT2JBD        59  14     6Y9X          59  08
QSO: 21135 PH 2012-10-27 1909 CT2JBD        59  14     VE3RM         59  04
QSO: 21137 PH 2012-10-27 1914 CT2JBD        59  14     VE3BZ         59  04
QSO: 21176 PH 2012-10-27 1914 CT2JBD        59  14     F4ASQ         59  14
QSO: 21181 PH 2012-10-27 1923 CT2JBD        59  14     VP5T          59  08
QSO: 21178 PH 2012-10-27 1924 CT2JBD        59  14     PS2I          59  11
QSO: 21187 PH 2012-10-27 1925 CT2JBD        59  14     PJ2T          59  09
QSO: 21156 PH 2012-10-27 1927 CT2JBD        59  14     HK1NA         59  09
QSO: 21151 PH 2012-10-27 1928 CT2JBD        59  14     ZV2K          59  11
QSO: 21193 PH 2012-10-27 1931 CT2JBD        59  14     PJ4X          59  09
QSO: 21219 PH 2012-10-27 1934 CT2JBD        59  14     LU1QAQ        59  13
QSO: 21190 PH 2012-10-27 1946 CT2JBD        59  14     CW3D          59  13
QSO: 21249 PH 2012-10-27 1946 CT2JBD        59  14     PW5G          59  11
QSO: 21275 PH 2012-10-27 1951 CT2JBD        59  14     LR3M          59  13
QSO: 21413 PH 2012-10-27 1956 CT2JBD        59  14     TM1E          59  14
QSO: 21329 PH 2012-10-27 2000 CT2JBD        59  14     9A1P          59  15
QSO: 21244 PH 2012-10-27 2005 CT2JBD        59  14     PT2CM         59  11
QSO: 28452 PH 2012-10-27 2022 CT2JBD        59  14     ZD8O          59  36
QSO: 28458 PH 2012-10-27 2158 CT2JBD        59  14     PX5E          59  11
QSO: 21277 PH 2012-10-27 2201 CT2JBD        59  14     4M1F          59  09
QSO: 21262 PH 2012-10-27 2204 CT2JBD        59  14     6V7S          59  35
QSO: 21251 PH 2012-10-27 2210 CT2JBD        59  14     D4C           59  35
