START-OF-LOG: 3.0
CREATED-BY: TR4W v.4.229 [CZE]
CALLSIGN: OK1HFP
CONTEST: CQ-WW-SSB
CLAIMED-SCORE: 14100
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: 160M
CATEGORY-MODE: SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: HIGH
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
OPERATORS: OK1HFP
LOCATION: Czech republik
NAME: Frantisek Pahorecky
SOAPBOX: Kenwood TS570  PA hm  250W  Ant  Double Zeppelin  2x36m  15m UP
QSO:  1800 PH 2012-10-27 0044 OK1HFP        59  15     OK1T          59  15
QSO:  1800 PH 2012-10-27 0045 OK1HFP        59  15     F6GWV         59  14
QSO:  1800 PH 2012-10-27 0048 OK1HFP        59  15     I4FYF         59  15
QSO:  1800 PH 2012-10-27 0050 OK1HFP        59  15     OT5A          59  14
QSO:  1800 PH 2012-10-27 0051 OK1HFP        59  15     OE6Z          59  15
QSO:  1800 PH 2012-10-27 0052 OK1HFP        59  15     DF0AT         59  14
QSO:  1800 PH 2012-10-27 0053 OK1HFP        59  15     LY7M          59  15
QSO:  1800 PH 2012-10-27 0054 OK1HFP        59  15     DF0HQ         59  14
QSO:  1800 PH 2012-10-27 0055 OK1HFP        59  15     UT5UGR        59  16
QSO:  1800 PH 2012-10-27 0057 OK1HFP        59  15     PA0AGA        59  14
QSO:  1800 PH 2012-10-27 0059 OK1HFP        59  15     EW8DJ         59  16
QSO:  1800 PH 2012-10-27 0059 OK1HFP        59  15     DP7D          59  14
QSO:  1800 PH 2012-10-27 0100 OK1HFP        59  15     HA5NB         59  15
QSO:  1800 PH 2012-10-27 0101 OK1HFP        59  15     YO5PBW        59  20
QSO:  1800 PH 2012-10-27 0113 OK1HFP        59  15     Z38N          59  15
QSO:  1800 PH 2012-10-27 0115 OK1HFP        59  15     PI4D          59  14
QSO:  1800 PH 2012-10-27 0117 OK1HFP        59  15     ON5IA         59  14
QSO:  1800 PH 2012-10-27 0119 OK1HFP        59  15     DR1A          59  14
QSO:  1800 PH 2012-10-27 0121 OK1HFP        59  15     DJ6QT         59  14
QSO:  1800 PH 2012-10-27 0125 OK1HFP        59  15     9A1A          59  15
QSO:  1800 PH 2012-10-27 0129 OK1HFP        59  15     3V8CB         59  33
QSO:  1800 PH 2012-10-27 0138 OK1HFP        59  15     LN9Z          59  14
QSO:  1800 PH 2012-10-27 0143 OK1HFP        59  15     GM2V          59  14
QSO:  1800 PH 2012-10-27 0146 OK1HFP        59  15     SP4PND        59  15
QSO:  1800 PH 2012-10-27 0151 OK1HFP        59  15     PI4DX         59  14
QSO:  1800 PH 2012-10-27 0152 OK1HFP        59  15     OK2STF        59  15
QSO:  1800 PH 2012-10-27 0153 OK1HFP        59  15     LY2ND         59  15
QSO:  1800 PH 2012-10-27 0154 OK1HFP        59  15     OE9MON        59  15
QSO:  1800 PH 2012-10-27 0155 OK1HFP        59  15     UT8NQ         59  16
QSO:  1800 PH 2012-10-27 0156 OK1HFP        59  15     UT1AN         59  16
QSO:  1800 PH 2012-10-27 0158 OK1HFP        59  15     DJ7YP         59  14
QSO:  1800 PH 2012-10-27 0159 OK1HFP        59  15     DM5Z          59  14
QSO:  1800 PH 2012-10-27 0201 OK1HFP        59  15     PA0AA         59  14
QSO:  1800 PH 2012-10-27 0202 OK1HFP        59  15     DF6RI         59  14
QSO:  1800 PH 2012-10-27 0202 OK1HFP        59  15     HB9TOC        59  14
QSO:  1800 PH 2012-10-27 0202 OK1HFP        59  15     DP6T          59  14
QSO:  1800 PH 2012-10-27 0206 OK1HFP        59  15     OT2A          59  14
QSO:  1800 PH 2012-10-27 0206 OK1HFP        59  15     DK5MB         59  14
QSO:  1800 PH 2012-10-27 0207 OK1HFP        59  15     HA8BE         59  15
QSO:  1800 PH 2012-10-27 0208 OK1HFP        59  15     HB9ARF        59  14
QSO:  1800 PH 2012-10-27 0217 OK1HFP        59  15     DL1WA         59  14
QSO:  1800 PH 2012-10-27 0220 OK1HFP        59  15     DL8ZAW        59  14
QSO:  1800 PH 2012-10-27 0221 OK1HFP        59  15     DL1NKS        59  14
QSO:  1800 PH 2012-10-27 0223 OK1HFP        59  15     HG5C          59  15
QSO:  1800 PH 2012-10-27 0224 OK1HFP        59  15     PA3AAV        59  14
QSO:  1800 PH 2012-10-27 0226 OK1HFP        59  15     HG90ST        59  15
QSO:  1800 PH 2012-10-27 0227 OK1HFP        59  15     OZ1JTE        59  14
QSO:  1800 PH 2012-10-27 0238 OK1HFP        59  15     OL1X          59  15
QSO:  1800 PH 2012-10-27 0240 OK1HFP        59  15     DL4HG         59  14
QSO:  1800 PH 2012-10-27 0241 OK1HFP        59  15     OK1KZ         59  15
QSO:  1800 PH 2012-10-27 0242 OK1HFP        59  15     OE3WMW        59  15
QSO:  1800 PH 2012-10-27 0243 OK1HFP        59  15     SQ9IAU        59  15
QSO:  1800 PH 2012-10-27 0243 OK1HFP        59  15     IR3Z          59  15
QSO:  1800 PH 2012-10-27 0244 OK1HFP        59  15     LY7A          59  15
QSO:  1800 PH 2012-10-27 0246 OK1HFP        59  15     DJ5MW         59  14
QSO:  1800 PH 2012-10-27 0246 OK1HFP        59  15     E7DX          59  15
QSO:  1800 PH 2012-10-27 0246 OK1HFP        59  15     DM5D          59  14
QSO:  1800 PH 2012-10-27 0247 OK1HFP        59  15     ER2RM         59  16
QSO:  1800 PH 2012-10-27 0249 OK1HFP        59  15     DC2KN         59  14
QSO:  1800 PH 2012-10-27 0249 OK1HFP        59  15     9A3W          59  15
QSO:  1800 PH 2012-10-27 0250 OK1HFP        59  15     OM4EX         59  15
QSO:  1800 PH 2012-10-27 0251 OK1HFP        59  15     HB9EE         59  14
QSO:  1800 PH 2012-10-27 0251 OK1HFP        59  15     PI4EME        59  14
QSO:  1800 PH 2012-10-27 0251 OK1HFP        59  15     OK1BB         59  15
QSO:  1800 PH 2012-10-27 0252 OK1HFP        59  15     DL1TRK        59  14
QSO:  1800 PH 2012-10-27 0252 OK1HFP        59  15     G5O           59  14
QSO:  1800 PH 2012-10-27 0253 OK1HFP        59  15     DL7BC         59  14
QSO:  1800 PH 2012-10-27 0255 OK1HFP        59  15     S50A          59  15
QSO:  1800 PH 2012-10-27 0256 OK1HFP        59  15     OK1KC         59  15
QSO:  1800 PH 2012-10-27 0257 OK1HFP        59  15     DD1JN         59  14
QSO:  1800 PH 2012-10-27 0257 OK1HFP        59  15     DM5DX         59  14
QSO:  1800 PH 2012-10-27 0303 OK1HFP        59  15     DL7URH        59  14
QSO:  1800 PH 2012-10-27 0304 OK1HFP        59  15     YO3APJ        59  20
QSO:  1800 PH 2012-10-27 0310 OK1HFP        59  15     DL4ZA         59  14
QSO:  1800 PH 2012-10-27 0313 OK1HFP        59  15     PA6V          59  14
QSO:  1800 PH 2012-10-27 0315 OK1HFP        59  15     OZ5E          59  14
QSO:  1800 PH 2012-10-27 0316 OK1HFP        59  15     DL0WH         59  14
QSO:  1800 PH 2012-10-27 0318 OK1HFP        59  15     ED1R          59  14
QSO:  1800 PH 2012-10-27 0322 OK1HFP        59  15     TK9R          59  15
QSO:  1800 PH 2012-10-27 0325 OK1HFP        59  15     II2S          59  15
QSO:  1800 PH 2012-10-27 0332 OK1HFP        59  15     IR9A          59  15
QSO:  1800 PH 2012-10-27 0343 OK1HFP        59  15     F6KOP         59  14
QSO:  1800 PH 2012-10-27 0346 OK1HFP        59  15     LZ9W          59  20
QSO:  1800 PH 2012-10-27 0347 OK1HFP        59  15     DF2UU         59  14
QSO:  1800 PH 2012-10-27 0347 OK1HFP        59  15     HG1S          59  15
QSO:  1800 PH 2012-10-27 0352 OK1HFP        59  15     UX2U          59  16
QSO:  1800 PH 2012-10-27 0355 OK1HFP        59  15     EW2A          59  16
QSO:  1800 PH 2012-10-27 0356 OK1HFP        59  15     HA8JV         59  15
QSO:  1800 PH 2012-10-27 0359 OK1HFP        59  15     GM2EGE        59  14
QSO:  1800 PH 2012-10-27 0401 OK1HFP        59  15     DJ4PT         59  14
QSO:  1800 PH 2012-10-27 0402 OK1HFP        59  15     YQ6A          59  20
QSO:  1800 PH 2012-10-27 0404 OK1HFP        59  15     F5VMN         59  14
QSO:  1800 PH 2012-10-27 0407 OK1HFP        59  15     YL0J          59  15
QSO:  1800 PH 2012-10-27 0407 OK1HFP        59  15     DK6CQ         59  14
QSO:  1800 PH 2012-10-27 0410 OK1HFP        59  15     DL8ZU         59  14
QSO:  1800 PH 2012-10-27 0410 OK1HFP        59  15     S57AL         59  15
QSO:  1800 PH 2012-10-27 0411 OK1HFP        59  15     F5YJ          59  14
QSO:  1800 PH 2012-10-27 0414 OK1HFP        59  15     EA4RU         59  14
QSO:  1800 PH 2012-10-27 0414 OK1HFP        59  15     G1T           59  14
QSO:  1800 PH 2012-10-27 0415 OK1HFP        59  15     DL3EA         59  14
QSO:  1800 PH 2012-10-27 0416 OK1HFP        59  15     UT5ULX        59  16
QSO:  1800 PH 2012-10-27 0417 OK1HFP        59  15     PI4COM        59  14
QSO:  1800 PH 2012-10-27 0417 OK1HFP        59  15     LZ9E          59  20
QSO:  1800 PH 2012-10-27 0419 OK1HFP        59  15     IQ1CN         59  15
QSO:  1800 PH 2012-10-27 0420 OK1HFP        59  15     OM4C          59  15
QSO:  1800 PH 2012-10-27 0422 OK1HFP        59  15     EI1A          59  14
QSO:  1800 PH 2012-10-27 0423 OK1HFP        59  15     DL6NAL        59  14
QSO:  1800 PH 2012-10-27 0427 OK1HFP        59  15     UR4U          59  16
QSO:  1800 PH 2012-10-27 0427 OK1HFP        59  15     SE6Y          59  14
QSO:  1800 PH 2012-10-27 0428 OK1HFP        59  15     ON5UJ         59  14
QSO:  1800 PH 2012-10-27 0429 OK1HFP        59  15     LY4T          59  15
QSO:  1800 PH 2012-10-27 0429 OK1HFP        59  15     LY5I          59  15
QSO:  1800 PH 2012-10-27 0431 OK1HFP        59  15     SQ4JEN        59  15
QSO:  1800 PH 2012-10-27 0432 OK1HFP        59  15     S50XX         59  15
QSO:  1800 PH 2012-10-27 0434 OK1HFP        59  15     ON4ACW        59  14
QSO:  1800 PH 2012-10-27 0435 OK1HFP        59  15     DL8ULO        59  14
QSO:  1800 PH 2012-10-27 0438 OK1HFP        59  15     IR3Y          59  15
QSO:  1800 PH 2012-10-27 0442 OK1HFP        59  15     DL2EN         59  14
QSO:  1800 PH 2012-10-27 0444 OK1HFP        59  15     SP1MGM        59  15
QSO:  1800 PH 2012-10-27 0446 OK1HFP        59  15     SP9PDF        59  15
QSO:  1800 PH 2012-10-27 0447 OK1HFP        59  15     GM2T          59  14
QSO:  1800 PH 2012-10-27 0449 OK1HFP        59  15     LX7I          59  14
QSO:  1800 PH 2012-10-27 0456 OK1HFP        59  15     HF8J          59  15
QSO:  1800 PH 2012-10-27 0457 OK1HFP        59  15     DQ4W          59  14
QSO:  1800 PH 2012-10-27 0502 OK1HFP        59  15     SN7Q          59  15
QSO:  1800 PH 2012-10-27 0505 OK1HFP        59  15     OM5M          59  15
QSO:  1800 PH 2012-10-27 0507 OK1HFP        59  15     DR5N          59  14
QSO:  1800 PH 2012-10-27 0510 OK1HFP        59  15     DL5GAC        59  14
QSO:  1800 PH 2012-10-27 0512 OK1HFP        59  15     DL5ZBA        59  14
QSO:  1800 PH 2012-10-27 0515 OK1HFP        59  15     OK1MKU        59  15
QSO:  1800 PH 2012-10-27 0516 OK1HFP        59  15     OK1XC         59  15
QSO:  1800 PH 2012-10-27 0518 OK1HFP        59  15     S58RU         59  15
QSO:  1800 PH 2012-10-27 0519 OK1HFP        59  15     ON4VDV        59  14
QSO:  1800 PH 2012-10-27 0519 OK1HFP        59  15     GM7A          59  14
QSO:  1800 PH 2012-10-27 0526 OK1HFP        59  15     IO5O          59  15
QSO:  1800 PH 2012-10-27 0531 OK1HFP        59  15     9A5F          59  15
QSO:  1800 PH 2012-10-27 0538 OK1HFP        59  15     DH1AKF        59  14
QSO:  1800 PH 2012-10-27 0539 OK1HFP        59  15     F6BLP         59  14
QSO:  1800 PH 2012-10-27 0546 OK1HFP        59  15     EE1W          59  14
QSO:  1800 PH 2012-10-27 1659 OK1HFP        59  15     OL6P          59  15
QSO:  1800 PH 2012-10-27 1704 OK1HFP        59  15     US8ICM        59  16
QSO:  1800 PH 2012-10-27 1707 OK1HFP        59  15     YL6W          59  15
QSO:  1800 PH 2012-10-27 1717 OK1HFP        59  15     SP2DNI        59  15
QSO:  1800 PH 2012-10-27 1918 OK1HFP        59  15     UA5B          59  16
QSO:  1800 PH 2012-10-27 2034 OK1HFP        59  15     S52ZW         59  15
QSO:  1800 PH 2012-10-27 2037 OK1HFP        59  15     EA5RU         59  14
QSO:  1800 PH 2012-10-27 2041 OK1HFP        59  15     OU4X          59  14
QSO:  1800 PH 2012-10-27 2043 OK1HFP        59  15     LX9LTE        59  14
QSO:  1800 PH 2012-10-27 2049 OK1HFP        59  15     II9K          59  15
QSO:  1800 PH 2012-10-27 2054 OK1HFP        59  15     ES5RW         59  15
QSO:  1800 PH 2012-10-27 2101 OK1HFP        59  15     OZ2TF         59  14
