START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.9.1
CONTEST: CQ-WW-SSB
LOCATION: DX
CALLSIGN: DJ3WE
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 126431
OPERATORS: DJ3WE
CLUB: Bavarian Contest Club
NAME: Rudolf Schwenger
SOAPBOX:
QSO: 14227 PH 2012-10-27 0821 DJ3WE         59  14     CR3L          59  33     0
QSO: 14234 PH 2012-10-27 0822 DJ3WE         59  14     ER3CT         59  16     0
QSO: 14242 PH 2012-10-27 0822 DJ3WE         59  14     TM6M          59  14     0
QSO: 14245 PH 2012-10-27 0822 DJ3WE         59  14     CR3A          59  33     0
QSO: 14246 PH 2012-10-27 0823 DJ3WE         59  14     IR9Y          59  15     0
QSO: 14248 PH 2012-10-27 0824 DJ3WE         59  14     F8ARK         59  14     0
QSO: 14252 PH 2012-10-27 0824 DJ3WE         59  14     EE1W          59  14     0
QSO: 14260 PH 2012-10-27 0824 DJ3WE         59  14     LY7A          59  15     0
QSO: 14264 PH 2012-10-27 0825 DJ3WE         59  14     RZ1ZZ         59  16     0
QSO: 14268 PH 2012-10-27 0825 DJ3WE         59  14     UA2K          59  15     0
QSO: 14275 PH 2012-10-27 0826 DJ3WE         59  14     EE7L/1        59  14     0
QSO: 14277 PH 2012-10-27 0826 DJ3WE         59  14     K2LE          59  05     0
QSO: 14295 PH 2012-10-27 0827 DJ3WE         59  14     EI1A          59  14     0
QSO: 14298 PH 2012-10-27 0827 DJ3WE         59  14     Z38N          59  15     0
QSO: 14133 PH 2012-10-27 0829 DJ3WE         59  14     UA1AQA        59  16     0
QSO: 14137 PH 2012-10-27 0829 DJ3WE         59  14     UZ5U          59  16     0
QSO: 14140 PH 2012-10-27 0830 DJ3WE         59  14     YT3A          59  15     0
QSO: 14148 PH 2012-10-27 0831 DJ3WE         59  14     CR2X          59  14     0
