START-OF-LOG: 3.0
CREATED-BY: N3FJP's CQ World Wide Network Log 2.7
CONTEST: CQ-WW-SSB
CALLSIGN: N3QC
CLAIMED-SCORE: 416020
OPERATORS: W3BC, W3TM, AB3OG, N3DIR, KA3MKY/AG, KA3FHV, W3DWR, KB3WBT, KB3VWX, N3WWT, KB3LES
QSO: 14000 PH 2012-10-28 0001 N3QC          59  5      PY2DY         59  11     1
QSO: 28000 PH 2012-10-28 0003 N3QC          59  5      NP3X          59  08     1
QSO:  7000 PH 2012-10-28 0004 N3QC          59  5      HG1S          59  15     0
QSO: 28000 PH 2012-10-28 0007 N3QC          59  5      PT2VA         59  11     1
QSO:  7000 PH 2012-10-28 0013 N3QC          59  5      ZW5B          59  11     0
QSO: 14000 PH 2012-10-28 0017 N3QC          59  5      VE7SZ         59  03     1
QSO: 14000 PH 2012-10-28 0018 N3QC          59  5      9Y4D          59  09     1
QSO:  7000 PH 2012-10-28 0019 N3QC          59  5      9A7A          59  15     0
QSO: 14000 PH 2012-10-28 0021 N3QC          59  5      ZZ2T          59  11     1
QSO: 14000 PH 2012-10-28 0030 N3QC          59  5      XE1XOE        59  06     1
QSO:  7000 PH 2012-10-28 0032 N3QC          59  5      VE3JM         59  04     0
QSO: 14000 PH 2012-10-28 0035 N3QC          59  5      ZW5B          59  11     1
QSO:  7000 PH 2012-10-28 0040 N3QC          59  5      IO5O          59  15     0
QSO:  7000 PH 2012-10-28 0041 N3QC          59  5      II9P          59  15     0
QSO: 14000 PH 2012-10-28 0042 N3QC          59  5      NP4Z          59  08     1
QSO: 14000 PH 2012-10-28 0044 N3QC          59  5      TF3CW         59  40     1
QSO: 14000 PH 2012-10-28 0116 N3QC          59  5      KH6MB         59  31     1
QSO: 14000 PH 2012-10-28 0118 N3QC          59  5      VE5PV         59  04     1
QSO:  7000 PH 2012-10-28 0122 N3QC          59  5      VP2MDG        59  08     0
QSO:  7000 PH 2012-10-28 0127 N3QC          59  5      EE1W          59  14     0
QSO:  7000 PH 2012-10-28 0134 N3QC          59  5      V26B          59  08     0
QSO:  7000 PH 2012-10-28 0138 N3QC          59  5      EA3B          59  14     0
QSO:  7000 PH 2012-10-28 0140 N3QC          59  5      EC2DX         59  14     0
QSO:  7000 PH 2012-10-28 0142 N3QC          59  5      YT0A          59  15     0
QSO:  7000 PH 2012-10-28 0147 N3QC          59  5      LZ9W          59  20     0
QSO:  7000 PH 2012-10-28 0149 N3QC          59  5      HF8N          59  15     0
QSO: 14000 PH 2012-10-28 0156 N3QC          59  5      CO2VE         59  08     1
QSO:  7000 PH 2012-10-28 0157 N3QC          59  5      4O3A          59  15     0
QSO:  7000 PH 2012-10-28 0201 N3QC          59  5      EF7X          59  14     0
QSO: 14000 PH 2012-10-28 0231 N3QC          59  5      PW7T          59  11     1
QSO: 14000 PH 2012-10-28 0237 N3QC          59  5      VE6BMX        59  04     1
QSO:  7000 PH 2012-10-28 0240 N3QC          59  5      OM8A          59  15     0
QSO:  7000 PH 2012-10-28 0244 N3QC          59  5      YT9X          59  15     0
QSO: 14000 PH 2012-10-28 0244 N3QC          59  5      VE7GL         59  03     1
QSO: 14000 PH 2012-10-28 0249 N3QC          59  5      AL9A          59  01     1
QSO: 14000 PH 2012-10-28 0253 N3QC          59  5      VE7ST         59  03     1
QSO:  3500 PH 2012-10-28 0257 N3QC          59  5      W3KL          59  05     1
QSO:  3500 PH 2012-10-28 0257 N3QC          59  5      VA3WU         59  04     1
QSO:  3500 PH 2012-10-28 0258 N3QC          59  5      VE3LA         59  04     1
QSO:  3500 PH 2012-10-28 0259 N3QC          59  5      VC2T          59  05     1
QSO:  7000 PH 2012-10-28 0300 N3QC          59  5      OM0M          59  15     0
QSO:  3500 PH 2012-10-28 0307 N3QC          59  5      VC3X          59  04     1
QSO:  7000 PH 2012-10-28 0308 N3QC          59  5      IR9Y          59  15     0
QSO:  3500 PH 2012-10-28 0309 N3QC          59  5      C5A           59  35     1
QSO:  7000 PH 2012-10-28 0309 N3QC          59  5      HB9H          59  14     0
QSO:  3500 PH 2012-10-28 0316 N3QC          59  5      KA3USM        59  05     1
QSO:  3500 PH 2012-10-28 0316 N3QC          59  5      N4FNB         59  05     1
QSO:  7000 PH 2012-10-28 0319 N3QC          59  5      IO1T          59  15     0
QSO:  7000 PH 2012-10-28 0320 N3QC          59  5      IR1W          59  15     0
QSO:  7000 PH 2012-10-28 0321 N3QC          59  5      S50A          59  15     0
QSO:  7000 PH 2012-10-28 0322 N3QC          59  5      S56X          59  15     0
QSO:  7000 PH 2012-10-28 0324 N3QC          59  5      EF8R          59  33     0
QSO:  7000 PH 2012-10-28 0326 N3QC          59  5      DR5N          59  14     0
QSO:  3500 PH 2012-10-28 0328 N3QC          59  5      W3LPL         59  05     1
QSO:  7000 PH 2012-10-28 0329 N3QC          59  5      NP4Z          59  08     0
QSO:  3500 PH 2012-10-28 0331 N3QC          59  5      WK1Q          59  05     1
QSO:  7000 PH 2012-10-28 0331 N3QC          59  5      IB1B          59  15     0
QSO:  7000 PH 2012-10-28 0332 N3QC          59  5      9A2L          59  15     0
QSO:  7000 PH 2012-10-28 0334 N3QC          59  5      CT2ITR        59  14     0
QSO:  7000 PH 2012-10-28 0340 N3QC          59  5      OE9MON        59  15     0
QSO:  3500 PH 2012-10-28 0340 N3QC          59  5      M4A           59  14     1
QSO:  7000 PH 2012-10-28 0346 N3QC          59  5      OE3K          59  15     0
QSO:  3500 PH 2012-10-28 0347 N3QC          59  5      NA2U          59  05     1
QSO:  3500 PH 2012-10-28 0402 N3QC          59  5      VE3DV         59  04     1
QSO: 14000 PH 2012-10-28 0402 N3QC          59  5      ZW8E          59  11     0
QSO: 14000 PH 2012-10-28 0405 N3QC          59  5      ZS2I          59  38     0
QSO: 14000 PH 2012-10-28 0408 N3QC          59  5      PT2CM         59  11     0
QSO:  3500 PH 2012-10-28 0415 N3QC          59  5      EC2DX         59  14     1
QSO:  7000 PH 2012-10-28 0418 N3QC          59  5      VE4VT         59  04     0
QSO:  7000 PH 2012-10-28 0420 N3QC          59  5      CR3L          59  33     0
QSO:  3500 PH 2012-10-28 0420 N3QC          59  5      KP4KE         59  08     1
QSO:  3500 PH 2012-10-28 0422 N3QC          59  5      XL3A          59  04     1
QSO:  3500 PH 2012-10-28 0422 N3QC          59  5      V26B          59  08     1
QSO:  3500 PH 2012-10-28 0427 N3QC          59  5      CR2X          59  14     1
QSO:  3500 PH 2012-10-28 0431 N3QC          59  5      DF0HQ         59  14     1
QSO:  3500 PH 2012-10-28 0436 N3QC          59  5      EB3CW         59  14     1
QSO:  7000 PH 2012-10-28 0440 N3QC          59  5      OK7O          59  15     0
QSO:  7000 PH 2012-10-28 0444 N3QC          59  5      OZ1BTE        59  14     0
QSO:  3500 PH 2012-10-28 0545 N3QC          59  5      CN3A          59  33     0
QSO: 28000 PH 2012-10-28 1759 N3QC          59  5      VP5T          59  08     1
QSO: 21000 PH 2012-10-28 1804 N3QC          59  5      DR1D          59  14     0
QSO: 28000 PH 2012-10-28 1807 N3QC          59  5      HQ2L          59  07     1
QSO: 21000 PH 2012-10-28 1808 N3QC          59  5      CN3A          59  33     0
QSO: 21000 PH 2012-10-28 1809 N3QC          59  5      EA5URT        59  14     0
QSO: 21000 PH 2012-10-28 1812 N3QC          59  5      EF5Y          59  14     0
QSO: 28000 PH 2012-10-28 1814 N3QC          59  5      EF8R          59  33     1
QSO: 21000 PH 2012-10-28 1814 N3QC          59  5      LZ9W          59  20     0
QSO: 21000 PH 2012-10-28 1816 N3QC          59  5      ED8W          59  33     0
QSO: 21000 PH 2012-10-28 1818 N3QC          59  5      YY4DNN        59  09     0
QSO: 21000 PH 2012-10-28 1821 N3QC          59  5      ED5T          59  14     0
QSO: 21000 PH 2012-10-28 1824 N3QC          59  5      OZ7X          59  14     0
QSO: 21000 PH 2012-10-28 1825 N3QC          59  5      LX7I          59  14     0
QSO: 28000 PH 2012-10-28 1825 N3QC          59  5      ZW5B          59  11     1
QSO: 21000 PH 2012-10-28 1825 N3QC          59  5      CT1EOD        59  14     0
QSO: 21000 PH 2012-10-28 1827 N3QC          59  5      TM6M          59  14     0
QSO: 21000 PH 2012-10-28 1828 N3QC          59  5      CR3A          59  33     0
QSO: 21000 PH 2012-10-28 1828 N3QC          59  5      EA7KB         59  14     0
QSO: 21000 PH 2012-10-28 1829 N3QC          59  5      PJ2T          59  09     0
QSO: 28000 PH 2012-10-28 1829 N3QC          59  5      KP2DX         59  08     1
QSO: 21000 PH 2012-10-28 1834 N3QC          59  5      VE6EX         59  04     0
QSO: 21000 PH 2012-10-28 1835 N3QC          59  5      TM7F          59  14     0
QSO: 21000 PH 2012-10-28 1837 N3QC          59  5      C5A           59  35     0
QSO: 21000 PH 2012-10-28 1838 N3QC          59  5      OT5A          59  14     0
QSO: 21000 PH 2012-10-28 1840 N3QC          59  5      SO2R          59  15     0
QSO: 21000 PH 2012-10-28 1842 N3QC          59  5      CS2C          59  14     0
QSO: 28000 PH 2012-10-28 1845 N3QC          59  5      XE3N          59  06     1
QSO: 21000 PH 2012-10-28 1845 N3QC          59  5      HF8N          59  15     0
QSO: 28000 PH 2012-10-28 1847 N3QC          59  5      LV5V          59  13     1
QSO: 21000 PH 2012-10-28 1849 N3QC          59  5      CR5D          59  14     0
QSO: 21000 PH 2012-10-28 1852 N3QC          59  5      FY5KE         59  09     0
QSO: 28000 PH 2012-10-28 1858 N3QC          59  5      ZF2AH         59  08     1
QSO: 28000 PH 2012-10-28 1911 N3QC          59  5      CW5W          59  13     1
QSO: 28000 PH 2012-10-28 1913 N3QC          59  5      C5A           59  35     1
QSO: 14000 PH 2012-10-28 1920 N3QC          59  5      GJ2A          59  14     0
QSO: 14000 PH 2012-10-28 1921 N3QC          59  5      DD1A          59  14     0
QSO: 14000 PH 2012-10-28 1923 N3QC          59  5      G5O           59  14     0
QSO: 14000 PH 2012-10-28 1925 N3QC          59  5      HF8O          59  15     0
QSO: 28000 PH 2012-10-28 1925 N3QC          59  5      NP2N          59  08     1
QSO: 14000 PH 2012-10-28 1926 N3QC          59  5      S39EA         59  22     0
QSO: 14000 PH 2012-10-28 1927 N3QC          59  5      PI4CG         59  14     0
QSO: 28000 PH 2012-10-28 1929 N3QC          59  5      PY1ZV         59  11     1
QSO: 14000 PH 2012-10-28 1929 N3QC          59  5      YT7B          59  15     0
QSO: 14000 PH 2012-10-28 1933 N3QC          59  5      DK5QN         59  14     0
QSO: 28000 PH 2012-10-28 1936 N3QC          59  5      PY2MTS        59  11     1
QSO: 14000 PH 2012-10-28 1936 N3QC          59  5      ON7LX         59  14     0
QSO: 14000 PH 2012-10-28 1937 N3QC          59  5      IQ2CJ         59  15     0
QSO: 14000 PH 2012-10-28 1938 N3QC          59  5      DF0HQ         59  14     0
QSO: 14000 PH 2012-10-28 1940 N3QC          59  5      9A2L          59  15     0
QSO: 14000 PH 2012-10-28 1941 N3QC          59  5      9A3W`         59  15     0
QSO: 14000 PH 2012-10-28 1943 N3QC          59  5      3Z2X          59  15     0
QSO: 28000 PH 2012-10-28 1945 N3QC          59  5      NP4Z          59  08     1
QSO: 14000 PH 2012-10-28 1945 N3QC          59  5      IR2C          59  15     0
QSO: 14000 PH 2012-10-28 1948 N3QC          59  5      OK1NP         59  15     0
QSO: 28000 PH 2012-10-28 1956 N3QC          59  5      LV6A          59  13     1
QSO: 28000 PH 2012-10-28 2016 N3QC          59  5      YW4D          59  09     0
QSO: 28000 PH 2012-10-28 2018 N3QC          59  5      HOK1NA        59  07     0
QSO: 28000 PH 2012-10-28 2019 N3QC          59  5      PY1EW         59  11     0
QSO: 28000 PH 2012-10-28 2025 N3QC          59  5      VP5DX         59  08     0
QSO: 21000 PH 2012-10-28 2025 N3QC          59  5      V26B          59  08     1
QSO: 28000 PH 2012-10-28 2026 N3QC          59  5      PS2T          59  11     0
QSO: 28000 PH 2012-10-28 2027 N3QC          59  5      LU7HN         59  13     0
QSO: 28000 PH 2012-10-28 2029 N3QC          59  5      HI3TEJ        59  08     0
QSO: 28000 PH 2012-10-28 2030 N3QC          59  5      LP1H          59  13     0
QSO: 28000 PH 2012-10-28 2033 N3QC          59  5      PQ5B          59  11     0
QSO: 28000 PH 2012-10-28 2034 N3QC          59  5      HK1NA         59  09     0
QSO: 28000 PH 2012-10-28 2035 N3QC          59  5      AL9A          59  01     0
QSO: 28000 PH 2012-10-28 2036 N3QC          59  5      XP1A          59  40     0
QSO: 28000 PH 2012-10-28 2038 N3QC          59  5      KH6MB         59  31     0
QSO: 28000 PH 2012-10-28 2041 N3QC          59  5      XE2ST         59  06     0
QSO: 28000 PH 2012-10-28 2042 N3QC          59  5      LT5D          59  13     0
QSO: 28000 PH 2012-10-28 2044 N3QC          59  5      PX5E          59  11     0
QSO: 28000 PH 2012-10-28 2044 N3QC          59  5      VE6LB         59  04     0
QSO: 28000 PH 2012-10-28 2044 N3QC          59  5      PX2B          59  11     0
QSO: 28000 PH 2012-10-28 2047 N3QC          59  5      LT1F          59  13     0
QSO: 28000 PH 2012-10-28 2049 N3QC          59  5      ZP5           59  11     0
QSO: 28000 PH 2012-10-28 2050 N3QC          59  5      LU7UW         59  13     0
QSO: 28000 PH 2012-10-28 2051 N3QC          59  5      WL7E          59  01     0
QSO: 28000 PH 2012-10-28 2053 N3QC          59  5      CE3OCE        59  12     0
QSO: 28000 PH 2012-10-28 2053 N3QC          59  5      CE3PG         59  12     0
QSO: 28000 PH 2012-10-28 2056 N3QC          59  5      LU6FOV        59  13     0
QSO: 28000 PH 2012-10-28 2101 N3QC          59  5      AY3D          59  13     0
QSO: 28000 PH 2012-10-28 2103 N3QC          59  5      V26B          59  08     0
QSO: 28000 PH 2012-10-28 2103 N3QC          59  5      LU1UM         59  13     0
QSO: 28000 PH 2012-10-28 2108 N3QC          59  5      NH6AB         59  31     0
QSO: 28000 PH 2012-10-28 2111 N3QC          59  5      ZV2K          59  11     0
QSO: 28000 PH 2012-10-28 2112 N3QC          59  5      VE8GER        59  01     0
QSO: 28000 PH 2012-10-28 2113 N3QC          59  5      PY2EX         59  11     0
QSO: 28000 PH 2012-10-28 2121 N3QC          59  5      ZP3DYA        59  11     0
QSO: 28000 PH 2012-10-28 2122 N3QC          59  5      N5GHI         59  04     0
QSO: 28000 PH 2012-10-28 2122 N3QC          59  5      N7CPU         59  03     0
QSO: 28000 PH 2012-10-28 2122 N3QC          59  5      LU5MT         59  13     0
QSO: 28000 PH 2012-10-28 2123 N3QC          59  5      VE5KS         59  04     0
QSO: 14000 PH 2012-10-28 2129 N3QC          59  5      K8AO          59  04     0
QSO: 14000 PH 2012-10-28 2131 N3QC          59  5      DR5N          59  14     0
QSO: 21000 PH 2012-10-28 2132 N3QC          59  5      T6M           59  21     1
QSO: 14000 PH 2012-10-28 2132 N3QC          59  5      CT1DVV        59  14     0
QSO: 14000 PH 2012-10-28 2133 N3QC          59  5      OL1C          59  15     0
QSO: 14000 PH 2012-10-28 2134 N3QC          59  5      EI7M          59  14     0
QSO:  7000 PH 2012-10-28 2141 N3QC          59  5      R7AP          59  16     0
QSO: 28000 PH 2012-10-28 2142 N3QC          59  5      AH2R          59  27     1
QSO: 28000 PH 2012-10-28 2145 N3QC          59  5      OA4SS         59  10     1
QSO: 28000 PH 2012-10-28 2148 N3QC          59  5      XE2S          59  06     1
QSO: 28000 PH 2012-10-28 2150 N3QC          59  5      KG6DX         59  27     1
QSO: 28000 PH 2012-10-28 2152 N3QC          59  5      K3LR          59  05     1
QSO: 28000 PH 2012-10-28 2153 N3QC          59  5      HI3HEPR       59  08     1
QSO:  7000 PH 2012-10-28 2156 N3QC          59  5      KC2SUL        59  05     0
QSO: 28000 PH 2012-10-28 2157 N3QC          59  5      PY1NX         59  11     1
QSO:  7000 PH 2012-10-28 2158 N3QC          59  5      VE3JOC        59  04     0
QSO: 28000 PH 2012-10-28 2158 N3QC          59  5      PY6TOY        59  11     1
QSO:  7000 PH 2012-10-28 2159 N3QC          59  5      VA3DBT        59  04     0
QSO: 28000 PH 2012-10-28 2200 N3QC          59  5      VE6FN         59  04     1
QSO: 28000 PH 2012-10-28 2213 N3QC          59  5      PY2HT         59  11     1
QSO: 14000 PH 2012-10-28 2219 N3QC          59  5      IO5O          59  15     1
QSO: 14000 PH 2012-10-28 2220 N3QC          59  5      VP9I          59  05     1
QSO: 14000 PH 2012-10-28 2222 N3QC          59  5      LX7I          59  14     1
QSO: 14000 PH 2012-10-28 2225 N3QC          59  5      DL0CS         59  14     1
QSO: 28000 PH 2012-10-28 2226 N3QC          59  5      JE1ZWT        59  25     0
QSO: 28000 PH 2012-10-28 2227 N3QC          59  5      NH6Y          59  31     0
QSO: 28000 PH 2012-10-28 2229 N3QC          59  5      P40T          59  09     0
QSO: 14000 PH 2012-10-28 2231 N3QC          59  5      HG1S          59  15     1
QSO: 28000 PH 2012-10-28 2234 N3QC          59  5      AH0BT         59  27     0
QSO: 28000 PH 2012-10-28 2237 N3QC          59  5      NH2T          59  27     0
QSO: 28000 PH 2012-10-28 2239 N3QC          59  5      JM1LPN        59  25     0
QSO: 14000 PH 2012-10-28 2241 N3QC          59  5      CR2X          59  14     1
QSO:  7000 PH 2012-10-28 2251 N3QC          59  5      C5A           59  35     0
QSO:  7000 PH 2012-10-28 2253 N3QC          59  5      P33W          59  20     0
QSO: 14000 PH 2012-10-28 2253 N3QC          59  5      VE6S          59  04     1
QSO: 14000 PH 2012-10-28 2305 N3QC          59  5      CR3A          59  33     1
QSO: 14000 PH 2012-10-28 2318 N3QC          59  5      VE6SV         59  04     1
QSO: 14000 PH 2012-10-28 2322 N3QC          59  5      HK3C          59  09     1
QSO:  7000 PH 2012-10-28 2327 N3QC          59  5      PJ2T          59  09     0
QSO: 14000 PH 2012-10-28 2329 N3QC          59  5      CO2GG         59  08     1
QSO:  7000 PH 2012-10-28 2332 N3QC          59  5      HK1NA         59  09     0
END-OF-LOG:
