START-OF-LOG: 3.0
CREATED-BY: N3FJP's CQ World Wide Log 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: W6P
CLAIMED-SCORE: 60047
OPERATORS: AC1D, N6VBW, WW6CP, WJ1P, N6YSY, KC6MQL, W2JET, KC6ZBV, KC6ACI, KN6GB
CLUB:
NAME: JOEL PASTOR WJ1P
LOCATION: W6
SOAPBOX: LOTS OF FUN FOR THE GROUP EVEN IF THE SCORES WERE LOW. IT WAS OUR 15TH REUNION OPERATING IN FRAZIER PEAK
SOAPBOX:
SOAPBOX:
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-ASSISTED: ASSISTED
CATEGORY-STATION: FIXED
QSO: 21000 PH 2012-10-27 1932 W6P           59  3      KH6MB         59  31
QSO: 21000 PH 2012-10-27 1933 W6P           59  3      VA6UK         59  04
QSO: 21000 PH 2012-10-27 1936 W6P           59  3      HI3K          59  08
QSO: 21000 PH 2012-10-27 1942 W6P           59  3      AA9A          59  04
QSO: 21000 PH 2012-10-27 1944 W6P           59  3      TM6M          59  14
QSO: 21000 PH 2012-10-27 1945 W6P           59  3      PJ2T          59  09
QSO: 14000 PH 2012-10-27 2001 W6P           59  3      AK8E          59  04
QSO: 14000 PH 2012-10-27 2003 W6P           59  3      JA3YBK        59  25
QSO: 14000 PH 2012-10-27 2005 W6P           59  3      VA7BEC        59  03
QSO: 14000 PH 2012-10-27 2013 W6P           59  3      KH6MB         59  31
QSO: 14000 PH 2012-10-27 2015 W6P           59  3      ED3B          59  14
QSO: 14000 PH 2012-10-27 2017 W6P           59  3      VE7SZ         59  03
QSO: 21000 PH 2012-10-27 2031 W6P           59  3      TI8M          59  07
QSO: 21000 PH 2012-10-27 2033 W6P           59  3      FY5KE         59  09
QSO: 21000 PH 2012-10-27 2036 W6P           59  3      LU4FM         59  13
QSO: 21000 PH 2012-10-27 2039 W6P           59  3      JA3YBK        59  25
QSO: 21000 PH 2012-10-27 2044 W6P           59  3      TO9R          59  08
QSO: 21000 PH 2012-10-27 2047 W6P           59  3      PJ4X          59  09
QSO: 21000 PH 2012-10-27 2054 W6P           59  3      HK1NA         59  09
QSO: 21000 PH 2012-10-27 2108 W6P           59  3      N4QI          59  05
QSO: 14000 PH 2012-10-27 2112 W6P           59  3      ED5T          59  14
QSO: 14000 PH 2012-10-27 2116 W6P           59  3      ED3X          59  14
QSO: 14000 PH 2012-10-27 2117 W6P           59  3      VE3CX         59  04
QSO: 14000 PH 2012-10-27 2127 W6P           59  3      OK1NP         59  15
QSO: 14000 PH 2012-10-27 2133 W6P           59  3      IO5O          59  15
QSO: 14000 PH 2012-10-27 2144 W6P           59  3      EA1FDI        59  14
QSO: 14000 PH 2012-10-27 2152 W6P           59  3      K3WW          59  05
QSO: 14000 PH 2012-10-27 2207 W6P           59  3      JW7QIA        59  40
