START-OF-LOG: 3.0
CREATED-BY: DXLog.net v2.6.5
CONTEST: EA-MAJESTAD-SSB
CALLSIGN: ED4A
CATEGORY: MULTI-MULTI ALL LOW
GRID-LOCATOR: IN80CI
CLAIMED-SCORE: 481948
OPERATORS: EA4AC EA4AWF EA4BQG EA4BVW EA4BX EA4CZ EA4HRJ EA4HSF NP2V EA4HXI EA4IAA
CLUB:
NAME: SMR 2024 ED4A
CERTIFICATE: YES
SOAPBOX: 
QSO:  7140 PH 2024-06-22 1200 ED4A          59  M      EA5IUJ        59  MU     0  
QSO: 28000 PH 2024-06-22 1201 ED4A          59  M      YU5R          59  001    0  
QSO:  7145 PH 2024-06-22 1201 ED4A          59  M      ED5R          59  A      0  
QSO: 28000 PH 2024-06-22 1201 ED4A          59  M      PV2K          59  002    0  
QSO: 14209 PH 2024-06-22 1202 ED4A          59  M      EA1X          59  C      0  
QSO:  7079 PH 2024-06-22 1203 ED4A          59  M      EA2EVM        59  NA     0  
QSO: 28000 PH 2024-06-22 1204 ED4A          59  M      RW1A          59  012    0  
QSO:  7090 PH 2024-06-22 1205 ED4A          59  M      EE2E          59  TE     0  
QSO: 28000 PH 2024-06-22 1205 ED4A          59  M      IZ8EPX        59  010    0  
QSO:  7129 PH 2024-06-22 1207 ED4A          59  M      EA1FRY        59  LE     0  
QSO: 28000 PH 2024-06-22 1208 ED4A          59  M      ON7TG         59  006    0  
QSO: 28000 PH 2024-06-22 1209 ED4A          59  M      ES0IA         59  007    0  
QSO: 28000 PH 2024-06-22 1212 ED4A          59  M      G4ZEJ         59  009    0  
QSO:  7159 PH 2024-06-22 1212 ED4A          59  M      EA5B          59  V      0  
QSO: 28000 PH 2024-06-22 1214 ED4A          59  M      ON2PSA        59  005    0  
QSO:  7098 PH 2024-06-22 1215 ED4A          59  M      EC4T          59  BA     0  
QSO: 28000 PH 2024-06-22 1216 ED4A          59  M      SQ3M          59  014    0  
QSO:  7157 PH 2024-06-22 1217 ED4A          59  M      EA1L          59  O      0  
QSO: 14210 PH 2024-06-22 1217 ED4A          59  M      EA5OH         59  CS     0  
QSO: 14212 PH 2024-06-22 1218 ED4A          59  M      F6DRP         59  005    0  
QSO:  7150 PH 2024-06-22 1219 ED4A          59  M      EB1GUA        59  VA     0  
QSO:  7150 PH 2024-06-22 1219 ED4A          59  M      EA7JJR        59  SE     0  
QSO:  7150 PH 2024-06-22 1220 ED4A          59  M      EC5AJU        59  V      0  
QSO:  7150 PH 2024-06-22 1221 ED4A          59  M      EA5PI         59  V      0  
QSO: 14232 PH 2024-06-22 1222 ED4A          59  M      LY3AB         59  014    0  
QSO:  7150 PH 2024-06-22 1222 ED4A          59  M      CT2HHM        59  003    0  
QSO: 14232 PH 2024-06-22 1222 ED4A          59  M      ED1S          59  PO     0  
QSO:  7150 PH 2024-06-22 1223 ED4A          59  M      EA4FMF        59  M      0  
QSO:  7150 PH 2024-06-22 1223 ED4A          59  M      EA5JEG        59  V      0  
QSO: 14232 PH 2024-06-22 1223 ED4A          59  M      GB1SAM        59  001    0  
QSO: 14232 PH 2024-06-22 1224 ED4A          59  M      EA3IVL        59  B      0  
QSO: 14232 PH 2024-06-22 1224 ED4A          59  M      ED3B          59  B      0  
QSO:  7150 PH 2024-06-22 1224 ED4A          59  M      EA4FQO        59  M      0  
QSO: 28000 PH 2024-06-22 1224 ED4A          59  M      DF8XC         59  014    0  
QSO: 14232 PH 2024-06-22 1224 ED4A          59  M      EA7FZP        59  AL     0  
QSO: 28000 PH 2024-06-22 1225 ED4A          59  M      G9P           59  029    0  
QSO: 14232 PH 2024-06-22 1225 ED4A          59  M      F4LJG         59  002    0  
QSO: 14232 PH 2024-06-22 1225 ED4A          59  M      OT5N          59  003    0  
QSO: 14232 PH 2024-06-22 1226 ED4A          59  M      IT9FIQ        59  004    0  
QSO: 28000 PH 2024-06-22 1227 ED4A          59  M      I3JFU         59  014    0  
QSO: 28000 PH 2024-06-22 1227 ED4A          59  M      PC0A          59  038    0  
QSO: 14232 PH 2024-06-22 1228 ED4A          59  M      DL1NKS        59  016    0  
QSO: 14232 PH 2024-06-22 1228 ED4A          59  M      IU0PXO        59  001    0  
QSO: 28000 PH 2024-06-22 1228 ED4A          59  M      DM1FF         59  014    0  
QSO: 14232 PH 2024-06-22 1229 ED4A          59  M      EA5IIG        59  V      0  
QSO: 28000 PH 2024-06-22 1229 ED4A          59  M      OE3DMA        59  005    0  
QSO:  7105 PH 2024-06-22 1230 ED4A          59  M      EA1IZX        59  PO     0  
QSO: 14232 PH 2024-06-22 1230 ED4A          59  M      EA5XU         59  V      0  
QSO: 28000 PH 2024-06-22 1231 ED4A          59  M      M0TQR         59  003    0  
QSO: 28000 PH 2024-06-22 1231 ED4A          59  M      M0XCZ         59  003    0  
QSO: 28000 PH 2024-06-22 1232 ED4A          59  M      G8GFF         59  025    0  
QSO: 14232 PH 2024-06-22 1232 ED4A          59  M      EE3W          59  L      0  
QSO:  7110 PH 2024-06-22 1232 ED4A          59  M      EA4CRK        59  CR     0  
QSO:  7110 PH 2024-06-22 1233 ED4A          59  M      EA4IAH        59  M      0  
QSO: 14232 PH 2024-06-22 1234 ED4A          59  M      DL5NDD        59  008    0  
QSO: 14232 PH 2024-06-22 1234 ED4A          59  M      IK3XTT        59  021    0  
QSO: 14232 PH 2024-06-22 1235 ED4A          59  M      EE5SP         59  V      0  
QSO: 14232 PH 2024-06-22 1235 ED4A          59  M      EA7EYR        59  SE     0  
QSO: 28000 PH 2024-06-22 1235 ED4A          59  M      DL8UV         59  004    0  
QSO:  7110 PH 2024-06-22 1236 ED4A          59  M      EA1EVA        59  O      0  
QSO:  7110 PH 2024-06-22 1236 ED4A          59  M      EA4Z          59  M      0  
QSO: 28000 PH 2024-06-22 1236 ED4A          59  M      DL7MPA        59  004    0  
QSO:  7110 PH 2024-06-22 1236 ED4A          59  M      EA4U          59  M      0  
QSO:  7110 PH 2024-06-22 1237 ED4A          59  M      EA7DKD        59  MA     0  
QSO:  7110 PH 2024-06-22 1237 ED4A          59  M      EA7JMO        59  MA     0  
QSO:  7110 PH 2024-06-22 1238 ED4A          59  M      EA4BAS        59  M      0  
QSO: 14232 PH 2024-06-22 1239 ED4A          59  M      HB9HDK        59  011    0  
QSO:  7110 PH 2024-06-22 1240 ED4A          59  M      EA7AGV        59  CA     0  
QSO: 14232 PH 2024-06-22 1240 ED4A          59  M      DH0GDS        59  012    0  
QSO:  7110 PH 2024-06-22 1240 ED4A          59  M      EA7KHN        59  SE     0  
QSO:  7110 PH 2024-06-22 1241 ED4A          59  M      EA1DQ         59  O      0  
QSO: 14232 PH 2024-06-22 1243 ED4A          59  M      PC0A          59  063    0  
QSO:  7110 PH 2024-06-22 1244 ED4A          59  M      EA7QT         59  SE     0  
QSO: 28000 PH 2024-06-22 1244 ED4A          59  M      OL0W          59  012    0  
QSO: 28000 PH 2024-06-22 1244 ED4A          59  M      MM0TFU        59  008    0  
QSO: 28000 PH 2024-06-22 1244 ED4A          59  M      9A9O          59  028    0  
QSO: 14232 PH 2024-06-22 1245 ED4A          59  M      OK1MJA        59  020    0  
QSO: 14232 PH 2024-06-22 1245 ED4A          59  M      EA7BEI        59  AL     0  
QSO:  7110 PH 2024-06-22 1245 ED4A          59  M      EA1HLS        59  OU     0  
QSO:  7110 PH 2024-06-22 1246 ED4A          59  M      EA4BNQ/P      59  TO     0  
QSO: 14232 PH 2024-06-22 1246 ED4A          59  M      CT7BJY        59  059    0  
QSO:  7110 PH 2024-06-22 1247 ED4A          59  M      EB1AF         59  O      0  
QSO: 14232 PH 2024-06-22 1247 ED4A          59  M      IZ1BDQ        59  013    0  
QSO:  7110 PH 2024-06-22 1248 ED4A          59  M      EA1FHY        59  PO     0  
QSO: 14232 PH 2024-06-22 1248 ED4A          59  M      EA5OY         59  A      0  
QSO:  7110 PH 2024-06-22 1249 ED4A          59  M      EA4DM         59  M      0  
QSO:  7110 PH 2024-06-22 1249 ED4A          59  M      EA4AES        59  CR     0  
QSO:  7110 PH 2024-06-22 1250 ED4A          59  M      CT2HHM        59  009    0  
QSO: 14232 PH 2024-06-22 1252 ED4A          59  M      HB9CIC        59  052    0  
QSO: 14232 PH 2024-06-22 1253 ED4A          59  M      PE0CWK        59  019    0  
QSO: 14232 PH 2024-06-22 1253 ED4A          59  M      EA3DOR        59  B      0  
QSO: 14232 PH 2024-06-22 1254 ED4A          59  M      PC2K          59  025    0  
QSO: 14232 PH 2024-06-22 1254 ED4A          59  M      IW0SAG        59  035    0  
QSO: 14232 PH 2024-06-22 1255 ED4A          59  M      M1T           59  020    0  
QSO: 14232 PH 2024-06-22 1255 ED4A          59  M      EA5HJA        59  V      0  
QSO: 14232 PH 2024-06-22 1255 ED4A          59  M      EA5JAX        59  V      0  
QSO: 14232 PH 2024-06-22 1255 ED4A          59  M      PD1TV         59  015    0  
QSO: 14232 PH 2024-06-22 1256 ED4A          59  M      ED5L          59  V      0  
QSO: 14232 PH 2024-06-22 1256 ED4A          59  M      IK2AUK        59  005    0  
QSO: 14232 PH 2024-06-22 1256 ED4A          59  M      PG7M          59  033    0  
QSO: 14232 PH 2024-06-22 1256 ED4A          59  M      UR2Y          59  039    0  
QSO:  7150 PH 2024-06-22 1257 ED4A          59  M      EE5R          59  A      0  
QSO: 14232 PH 2024-06-22 1257 ED4A          59  M      HB9HGG        59  012    0  
QSO: 14232 PH 2024-06-22 1257 ED4A          59  M      ED5R          59  A      0  
QSO: 14232 PH 2024-06-22 1258 ED4A          59  M      IK1RGK        59  056    0  
QSO: 14232 PH 2024-06-22 1258 ED4A          59  M      HA4A          59  102    0  
QSO:  7168 PH 2024-06-22 1258 ED4A          59  M      EB7RCS        59  CA     0  
QSO: 14232 PH 2024-06-22 1259 ED4A          59  M      F5MNC         59  033    0  
QSO: 14232 PH 2024-06-22 1259 ED4A          59  M      DF8XC         59  057    0  
QSO: 14232 PH 2024-06-22 1259 ED4A          59  M      SO6I          59  022    0  
QSO:  7156 PH 2024-06-22 1259 ED4A          59  M      EE5A          59  V      0  
QSO: 14232 PH 2024-06-22 1259 ED4A          59  M      YL7X          59  008    0  
QSO: 14232 PH 2024-06-22 1300 ED4A          59  M      YT1A          59  117    0  
QSO: 14232 PH 2024-06-22 1300 ED4A          59  M      ON5PV         59  031    0  
QSO: 28000 PH 2024-06-22 1301 ED4A          59  M      ED5I          59  A      0  
QSO: 14232 PH 2024-06-22 1301 ED4A          59  M      OZ1KVM        59  036    0  
QSO: 14232 PH 2024-06-22 1302 ED4A          59  M      DL1IJU        59  026    0  
QSO: 14232 PH 2024-06-22 1303 ED4A          59  M      G9P           59  059    0  
QSO: 14232 PH 2024-06-22 1303 ED4A          59  M      EA4IAH        59  M      0  
QSO: 14232 PH 2024-06-22 1303 ED4A          59  M      EA5JPP        59  MU     0  
QSO: 14232 PH 2024-06-22 1304 ED4A          59  M      ON5GM         59  025    0  
