START-OF-LOG: 3.0
CREATED-BY: spcwc-ttc-public-log-downloader
CONTEST: TTC-SPCWC
CALLSIGN: SP0PZK
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: 40M
CATEGORY-MODE: CW
CATEGORY-POWER: LOW
CATEGORY: SO40-LP
CLAIMED-SCORE: 12
OPERATORS: SP0PZK
SOAPBOX: Generated from public checked-log view https://spcwc.pl/9/log/SP0PZK?lang=en
SOAPBOX: QSO status/error details from the public page are not represented in Cabrillo QSO lines.
SOAPBOX: Public checked-log view reported 1 QSO rows with non-OK status.
QSO:  7000 CW 2026-06-02 2021 SP0PZK        599 002    LZ5DI         599 099   
QSO:  7000 CW 2026-06-02 2022 SP0PZK        599 003    G4IYT         599 017   
QSO:  7000 CW 2026-06-02 2022 SP0PZK        599 004    YL2QV         599 030   
QSO:  7000 CW 2026-06-02 2023 SP0PZK        599 005    SQ9S          599 084   
QSO:  7000 CW 2026-06-02 2024 SP0PZK        599 006    SN1T          599 135   
QSO:  7000 CW 2026-06-02 2025 SP0PZK        599 007    DL4ME         599 104   
QSO:  7000 CW 2026-06-02 2025 SP0PZK        599 008    YL2QV         599 033   
QSO:  7000 CW 2026-06-02 2026 SP0PZK        599 009    SO5Y          599 050   
QSO:  7000 CW 2026-06-02 2026 SP0PZK        599 010    E70T          599 076   
QSO:  7000 CW 2026-06-02 2027 SP0PZK        599 011    IT9VDQ        599 078   
QSO:  7000 CW 2026-06-02 2027 SP0PZK        599 012    DM7W          599 073   
QSO:  7000 CW 2026-06-02 2028 SP0PZK        599 013    YU0X          599 086   
QSO:  7000 CW 2026-06-02 2029 SP0PZK        599 014    SM0OEK        599 102   
END-OF-LOG:
