START-OF-LOG: 3.0
CONTEST: ARRL-VHF-JUN
LOCATION: WNY
CALLSIGN: WB2JLR
CATEGORY-MODE: MIXED
CATEGORY-BAND: VHF-3-BAND
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CREATED-BY: CABCONVERTER 2.05, CONTEST RECIPE VERSION 1.01, BY NE1RD
CLUB: Squaw Island ARC
OPERATORS: 
HQ-CATEGORY: Single Operator, 3 Band
HQ-GRID-LOCATOR: FN12IT
QSO: 50 DG 2020-06-15 0213 WB2JLR FN12 VE3LC FN25
QSO: 50 DG 2020-06-15 0201 WB2JLR FN12 KB2E FN12
QSO: 50 PH 2020-06-15 0159 WB2JLR FN12 N4OX EM60
QSO: 50 PH 2020-06-15 0153 WB2JLR FN12 KD5J EM45
QSO: 50 PH 2020-06-15 0131 WB2JLR FN12 W9RM DM58
QSO: 50 PH 2020-06-15 0123 WB2JLR FN12 K5FUV EM26
QSO: 50 DG 2020-06-15 0112 WB2JLR FN12 W9KXI FN12
QSO: 50 DG 2020-06-15 0100 WB2JLR FN12 WP4AZT FK67
QSO: 50 DG 2020-06-15 0058 WB2JLR FN12 VP9NM FM72
QSO: 50 PH 2020-06-15 0037 WB2JLR FN12 WA4GPM EM90
QSO: 50 PH 2020-06-15 0027 WB2JLR FN12 K2PS EL98
QSO: 50 CW 2020-06-15 0024 WB2JLR FN12 W3TB EM66
QSO: 50 CW 2020-06-15 0019 WB2JLR FN12 N0UR EN33
QSO: 50 CW 2020-06-15 0018 WB2JLR FN12 W0VTT EN33
QSO: 50 CW 2020-06-15 0013 WB2JLR FN12 W4SPR EL97
QSO: 50 PH 2020-06-15 0009 WB2JLR FN12 K5XS EN11
QSO: 50 PH 2020-06-15 0007 WB2JLR FN12 KC4PX EL98
QSO: 50 PH 2020-06-15 0000 WB2JLR FN12 N4IS EL96
QSO: 50 PH 2020-06-14 2358 WB2JLR FN12 WA4CQG EM72
QSO: 50 PH 2020-06-14 2355 WB2JLR FN12 W0AAT EN24
QSO: 50 PH 2020-06-14 2345 WB2JLR FN12 W2FU FN13
QSO: 50 PH 2020-06-14 2343 WB2JLR FN12 NS4T EM73
QSO: 50 PH 2020-06-14 2341 WB2JLR FN12 N4SVC EM80
QSO: 50 PH 2020-06-14 2336 WB2JLR FN12 W9XA EN51
QSO: 50 PH 2020-06-14 2335 WB2JLR FN12 KG5CCI EM36
QSO: 50 CW 2020-06-14 2332 WB2JLR FN12 N9CO EN52
QSO: 50 CW 2020-06-14 2331 WB2JLR FN12 WO4O EL98
QSO: 50 CW 2020-06-14 2328 WB2JLR FN12 N4WW EL98
