START-OF-LOG: 3.0
CATEGORY: Single-OP low
CONTEST: WAE RTTY
LOCATION:
CALLSIGN: G4ENZ
GRID-LOCATOR: IO81VV
CLAIMED-SCORE: 55080
OPERATORS: g4enz
OFFTIME:
CLUB: Gloucester AR&ES
CREATED-BY: SDC ver:19.0307x64, modified by DXHF upload.
QSO: 21099 RY 2025-11-09 1254 G4ENZ         599 001    IK2YCW        599 586    0
QSO: 21089 RY 2025-11-09 1256 G4ENZ         599 002    SN7Q          599 1456   0
QSO: 14085 RY 2025-11-09 1257 G4ENZ         599 003    DQ2A          599 1450   0
QSO: 14080 RY 2025-11-09 1258 G4ENZ         599 004    IK2SND        599 059    0
QSO: 14097 RY 2025-11-09 1259 G4ENZ         599 005    SP9KDA        599 353    0
QSO: 14104 RY 2025-11-09 1301 G4ENZ         599 006    Z35T          599 633    0
QSO: 21117 RY 2025-11-09 1302 G4ENZ         599 007    YO9HP         599 1021   0
QSO: 14092 RY 2025-11-09 1305 G4ENZ         599 008    OE5TXF        599 736    0
QSO: 14090 RY 2025-11-09 1306 G4ENZ         599 009    EE8E          599 1408   0
QSO: 14088 RY 2025-11-09 1307 G4ENZ         599 010    YQ6A          599 988    0
QSO: 28113 RY 2025-11-09 1308 G4ENZ         599 011    Z66BCC        599 1349   0
QSO: 28116 RY 2025-11-09 1309 G4ENZ         599 012    IT9ORA        599 117    0
QSO: 28085 RY 2025-11-09 1310 G4ENZ         599 013    P33W          599 2099   0
QSO: 28082 RY 2025-11-09 1310 G4ENZ         599 014    IK8IOO        599 159    0
QSO: 28114 RY 2025-11-09 1311 G4ENZ         599 015    RT2H          599 210    0
QSO: 28101 RY 2025-11-09 1312 G4ENZ         599 016    EA8/S53R      599 664    0
QSO: 28110 RY 2025-11-09 1313 G4ENZ         599 017    AB2E          599 377    0
QSO: 28080 RY 2025-11-09 1313 G4ENZ         599 018    PY2UD         599 514    0
QSO: 28092 RY 2025-11-09 1314 G4ENZ         599 019    UR1UU         599 306    0
QSO: 28086 RY 2025-11-09 1315 G4ENZ         599 020    LZ6K          599 469    0
QSO: 14113 RY 2025-11-09 1316 G4ENZ         599 021    YT4L          599 770    0
QSO: 14114 RY 2025-11-09 1317 G4ENZ         599 022    OZ9GA         599 385    0
QSO: 28088 RY 2025-11-09 1318 G4ENZ         599 023    OH3FM         599 839    0
QSO: 28112 RY 2025-11-09 1318 G4ENZ         599 024    W4RN          599 285    0
QSO: 14111 RY 2025-11-09 1319 G4ENZ         599 025    UR5SD         599 603    0
QSO: 14099 RY 2025-11-09 1320 G4ENZ         599 026    UN3M          599 1099   0
QSO: 14091 RY 2025-11-09 1321 G4ENZ         599 027    EU8U          599 1309   0
QSO: 28085 RY 2025-11-09 1322 G4ENZ         599 028    YU5R          599 980    0
QSO: 14086 RY 2025-11-09 1322 G4ENZ         599 029    OM3CFR        599 259    0
QSO: 21088 RY 2025-11-09 1324 G4ENZ         599 030    RA3Y          599 542    0
QSO: 21087 RY 2025-11-09 1325 G4ENZ         599 031    YU3A          599 731    0
QSO: 21093 RY 2025-11-09 1325 G4ENZ         599 032    EW8DX         599 873    0
QSO: 21085 RY 2025-11-09 1326 G4ENZ         599 033    S54A          599 1468   0
QSO: 14110 RY 2025-11-09 1326 G4ENZ         599 034    RG2Y          599 251    0
QSO: 21109 RY 2025-11-09 1327 G4ENZ         599 035    E77EA         599 422    0
QSO: 21094 RY 2025-11-09 1328 G4ENZ         599 036    UT5EPP        599 993    0
QSO: 21081 RY 2025-11-09 1329 G4ENZ         599 037    K1LZ          599 1263   0
QSO: 21099 RY 2025-11-09 1339 G4ENZ         599 038    LZ2YO         599 144    0
QSO: 21091 RY 2025-11-09 1340 G4ENZ         599 039    TA7OYG        599 757    0
QSO: 21093 RY 2025-11-09 1341 G4ENZ         599 040    SV1DPJ        599 795    0
QSO: 21085 RY 2025-11-09 1341 G4ENZ         599 041    SI3A          599 315    0
QSO: 21107 RY 2025-11-09 1342 G4ENZ         599 042    DL1SO         599 092    0
QSO: 21091 RY 2025-11-09 1342 G4ENZ         599 043    OH8RA         599 783    0
QSO: 21092 RY 2025-11-09 1344 G4ENZ         599 044    AD4EB         599 256    0
QSO: 14096 RY 2025-11-09 1345 G4ENZ         599 045    HB9GFT        599 005    0
QSO: 21101 RY 2025-11-09 1348 G4ENZ         599 046    Z36N          599 537    0
QSO: 14095 RY 2025-11-09 1348 G4ENZ         599 047    LY2BAA        599 133    0
QSO: 21112 RY 2025-11-09 1350 G4ENZ         599 048    YB9ELS        599 356    0
QSO: 21095 RY 2025-11-09 1351 G4ENZ         599 049    OK2BXW        599 278    0
QSO: 28089 RY 2025-11-09 1353 G4ENZ         599 050    DF8QB         599 343    0
QSO: 14111 RY 2025-11-09 1354 G4ENZ         599 051    IZ1DXS        599 015    0
QSO: 28121 RY 2025-11-09 1355 G4ENZ         599 052    DH8WR         599 288    0
QSO: 28119 RY 2025-11-09 1355 G4ENZ         599 053    K3MM          599 1061   0
QSO: 28120 RY 2025-11-09 1356 G4ENZ         599 054    Z35T          599 680    0
QSO: 14086 RY 2025-11-09 1357 G4ENZ         599 055    S57SWR        599 227    0
QSO: 28106 RY 2025-11-09 1358 G4ENZ         599 056    VE2BVV        599 420    0
QSO: 28092 RY 2025-11-09 1359 G4ENZ         599 057    PY5FO         599 124    0
QSO: 28131 RY 2025-11-09 1402 G4ENZ         599 058    ZV8H          599 073    0
QSO: 21086 RY 2025-11-09 1415 G4ENZ         599 059    K1DC          599 556    0
QSO: 28125 RY 2025-11-09 1430 G4ENZ         599 060    FY5KE         599 835    0
QSO: 28099 RY 2025-11-09 1431 G4ENZ         599 061    K1LZ          599 1317   0
QSO: 28123 RY 2025-11-09 1433 G4ENZ         599 062    VE3TM         599 211    0
QSO: 28096 RY 2025-11-09 1434 G4ENZ         599 063    EW8DX         599 921    0
QSO: 14110 RY 2025-11-09 1435 G4ENZ         599 064    W2CG          599 074    0
QSO: 28127 RY 2025-11-09 1436 G4ENZ         599 065    LY5W          599 808    0
QSO: 14094 RY 2025-11-09 1437 G4ENZ         599 066    F5SJC         599 197    0
QSO: 14080 RY 2025-11-09 1439 G4ENZ         599 067    SB7A          599 361    0
QSO: 28124 RY 2025-11-09 1440 G4ENZ         599 068    PT1A          599 1475   0
QSO: 28096 RY 2025-11-09 1440 G4ENZ         599 069    N8CWU         599 402    0
QSO: 28135 RY 2025-11-09 1442 G4ENZ         599 070    YO9HP         599 1085   0
QSO: 28110 RY 2025-11-09 1443 G4ENZ         599 071    NM2K          599 256    0
QSO: 28086 RY 2025-11-09 1443 G4ENZ         599 072    WI1U          599 569    0
QSO: 28101 RY 2025-11-09 1448 G4ENZ         599 073    K0ZR          599 757    0
QSO: 28129 RY 2025-11-09 1449 G4ENZ         599 074    WA2QAU        599 225    0
QSO: 28103 RY 2025-11-09 1450 G4ENZ         599 075    N4QS          599 275    0
QSO: 28093 RY 2025-11-09 1451 G4ENZ         599 076    NM4AA         599 777    0
QSO: 28080 RY 2025-11-09 1455 G4ENZ         599 077    K1MK          599 1054   0
QSO: 28079 RY 2025-11-09 1457 G4ENZ         599 078    WW4LL         599 549    0
QSO: 21117 RY 2025-11-09 1523 G4ENZ         599 079    WN8Y          599 168    0
QSO: 28084 RY 2025-11-09 1525 G4ENZ         599 080    VA3WB         599 174    0
QSO: 28106 RY 2025-11-09 1529 G4ENZ         599 081    AA8R          599 425    0
QSO: 28121 RY 2025-11-09 1535 G4ENZ         599 082    N2HMM         599 649    0
