START-OF-LOG: 3.0
CREATED-BY: vhfmanager-downloader
CONTEST: ALPE ADRIA VHF - Unofficial results - VHFManager
CALLSIGN: S51WC
CATEGORY: 145 MHz - fixed and portable stations /max. PWR : 50W OUTPUT
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 144300 PH 2023-08-06 0601 S51WC         59  1 JN75OT   S57O          59  2 JN86DT  
QSO: 144300 PH 2023-08-06 0604 S51WC         59  2 JN75OT   S59DEM        59  12 JN75DS 
QSO: 144300 PH 2023-08-06 0609 S51WC         59  3 JN75OT   9A9Z          59  9 JN75XV  
QSO: 144300 PH 2023-08-06 0613 S51WC         59  4 JN75OT   9A1PKC        59  4 JN85OK  
QSO: 144300 PH 2023-08-06 0614 S51WC         59  5 JN75OT   OE6V          59  17 JN76VT 
QSO: 144300 PH 2023-08-06 0618 S51WC         59  6 JN75OT   S57Q          59  18 JN76PA 
QSO: 144300 PH 2023-08-06 0621 S51WC         59  7 JN75OT   S59P          59  27 JN86AO 
QSO: 144300 PH 2023-08-06 0623 S51WC         59  8 JN75OT   IQ3CO         59  17 JN55QO 
QSO: 144300 PH 2023-08-06 0624 S51WC         59  9 JN75OT   IZ5FDD        59  22 JN54QF 
QSO: 144300 PH 2023-08-06 0626 S51WC         59  10 JN75OT  HA2R          59  26 JN87UE 
QSO: 144300 PH 2023-08-06 0627 S51WC         59  11 JN75OT  S50W          59  19 JN76WK 
QSO: 144300 PH 2023-08-06 0628 S51WC         59  12 JN75OT  9A3QB         59  42 JN86HF 
QSO: 144300 PH 2023-08-06 0633 S51WC         59  13 JN75OT  E78WW         59  19 JN84SU 
QSO: 144300 PH 2023-08-06 0638 S51WC         59  14 JN75OT  OM5AW         59  38 JN98AH 
QSO: 144300 PH 2023-08-06 0640 S51WC         59  15 JN75OT  9A2MW         59  18 JN75VW 
QSO: 144300 PH 2023-08-06 0641 S51WC         59  16 JN75OT  9A1CMS        59  13 JN86DM 
QSO: 144300 PH 2023-08-06 0645 S51WC         59  17 JN75OT  9A1P          59  56 JN65VG 
QSO: 144300 PH 2023-08-06 0657 S51WC         59  18 JN75OT  IV3CYT        59  21 JN65SW 
QSO: 144300 PH 2023-08-06 0700 S51WC         59  19 JN75OT  S51S          59  23 JN75ES 
QSO: 144300 PH 2023-08-06 0703 S51WC         59  20 JN75OT  9A1N          59  47 JN85LI 
