START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CALLSIGN: G3LET
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: 80M
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
GRID-LOCATOR: IO90WX
CLAIMED-SCORE: 158326
NAME: Peter Hobbs
OPERATORS: G3LET
CLUB: HORSHAM AMATEUR RADIO  CLUB
CREATED-BY: SD by EI5DI
SOAPBOX: First CQWW for a while - wonderful!  Unfortunately, I
SOAPBOX: had to abandon a nice US run in the early hours of
SOAPBOX: Sunday due to an appointment - Sunday was much better
SOAPBOX: than Saturday.  Plenty of JAs but all S&P and with LP
SOAPBOX:     I was unable     to    attract          any. Thanks to               all  for  the
QSO:    3500  CW 2020-11-28 0241  G3LET            599  14  VE3NNT           599  04  
QSO:    3500  CW 2020-11-28 0242  G3LET            599  14  DL8ULF           599  14  
QSO:    3500  CW 2020-11-28 0242  G3LET            599  14  SC7DX            599  14  
QSO:    3500  CW 2020-11-28 0242  G3LET            599  14  K4PI             599  05  
QSO:    3500  CW 2020-11-28 0243  G3LET            599  14  S54K             599  15  
QSO:    3500  CW 2020-11-28 0243  G3LET            599  14  UA4S             599  16  
QSO:    3500  CW 2020-11-28 0243  G3LET            599  14  LY5XX            599  15  
QSO:    3500  CW 2020-11-28 0244  G3LET            599  14  K2XR             599  05  
QSO:    3500  CW 2020-11-28 0244  G3LET            599  14  UR3VKR           599  16  
QSO:    3500  CW 2020-11-28 0245  G3LET            599  14  LY2T             599  15  
QSO:    3500  CW 2020-11-28 0245  G3LET            599  14  OE5TXF           599  15  
QSO:    3500  CW 2020-11-28 0246  G3LET            599  14  F6FTB            599  14  
QSO:    3500  CW 2020-11-28 0246  G3LET            599  14  DL1BUG           599  14  
QSO:    3500  CW 2020-11-28 0247  G3LET            599  14  EU1AA            599  16  
QSO:    3500  CW 2020-11-28 0247  G3LET            599  14  N1TA             599  05  
QSO:    3500  CW 2020-11-28 0247  G3LET            599  14  SP2XX            599  15  
QSO:    3500  CW 2020-11-28 0248  G3LET            599  14  EB1RL            599  14  
QSO:    3500  CW 2020-11-28 0248  G3LET            599  14  OK1FOG           599  15  
QSO:    3500  CW 2020-11-28 0249  G3LET            599  14  DL5ARM           599  14  
QSO:    3500  CW 2020-11-28 0249  G3LET            599  14  IU8DKG           599  15  
QSO:    3500  CW 2020-11-28 0249  G3LET            599  14  DL9GS            599  14  
QSO:    3500  CW 2020-11-28 0250  G3LET            599  14  SP3CYY           599  15  
QSO:    3500  CW 2020-11-28 0250  G3LET            599  14  MI5K             599  14  
QSO:    3500  CW 2020-11-28 0250  G3LET            599  14  UA3EDQ           599  16  
QSO:    3500  CW 2020-11-28 0251  G3LET            599  14  K3MD             599  05  
QSO:    3500  CW 2020-11-28 0251  G3LET            599  14  DJ5CL            599  14  
QSO:    3500  CW 2020-11-28 0252  G3LET            599  14  VA2WA            599  04  
QSO:    3500  CW 2020-11-28 0253  G3LET            599  14  N3XZ             599  05  
QSO:    3500  CW 2020-11-28 0254  G3LET            599  14  N2JJ             599  05  
QSO:    3501  CW 2020-11-28 0255  G3LET            599  14  IZ2MGN           599  15  
QSO:    3501  CW 2020-11-28 0256  G3LET            599  14  W3FIZ            599  05  
QSO:    3501  CW 2020-11-28 0256  G3LET            599  14  UT4LW            599  16  
QSO:    3501  CW 2020-11-28 0257  G3LET            599  14  K1KI             599  05  
QSO:    3501  CW 2020-11-28 0258  G3LET            599  14  PA0JED           599  14  
QSO:    3501  CW 2020-11-28 0258  G3LET            599  14  W3AKD            599  05  
QSO:    3501  CW 2020-11-28 0258  G3LET            599  14  S51RE            599  15  
QSO:    3501  CW 2020-11-28 0259  G3LET            599  14  SP4Z             599  15  
QSO:    3501  CW 2020-11-28 0259  G3LET            599  14  RK6HG            599  16  
QSO:    3501  CW 2020-11-28 0259  G3LET            599  14  K5ZD             599  05  
QSO:    3501  CW 2020-11-28 0300  G3LET            599  14  W3NO             599  05  
QSO:    3501  CW 2020-11-28 0300  G3LET            599  14  W2CG             599  05  
QSO:    3501  CW 2020-11-28 0301  G3LET            599  14  K3WJV            599  05  
QSO:    3501  CW 2020-11-28 0302  G3LET            599  14  PC5Q             599  14  
QSO:    3501  CW 2020-11-28 0303  G3LET            599  14  EW8DX            599  16  
QSO:    3501  CW 2020-11-28 0303  G3LET            599  14  K4PV             599  05  
QSO:    3501  CW 2020-11-28 0304  G3LET            599  14  K3PH             599  05  
QSO:    3501  CW 2020-11-28 0304  G3LET            599  14  KB3Z             599  05  
QSO:    3501  CW 2020-11-28 0306  G3LET            599  14  UR5XMM           599  16  
QSO:    3501  CW 2020-11-28 0306  G3LET            599  14  PA4O             599  14  
QSO:    3503  CW 2020-11-28 0308  G3LET            599  14  KQ2M             599  05  
QSO:    3508  CW 2020-11-28 0311  G3LET            599  14  N2YO             599  05  
QSO:    3510  CW 2020-11-28 0313  G3LET            599  14  VE3JM            599  04  
QSO:    3512  CW 2020-11-28 0314  G3LET            599  14  Z35F             599  15  
QSO:    3522  CW 2020-11-28 0317  G3LET            599  14  N3RS             599  05  
QSO:    3541  CW 2020-11-28 0323  G3LET            599  14  W3LPL            599  05  
QSO:    3542  CW 2020-11-28 0324  G3LET            599  14  CR3W             599  33  
QSO:    3549  CW 2020-11-28 0328  G3LET            599  14  IT9BLB           599  15  
QSO:    3550  CW 2020-11-28 0331  G3LET            599  14  LN8W             599  14  
QSO:    3554  CW 2020-11-28 0333  G3LET            599  14  EI0W             599  14  
QSO:    3566  CW 2020-11-28 0336  G3LET            599  14  4Z4KX            599  20  
QSO:    3573  CW 2020-11-28 0341  G3LET            599  14  TF3SG            599  40  
QSO:    3502  CW 2020-11-28 0346  G3LET            599  14  N4AF             599  05  
QSO:    3506  CW 2020-11-28 0348  G3LET            599  14  R2AA             599  16  
X-QSO:  7012  CW 2020-11-28 0353  G3LET            599  14  N4AU             599  05  
X-QSO:  7012  CW 2020-11-28 0354  G3LET            599  14  OM3TZZ           599  15  
X-QSO:  1809  CW 2020-11-28 0359  G3LET            599  14  VY2ZM            599  05  
QSO:    3506  CW 2020-11-28 0402  G3LET            599  14  SV4FFL           599  20  
QSO:    3511  CW 2020-11-28 0405  G3LET            599  14  VE9CB            599  05  
QSO:    3511  CW 2020-11-28 0406  G3LET            599  14  9A3XV            599  15  
QSO:    3512  CW 2020-11-28 0406  G3LET            599  14  VE9AA            599  05  
QSO:    3514  CW 2020-11-28 0409  G3LET            599  14  VE3YAA           599  04  
QSO:    3518  CW 2020-11-28 0412  G3LET            599  14  TA1CT            599  20  
QSO:    3528  CW 2020-11-28 0416  G3LET            599  14  LB4UH            599  14  
QSO:    3530  CW 2020-11-28 0418  G3LET            599  14  LA8OM            599  14  
QSO:    3538  CW 2020-11-28 0422  G3LET            599  14  VE3NE            599  04  
QSO:    3543  CW 2020-11-28 0424  G3LET            599  14  K3AJ             599  05  
QSO:    3544  CW 2020-11-28 0425  G3LET            599  14  Z33F             599  15  
QSO:    3544  CW 2020-11-28 0429  G3LET            599  14  NP4AW            599  08  
QSO:    3547  CW 2020-11-28 0431  G3LET            599  14  ER1OO            599  16  
QSO:    3550  CW 2020-11-28 0433  G3LET            599  14  TI7W             599  07  
QSO:    3558  CW 2020-11-28 0439  G3LET            599  14  XE2X             599  06  
QSO:    3560  CW 2020-11-28 0442  G3LET            599  14  CJ3T             599  04  
QSO:    3562  CW 2020-11-28 0443  G3LET            599  14  K0EJ             599  04  
QSO:    3563  CW 2020-11-28 0445  G3LET            599  14  E7CW             599  15  
QSO:    3566  CW 2020-11-28 0446  G3LET            599  14  WP3C             599  08  
QSO:    3571  CW 2020-11-28 0450  G3LET            599  14  KP3DX            599  08  
QSO:    3507  CW 2020-11-28 0458  G3LET            599  14  CO8NMN           599  08  
QSO:    3517  CW 2020-11-28 0504  G3LET            599  14  C6AGU            599  08  
QSO:    3537  CW 2020-11-28 0513  G3LET            599  14  SE5E             599  14  
QSO:    3537  CW 2020-11-28 0513  G3LET            599  14  OZ4UN            599  14  
QSO:    3537  CW 2020-11-28 0515  G3LET            599  14  SM0Q             599  14  
QSO:    3537  CW 2020-11-28 0515  G3LET            599  14  HA1A             599  15  
QSO:    3537  CW 2020-11-28 0516  G3LET            599  14  RQ3A             599  16  
QSO:    3537  CW 2020-11-28 0517  G3LET            599  14  LZ5R             599  20  
QSO:    3538  CW 2020-11-28 0518  G3LET            599  14  K1TTT            599  05  
QSO:    3538  CW 2020-11-28 0519  G3LET            599  14  YO3IRM           599  20  
QSO:    3538  CW 2020-11-28 0519  G3LET            599  14  F5ICC            599  14  
QSO:    3538  CW 2020-11-28 0520  G3LET            599  14  OM3ZWA           599  15  
QSO:    3538  CW 2020-11-28 0520  G3LET            599  14  IV3UHL           599  15  
QSO:    3538  CW 2020-11-28 0520  G3LET            599  14  YL2EA            599  15  
QSO:    3538  CW 2020-11-28 0521  G3LET            599  14  SP4JCQ           599  15  
QSO:    3538  CW 2020-11-28 0521  G3LET            599  14  EU3A             599  16  
QSO:    3538  CW 2020-11-28 0522  G3LET            599  14  RV3VR            599  16  
QSO:    3538  CW 2020-11-28 0522  G3LET            599  14  DA2X             599  14  
QSO:    3538  CW 2020-11-28 0522  G3LET            599  14  S51RU            599  15  
QSO:    3538  CW 2020-11-28 0523  G3LET            599  14  DG7NFX           599  14  
QSO:    3538  CW 2020-11-28 0525  G3LET            599  14  KM4SII           599  05  
QSO:    3538  CW 2020-11-28 0527  G3LET            599  14  NA3M             599  05  
QSO:    3538  CW 2020-11-28 0527  G3LET            599  14  DL3CX            599  14  
QSO:    3538  CW 2020-11-28 0527  G3LET            599  14  S53M             599  15  
QSO:    3538  CW 2020-11-28 0528  G3LET            599  14  DL5XJ            599  14  
QSO:    3538  CW 2020-11-28 0528  G3LET            599  14  DL5RMH           599  14  
QSO:    3538  CW 2020-11-28 0528  G3LET            599  14  LZ7J             599  20  
QSO:    3538  CW 2020-11-28 0529  G3LET            599  14  UA3AP            599  16  
QSO:    3538  CW 2020-11-28 0529  G3LET            599  14  K9NW             599  04  
QSO:    3538  CW 2020-11-28 0529  G3LET            599  14  DK8NT            599  14  
QSO:    3538  CW 2020-11-28 0529  G3LET            599  14  AA3B             599  05  
QSO:    3538  CW 2020-11-28 0530  G3LET            599  14  S52AW            599  15  
QSO:    3538  CW 2020-11-28 0530  G3LET            599  14  W3UA             599  05  
QSO:    3538  CW 2020-11-28 0531  G3LET            599  14  K3OO             599  05  
QSO:    3538  CW 2020-11-28 0533  G3LET            599  14  YL7A             599  15  
QSO:    3538  CW 2020-11-28 0534  G3LET            599  14  SM7IUN           599  14  
QSO:    3538  CW 2020-11-28 0534  G3LET            599  14  UR5ZTH           599  16  
QSO:    3538  CW 2020-11-28 0535  G3LET            599  14  KC1XX            599  05  
QSO:    3538  CW 2020-11-28 0536  G3LET            599  14  SP3HUU           599  15  
QSO:    3538  CW 2020-11-28 0537  G3LET            599  14  RX3VF            599  16  
QSO:    3538  CW 2020-11-28 0538  G3LET            599  14  IK2ULV           599  15  
QSO:    3538  CW 2020-11-28 0539  G3LET            599  14  SP9DLY           599  15  
QSO:    3538  CW 2020-11-28 0540  G3LET            599  14  UW0K             599  16  
QSO:    3538  CW 2020-11-28 0541  G3LET            599  14  IK1PMR           599  15  
QSO:    3538  CW 2020-11-28 0541  G3LET            599  14  F4HMX            599  14  
QSO:    3538  CW 2020-11-28 0542  G3LET            599  14  OK2HIJ           599  15  
QSO:    3538  CW 2020-11-28 0543  G3LET            599  14  N3IQ             599  05  
QSO:    3538  CW 2020-11-28 0544  G3LET            599  14  HA0IL            599  15  
QSO:    3538  CW 2020-11-28 0545  G3LET            599  14  NE8P             599  05  
QSO:    3538  CW 2020-11-28 0546  G3LET            599  14  LY3CY            599  15  
QSO:    3538  CW 2020-11-28 0547  G3LET            599  14  OL4W             599  15  
QSO:    3538  CW 2020-11-28 0548  G3LET            599  14  W1PDI            599  05  
QSO:    3538  CW 2020-11-28 0548  G3LET            599  14  DM6EE            599  14  
QSO:    3538  CW 2020-11-28 0549  G3LET            599  14  OZ6AGX           599  14  
QSO:    3538  CW 2020-11-28 0550  G3LET            599  14  HB9BXE           599  14  
QSO:    3538  CW 2020-11-28 0551  G3LET            599  14  K8LY             599  04  
QSO:    3538  CW 2020-11-28 0551  G3LET            599  14  HA7UI            599  15  
QSO:    3538  CW 2020-11-28 0552  G3LET            599  14  DF6LQ            599  14  
QSO:    3538  CW 2020-11-28 0552  G3LET            599  14  W4AN             599  05  
QSO:    3538  CW 2020-11-28 0553  G3LET            599  14  NM5M             599  04  
QSO:    3538  CW 2020-11-28 0555  G3LET            599  14  N4TZ             599  05  
QSO:    3538  CW 2020-11-28 0556  G3LET            599  14  NA8V             599  04  
QSO:    3538  CW 2020-11-28 0556  G3LET            599  14  EA5D             599  14  
QSO:    3538  CW 2020-11-28 0557  G3LET            599  14  OK2ABU           599  15  
QSO:    3538  CW 2020-11-28 0557  G3LET            599  14  SP7CF            599  15  
QSO:    3538  CW 2020-11-28 0557  G3LET            599  14  DL8WN            599  14  
QSO:    3533  CW 2020-11-28 0609  G3LET            599  14  P40W             599  09  
QSO:    3544  CW 2020-11-28 0613  G3LET            599  14  NT2DR            599  05  
QSO:    3555  CW 2020-11-28 0622  G3LET            599  14  NP3X             599  08  
QSO:    3558  CW 2020-11-28 0623  G3LET            599  14  OH0V             599  15  
QSO:    3571  CW 2020-11-28 0628  G3LET            599  14  EA9AZ            599  33  
QSO:    3505  CW 2020-11-28 0633  G3LET            599  14  K5GN             599  04  
QSO:    3507  CW 2020-11-28 0634  G3LET            599  14  K8PK             599  04  
QSO:    3508  CW 2020-11-28 0635  G3LET            599  14  GM5X             599  14  
QSO:    3510  CW 2020-11-28 0636  G3LET            599  14  N2IC             599  05  
QSO:    3510  CW 2020-11-28 0636  G3LET            599  14  N2NT             599  05  
QSO:    3511  CW 2020-11-28 0637  G3LET            599  14  W1KM             599  05  
QSO:    3519  CW 2020-11-28 0640  G3LET            599  14  NN7CW            599  05  
QSO:    3520  CW 2020-11-28 0641  G3LET            599  14  GM2V             599  14  
QSO:    3524  CW 2020-11-28 0642  G3LET            599  14  K1IR             599  05  
QSO:    3529  CW 2020-11-28 0645  G3LET            599  14  VA3DF            599  04  
QSO:    3547  CW 2020-11-28 0650  G3LET            599  14  5T3WW            599  35  
QSO:    3505  CW 2020-11-28 0658  G3LET            599  14  K5PI             599  04  
QSO:    3511  CW 2020-11-28 0701  G3LET            599  14  PA3AAV           599  14  
QSO:    3511  CW 2020-11-28 0701  G3LET            599  14  SP2GMA           599  15  
QSO:    3511  CW 2020-11-28 0702  G3LET            599  14  OK1JVS           599  15  
QSO:    3511  CW 2020-11-28 0702  G3LET            599  14  DJ3HW            599  14  
QSO:    3511  CW 2020-11-28 0703  G3LET            599  14  EA4BAS           599  14  
QSO:    3511  CW 2020-11-28 0703  G3LET            599  14  LY7R             599  15  
QSO:    3511  CW 2020-11-28 0704  G3LET            599  14  EA3CV            599  14  
QSO:    3511  CW 2020-11-28 0704  G3LET            599  14  PA3EMN           599  14  
QSO:    3511  CW 2020-11-28 0705  G3LET            599  14  DL8ULO           599  14  
QSO:    3511  CW 2020-11-28 0705  G3LET            599  14  NR1X             599  05  
QSO:    3511  CW 2020-11-28 0706  G3LET            599  14  I1BPU            599  15  
QSO:    3511  CW 2020-11-28 0707  G3LET            599  14  SM6DOI           599  14  
QSO:    3511  CW 2020-11-28 0708  G3LET            599  14  AB8FE            599  04  
QSO:    3511  CW 2020-11-28 0708  G3LET            599  14  PA5N             599  14  
QSO:    3511  CW 2020-11-28 0708  G3LET            599  14  F6DZD            599  14  
QSO:    3511  CW 2020-11-28 0709  G3LET            599  14  K1ZZ             599  05  
QSO:    3511  CW 2020-11-28 0709  G3LET            599  14  LA8AW            599  14  
QSO:    3511  CW 2020-11-28 0710  G3LET            599  14  YT5A             599  15  
QSO:    3511  CW 2020-11-28 0711  G3LET            599  14  WS9M             599  05  
QSO:    3511  CW 2020-11-28 0712  G3LET            599  14  OK2SFP           599  15  
QSO:    3511  CW 2020-11-28 0713  G3LET            599  14  EA7K             599  14  
QSO:    3511  CW 2020-11-28 0714  G3LET            599  14  YO5LD            599  20  
QSO:    3511  CW 2020-11-28 0714  G3LET            599  14  F6KVJ            599  14  
QSO:    3511  CW 2020-11-28 0714  G3LET            599  14  DL4AC            599  14  
QSO:    3511  CW 2020-11-28 0715  G3LET            599  14  SP2EWQ           599  15  
QSO:    3511  CW 2020-11-28 0715  G3LET            599  14  SN4D             599  15  
QSO:    3511  CW 2020-11-28 0716  G3LET            599  14  PA2TA            599  14  
QSO:    3511  CW 2020-11-28 0717  G3LET            599  14  W4KZ             599  04  
QSO:    3511  CW 2020-11-28 0718  G3LET            599  14  DL0CS            599  14  
QSO:    3506  CW 2020-11-28 0723  G3LET            599  14  OH0R             599  15  
QSO:    3510  CW 2020-11-28 0725  G3LET            599  14  MU2K             599  14  
QSO:    3524  CW 2020-11-28 0732  G3LET            599  14  GW4J             599  14  
QSO:    3528  CW 2020-11-28 0733  G3LET            599  14  W0EWD            599  04  
QSO:    3532  CW 2020-11-28 0737  G3LET            599  14  EI3Z             599  14  
QSO:    3534  CW 2020-11-28 0739  G3LET            599  14  OK2VV            599  15  
QSO:    3534  CW 2020-11-28 0740  G3LET            599  14  F5VV             599  14  
QSO:    3534  CW 2020-11-28 0740  G3LET            599  14  PF5T             599  14  
QSO:    3534  CW 2020-11-28 0741  G3LET            599  14  DQ1A             599  14  
QSO:    3534  CW 2020-11-28 0742  G3LET            599  14  EA2DDE           599  14  
QSO:    3534  CW 2020-11-28 0743  G3LET            599  14  HG8R             599  15  
QSO:    3534  CW 2020-11-28 0743  G3LET            599  14  LZ9W             599  20  
QSO:    3534  CW 2020-11-28 0743  G3LET            599  14  EA1BLI           599  14  
QSO:    3534  CW 2020-11-28 0744  G3LET            599  14  F6KVJ            599  14  
QSO:    3534  CW 2020-11-28 0745  G3LET            599  14  DL1NEO           599  14  
QSO:    3534  CW 2020-11-28 0746  G3LET            599  14  HB9ERU           599  14  
QSO:    3534  CW 2020-11-28 0747  G3LET            599  14  IK4PMB           599  15  
QSO:    3534  CW 2020-11-28 0747  G3LET            599  14  F5NZY            599  14  
QSO:    3534  CW 2020-11-28 0748  G3LET            599  14  EA1NP            599  14  
QSO:    3534  CW 2020-11-28 0748  G3LET            599  14  OK1KKI           599  15  
QSO:    3534  CW 2020-11-28 0749  G3LET            599  14  VE3PN            599  04  
QSO:    3534  CW 2020-11-28 0749  G3LET            599  14  ON4DN            599  14  
QSO:    3534  CW 2020-11-28 0749  G3LET            599  14  EA1VT            599  14  
QSO:    3534  CW 2020-11-28 0750  G3LET            599  14  WW4XX            599  05  
QSO:    3534  CW 2020-11-28 0751  G3LET            599  14  OK1DU            599  15  
QSO:    3534  CW 2020-11-28 0752  G3LET            599  14  VA3FF            599  04  
QSO:    3534  CW 2020-11-28 0753  G3LET            599  14  S52X             599  15  
QSO:    3534  CW 2020-11-28 0754  G3LET            599  14  OK1KTI           599  15  
QSO:    3534  CW 2020-11-28 0755  G3LET            599  14  K0YR             599  04  
QSO:    3537  CW 2020-11-28 0757  G3LET            599  14  CR6K             599  14  
QSO:    3540  CW 2020-11-28 0759  G3LET            599  14  AA9A             599  04  
QSO:    3510  CW 2020-11-28 0804  G3LET            599  14  ZF1A             599  08  
QSO:    3537  CW 2020-11-28 0809  G3LET            599  14  VE3XB            599  04  
QSO:    3503  CW 2020-11-28 1540  G3LET            599  14  YL3FT            599  15  
QSO:    3506  CW 2020-11-28 1543  G3LET            599  14  SB7S             599  14  
QSO:    3507  CW 2020-11-28 1544  G3LET            599  14  IB3N             599  15  
QSO:    3515  CW 2020-11-28 1547  G3LET            599  14  RN0A             599  18  
QSO:    3516  CW 2020-11-28 1548  G3LET            599  14  DL7ON            599  14  
QSO:    3517  CW 2020-11-28 1550  G3LET            599  14  OM6NM            599  15  
QSO:    3517  CW 2020-11-28 1551  G3LET            599  14  DF9LJ            599  14  
QSO:    3518  CW 2020-11-28 1554  G3LET            599  14  SO4P             599  15  
QSO:    3519  CW 2020-11-28 1556  G3LET            599  14  SM5CCE           599  14  
QSO:    3521  CW 2020-11-28 1558  G3LET            599  14  OK5FF            599  15  
QSO:    3521  CW 2020-11-28 1559  G3LET            599  14  GM3C             599  14  
QSO:    3521  CW 2020-11-28 1559  G3LET            599  14  IU1JCZ           599  15  
QSO:    3523  CW 2020-11-28 1600  G3LET            599  14  HA1TJ            599  15  
QSO:    3525  CW 2020-11-28 1602  G3LET            599  14  SM2U             599  14  
QSO:    3525  CW 2020-11-28 1603  G3LET            599  14  OM0WR            599  15  
QSO:    3526  CW 2020-11-28 1604  G3LET            599  14  ES3VI            599  15  
QSO:    3526  CW 2020-11-28 1605  G3LET            599  14  OH8A             599  15  
QSO:    3526  CW 2020-11-28 1606  G3LET            599  14  SQ7FPD           599  15  
QSO:    3527  CW 2020-11-28 1606  G3LET            599  14  LZ7M             599  20  
QSO:    3527  CW 2020-11-28 1607  G3LET            599  14  OT5Q             599  14  
QSO:    3528  CW 2020-11-28 1610  G3LET            599  14  RO9O             599  18  
QSO:    3531  CW 2020-11-28 1612  G3LET            599  14  GM3ZRT           599  14  
QSO:    3532  CW 2020-11-28 1613  G3LET            599  14  S57M             599  15  
QSO:    3536  CW 2020-11-28 1615  G3LET            599  14  SP4G             599  15  
QSO:    3538  CW 2020-11-28 1617  G3LET            599  14  HB9FAP           599  14  
QSO:    3538  CW 2020-11-28 1619  G3LET            599  14  SP95IARU         599  15  
QSO:    3540  CW 2020-11-28 1619  G3LET            599  14  DJ9AO            599  14  
QSO:    3541  CW 2020-11-28 1620  G3LET            599  14  LY9Y             599  15  
QSO:    3541  CW 2020-11-28 1621  G3LET            599  14  LY4L             599  15  
QSO:    3542  CW 2020-11-28 1625  G3LET            599  14  R7NW             599  16  
QSO:    3545  CW 2020-11-28 1627  G3LET            599  14  LZ3DX            599  20  
QSO:    3545  CW 2020-11-28 1628  G3LET            599  14  LY2DX            599  15  
QSO:    3548  CW 2020-11-28 1629  G3LET            599  14  OK5D             599  15  
QSO:    3550  CW 2020-11-28 1630  G3LET            599  14  YL2VW            599  15  
QSO:    3553  CW 2020-11-28 1631  G3LET            599  14  OH1VR            599  15  
QSO:    3554  CW 2020-11-28 1632  G3LET            599  14  OU2V             599  14  
QSO:    3558  CW 2020-11-28 1633  G3LET            599  14  DL7NX            599  14  
QSO:    3559  CW 2020-11-28 1635  G3LET            599  14  OZ2TF            599  14  
QSO:    3500  CW 2020-11-28 1636  G3LET            599  14  DL3JJ            599  14  
QSO:    3502  CW 2020-11-28 1638  G3LET            599  14  S56M             599  15  
QSO:    3502  CW 2020-11-28 1639  G3LET            599  14  SE4E             599  14  
QSO:    3502  CW 2020-11-28 1641  G3LET            599  14  IU8HEP           599  15  
QSO:    3502  CW 2020-11-28 1642  G3LET            599  14  I1HJT            599  15  
QSO:    3502  CW 2020-11-28 1644  G3LET            599  14  F5PZR            599  14  
QSO:    3502  CW 2020-11-28 1644  G3LET            599  14  SM6MSG           599  14  
QSO:    3502  CW 2020-11-28 1645  G3LET            599  14  DL3OH            599  14  
QSO:    3502  CW 2020-11-28 1645  G3LET            599  14  DL6RDR           599  14  
QSO:    3502  CW 2020-11-28 1646  G3LET            599  14  S59MA            599  15  
QSO:    3502  CW 2020-11-28 1646  G3LET            599  14  PA3EEG           599  14  
QSO:    3502  CW 2020-11-28 1647  G3LET            599  14  PE4A             599  14  
QSO:    3502  CW 2020-11-28 1648  G3LET            599  14  UW4U             599  16  
QSO:    3502  CW 2020-11-28 1649  G3LET            599  14  SP9ATE           599  15  
QSO:    3502  CW 2020-11-28 1650  G3LET            599  14  SP9WZJ           599  15  
QSO:    3502  CW 2020-11-28 1650  G3LET            599  14  LY4T             599  15  
QSO:    3502  CW 2020-11-28 1650  G3LET            599  14  DF7CB            599  14  
QSO:    3502  CW 2020-11-28 1651  G3LET            599  14  YO5AVN           599  20  
QSO:    3502  CW 2020-11-28 1651  G3LET            599  14  OK1AY            599  15  
QSO:    3502  CW 2020-11-28 1652  G3LET            599  14  TM5EE            599  14  
QSO:    3502  CW 2020-11-28 1652  G3LET            599  14  DK3DUA           599  14  
QSO:    3502  CW 2020-11-28 1652  G3LET            599  14  SN3R             599  15  
QSO:    3502  CW 2020-11-28 1653  G3LET            599  14  OZ1KIH           599  14  
QSO:    3502  CW 2020-11-28 1653  G3LET            599  14  IK0TUM           599  15  
QSO:    3502  CW 2020-11-28 1654  G3LET            599  14  HB9HDC           599  14  
QSO:    3502  CW 2020-11-28 1654  G3LET            599  14  YL3FW            599  15  
QSO:    3502  CW 2020-11-28 1655  G3LET            599  14  F6HHR            599  14  
QSO:    3502  CW 2020-11-28 1656  G3LET            599  14  PA1CW            599  14  
QSO:    3502  CW 2020-11-28 1657  G3LET            599  14  OH3OJ            599  15  
QSO:    3502  CW 2020-11-28 1657  G3LET            599  14  OZ8SW            599  14  
QSO:    3502  CW 2020-11-28 1657  G3LET            599  14  DJ2IA            599  14  
QSO:    3502  CW 2020-11-28 1658  G3LET            599  14  DF3XZ            599  14  
QSO:    3502  CW 2020-11-28 1658  G3LET            599  14  IU5ASA           599  15  
QSO:    3502  CW 2020-11-28 1659  G3LET            599  14  DD5ZZ            599  14  
QSO:    3502  CW 2020-11-28 1700  G3LET            599  14  DL1LOD           599  14  
QSO:    3502  CW 2020-11-28 1700  G3LET            599  14  DL1YCF           599  14  
QSO:    3502  CW 2020-11-28 1701  G3LET            599  14  DL1TS            599  14  
QSO:    3502  CW 2020-11-28 1701  G3LET            599  14  M0BPQ            599  14  
QSO:    3502  CW 2020-11-28 1702  G3LET            599  14  PB5DX            599  14  
QSO:    3502  CW 2020-11-28 1702  G3LET            599  14  UZ2M             599  16  
QSO:    3502  CW 2020-11-28 1703  G3LET            599  14  9A5CW            599  15  
QSO:    3502  CW 2020-11-28 1703  G3LET            599  14  SP1MGM           599  15  
QSO:    3502  CW 2020-11-28 1704  G3LET            599  14  OK2YH            599  15  
QSO:    3502  CW 2020-11-28 1704  G3LET            599  14  DJ4MX            599  14  
QSO:    3502  CW 2020-11-28 1705  G3LET            599  14  SQ4NR            599  15  
QSO:    3502  CW 2020-11-28 1705  G3LET            599  14  PE1RWL           599  14  
QSO:    3502  CW 2020-11-28 1705  G3LET            599  14  DL7ACN           599  14  
QSO:    3502  CW 2020-11-28 1706  G3LET            599  14  IZ5DIY           599  15  
QSO:    3502  CW 2020-11-28 1706  G3LET            599  14  S51MM            599  15  
QSO:    3502  CW 2020-11-28 1707  G3LET            599  14  DL3YM            599  14  
QSO:    3502  CW 2020-11-28 1707  G3LET            599  14  S57X             599  15  
QSO:    3502  CW 2020-11-28 1708  G3LET            599  14  IV3FPX           599  15  
QSO:    3502  CW 2020-11-28 1708  G3LET            599  14  HB9BYT           599  14  
QSO:    3502  CW 2020-11-28 1711  G3LET            599  14  HB9AJY           599  14  
QSO:    3502  CW 2020-11-28 1712  G3LET            599  14  S51SR            599  15  
QSO:    3502  CW 2020-11-28 1712  G3LET            599  14  S53RA            599  15  
QSO:    3502  CW 2020-11-28 1712  G3LET            599  14  UA3A             599  16  
QSO:    3502  CW 2020-11-28 1713  G3LET            599  14  DL1HBT           599  14  
QSO:    3502  CW 2020-11-28 1713  G3LET            599  14  GM0OGN           599  14  
QSO:    3502  CW 2020-11-28 1714  G3LET            599  14  LY6A             599  15  
QSO:    3502  CW 2020-11-28 1714  G3LET            599  14  SF6W             599  14  
