START-OF-LOG: 2.0
ARRL-SECTION: DX
CALLSIGN: EA6ZS
CLUB: 
CONTEST: EA-CNCW
CATEGORY: SINGLE-OP ALL LOW
CLAIMED-SCORE: 34428
OPERATORS: EA6ZS
NAME: Juan Manuel Martínez Pons
SOAPBOX: La propagación debía ser muy buena ya que mis antenas no eran las mas idóneas: una
SOAPBOX: Buternut sin plano de tierra ni radiales que acoplaba en 10-15-20 y una end fed (unun 9:1+
SOAPBOX: cable de 15 metros) que trabajaba en 7 y 3.5.
QSO: 28000 CW 2015-07-18 1506 EA6ZS         599 IB     EA1FBU        599 PO
QSO: 28000 CW 2015-07-18 1509 EA6ZS         599 IB     EA5YU         599 MU
QSO: 28000 CW 2015-07-18 1512 EA6ZS         599 IB     EB7KA         599 AL
QSO: 28000 CW 2015-07-18 1515 EA6ZS         599 IB     EA1XT         599 C
QSO: 28000 CW 2015-07-18 1516 EA6ZS         599 IB     EA7CP         599 AL
QSO: 28000 CW 2015-07-18 1523 EA6ZS         599 IB     EA7MT         599 GR
QSO: 28000 CW 2015-07-18 1524 EA6ZS         599 IB     EA6BB         599 IB
QSO: 28000 CW 2015-07-18 1525 EA6ZS         599 IB     EA7ESF        599 AL
QSO: 28000 CW 2015-07-18 1526 EA6ZS         599 IB     EA5BY         599 A
QSO: 28000 CW 2015-07-18 1528 EA6ZS         599 IB     EA5WU         599 CS
QSO: 28000 CW 2015-07-18 1528 EA6ZS         599 IB     EA1AAA        599 LU
QSO: 28000 CW 2015-07-18 1529 EA6ZS         599 IB     EA5BWR        599 A
QSO: 14000 CW 2015-07-18 1535 EA6ZS         599 IB     EB7KA         599 AL
QSO: 14000 CW 2015-07-18 1535 EA6ZS         599 IB     EA1FBU        599 PO
QSO: 14000 CW 2015-07-18 1537 EA6ZS         599 IB     EA4ALU        599 CC
QSO: 14000 CW 2015-07-18 1539 EA6ZS         599 IB     EA5QX         599 MU
QSO: 14000 CW 2015-07-18 1540 EA6ZS         599 IB     EA5WU         599 CS
QSO: 14000 CW 2015-07-18 1542 EA6ZS         599 IB     EA1WX         599 O
QSO: 14000 CW 2015-07-18 1544 EA6ZS         599 IB     EA2CW         599 BI
QSO: 14000 CW 2015-07-18 1551 EA6ZS         599 IB     EA4URE        599 HQ
QSO: 14000 CW 2015-07-18 1554 EA6ZS         599 IB     EA5YU         599 MU
QSO: 21000 CW 2015-07-18 1601 EA6ZS         599 IB     EB7KA         599 AL
QSO: 21000 CW 2015-07-18 1603 EA6ZS         599 IB     EA5YI         599 V
QSO: 21000 CW 2015-07-18 1604 EA6ZS         599 IB     EA5HT         599 MU
QSO: 21000 CW 2015-07-18 1606 EA6ZS         599 IB     EA7BT         599 AL
QSO: 21000 CW 2015-07-18 1609 EA6ZS         599 IB     EA5GDW        599 A
QSO: 21000 CW 2015-07-18 1610 EA6ZS         599 IB     EA5FV         599 MU
QSO: 21000 CW 2015-07-18 1612 EA6ZS         599 IB     EA5GIE        599 V
QSO: 21000 CW 2015-07-18 1616 EA6ZS         599 IB     EA5WU         599 CS
QSO: 21000 CW 2015-07-18 1616 EA6ZS         599 IB     EA5VN         599 MU
QSO: 21000 CW 2015-07-18 1617 EA6ZS         599 IB     EA1WX         599 O
QSO: 21000 CW 2015-07-18 1617 EA6ZS         599 IB     EA4EQD        599 M
QSO: 21000 CW 2015-07-18 1618 EA6ZS         599 IB     EA5BWR        599 A
QSO: 21000 CW 2015-07-18 1619 EA6ZS         599 IB     EA5FID        599 A
QSO: 21000 CW 2015-07-18 1620 EA6ZS         599 IB     EA5FJD        599 MU
QSO: 21000 CW 2015-07-18 1621 EA6ZS         599 IB     EA1MI         599 SG
QSO: 21000 CW 2015-07-18 1623 EA6ZS         599 IB     EA5FQ         599 V
QSO: 21000 CW 2015-07-18 1649 EA6ZS         599 IB     EA5GX         599 CS
QSO: 21000 CW 2015-07-18 1651 EA6ZS         599 IB     EA4KE         599 M
QSO: 21000 CW 2015-07-18 1654 EA6ZS         599 IB     EA3NO         599 B
QSO: 21000 CW 2015-07-18 1657 EA6ZS         599 IB     EA4URE        599 HQ
QSO: 21000 CW 2015-07-18 1700 EA6ZS         599 IB     EA7KB         599 H
QSO: 21000 CW 2015-07-18 1705 EA6ZS         599 IB     EA3KU         599 T
QSO: 21000 CW 2015-07-18 1706 EA6ZS         599 IB     EA8DP         599 GC
QSO: 21000 CW 2015-07-18 1711 EA6ZS         599 IB     EA1FA         599 O
QSO: 21000 CW 2015-07-18 1724 EA6ZS         599 IB     EA2BNU        599 SS
QSO: 21000 CW 2015-07-18 1724 EA6ZS         599 IB     EA3CUU        599 GI
QSO: 21000 CW 2015-07-18 1725 EA6ZS         599 IB     EA6URA        599 IB
QSO: 21000 CW 2015-07-18 1748 EA6ZS         599 IB     EA1MX         599 S
QSO: 14000 CW 2015-07-18 1752 EA6ZS         599 IB     EA2CNU        599 VI
QSO: 14000 CW 2015-07-18 1755 EA6ZS         599 IB     EA1XT         599 C
QSO:  7000 CW 2015-07-18 1806 EA6ZS         599 IB     EA6URA        599 IB
QSO:  7000 CW 2015-07-18 1817 EA6ZS         599 IB     EA7GV         599 GR
QSO:  7000 CW 2015-07-18 1818 EA6ZS         599 IB     EA7KB         599 H
QSO:  7000 CW 2015-07-18 1822 EA6ZS         599 IB     EA7QD         599 GR
QSO:  7000 CW 2015-07-18 1823 EA6ZS         599 IB     EA1NE         599 P
QSO:  7000 CW 2015-07-18 1940 EA6ZS         599 IB     EA8ZS         599 GC
QSO:  3500 CW 2015-07-18 1945 EA6ZS         599 IB     EA5RJ         599 V
QSO:  3500 CW 2015-07-18 1946 EA6ZS         599 IB     EA4BQ/EA9     599 CE
QSO:  3500 CW 2015-07-18 1947 EA6ZS         599 IB     EA5ZL         599 CS
QSO:  3500 CW 2015-07-18 1950 EA6ZS         599 IB     EA1MX         599 S
QSO:  3500 CW 2015-07-18 1953 EA6ZS         599 IB     EA5DCL/P      599 AL
QSO:  7000 CW 2015-07-18 1956 EA6ZS         599 IB     EC4TA         599 M
QSO:  7000 CW 2015-07-18 1957 EA6ZS         599 IB     EA1CIG        599 S
QSO:  7000 CW 2015-07-18 1958 EA6ZS         599 IB     EA2SS         599 HU
QSO:  7000 CW 2015-07-18 2001 EA6ZS         599 IB     EC7AMY        599 SE
QSO:  7000 CW 2015-07-18 2003 EA6ZS         599 IB     EA3CUU        599 GI
QSO:  7000 CW 2015-07-18 2004 EA6ZS         599 IB     EA1ARW        599 BU
QSO:  7000 CW 2015-07-18 2006 EA6ZS         599 IB     EA2IF         599 NA
QSO:  7000 CW 2015-07-18 2006 EA6ZS         599 IB     EA5XA         599 V
QSO:  7000 CW 2015-07-18 2009 EA6ZS         599 IB     EA1GT/QRP     599 C
QSO:  3500 CW 2015-07-18 2012 EA6ZS         599 IB     EA5YU         599 MU
QSO:  3500 CW 2015-07-18 2012 EA6ZS         599 IB     EA5HT         599 MU
QSO:  3500 CW 2015-07-18 2016 EA6ZS         599 IB     EA3NO         599 B
QSO:  3500 CW 2015-07-18 2018 EA6ZS         599 IB     EA5DD         599 A
QSO:  3500 CW 2015-07-18 2019 EA6ZS         599 IB     EA1FA         599 O
QSO:  3500 CW 2015-07-18 2021 EA6ZS         599 IB     EA5WA         599 V
QSO:  3500 CW 2015-07-18 2022 EA6ZS         599 IB     EA4RE         599 M
QSO:  3500 CW 2015-07-18 2024 EA6ZS         599 IB     EA4PN         599 M
QSO:  3500 CW 2015-07-18 2028 EA6ZS         599 IB     EA1NE         599 P
QSO:  3500 CW 2015-07-18 2031 EA6ZS         599 IB     EA8ZS         599 GC
QSO:  3500 CW 2015-07-18 2033 EA6ZS         599 IB     EA7MT         599 GR
QSO:  3500 CW 2015-07-18 2146 EA6ZS         599 IB     EA2SS         599 HU
QSO:  3500 CW 2015-07-18 2147 EA6ZS         599 IB     EA5WU         599 CS
QSO:  3500 CW 2015-07-18 2148 EA6ZS         599 IB     EA4KE         599 M
QSO:  3500 CW 2015-07-18 2150 EA6ZS         599 IB     EC7ABV        599 CA
QSO:  3500 CW 2015-07-18 2150 EA6ZS         599 IB     EA5YI         599 V
QSO:  3500 CW 2015-07-18 2154 EA6ZS         599 IB     EA5ND         599 V
QSO:  3500 CW 2015-07-18 2155 EA6ZS         599 IB     EA5DP         599 V
QSO:  3500 CW 2015-07-18 2156 EA6ZS         599 IB     EA3KU         599 T
QSO:  3500 CW 2015-07-18 2157 EA6ZS         599 IB     EA5GDW        599 A
QSO:  3500 CW 2015-07-18 2159 EA6ZS         599 IB     EA2KV         599 Z
QSO:  3500 CW 2015-07-18 2200 EA6ZS         599 IB     EB7KA         599 AL
QSO:  3500 CW 2015-07-18 2203 EA6ZS         599 IB     EA2IF         599 NA
QSO:  3500 CW 2015-07-18 2208 EA6ZS         599 IB     EA1CVZ        599 C
QSO:  3500 CW 2015-07-18 2210 EA6ZS         599 IB     EA7AZA        599 CA
QSO:  3500 CW 2015-07-18 2212 EA6ZS         599 IB     EA5KV         599 V
QSO:  3500 CW 2015-07-18 2214 EA6ZS         599 IB     EA3CUU        599 GI
QSO:  3500 CW 2015-07-18 2215 EA6ZS         599 IB     EA3PP         599 B
QSO:  3500 CW 2015-07-18 2216 EA6ZS         599 IB     EA1IH         599 O
QSO:  3500 CW 2015-07-18 2218 EA6ZS         599 IB     EA3AKA        599 T
QSO:  3500 CW 2015-07-18 2221 EA6ZS         599 IB     EA1CIG        599 S
QSO:  7000 CW 2015-07-19 0651 EA6ZS         599 IB     EB1TR         599 O
QSO:  7000 CW 2015-07-19 0652 EA6ZS         599 IB     EA1IH         599 O
QSO:  7000 CW 2015-07-19 0654 EA6ZS         599 IB     EA4TX/P       599 GU
QSO:  7000 CW 2015-07-19 0655 EA6ZS         599 IB     EC5CR         599 V
QSO:  7000 CW 2015-07-19 0656 EA6ZS         599 IB     EA3PP         599 B
QSO:  7000 CW 2015-07-19 0657 EA6ZS         599 IB     EC7ABV        599 CA
QSO:  7000 CW 2015-07-19 0659 EA6ZS         599 IB     EA4ZK         599 M
QSO:  7000 CW 2015-07-19 0700 EA6ZS         599 IB     EA7TG         599 GR
QSO:  7000 CW 2015-07-19 0701 EA6ZS         599 IB     EA4KE         599 M
QSO:  7000 CW 2015-07-19 0702 EA6ZS         599 IB     EA7KD         599 SE
QSO:  7000 CW 2015-07-19 0704 EA6ZS         599 IB     EA5AR         599 CS
QSO:  7000 CW 2015-07-19 0704 EA6ZS         599 IB     EA1FAI        599 BU
QSO:  7000 CW 2015-07-19 0706 EA6ZS         599 IB     EA7AZA        599 CA
QSO:  7000 CW 2015-07-19 0707 EA6ZS         599 IB     EA5KA         599 CS
QSO:  7000 CW 2015-07-19 0708 EA6ZS         599 IB     EA7MT         599 GR
QSO:  7000 CW 2015-07-19 0710 EA6ZS         599 IB     EA5UF         599 V
QSO:  7000 CW 2015-07-19 0714 EA6ZS         599 IB     EA4RE         599 M
QSO:  7000 CW 2015-07-19 0716 EA6ZS         599 IB     EA5AE         599 AB
QSO:  7000 CW 2015-07-19 0717 EA6ZS         599 IB     EA7AYF        599 MA
QSO:  7000 CW 2015-07-19 0719 EA6ZS         599 IB     EA2DK         599 SS
QSO:  7000 CW 2015-07-19 0720 EA6ZS         599 IB     EA5FQ         599 V
QSO:  7000 CW 2015-07-19 0721 EA6ZS         599 IB     EA7BY         599 SE
QSO:  7000 CW 2015-07-19 0722 EA6ZS         599 IB     EA5YI         599 V
QSO:  7000 CW 2015-07-19 0722 EA6ZS         599 IB     EA4GMX        599 CU
QSO:  7000 CW 2015-07-19 0724 EA6ZS         599 IB     EA5GXI        599 CS
QSO:  7000 CW 2015-07-19 0725 EA6ZS         599 IB     EB1RL         599 LU
QSO:  7000 CW 2015-07-19 0726 EA6ZS         599 IB     EA5VN         599 MU
QSO:  7000 CW 2015-07-19 0728 EA6ZS         599 IB     EA3CHA        599 GI
QSO:  7000 CW 2015-07-19 0737 EA6ZS         599 IB     EA2KV         599 Z
QSO:  7000 CW 2015-07-19 0738 EA6ZS         599 IB     EA3NO         599 B
QSO:  7000 CW 2015-07-19 0739 EA6ZS         599 IB     EA1FAQ        599 VA
QSO: 14000 CW 2015-07-19 0748 EA6ZS         599 IB     EA1GT/QRP     599 C
QSO: 14000 CW 2015-07-19 0749 EA6ZS         599 IB     EA8DP         599 GC
QSO: 14000 CW 2015-07-19 0750 EA6ZS         599 IB     EA1IH         599 O
QSO: 14000 CW 2015-07-19 0756 EA6ZS         599 IB     EA2BNU        599 SS
QSO: 14000 CW 2015-07-19 0759 EA6ZS         599 IB     EA4ZK         599 M
QSO: 14000 CW 2015-07-19 0800 EA6ZS         599 IB     EA1TG         599 S
QSO: 14000 CW 2015-07-19 0800 EA6ZS         599 IB     EA1AAA        599 LU
QSO: 14000 CW 2015-07-19 0802 EA6ZS         599 IB     EA7AZA        599 CA
QSO: 14000 CW 2015-07-19 0816 EA6ZS         599 IB     EA1FCH        599 LU
QSO: 14000 CW 2015-07-19 0823 EA6ZS         599 IB     EC7ABV        599 CA
QSO: 14000 CW 2015-07-19 0825 EA6ZS         599 IB     EA3NO         599 B
QSO: 14000 CW 2015-07-19 0827 EA6ZS         599 IB     EA7KB         599 H
QSO: 14000 CW 2015-07-19 0834 EA6ZS         599 IB     EA5DCL/P      599 AL
QSO: 14000 CW 2015-07-19 0836 EA6ZS         599 IB     EA5KV         599 V
QSO: 14000 CW 2015-07-19 0839 EA6ZS         599 IB     EA5SM         599 A
QSO: 14000 CW 2015-07-19 0840 EA6ZS         599 IB     EA4RE         599 M
QSO: 14000 CW 2015-07-19 0844 EA6ZS         599 IB     EA3CUU        599 GI
QSO: 14000 CW 2015-07-19 0847 EA6ZS         599 IB     EA7IA         599 SE
QSO: 14000 CW 2015-07-19 0849 EA6ZS         599 IB     EA5HT         599 MU
QSO: 14000 CW 2015-07-19 0851 EA6ZS         599 IB     EA7QD         599 GR
QSO: 14000 CW 2015-07-19 0852 EA6ZS         599 IB     EA2KV         599 Z
QSO: 14000 CW 2015-07-19 0853 EA6ZS         599 IB     EA5IIK        599 CS
QSO: 14000 CW 2015-07-19 0856 EA6ZS         599 IB     EA2DVR        599 SS
QSO: 14000 CW 2015-07-19 0858 EA6ZS         599 IB     EA2BD         599 NA
QSO: 14000 CW 2015-07-19 0859 EA6ZS         599 IB     EA1SV         599 S
QSO:  7000 CW 2015-07-19 0904 EA6ZS         599 IB     EA3AVQ        599 T
QSO:  7000 CW 2015-07-19 0906 EA6ZS         599 IB     EA5AER        599 A
QSO:  7000 CW 2015-07-19 0907 EA6ZS         599 IB     EA4KG         599 M
QSO:  7000 CW 2015-07-19 0910 EA6ZS         599 IB     EA7BT         599 AL
QSO:  7000 CW 2015-07-19 0914 EA6ZS         599 IB     EA5DNO        599 CS
QSO:  7000 CW 2015-07-19 0916 EA6ZS         599 IB     EA4IF         599 TO
QSO:  7000 CW 2015-07-19 0920 EA6ZS         599 IB     EA5DO         599 V
QSO:  7000 CW 2015-07-19 0943 EA6ZS         599 IB     EA5GIE        599 V
QSO:  7000 CW 2015-07-19 0945 EA6ZS         599 IB     EA2GP         599 TE
QSO:  7000 CW 2015-07-19 0946 EA6ZS         599 IB     EA5BY         599 A
QSO:  7000 CW 2015-07-19 0949 EA6ZS         599 IB     EA5TT         599 V
QSO:  7000 CW 2015-07-19 0951 EA6ZS         599 IB     EA4ATG        599 CU
QSO:  7000 CW 2015-07-19 0954 EA6ZS         599 IB     EA5AER        599 A
QSO: 14000 CW 2015-07-19 0956 EA6ZS         599 IB     EA4IF         599 TO
QSO: 14000 CW 2015-07-19 0957 EA6ZS         599 IB     EA5GX         599 CS
QSO: 14000 CW 2015-07-19 0959 EA6ZS         599 IB     EA4DUT        599 M
QSO: 14000 CW 2015-07-19 0959 EA6ZS         599 IB     EB1RL         599 LU
QSO: 14000 CW 2015-07-19 1001 EA6ZS         599 IB     EA4KE         599 M
QSO: 14000 CW 2015-07-19 1009 EA6ZS         599 IB     EA5WA         599 V
QSO: 14000 CW 2015-07-19 1009 EA6ZS         599 IB     EC2DX         599 NA
QSO: 21000 CW 2015-07-19 1035 EA6ZS         599 IB     EA1GT/QRP     599 C
QSO: 21000 CW 2015-07-19 1036 EA6ZS         599 IB     EA5FX         599 CS
QSO: 21000 CW 2015-07-19 1039 EA6ZS         599 IB     EA1IDY        599 PO
QSO: 21000 CW 2015-07-19 1040 EA6ZS         599 IB     EA8DA         599 GC
QSO: 21000 CW 2015-07-19 1041 EA6ZS         599 IB     EC2DX         599 NA
QSO: 21000 CW 2015-07-19 1042 EA6ZS         599 IB     EA8ZS         599 GC
QSO: 21000 CW 2015-07-19 1045 EA6ZS         599 IB     EA4FJX        599 M
QSO: 21000 CW 2015-07-19 1045 EA6ZS         599 IB     EA2CW         599 BI
QSO: 21000 CW 2015-07-19 1048 EA6ZS         599 IB     EA7MT         599 GR
QSO: 21000 CW 2015-07-19 1049 EA6ZS         599 IB     EA8AVK        599 GC
QSO: 21000 CW 2015-07-19 1049 EA6ZS         599 IB     EC4TA         599 M
QSO: 21000 CW 2015-07-19 1051 EA6ZS         599 IB     EA3BEA/5      599 CS
QSO: 28000 CW 2015-07-19 1054 EA6ZS         599 IB     EA4CRP        599 BA
QSO: 28000 CW 2015-07-19 1054 EA6ZS         599 IB     EA3PP         599 B
QSO: 28000 CW 2015-07-19 1056 EA6ZS         599 IB     EA7QD         599 GR
QSO: 28000 CW 2015-07-19 1057 EA6ZS         599 IB     EA1VT         599 C
QSO: 28000 CW 2015-07-19 1253 EA6ZS         599 IB     EA4CWN        599 TO
QSO: 28000 CW 2015-07-19 1255 EA6ZS         599 IB     EA1MI         599 SG
QSO: 28000 CW 2015-07-19 1257 EA6ZS         599 IB     EA1GT/QRP     599 C
QSO: 28000 CW 2015-07-19 1300 EA6ZS         599 IB     EA1IH         599 O
QSO:  7000 CW 2015-07-19 1305 EA6ZS         599 IB     EA5XY         599 TE
QSO:  7000 CW 2015-07-19 1306 EA6ZS         599 IB     EA5RJ         599 V
QSO:  7000 CW 2015-07-19 1308 EA6ZS         599 IB     EA4EN         599 M
END-OF-LOG: 



