START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WW-RTTY
CALLSIGN: OK1GK
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: OK1GK
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WW-RTTY CQWWRTTY/2012.
QSO: 28000 RY 2012-09-29 1254 OK1GK         599 15 DX AA4V          599 05 SC
QSO: 28136 RY 2012-09-29 1257 OK1GK         599 15 DX OM2KW         599 15 DX
QSO: 28000 RY 2012-09-29 1259 OK1GK         599 15 DX CR3L          599 33 DX
QSO: 28135 RY 2012-09-29 1259 OK1GK         599 15 DX N2ZN          599 05 NY
QSO: 28133 RY 2012-09-29 1302 OK1GK         599 15 DX W2YC          599 05 NJ
QSO: 28131 RY 2012-09-29 1307 OK1GK         599 15 DX VP2V/AA7V     599 8 DX
QSO: 28128 RY 2012-09-29 1310 OK1GK         599 15 DX OE3K          599 15 DX
QSO: 28125 RY 2012-09-29 1316 OK1GK         599 15 DX W9OA/9        599 04 WI
QSO: 28118 RY 2012-09-29 1319 OK1GK         599 15 DX K2ONP         599 05 NY
QSO: 28119 RY 2012-09-29 1319 OK1GK         599 15 DX VP9I          599 5 DX
QSO: 28117 RY 2012-09-29 1322 OK1GK         599 15 DX KE8M          599 04 OH
QSO: 28115 RY 2012-09-29 1327 OK1GK         599 15 DX AA3B          599 5 PA
QSO: 28114 RY 2012-09-29 1328 OK1GK         599 15 DX VU2NKS        599 22 DX
QSO: 28062 RY 2012-09-29 1724 OK1GK         599 15 DX KA4RRU        599 05 VA
QSO: 28065 RY 2012-09-29 1726 OK1GK         599 15 DX W3YY          599 05 VA
QSO: 28064 RY 2012-09-29 1727 OK1GK         599 15 DX N2ED          599 05 NJ
QSO: 28068 RY 2012-09-29 1727 OK1GK         599 15 DX XE2AU         599 6 XE
QSO: 28069 RY 2012-09-29 1730 OK1GK         599 15 DX N2PA          599 05 NY
QSO: 28071 RY 2012-09-29 1748 OK1GK         599 15 DX J35X          599 08 DX
QSO: 28072 RY 2012-09-29 1759 OK1GK         599 15 DX LU8EOT        599 13 DX
QSO: 28000 RY 2012-09-29 1801 OK1GK         599 15 DX XE2FGC        599 6 DX
QSO: 28076 RY 2012-09-29 1804 OK1GK         599 15 DX EF8M          599 33 DX
QSO: 28076 RY 2012-09-29 1804 OK1GK         599 15 DX K4GMH         599 05 VA
QSO: 28076 RY 2012-09-29 1805 OK1GK         599 15 DX OL3Z          599 15 DX
QSO: 28078 RY 2012-09-29 1807 OK1GK         599 15 DX NR4M          599 05 VA
QSO: 28000 RY 2012-09-29 1818 OK1GK         599 15 DX LS1D          599 13 DX
QSO: 28080 RY 2012-09-29 1819 OK1GK         599 15 DX PJ2/VE7SZ     599 09 DX
QSO: 28080 RY 2012-09-29 1821 OK1GK         599 15 DX ZV2C          599 11 DX
QSO: 28082 RY 2012-09-29 1821 OK1GK         599 15 DX K3WI          599 05 VA
QSO: 28082 RY 2012-09-29 1825 OK1GK         599 15 DX W1PL          599 05 MA
QSO: 28086 RY 2012-09-29 1826 OK1GK         599 15 DX W3KB          599 5 PA
QSO: 28113 RY 2012-09-29 1837 OK1GK         599 15 DX HQ2N          599 07 DX
QSO: 28088 RY 2012-09-29 1838 OK1GK         599 15 DX K0IR          599 04 MN
QSO: 28094 RY 2012-09-29 1844 OK1GK         599 15 DX NO2T          599 05 NJ
QSO: 28097 RY 2012-09-29 1846 OK1GK         599 15 DX K1FWE         599 05 NH
QSO: 28103 RY 2012-09-29 1848 OK1GK         599 15 DX P49X          599 9 DX
QSO: 28107 RY 2012-09-29 1851 OK1GK         599 15 DX W1DX          599 05 CT
QSO: 28111 RY 2012-09-29 1854 OK1GK         599 15 DX KI4UDF        599 05 VA
QSO: 28117 RY 2012-09-29 1856 OK1GK         599 15 DX K1SFA         599 05 MA
QSO: 28066 RY 2012-09-29 1900 OK1GK         599 15 DX W9IU          599 04 IN
QSO: 28079 RY 2012-09-29 1901 OK1GK         599 15 DX K7ULS         599 03 UT
QSO: 28075 RY 2012-09-29 1905 OK1GK         599 15 DX N2WK          599 5 NY
QSO: 28075 RY 2012-09-29 1909 OK1GK         599 15 DX VE2AXO        599 5 QC
QSO: 28093 RY 2012-09-29 1913 OK1GK         599 15 DX K6ND          599 5 MA
QSO: 28114 RY 2012-09-29 1935 OK1GK         599 15 DX K4FJ          599 5 VA
QSO: 28080 RY 2012-09-30 0828 OK1GK         599 15 DX JH4UYB        599 25 DX
QSO: 28077 RY 2012-09-30 0829 OK1GK         599 15 DX UA9BS         599 17 DX
QSO: 28079 RY 2012-09-30 0830 OK1GK         599 15 DX UA0AGI        599 18 DX
QSO: 28085 RY 2012-09-30 0836 OK1GK         599 15 DX BV2A/4        599 24 DX
QSO: 28089 RY 2012-09-30 0837 OK1GK         599 15 DX R0FA          599 19 DX
QSO: 28114 RY 2012-09-30 0846 OK1GK         599 15 DX JP1QDH        599 25 DX
QSO: 28114 RY 2012-09-30 0851 OK1GK         599 15 DX JA1TMG        599 25 DX
QSO: 28114 RY 2012-09-30 0851 OK1GK         599 15 DX JH6WHN        599 25 DX
QSO: 28114 RY 2012-09-30 0852 OK1GK         599 15 DX 7K4QOK        599 25 DX
QSO: 28000 RY 2012-09-30 0853 OK1GK         599 15 DX JJ1NYH        599 25 DX
QSO: 28112 RY 2012-09-30 0853 OK1GK         599 15 DX EA9CD/QRP     599 33 DX
QSO: 28114 RY 2012-09-30 0853 OK1GK         599 15 DX JQ1BVI        599 25 DX
QSO: 28113 RY 2012-09-30 0854 OK1GK         599 15 DX YO9BXC        599 20 DX
QSO: 28080 RY 2012-09-30 1030 OK1GK         599 15 DX EE8O          599 33 DX
QSO: 28148 RY 2012-09-30 1031 OK1GK         599 15 DX 9M2CNC        599 28 DX
QSO: 28145 RY 2012-09-30 1033 OK1GK         599 15 DX PX2V          599 11 DX
QSO: 28142 RY 2012-09-30 1035 OK1GK         599 15 DX CR2X          599 14 DX
QSO: 28000 RY 2012-09-30 1038 OK1GK         599 15 DX RC9F          599 17 DX
QSO: 28129 RY 2012-09-30 1038 OK1GK         599 15 DX EA8MT         599 33 DX
QSO: 28000 RY 2012-09-30 1041 OK1GK         599 15 DX E21EIC        599 26 DX
QSO: 28127 RY 2012-09-30 1042 OK1GK         599 15 DX VU2LBW        599 22 DX
QSO: 28119 RY 2012-09-30 1046 OK1GK         599 15 DX PY2NY         599 11 DX
QSO: 28000 RY 2012-09-30 1047 OK1GK         599 15 DX RA0WHE        599 18 DX
QSO: 28115 RY 2012-09-30 1047 OK1GK         599 15 DX R9DX          599 17 DX
QSO: 28106 RY 2012-09-30 1056 OK1GK         599 15 DX R9SA          599 16 DX
QSO: 28095 RY 2012-09-30 1101 OK1GK         599 15 DX RU9AZ         599 17 DX
QSO: 28000 RY 2012-09-30 1103 OK1GK         599 15 DX EC8CQ         599 33 DX
QSO: 28090 RY 2012-09-30 1106 OK1GK         599 15 DX J42T          599 20 DX
QSO: 28084 RY 2012-09-30 1110 OK1GK         599 15 DX K5EK          599 05 NC
QSO: 28083 RY 2012-09-30 1113 OK1GK         599 15 DX RA9JB         599 17 DX
QSO: 28083 RY 2012-09-30 1119 OK1GK         599 15 DX SA7AOI        599 14 DX
QSO: 28073 RY 2012-09-30 1201 OK1GK         599 15 DX OM100IG       599 15 DX
QSO: 28081 RY 2012-09-30 1207 OK1GK         599 15 DX CW90A         599 13 DX
QSO: 28084 RY 2012-09-30 1209 OK1GK         599 15 DX OH2BBT        599 15 DX
QSO: 28000 RY 2012-09-30 1210 OK1GK         599 15 DX YT2U          599 15 DX
QSO: 28084 RY 2012-09-30 1211 OK1GK         599 15 DX I0ZUT         599 15 DX
QSO: 28080 RY 2012-09-30 1212 OK1GK         599 15 DX OK1XC         599 15 DX
QSO: 28000 RY 2012-09-30 1215 OK1GK         599 15 DX XQ7UP         599 12 DX
QSO: 28113 RY 2012-09-30 1215 OK1GK         599 15 DX FG5LA         599 08 DX
QSO: 28084 RY 2012-09-30 1220 OK1GK         599 15 DX W4DXX         599 05 GA
QSO: 28085 RY 2012-09-30 1221 OK1GK         599 15 DX NE3H          599 05 PA
QSO: 28085 RY 2012-09-30 1222 OK1GK         599 15 DX LW9ETQ        599 13 DX
QSO: 28089 RY 2012-09-30 1229 OK1GK         599 15 DX K4UTE         599 5 FL
QSO: 28088 RY 2012-09-30 1236 OK1GK         599 15 DX PY2NZ         599 11 DX
QSO: 28067 RY 2012-09-30 1431 OK1GK         599 15 DX VE2SG         599 05 QC
QSO: 28000 RY 2012-09-30 1432 OK1GK         599 15 DX LU4FM         599 13 DX
QSO: 28071 RY 2012-09-30 1433 OK1GK         599 15 DX NR1X          599 05 CT
QSO: 28073 RY 2012-09-30 1434 OK1GK         599 15 DX VE2FK         599 05 QC
QSO: 28076 RY 2012-09-30 1435 OK1GK         599 15 DX AC8Y          599 05 VA
QSO: 28074 RY 2012-09-30 1436 OK1GK         599 15 DX K4TD          599 04 AL
QSO: 28083 RY 2012-09-30 1443 OK1GK         599 15 DX CT3DZ         599 33 DX
QSO: 28155 RY 2012-09-30 1445 OK1GK         599 15 DX AK4QU         599 04 TN
QSO: 28155 RY 2012-09-30 1447 OK1GK         599 15 DX SP1DMD        599 15 DX
QSO: 28157 RY 2012-09-30 1447 OK1GK         599 15 DX VE5RI         599 04 SK
QSO: 28155 RY 2012-09-30 1449 OK1GK         599 15 DX VE3GTC        599 04 ON
QSO: 28156 RY 2012-09-30 1449 OK1GK         599 15 DX N2WN          599 04 TN
QSO: 28156 RY 2012-09-30 1450 OK1GK         599 15 DX N4LR          599 05 GA
QSO: 28158 RY 2012-09-30 1451 OK1GK         599 15 DX NX0I          599 04 MO
QSO: 28156 RY 2012-09-30 1454 OK1GK         599 15 DX NJ3I          599 05 PA
QSO: 28155 RY 2012-09-30 1455 OK1GK         599 15 DX VA3MJR        599 04 ON
QSO: 28160 RY 2012-09-30 1455 OK1GK         599 15 DX PU2VGS        599 11 DX
QSO: 28000 RY 2012-09-30 1456 OK1GK         599 15 DX PY4ZO         599 11 DX
QSO: 28155 RY 2012-09-30 1500 OK1GK         599 15 DX DL5KUR        599 14 DX
END-OF-LOG:
