START-OF-LOG: 3.0
CONTEST: ARRL-DIGI
CALLSIGN: PU3VON
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-POWER: LOW
CATEGORY-BAND: 10M
CATEGORY-MODE: DIGI
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
CATEGORY-TIME: 8-HOURS
OPERATORS: 
CLUB: RdioFarol DX Group
CREATED-BY: MSHV VERSION 2.71 64-BIT
HQ-CATEGORY: Single Operator, One Radio (SO1R), Low Power, 8 Hours
HQ-GRID-LOCATOR: GF49JW
QSO: 28090 DG 2023-06-03 2140 PU3VON GF49 NF3R FN20 0
QSO: 28090 DG 2023-06-03 2147 PU3VON GF49 7L4IOU PM95 0
QSO: 28090 DG 2023-06-03 2149 PU3VON GF49 KC1PCX FN42 0
QSO: 28090 DG 2023-06-03 2154 PU3VON GF49 WT3K FM19 0
QSO: 28090 DG 2023-06-03 2159 PU3VON GF49 WB8BZK EN52 0
QSO: 28090 DG 2023-06-03 2203 PU3VON GF49 K1BZ FN54 0
QSO: 28090 DG 2023-06-03 2206 PU3VON GF49 JR3RIU PM74 0
QSO: 28090 DG 2023-06-03 2212 PU3VON GF49 K3NO FM19 0
QSO: 28090 DG 2023-06-03 2218 PU3VON GF49 JF1LMB PM95 0
QSO: 28090 DG 2023-06-03 2220 PU3VON GF49 JM1XCW PM95 0
QSO: 28090 DG 2023-06-03 2239 PU3VON GF49 PT8DX FI60 0
QSO: 28090 DG 2023-06-03 2243 PU3VON GF49 KF0AIT EN14 0
QSO: 28090 DG 2023-06-03 2257 PU3VON GF49 6Y5PW FK08 0
QSO: 28090 DG 2023-06-03 2305 PU3VON GF49 WA7BNM DM04 0
QSO: 28090 DG 2023-06-03 2318 PU3VON GF49 KE8M EN81 0
QSO: 28090 DG 2023-06-03 2320 PU3VON GF49 PY3LX GG40 0
QSO: 28090 DG 2023-06-03 2329 PU3VON GF49 N5JGE EM21 0
QSO: 28090 DG 2023-06-04 1133 PU3VON GF49 PD2PKM JO21 0
QSO: 28090 DG 2023-06-04 1136 PU3VON GF49 PA6T JO21 0
QSO: 28090 DG 2023-06-04 1138 PU3VON GF49 RG4A LO20 0
QSO: 28090 DG 2023-06-04 1151 PU3VON GF49 F4DXX IN97 0
QSO: 28080 DG 2023-06-04 1154 PU3VON GF49 CX2AQ GF25 0
QSO: 28080 DG 2023-06-04 1156 PU3VON GF49 PY8WW GI58 0
QSO: 28090 DG 2023-06-04 1201 PU3VON GF49 PY1KB GG87 0
QSO: 28090 DG 2023-06-04 1202 PU3VON GF49 KN4FLO EM85 0
QSO: 28090 DG 2023-06-04 1206 PU3VON GF49 LY1R KO14 0
QSO: 28090 DG 2023-06-04 1211 PU3VON GF49 RU5X KO84 0
QSO: 28090 DG 2023-06-04 1215 PU3VON GF49 KC3NDU FN21 0
QSO: 28090 DG 2023-06-04 1223 PU3VON GF49 GI7NKK IO74 0
QSO: 28080 DG 2023-06-04 1229 PU3VON GF49 WA2BOT FN32 0
QSO: 28080 DG 2023-06-04 1232 PU3VON GF49 N1MGO FN42 0
QSO: 28080 DG 2023-06-04 1241 PU3VON GF49 PY3TR GF49 0
QSO: 28090 DG 2023-06-04 1247 PU3VON GF49 9A4AA JN75 0
QSO: 28090 DG 2023-06-04 1248 PU3VON GF49 KB4KBS EM74 0
QSO: 28090 DG 2023-06-04 1249 PU3VON GF49 S56A JN76 0
QSO: 28090 DG 2023-06-04 1251 PU3VON GF49 AC3EK FM19 0
QSO: 28090 DG 2023-06-04 1252 PU3VON GF49 9A6KFA JN85 0
QSO: 28090 DG 2023-06-04 1259 PU3VON GF49 PY3TR GF49 0
