START-OF-LOG: 3.0
CONTEST: ARRL-DIGI
CALLSIGN: NH6O
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-POWER: QRP
CATEGORY-BAND: ALL
CATEGORY-MODE: DIGI
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
CATEGORY-TIME: 8-HOURS
OPERATORS: NH6O
CREATED-BY: N1MM LOGGER+ 1.0.9885.0
HQ-CATEGORY: Single Operator, One Radio (SO1R), QRP, 8 Hours
HQ-GRID-LOCATOR: BL11BG
X-QSO: 21092 DG 2023-06-03 2339 NH6O          BL11       KW6S          CM96
X-QSO: 14092 DG 2023-06-03 2344 NH6O          BL11       W6MRR         CM87
X-QSO: 28091 DG 2023-06-03 2356 NH6O          BL11       JR3RIU        PM74
X-QSO: 28091 DG 2023-06-03 2359 NH6O          BL11       K6XX          CM87
QSO: 28091 DG 2023-06-04 0003 NH6O BL11 PY4TC GG78
QSO: 21083 DG 2023-06-04 0011 NH6O BL11 JF1RYU PM96
QSO: 21093 DG 2023-06-04 0033 NH6O BL11 T31TT AI47
QSO: 21093 DG 2023-06-04 0035 NH6O BL11 YB2MM OI43
QSO: 21093 DG 2023-06-04 0039 NH6O BL11 JR1NHD PM95
QSO: 21093 DG 2023-06-04 0047 NH6O BL11 WA7BNM DM04
QSO: 21093 DG 2023-06-04 0049 NH6O BL11 JM1XCW PM95
QSO: 21093 DG 2023-06-04 0056 NH6O BL11 N6WS CM95
QSO: 21091 DG 2023-06-04 0105 NH6O BL11 JA7FTR QM08
QSO: 21091 DG 2023-06-04 0109 NH6O BL11 JM1NKT PM96
QSO: 21093 DG 2023-06-04 0111 NH6O BL11 JF4VEV PM64
QSO: 28075 DG 2023-06-04 0120 NH6O BL11 KT0ADS BL11
QSO: 28076 DG 2023-06-04 0124 NH6O BL11 T31TT AI47
QSO: 28077 DG 2023-06-04 0128 NH6O BL11 YB2MBY OI43
QSO: 28077 DG 2023-06-04 0130 NH6O BL11 KI5NYZ DM82
QSO: 28077 DG 2023-06-04 0133 NH6O BL11 KI5NYZ DM82
QSO: 28091 DG 2023-06-04 0137 NH6O BL11 JR3RIY PM74
QSO: 21093 DG 2023-06-04 0143 NH6O BL11 ZL3IO RF80
QSO: 21093 DG 2023-06-04 0144 NH6O BL11 AE5FM EM13
QSO: 21093 DG 2023-06-04 0149 NH6O BL11 N8OO EM31
QSO: 21081 DG 2023-06-04 0152 NH6O BL11 W3US EL98
QSO: 28077 DG 2023-06-04 0205 NH6O BL11 WH6CLZ BL11
QSO: 28077 DG 2023-06-04 0210 NH6O BL11 KE8RNQ EM79
QSO: 28077 DG 2023-06-04 0214 NH6O BL11 AE5LQ EL29
QSO: 28077 DG 2023-06-04 0216 NH6O BL11 W8RLS EN82
QSO: 21092 DG 2023-06-04 0233 NH6O BL11 WQ5L EM50
QSO: 21093 DG 2023-06-04 0240 NH6O BL11 BY1RX OM89
QSO: 21093 DG 2023-06-04 0241 NH6O BL11 KB7QFE DN13
QSO: 21093 DG 2023-06-04 0243 NH6O BL11 JA9LX PM86
QSO: 21093 DG 2023-06-04 0245 NH6O BL11 K7HKR DM34
