START-OF-LOG: 3.0
CONTEST: ARRL-DIGI
CALLSIGN: K8LU
LOCATION: OH
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-POWER: LOW
CATEGORY-BAND: ALL
CATEGORY-MODE: DIGI
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
CATEGORY-TIME: 8-HOURS
OPERATORS: K8LU
CREATED-BY: N3FJP'S ARRL INTERNATIONAL DIGITAL CONTEST LOG 1.0.2
HQ-CATEGORY: Single Operator, One Radio (SO1R), Low Power, 8 Hours
HQ-GRID-LOCATOR: EN80QA
QSO: 14082 DG 2023-06-03 1942 K8LU EN80 N4SVC EM80 0
QSO: 14081 DG 2023-06-03 1944 K8LU EN80 KC2WUF FN20 0
QSO: 14081 DG 2023-06-03 1946 K8LU EN80 KC2FEB FN30 0
QSO: 14081 DG 2023-06-03 1947 K8LU EN80 AA1NK FN42 0
QSO: 14081 DG 2023-06-03 1949 K8LU EN80 WY6K EM12 0
QSO: 14081 DG 2023-06-03 1949 K8LU EN80 KQ6G EL98 0
QSO: 14081 DG 2023-06-03 1950 K8LU EN80 VA3RKM FN25 0
QSO: 21141 DG 2023-06-03 1953 K8LU EN80 KG5RJ EM12 0
QSO: 21141 DG 2023-06-03 1956 K8LU EN80 F5MXH JN07 0
QSO: 21141 DG 2023-06-03 1958 K8LU EN80 GW1IOT IO81 0
QSO: 21141 DG 2023-06-03 1959 K8LU EN80 AC5O EL49 0
QSO: 21141 DG 2023-06-03 2000 K8LU EN80 KA2R FN31 0
QSO: 21141 DG 2023-06-03 2003 K8LU EN80 PP5TG GG53 0
QSO: 21141 DG 2023-06-03 2005 K8LU EN80 MR5W IO80 0
QSO: 21141 DG 2023-06-03 2006 K8LU EN80 PA3BUD JO21 0
QSO: 21141 DG 2023-06-03 2007 K8LU EN80 KP2B FK77 0
QSO: 14091 DG 2023-06-03 2026 K8LU EN80 UB7K KN85 0
QSO: 14091 DG 2023-06-03 2029 K8LU EN80 KA0KVW DM78 0
QSO: 14091 DG 2023-06-03 2031 K8LU EN80 9A6KFA JN85 0
QSO: 14083 DG 2023-06-03 2247 K8LU EN80 WB5TUF EL29 0
QSO: 14083 DG 2023-06-03 2248 K8LU EN80 KC2QJB FN20 0
QSO: 14083 DG 2023-06-03 2249 K8LU EN80 WD4GBW FM17 0
QSO: 14083 DG 2023-06-03 2250 K8LU EN80 AB4YI EL87 0
QSO: 14083 DG 2023-06-03 2251 K8LU EN80 N7EZQ DN14 0
QSO: 14083 DG 2023-06-03 2252 K8LU EN80 DR1X JO41 0
QSO: 14083 DG 2023-06-03 2254 K8LU EN80 KF7PBM DN08 0
QSO: 14083 DG 2023-06-03 2256 K8LU EN80 K6BS DM13 0
QSO: 14083 DG 2023-06-03 2258 K8LU EN80 KC2GOW FN20 0
QSO: 14083 DG 2023-06-03 2300 K8LU EN80 NF3R FN20 0
QSO: 14083 DG 2023-06-03 2303 K8LU EN80 KD5YS EM31 0
QSO: 14083 DG 2023-06-03 2311 K8LU EN80 PA4O JO33 0
QSO: 14083 DG 2023-06-03 2312 K8LU EN80 N2NQ FM17 0
