START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: EUHFC
CALLSIGN: IZ2AVK
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: IZ2AVK
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for EUHFC EUHFC/2013.
QSO: 14000 CW 2013-08-03 1206 IZ2AVK        599 96 OM4J          599 67
QSO: 14011 CW 2013-08-03 1208 IZ2AVK        599 66 UW5U          599 74
QSO: 14012 CW 2013-08-03 1209 IZ2AVK        599 96 RK4FF         599 80
QSO: 14012 CW 2013-08-03 1210 IZ2AVK        599 96 UU9JK         599 93
QSO: 14013 CW 2013-08-03 1211 IZ2AVK        599 96 UT1IM         599 76
QSO: 14014 CW 2013-08-03 1212 IZ2AVK        599 96 LZ9W          599 89
QSO: 14015 CW 2013-08-03 1213 IZ2AVK        599 96 UV5U          599 72
QSO: 14000 CW 2013-08-03 1215 IZ2AVK        599 96 YT2ISM        599 88
QSO: 14017 CW 2013-08-03 1215 IZ2AVK        599 96 UR7GO         599 72
QSO: 14017 CW 2013-08-03 1217 IZ2AVK        599 96 UA3QGT        599 74
QSO: 14000 CW 2013-08-03 1218 IZ2AVK        599 96 RM3Z          599 73
QSO: 14019 CW 2013-08-03 1219 IZ2AVK        599 96 SK2T          599 80
QSO: 14019 CW 2013-08-03 1221 IZ2AVK        599 96 UY2IG         599 82
QSO: 14020 CW 2013-08-03 1221 IZ2AVK        599 96 G4IIY         599 79
QSO: 14025 CW 2013-08-03 1226 IZ2AVK        599 96 RA7A          599 72
QSO: 14026 CW 2013-08-03 1229 IZ2AVK        599 96 G4MKP         599 80
QSO: 14030 CW 2013-08-03 1231 IZ2AVK        599 96 UF4M          599 84
QSO: 14032 CW 2013-08-03 1233 IZ2AVK        599 96 SQ9IDE        599 99
QSO: 14032 CW 2013-08-03 1234 IZ2AVK        599 96 SP4JCP        599 75
QSO: 14037 CW 2013-08-03 1237 IZ2AVK        599 96 OT1A          599 95
QSO: 14037 CW 2013-08-03 1239 IZ2AVK        599 96 SV1JG         599 77
QSO: 14038 CW 2013-08-03 1242 IZ2AVK        599 96 R4WDX         599 11
QSO: 14041 CW 2013-08-03 1243 IZ2AVK        599 96 RA3MD         599 81
QSO: 14000 CW 2013-08-03 1247 IZ2AVK        599 96 LZ1DQ         599 64
QSO: 14047 CW 2013-08-03 1251 IZ2AVK        599 96 YO4DW         599 83
QSO: 14047 CW 2013-08-03 1252 IZ2AVK        599 96 LZ1QZ         599 78
QSO: 14048 CW 2013-08-03 1253 IZ2AVK        599 96 US2IZ         599 73
QSO: 14050 CW 2013-08-03 1256 IZ2AVK        599 96 EU1U          599 87
QSO: 14020 CW 2013-08-03 1257 IZ2AVK        599 96 EW6GF         599 89
QSO: 14055 CW 2013-08-03 1257 IZ2AVK        599 96 US5EEK        599 89
QSO: 14056 CW 2013-08-03 1259 IZ2AVK        599 96 RZ6MX         599 84
QSO: 14000 CW 2013-08-03 1301 IZ2AVK        599 96 EU1UA         599 06
QSO: 14010 CW 2013-08-03 1304 IZ2AVK        599 96 EA3KU         599 79
QSO: 14011 CW 2013-08-03 1305 IZ2AVK        599 96 UU5J          599 91
QSO: 14011 CW 2013-08-03 1308 IZ2AVK        599 96 UW1M          599 72
QSO: 14013 CW 2013-08-03 1309 IZ2AVK        599 96 YU2A          599 64
QSO: 14013 CW 2013-08-03 1310 IZ2AVK        599 96 LY2J          599 84
QSO: 14014 CW 2013-08-03 1311 IZ2AVK        599 96 SP5KP         599 69
QSO: 14016 CW 2013-08-03 1313 IZ2AVK        599 96 LA5O          599 94
QSO: 14020 CW 2013-08-03 1317 IZ2AVK        599 96 LY2F          599 72
QSO: 14019 CW 2013-08-03 1320 IZ2AVK        599 96 LY2MM         599 70
QSO: 14021 CW 2013-08-03 1323 IZ2AVK        599 96 LZ9R          599 90
QSO: 14000 CW 2013-08-03 1325 IZ2AVK        599 96 UR7QC         599 72
QSO: 14027 CW 2013-08-03 1329 IZ2AVK        599 96 UA4L          599 77
QSO: 14029 CW 2013-08-03 1330 IZ2AVK        599 96 EU6AF         599 82
QSO: 14034 CW 2013-08-03 1334 IZ2AVK        599 96 LY2SA         599 68
QSO: 14034 CW 2013-08-03 1336 IZ2AVK        599 96 R9XT          599 70
QSO: 14035 CW 2013-08-03 1337 IZ2AVK        599 96 PA2PCH        599 05
QSO: 14039 CW 2013-08-03 1340 IZ2AVK        599 96 LZ2XA         599 88
QSO: 14041 CW 2013-08-03 1341 IZ2AVK        599 96 UY0CA         599 80
QSO: 14043 CW 2013-08-03 1342 IZ2AVK        599 96 YU1KX         599 76
QSO: 14000 CW 2013-08-03 1343 IZ2AVK        599 96 UW2ZM         599 88
QSO: 14000 CW 2013-08-03 1346 IZ2AVK        599 96 LZ1RF         599 75
QSO: 14048 CW 2013-08-03 1346 IZ2AVK        599 96 UY6IM         599 89
QSO: 14050 CW 2013-08-03 1350 IZ2AVK        599 96 UT3N          599 65
QSO: 14055 CW 2013-08-03 1352 IZ2AVK        599 96 RA6IGE        599 89
QSO: 14059 CW 2013-08-03 1356 IZ2AVK        599 96 OH8WW         599 88
QSO: 14000 CW 2013-08-03 1358 IZ2AVK        599 96 YU1HFG        599 66
QSO: 14000 CW 2013-08-03 1721 IZ2AVK        599 96 YR6M          599 75
QSO: 14002 CW 2013-08-03 1722 IZ2AVK        599 96 OH1HS         599 73
QSO: 14007 CW 2013-08-03 1724 IZ2AVK        599 96 EW8DJ         599 80
QSO: 14008 CW 2013-08-03 1724 IZ2AVK        599 96 EW8DX         599 65
QSO: 14010 CW 2013-08-03 1726 IZ2AVK        599 96 RG3K          599 80
QSO: 14000 CW 2013-08-03 1733 IZ2AVK        599 96 Z320R         599 82
QSO: 14013 CW 2013-08-03 1734 IZ2AVK        599 96 LY3BN         599 84
QSO: 14000 CW 2013-08-03 1736 IZ2AVK        599 96 IT9CHU        599 85
QSO: 14000 CW 2013-08-03 1744 IZ2AVK        599 96 YO4KCC        599 48
QSO: 14000 CW 2013-08-03 1744 IZ2AVK        599 96 YP8T          599 84
QSO: 14000 CW 2013-08-03 1745 IZ2AVK        599 96 UX0KR         599 84
QSO: 14031 CW 2013-08-03 1750 IZ2AVK        599 96 RZ3BW         599 82
QSO: 14000 CW 2013-08-03 1751 IZ2AVK        599 96 RA4HBS        599 79
QSO: 14000 CW 2013-08-03 1753 IZ2AVK        599 96 LY2NK         599 59
QSO: 14033 CW 2013-08-03 1753 IZ2AVK        599 96 R3KM          599 84
QSO: 14037 CW 2013-08-03 1755 IZ2AVK        599 96 EW5W          599 82
QSO: 14038 CW 2013-08-03 1756 IZ2AVK        599 96 UX1IL         599 79
QSO: 14040 CW 2013-08-03 1757 IZ2AVK        599 96 RV3ZN         599 81
QSO: 14042 CW 2013-08-03 1758 IZ2AVK        599 96 LA8W          599 82
QSO: 14044 CW 2013-08-03 1759 IZ2AVK        599 96 DL6KVA        599 84
QSO: 14045 CW 2013-08-03 1801 IZ2AVK        599 96 ES5RR         599 82
QSO: 14032 CW 2013-08-03 1803 IZ2AVK        599 96 IZ2GRG        599 94
QSO: 14049 CW 2013-08-03 1804 IZ2AVK        599 96 UR8IW         599 80
QSO: 14053 CW 2013-08-03 1807 IZ2AVK        599 96 IS0XDA        599 88
QSO: 14056 CW 2013-08-03 1812 IZ2AVK        599 96 YU1KT         599 70
QSO: 14000 CW 2013-08-03 1814 IZ2AVK        599 96 LY2DX         599 83
QSO: 14057 CW 2013-08-03 1814 IZ2AVK        599 96 OG6N          599 85
QSO: 14058 CW 2013-08-03 1815 IZ2AVK        599 96 YO5PBF        599 97
QSO: 14060 CW 2013-08-03 1817 IZ2AVK        599 96 CT1AOZ        599 61
QSO: 14060 CW 2013-08-03 1821 IZ2AVK        599 96 RX3AEX        599 88
QSO: 14061 CW 2013-08-03 1821 IZ2AVK        599 96 UA1ANA        599 70
QSO: 14003 CW 2013-08-03 1828 IZ2AVK        599 96 PI4DX         599 08
QSO: 14008 CW 2013-08-03 1830 IZ2AVK        599 96 EU1A          599 95
QSO: 14010 CW 2013-08-03 1832 IZ2AVK        599 96 RW1A          599 84
QSO: 14012 CW 2013-08-03 1833 IZ2AVK        599 96 RL3A          599 01
QSO: 14013 CW 2013-08-03 1834 IZ2AVK        599 96 YQ6A          599 74
QSO: 14013 CW 2013-08-03 1835 IZ2AVK        599 96 RT9X          599 75
QSO: 14019 CW 2013-08-03 1842 IZ2AVK        599 96 SM6E          599 71
QSO: 14000 CW 2013-08-03 1845 IZ2AVK        599 96 UA2FL         599 64
QSO: 14021 CW 2013-08-03 1848 IZ2AVK        599 96 LY2H          599 80
QSO: 14021 CW 2013-08-03 1848 IZ2AVK        599 96 LY5T          599 89
QSO: 14028 CW 2013-08-03 1854 IZ2AVK        599 96 SP4GL         599 89
QSO: 14031 CW 2013-08-03 1859 IZ2AVK        599 96 RT4F          599 86
QSO: 14000 CW 2013-08-03 1901 IZ2AVK        599 96 LY4T          599 77
QSO: 14010 CW 2013-08-03 1907 IZ2AVK        599 96 YO6FGZ        599 87
QSO: 14045 CW 2013-08-03 1907 IZ2AVK        599 96 YO9HP         599 76
END-OF-LOG:
