START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: EUHFC
CALLSIGN: RN6MA
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: RN6MA
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for EUHFC EUHFC/2013.
QSO: 14000 CW 2013-08-03 1648 RN6MA         599 86 OK1GS         599 57
QSO: 14000 CW 2013-08-03 1705 RN6MA         599 XX GD4EIP        599 62
QSO: 14029 CW 2013-08-03 1706 RN6MA         599 86 RA3NC         599 73
QSO: 14000 CW 2013-08-03 1707 RN6MA         599 86 RV9FT         599 83
QSO: 14030 CW 2013-08-03 1707 RN6MA         599 86 EW8DJ         599 80
QSO: 14030 CW 2013-08-03 1707 RN6MA         599 86 SM5CKV        599 60
QSO: 14030 CW 2013-08-03 1708 RN6MA         599 86 LY9A          599 75
QSO: 14030 CW 2013-08-03 1708 RN6MA         599 86 SN7O          599 75
QSO: 14030 CW 2013-08-03 1709 RN6MA         599 86 UF4M          599 84
QSO: 14030 CW 2013-08-03 1710 RN6MA         599 86 DJ9SN         599 68
QSO: 14030 CW 2013-08-03 1710 RN6MA         599 86 UT5C          599 72
QSO: 14030 CW 2013-08-03 1710 RN6MA         599 86 UX4U          599 09
QSO: 14000 CW 2013-08-03 1711 RN6MA         599 86 RV6LCI        599 90
QSO: 14008 CW 2013-08-03 1711 RN6MA         599 86 EA5FQ         599 92
QSO: 14000 CW 2013-08-03 1712 RN6MA         599 86 HA3PT         599 73
QSO: 14029 CW 2013-08-03 1712 RN6MA         599 86 LY3B          599 83
QSO: 14030 CW 2013-08-03 1713 RN6MA         599 86 YL7X          599 82
QSO: 14029 CW 2013-08-03 1714 RN6MA         599 86 M0CFW         599 83
QSO: 14030 CW 2013-08-03 1714 RN6MA         599 86 SN7F          599 80
QSO: 14030 CW 2013-08-03 1714 RN6MA         599 86 YL2QN         599 85
QSO: 14000 CW 2013-08-03 1716 RN6MA         599 86 LY1WR         599 55
QSO: 14030 CW 2013-08-03 1716 RN6MA         599 86 G4DBW         599 74
QSO: 14000 CW 2013-08-03 1717 RN6MA         599 86 DL5CL         599 66
QSO: 14030 CW 2013-08-03 1717 RN6MA         599 86 OZ6TL         599 64
QSO: 14030 CW 2013-08-03 1720 RN6MA         599 86 DL5ZBA        599 82
QSO: 14030 CW 2013-08-03 1721 RN6MA         599 86 YO3GLH        599 96
QSO: 14000 CW 2013-08-03 1722 RN6MA         599 85 YO9IF         599 59
QSO: 14030 CW 2013-08-03 1722 RN6MA         599 86 OK7T          599 83
QSO: 14030 CW 2013-08-03 1722 RN6MA         599 86 S51Z          599 77
QSO: 14030 CW 2013-08-03 1723 RN6MA         599 86 OK7CM         599 87
QSO: 14000 CW 2013-08-03 1724 RN6MA         599 86 OK2MBP        599 95
QSO: 14030 CW 2013-08-03 1725 RN6MA         599 86 DL5AOJ        599 88
QSO: 14030 CW 2013-08-03 1725 RN6MA         599 86 I0GOJ         599 75
QSO: 14000 CW 2013-08-03 1727 RN6MA         599 86 M0UNN         599 91
QSO: 14030 CW 2013-08-03 1727 RN6MA         599 86 G3YJQ         599 69
QSO: 14030 CW 2013-08-03 1727 RN6MA         599 86 S59AA         599 50
QSO: 14030 CW 2013-08-03 1728 RN6MA         599 86 S50W          599 81
QSO: 14030 CW 2013-08-03 1729 RN6MA         599 86 ON6FC         599 74
QSO: 14000 CW 2013-08-03 1730 RN6MA         599 86 UI2K          599 82
QSO: 14030 CW 2013-08-03 1730 RN6MA         599 86 YT8A          599 70
QSO: 14000 CW 2013-08-03 1731 RN6MA         599 86 E77R          599 86
QSO: 14029 CW 2013-08-03 1732 RN6MA         599 86 PA0JNH        599 65
QSO: 14030 CW 2013-08-03 1732 RN6MA         599 86 DL4VQ         599 77
QSO: 14030 CW 2013-08-03 1732 RN6MA         599 86 RA3ID         599 68
QSO: 14030 CW 2013-08-03 1732 RN6MA         599 86 UA1CUR        599 04
QSO: 14030 CW 2013-08-03 1732 RN6MA         599 86 UX5D          599 98
QSO: 14030 CW 2013-08-03 1733 RN6MA         599 86 IK1RGK        599 91
QSO: 14030 CW 2013-08-03 1734 RN6MA         599 86 EW8OG         599 61
QSO: 14000 CW 2013-08-03 1735 RN6MA         599 86 EI3KI         599 13
QSO: 14030 CW 2013-08-03 1735 RN6MA         599 86 SV2HXV        599 09
QSO: 14030 CW 2013-08-03 1738 RN6MA         599 86 PA9CW         599 83
QSO: 14030 CW 2013-08-03 1739 RN6MA         599 86 EU1A          599 95
QSO: 14200 CW 2013-08-03 1739 RN6MA         599 86 HA6OA         599 73
QSO: 14030 CW 2013-08-03 1740 RN6MA         599 86 SM6VWG        599 95
QSO: 14000 CW 2013-08-03 1839 RN6MA         599 86 LZ2PS         599 87
QSO: 14037 CW 2013-08-03 1840 RN6MA         599 86 E77TA         599 11
QSO: 14036 CW 2013-08-03 1841 RN6MA         599 86 DL3KVR        599 58
QSO: 14049 CW 2013-08-03 1841 RN6MA         599 86 E74A          599 77
QSO: 14036 CW 2013-08-03 1842 RN6MA         599 86 G4BYG         599 73
QSO: 14037 CW 2013-08-03 1842 RN6MA         599 86 UX5UU         599 72
QSO: 14000 CW 2013-08-03 1843 RN6MA         599 86 OK2BOB        599 66
QSO: 14037 CW 2013-08-03 1844 RN6MA         599 86 PA2PCH        599 05
QSO: 14036 CW 2013-08-03 1845 RN6MA         599 86 LZ1YQ         599 79
QSO: 14037 CW 2013-08-03 1845 RN6MA         599 86 PA3CVI        599 83
QSO: 14037 CW 2013-08-03 1846 RN6MA         599 86 DL5KUD        599 93
QSO: 14037 CW 2013-08-03 1847 RN6MA         599 86 S54X          599 82
QSO: 14036 CW 2013-08-03 1848 RN6MA         599 86 YO3GNF        599 87
QSO: 14037 CW 2013-08-03 1848 RN6MA         599 86 S52W          599 80
QSO: 14000 CW 2013-08-03 1849 RN6MA         599 86 LY2DX         599 83
QSO: 14000 CW 2013-08-03 1849 RN6MA         599 86 PA3HCC        599 95
QSO: 14000 CW 2013-08-03 1849 RN6MA         599 86 YT6M          599 83
QSO: 14036 CW 2013-08-03 1849 RN6MA         599 86 LY9Y          599 65
QSO: 14000 CW 2013-08-03 1851 RN6MA         599 86 LY2BKT        599 82
QSO: 14017 CW 2013-08-03 1851 RN6MA         599 86 S57S          599 80
QSO: 14010 CW 2013-08-03 1852 RN6MA         599 86 YO6FGZ        599 87
QSO: 14036 CW 2013-08-03 1853 RN6MA         599 86 R7MM          599 68
QSO: 14036 CW 2013-08-03 1853 RN6MA         599 86 UT7E          599 07
QSO: 14000 CW 2013-08-03 1855 RN6MA         599 86 YO8SS         599 73
QSO: 14037 CW 2013-08-03 1855 RN6MA         599 86 EA3KU         599 79
QSO: 14037 CW 2013-08-03 1855 RN6MA         599 86 PA2REH        599 76
QSO: 14000 CW 2013-08-03 1856 RN6MA         599 86 G2HDR         599 39
QSO: 14036 CW 2013-08-03 1856 RN6MA         599 86 OK8DD         599 87
QSO: 14000 CW 2013-08-03 1857 RN6MA         599 86 YO9CWY        599 81
QSO: 14037 CW 2013-08-03 1858 RN6MA         599 86 RU5TT         599 66
QSO: 14000 CW 2013-08-03 1859 RN6MA         599 86 UR5WX         599 79
QSO: 14036 CW 2013-08-03 1859 RN6MA         599 86 IN3FHE        599 74
QSO: 14036 CW 2013-08-03 1900 RN6MA         599 86 RK4FF         599 80
QSO: 14036 CW 2013-08-03 1900 RN6MA         599 86 RT9X          599 75
QSO: 14036 CW 2013-08-03 1902 RN6MA         599 86 SM6PPS        599 84
QSO: 14036 CW 2013-08-03 1902 RN6MA         599 86 UW1WU         599 09
QSO: 14037 CW 2013-08-03 1902 RN6MA         599 86 IK2AHB        599 82
QSO: 14036 CW 2013-08-03 1903 RN6MA         599 86 PD7BZ         599 06
QSO: 14037 CW 2013-08-03 1903 RN6MA         599 86 S53F          599 83
QSO: 14037 CW 2013-08-03 1904 RN6MA         599 86 S51F          599 72
QSO: 14000 CW 2013-08-03 1906 RN6MA         599 86 US1PM         599 81
QSO: 14037 CW 2013-08-03 1906 RN6MA         599 86 PA3AAV        599 77
QSO: 14030 CW 2013-08-03 1907 RN6MA         599 86 DJ3GE         599 56
QSO: 14036 CW 2013-08-03 1907 RN6MA         599 86 I0ZUT         599 74
QSO: 14037 CW 2013-08-03 1907 RN6MA         599 86 SM5CSS        599 60
QSO: 14037 CW 2013-08-03 1907 RN6MA         599 86 UC7A          599 83
QSO: 14036 CW 2013-08-03 1908 RN6MA         599 08 S58M          599 82
QSO: 14037 CW 2013-08-03 1909 RN6MA         599 86 HA5NR         599 66
QSO: 14000 CW 2013-08-03 1910 RN6MA         599 86 YP8T          599 84
QSO: 14037 CW 2013-08-03 1910 RN6MA         599 86 LY6A          599 77
QSO: 14037 CW 2013-08-03 1910 RN6MA         599 86 UA2FP         599 68
QSO: 14000 CW 2013-08-03 1912 RN6MA         599 86 UA6AKD        599 75
QSO: 14037 CW 2013-08-03 1912 RN6MA         599 86 OK5Z          599 94
QSO: 14037 CW 2013-08-03 1914 RN6MA         599 86 SP2MKI/1      599 81
QSO: 14037 CW 2013-08-03 1915 RN6MA         599 86 EU5T          599 78
QSO: 14037 CW 2013-08-03 1917 RN6MA         599 86 HA2OS         599 86
QSO: 14037 CW 2013-08-03 1917 RN6MA         599 86 SP9GFI        599 73
QSO: 14000 CW 2013-08-03 1918 RN6MA         599 86 SM6FKF        599 72
QSO: 14037 CW 2013-08-03 1918 RN6MA         599 86 SP4GL         599 89
QSO: 14037 CW 2013-08-03 1919 RN6MA         599 86 OK1FPS        599 89
QSO: 14037 CW 2013-08-03 1920 RN6MA         599 86 LA8W          599 82
QSO: 14037 CW 2013-08-03 1920 RN6MA         599 86 UA3MIF        599 89
QSO: 14000 CW 2013-08-03 1921 RN6MA         599 86 IV3DRP        599 85
QSO: 14037 CW 2013-08-03 1921 RN6MA         599 86 LY5R          599 75
QSO: 14018 CW 2013-08-03 1923 RN6MA         599 86 LA9BM         599 69
QSO: 14037 CW 2013-08-03 1923 RN6MA         599 86 LZ2NG         599 89
QSO: 14037 CW 2013-08-03 1923 RN6MA         599 86 OK2BND        599 66
QSO: 14000 CW 2013-08-03 1924 RN6MA         599 86 LZ2FM         599 90
QSO: 14000 CW 2013-08-03 1924 RN6MA         599 86 YL3AD         599 76
QSO: 14037 CW 2013-08-03 1924 RN6MA         599 86 PD7DB         599 09
QSO: 14000 CW 2013-08-03 1926 RN6MA         599 86 SP3BES        599 65
QSO: 14000 CW 2013-08-03 1926 RN6MA         599 86 UX6VA         599 93
QSO: 14037 CW 2013-08-03 1927 RN6MA         599 86 MM0AMW        599 85
QSO: 14037 CW 2013-08-03 1927 RN6MA         599 86 OM5WW         599 89
QSO: 14037 CW 2013-08-03 1928 RN6MA         599 86 LY2FN         599 78
QSO: 14000 CW 2013-08-03 1929 RN6MA         599 86 OM2AW         599 97
QSO: 14037 CW 2013-08-03 1929 RN6MA         599 86 PE2K          599 84
QSO: 14037 CW 2013-08-03 1929 RN6MA         599 86 RK3IM         599 81
QSO: 14000 CW 2013-08-03 1931 RN6MA         599 86 I5ECW         599 74
QSO: 14000 CW 2013-08-03 1931 RN6MA         599 86 LZ1GE         599 73
QSO: 14000 CW 2013-08-03 1932 RN6MA         599 86 S52WD         599 80
QSO: 14000 CW 2013-08-03 1933 RN6MA         599 86 DF5BX         599 76
QSO: 14037 CW 2013-08-03 1935 RN6MA         599 86 DL3ZZA        599 09
QSO: 14037 CW 2013-08-03 1935 RN6MA         599 86 PI4OTC        599 81
QSO: 14000 CW 2013-08-03 1936 RN6MA         599 86 US1VB         599 75
QSO: 14037 CW 2013-08-03 1936 RN6MA         599 86 LY5I          599 84
QSO: 14037 CW 2013-08-03 1936 RN6MA         599 86 S57ZT         599 98
QSO: 14000 CW 2013-08-03 1938 RN6MA         599 86 LZ1DQ         599 64
QSO: 14000 CW 2013-08-03 1938 RN6MA         599 86 SP4EOO        599 11
QSO: 14037 CW 2013-08-03 1939 RN6MA         599 86 SQ9DXN        599 95
QSO: 14037 CW 2013-08-03 1940 RN6MA         599 86 UV5U          599 72
END-OF-LOG:
