START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: WAE CW
CALLSIGN: TM6X
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: TM6X
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for WAE CW WAE/CW/2017.
QSO:  7021 CW 2017-08-12 0129 TM6X          599 CG3AT         599 88
QSO:  7002 CW 2017-08-12 0130 TM6X          599 0002 K1VR          599 0118
QSO:  7005 CW 2017-08-12 0134 TM6X          599 0003 W3PU          599 0072
QSO:  7006 CW 2017-08-12 0135 TM6X          599 0004 NR4M          599 0154
QSO:  7013 CW 2017-08-12 0141 TM6X          599 0006 W2Z           599 0103
QSO:  7016 CW 2017-08-12 0142 TM6X          599 0007 KD4D          599 0098
QSO:  7018 CW 2017-08-12 0142 TM6X          599 0008 N3QE          599 0077
QSO:  7018 CW 2017-08-12 0143 TM6X          599 0009 TA3D          599 0054
QSO:  7020 CW 2017-08-12 0143 TM6X          599 0010 RT9L          599 0070
QSO:  7022 CW 2017-08-12 0144 TM6X          599 011 VA2EW         599 0112
QSO:  7026 CW 2017-08-12 0146 TM6X          599 13 UP0L          599 131
QSO:  7039 CW 2017-08-12 0147 TM6X          599 0014 K4RUM         599 0027
QSO:  7002 CW 2017-08-12 0150 TM6X          599 0015 R8TT          599 0149
QSO:  7003 CW 2017-08-12 0150 TM6X          599 0016 N3UA          599 0070
QSO:  7015 CW 2017-08-12 0153 TM6X          599 0017 K1ZZ          599 0139
QSO:  7015 CW 2017-08-12 0155 TM6X          599 0018 NR3X          599 0148
QSO:  7015 CW 2017-08-12 0157 TM6X          599 020 K3RA          599 0133
QSO:  7015 CW 2017-08-12 0157 TM6X          599 0019 N3RD          599 0136
QSO:  7015 CW 2017-08-12 0158 TM6X          599 22 AD8J          599 6
QSO:  7015 CW 2017-08-12 0158 TM6X          599 020 K2NV          599 19
QSO:  7015 CW 2017-08-12 0158 TM6X          599 0023 K3WJV         599 0047
QSO:  7015 CW 2017-08-12 0159 TM6X          599 0024 VE2FK         599 0033
QSO:  7015 CW 2017-08-12 0200 TM6X          599 0025 N9LQ          599 0020
QSO:  7015 CW 2017-08-12 0201 TM6X          599 0027 K2SX          599 0038
QSO:  7015 CW 2017-08-12 0201 TM6X          599 0026 N2MM          599 0098
QSO:  7015 CW 2017-08-12 0201 TM6X          599 028 VY2ZM         599 172
QSO:  7015 CW 2017-08-12 0204 TM6X          599 0029 N1TO          599 0079
QSO:  7015 CW 2017-08-12 0205 TM6X          599 0032 N6AR          599 0042
QSO:  7015 CW 2017-08-12 0205 TM6X          599 0033 W4ML          599 0056
QSO:  7015 CW 2017-08-12 0206 TM6X          599 0035 VE3VV         599 0020
QSO:  7015 CW 2017-08-12 0206 TM6X          599 0036 W1EBI         599 0094
QSO:  7015 CW 2017-08-12 0206 TM6X          599 0034 W4VIC         599 0043
QSO:  7015 CW 2017-08-12 0208 TM6X          599 0037 K4AFE         599 0029
QSO:  7015 CW 2017-08-12 0209 TM6X          599 0039 K3ZU          599 0085
QSO:  7015 CW 2017-08-12 0209 TM6X          599 0038 KU2M          599 0006
QSO:  7015 CW 2017-08-12 0212 TM6X          599 0043 HP3SS         599 0047
QSO:  7015 CW 2017-08-12 0213 TM6X          599 45 K5ZD          599 142
QSO:  7015 CW 2017-08-12 0213 TM6X          599 0044 NW3Y          599 0090
QSO:  7015 CW 2017-08-12 0215 TM6X          599 0046 VE3CX         599 0052
QSO:  3520 CW 2017-08-12 0219 TM6X          599 0047 K1ZZ          599 0168
QSO:  3520 CW 2017-08-12 0219 TM6X          599 048 P33W          599 0187
QSO:  3520 CW 2017-08-12 0221 TM6X          599 0049 K3WW          599 0148
QSO:  3520 CW 2017-08-12 0222 TM6X          599 0050 K1VR          599 0159
QSO:  3520 CW 2017-08-12 0222 TM6X          599 0051 VE3CX         599 0056
QSO:  3520 CW 2017-08-12 0222 TM6X          599 0052 W3PU          599 0087
QSO:  3519 CW 2017-08-12 0223 TM6X          599 0053 NR3X          599 0190
