START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: FD CW
CALLSIGN: IK3UNA
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: IK3UNA
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for FD CW DARC/Fieldday/CW/2019.
QSO: 28000 CW 2019-06-01 1509 IK3UNA        599 DK0EP/P       599 005
QSO: 28000 CW 2019-06-01 1511 IK3UNA        599 008 DK0WK/P       599 006
QSO: 28000 CW 2019-06-01 1512 IK3UNA        599 010 DL3BVA        599 001
QSO: 28000 CW 2019-06-01 1512 IK3UNA        599 009 DP4B/P        599 005
QSO: 28019 CW 2019-06-01 1513 IK3UNA        599 011 DL0RUS/P      599 0005
QSO: 28019 CW 2019-06-01 1514 IK3UNA        599 0013 DK0TU/P       599 0016
QSO: 28019 CW 2019-06-01 1514 IK3UNA        599 014 DR0W/P        599 0017
QSO: 28000 CW 2019-06-01 1519 IK3UNA        599 022 DL7LX/P       599 008
QSO: 28000 CW 2019-06-01 1521 IK3UNA        599 027 DL0LB/P       599 010
QSO: 28000 CW 2019-06-01 1521 IK3UNA        599 026 DL6RBH/P      599 002
QSO: 28019 CW 2019-06-01 1521 IK3UNA        599 025 DK0V/P        599 0013
QSO: 28000 CW 2019-06-01 1522 IK3UNA        599 0028 OK2VWB/P      599 0006
QSO: 28019 CW 2019-06-01 1523 IK3UNA        599 030 DM3F/P        599 0025
QSO: 28000 CW 2019-06-01 1524 IK3UNA        599 032 DK0HAT        599 005
QSO: 28019 CW 2019-06-01 1526 IK3UNA        599 0036 DF0VK/P       599 0025
QSO: 28000 CW 2019-06-01 1527 IK3UNA        599 037 DO1SSB        599 007
QSO: 28019 CW 2019-06-01 1529 IK3UNA        599 0040 DK0OD/P       599 0015
QSO: 28019 CW 2019-06-01 1530 IK3UNA        599 042 DL0DX/P       599 0009
QSO: 28040 CW 2019-06-01 1530 IK3UNA        599 041 DO9SR         599 002
QSO: 28018 CW 2019-06-01 1532 IK3UNA        599 045 DL0KF/P       599 0028
QSO: 28000 CW 2019-06-01 1533 IK3UNA        599 044 DL0C/P        599 013
QSO: 28000 CW 2019-06-01 1533 IK3UNA        599 046 OZ7BQ/P       599 016
QSO: 28019 CW 2019-06-01 1535 IK3UNA        599 048 DL0GZ/P       599 022
QSO: 28000 CW 2019-06-01 1536 IK3UNA        599 051 DL0RD/P       599 017
QSO: 28000 CW 2019-06-01 1537 IK3UNA        599 052 DM5D/P        599 023
QSO: 28018 CW 2019-06-01 1539 IK3UNA        599 055 DL0LA/P       599 0042
QSO: 28019 CW 2019-06-01 1542 IK3UNA        599 0062 DK0FC/P       599 0034
QSO: 28019 CW 2019-06-01 1542 IK3UNA        599 0063 DK2R/P        599 0001
QSO: 28019 CW 2019-06-01 1544 IK3UNA        599 0064 DL0VW/P       599 0028
QSO: 28019 CW 2019-06-01 1546 IK3UNA        599 065 DL1HBT/P      599 0039
QSO: 28018 CW 2019-06-01 1547 IK3UNA        599 067 DL5L/P        599 0018
QSO: 28019 CW 2019-06-01 1548 IK3UNA        599 068 DF0FA/P       599 0033
QSO: 28000 CW 2019-06-01 1549 IK3UNA        599 069 DK0FI/P       599 0032
QSO: 28000 CW 2019-06-01 1551 IK3UNA        599 72 DD7CW/P       599 044
QSO: 28019 CW 2019-06-01 1553 IK3UNA        599 075 DM2W/P        599 034
QSO: 28019 CW 2019-06-01 1557 IK3UNA        599 0079 DJ6OZ/P       599 0024
QSO: 28000 CW 2019-06-01 1603 IK3UNA        599 073 SP8OOE/P      599 013
QSO: 28019 CW 2019-06-01 1606 IK3UNA        599 086 DK0MN/P       599 0093
QSO: 28000 CW 2019-06-01 1607 IK3UNA        599 084 DP5V/P        599 008
QSO: 28000 CW 2019-06-01 1608 IK3UNA        599 0087 OK1CZ/P       599 0024
QSO: 28000 CW 2019-06-01 1611 IK3UNA        599 090 DK0LH/P       599 009
QSO: 28000 CW 2019-06-01 1613 IK3UNA        599 094 DF0HO/P       599 033
QSO: 28000 CW 2019-06-01 1614 IK3UNA        599 95 OK1KMU/P      599 30
QSO: 28019 CW 2019-06-01 1616 IK3UNA        599 0096 DL0ABT/P      599 0016
QSO: 28000 CW 2019-06-01 1618 IK3UNA        599 099 DL0FA/P       599 051
QSO: 28000 CW 2019-06-01 1618 IK3UNA        599 098 DM5D/P        599 051
QSO: 21000 CW 2019-06-01 1629 IK3UNA        599 108 DL0FA/P       599 058
QSO: 21023 CW 2019-06-01 1629 IK3UNA        599 106 DL1HBT/P      599 0077
QSO: 21000 CW 2019-06-01 1634 IK3UNA        599 111 DP4B/P        599 047
QSO: 21000 CW 2019-06-01 1636 IK3UNA        599 111 DP5V/P        599 017
QSO: 21023 CW 2019-06-01 1636 IK3UNA        599 0114 DK0OH/P       599 0030
QSO: 21023 CW 2019-06-01 1636 IK3UNA        599 113 DM2W/P        599 066
QSO: 21000 CW 2019-06-01 1637 IK3UNA        599 0117 DL1NKS        599 0053
QSO: 21024 CW 2019-06-01 1637 IK3UNA        599 0116 G3WRR/P       599 0059
QSO: 21023 CW 2019-06-01 1639 IK3UNA        599 120 DL0KF/P       599 0067
