START-OF-LOG: 3.0
CALLSIGN: VK6SMK
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 52785
NAME: Steven M. Koncz
LOCATION: DX
OPERATORS: VK6SMK
CLUB: VK Contest Club
CERTIFICATE: NO
CREATED-BY: N1MM Logger+ 1.0.5966.0
SOAPBOX: Well Mr Propogation never visited this shack.
SOAPBOX: You know its bad when you struggle to get K3LR.
SOAPBOX: I hope you still enjoyed the chase as much as I did.
SOAPBOX: Good luck till next time. 73 Steve
QSO: 14281 PH 2016-10-29 0020 VK6SMK        59  29     JA3YBK        59  25
QSO: 14298 PH 2016-10-29 0022 VK6SMK        59  29     VK6NC         59  29
QSO: 21315 PH 2016-10-29 0317 VK6SMK        59  29     VK4NM         59  30
QSO: 21257 PH 2016-10-29 0320 VK6SMK        59  29     JI2ZEY        59  25
QSO: 21259 PH 2016-10-29 0322 VK6SMK        59  29     JE1ZWT        59  25
QSO: 21197 PH 2016-10-29 0326 VK6SMK        59  29     YC8RBI        59  28
QSO: 21190 PH 2016-10-29 0327 VK6SMK        59  29     JA7ZFN        59  25
QSO: 21212 PH 2016-10-29 0332 VK6SMK        59  29     JA7NVF        59  25
QSO: 21226 PH 2016-10-29 0334 VK6SMK        59  29     KH7M          59  31
QSO: 21243 PH 2016-10-29 0336 VK6SMK        59  29     VR2EH         59  24
QSO: 21264 PH 2016-10-29 0338 VK6SMK        59  29     JE6RPM        59  25
QSO: 21309 PH 2016-10-29 0340 VK6SMK        59  29     JA7YRR        59  25
QSO: 21362 PH 2016-10-29 0342 VK6SMK        59  29     JA1BPA        59  25
QSO: 21217 PH 2016-10-29 0345 VK6SMK        59  29     FK8CE         59  32
QSO: 21256 PH 2016-10-29 0347 VK6SMK        59  29     JA3YBK        59  25
QSO: 21287 PH 2016-10-29 0354 VK6SMK        59  29     JR2GRX        59  25
QSO: 21220 PH 2016-10-29 0402 VK6SMK        59  29     JA2AXB        59  25
QSO: 21225 PH 2016-10-29 0405 VK6SMK        59  29     KH6J          59  31
QSO: 21291 PH 2016-10-29 0410 VK6SMK        59  29     VK2XZ         59  30
QSO: 21331 PH 2016-10-29 0451 VK6SMK        59  29     BG6FDZ        59  24
QSO: 21290 PH 2016-10-29 0502 VK6SMK        59  29     YB6UAK        59  28
QSO: 21306 PH 2016-10-29 0504 VK6SMK        59  29     V6Z           59  27
QSO: 21321 PH 2016-10-29 0509 VK6SMK        59  29     9M6MI         59  28
QSO: 28478 PH 2016-10-29 0514 VK6SMK        59  29     JA3YBK        59  25
QSO: 28427 PH 2016-10-29 0516 VK6SMK        59  29     JJ1RDX        59  25
QSO: 21283 PH 2016-10-29 0528 VK6SMK        59  29     YE2A          59  28
QSO: 21240 PH 2016-10-29 0531 VK6SMK        59  29     YC1ME         59  28
QSO: 21195 PH 2016-10-29 0535 VK6SMK        59  29     YB3EDD        59  28
QSO: 21190 PH 2016-10-29 0536 VK6SMK        59  29     YC9VMJ        59  28
QSO: 21185 PH 2016-10-29 0551 VK6SMK        59  29     VR2XMT        59  24
