START-OF-LOG: 3.0
CALLSIGN: G5O
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: TWO
CATEGORY-OVERLAY:
CLAIMED-SCORE: 2251535
NAME: Kieron Murphy
LOCATION: DX
OPERATORS: G3SHF G0LZL G0SYP M5KJM M0DCG M0TJU M1PTR
CLUB: G5O Contest Group
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.5966.0
SOAPBOX: Enjoyable contest with some good openings on the lower bands.
QSO:  3615 PH 2016-10-30 0309 G5O           59  14     DL6NDW        59  14     1
QSO:  3615 PH 2016-10-30 0310 G5O           59  14     LY5R          59  15     1
QSO:  3615 PH 2016-10-30 0311 G5O           59  14     CQ8M          59  14     1
QSO:  3615 PH 2016-10-30 0312 G5O           59  14     F4KJQ         59  14     1
QSO:  3615 PH 2016-10-30 0312 G5O           59  14     I0LYO         59  15     1
QSO:  7105 PH 2016-10-30 0314 G5O           59  14     CE3CT         59  12     0
QSO:  7178 PH 2016-10-30 0323 G5O           59  14     SP8K          59  15     0
QSO:  1876 PH 2016-10-30 0324 G5O           59  14     LY2A          59  15     1
QSO:  7110 PH 2016-10-30 0326 G5O           59  14     IU1EAF/4      59  15     0
QSO:  7098 PH 2016-10-30 0329 G5O           59  14     KP3Z          59  08     0
QSO:  7070 PH 2016-10-30 0333 G5O           59  14     S56K          59  15     0
QSO:  3736 PH 2016-10-30 0334 G5O           59  14     ED7O          59  14     1
QSO:  7194 PH 2016-10-30 0336 G5O           59  14     KP4BD         59  08     0
QSO:  3731 PH 2016-10-30 0340 G5O           59  14     S53M          59  15     1
QSO:  7102 PH 2016-10-30 0345 G5O           59  14     IW2CTQ        59  15     0
QSO:  7093 PH 2016-10-30 0346 G5O           59  14     9H6A          59  15     0
QSO:  7092 PH 2016-10-30 0347 G5O           59  14     OH1F          59  15     0
QSO:  7088 PH 2016-10-30 0349 G5O           59  14     HG0R          59  15     0
QSO:  1838 PH 2016-10-30 0354 G5O           59  14     TM7X          59  14     1
QSO:  1841 PH 2016-10-30 0356 G5O           59  14     TM6M          59  14     1
QSO:  1855 PH 2016-10-30 0358 G5O           59  14     DP4M          59  14     1
QSO:  7175 PH 2016-10-30 0359 G5O           59  14     FY5KE         59  09     0
QSO:  1879 PH 2016-10-30 0359 G5O           59  14     DM7C          59  14     1
QSO:  1859 PH 2016-10-30 0415 G5O           59  14     SP6HEQ        59  15     1
QSO:  7104 PH 2016-10-30 0417 G5O           59  14     EA3CI         59  14     0
QSO:  1859 PH 2016-10-30 0418 G5O           59  14     M4A           59  14     1
QSO:  1859 PH 2016-10-30 0419 G5O           59  14     SO7B          59  15     1
QSO:  7051 PH 2016-10-30 0421 G5O           59  14     LP1H          59  13     0
QSO:  1852 PH 2016-10-30 0424 G5O           59  14     SN1D          59  15     1
QSO:  1858 PH 2016-10-30 0425 G5O           59  14     OK7O          59  15     1
QSO:  1862 PH 2016-10-30 0426 G5O           59  14     SK7K          59  14     1
QSO:  1871 PH 2016-10-30 0427 G5O           59  14     EI7M          59  14     1
QSO:  1882 PH 2016-10-30 0429 G5O           59  14     HG1S          59  15     1
QSO: 14261 PH 2016-10-30 0431 G5O           59  14     RC9O          59  18     0
QSO:  1883 PH 2016-10-30 0431 G5O           59  14     OJ0B          59  15     1
QSO:  1883 PH 2016-10-30 0435 G5O           59  14     OT7E          59  14     1
QSO:  1883 PH 2016-10-30 0435 G5O           59  14     PI4DX         59  14     1
QSO:  1883 PH 2016-10-30 0438 G5O           59  14     DL1NKS        59  14     1
QSO:  3711 PH 2016-10-30 0439 G5O           59  14     EA3CI         59  14     1
QSO:  3750 PH 2016-10-30 0442 G5O           59  14     EF2A          59  14     1
QSO:  3752 PH 2016-10-30 0442 G5O           59  14     HA3DX         59  15     1
QSO:  3757 PH 2016-10-30 0444 G5O           59  14     OE3DMA        59  15     1
QSO:  3773 PH 2016-10-30 0445 G5O           59  14     CR3A          59  33     1
QSO:  3787 PH 2016-10-30 0447 G5O           59  14     I4AVG         59  15     1
QSO:  3733 PH 2016-10-30 0449 G5O           59  14     ED8W          59  33     1
QSO:  3640 PH 2016-10-30 0452 G5O           59  14     F5BZB         59  14     1
QSO:  3664 PH 2016-10-30 0454 G5O           59  14     DH4PSG        59  14     1
QSO:  3664 PH 2016-10-30 0455 G5O           59  14     SO7BIT        59  15     1
QSO:  3664 PH 2016-10-30 0455 G5O           59  14     HB9DXA        59  14     1
QSO:  3664 PH 2016-10-30 0456 G5O           59  14     DL4RDJ        59  14     1
QSO:  3664 PH 2016-10-30 0458 G5O           59  14     LY5I          59  15     1
QSO:  3664 PH 2016-10-30 0500 G5O           59  14     DK2AT         59  14     1
QSO:  3664 PH 2016-10-30 0502 G5O           59  14     UR5SD         59  16     1
QSO:  3664 PH 2016-10-30 0503 G5O           59  14     PA4VHF        59  14     1
QSO:  3664 PH 2016-10-30 0503 G5O           59  14     EU3A          59  16     1
QSO:  3664 PH 2016-10-30 0504 G5O           59  14     DK6CQ         59  14     1
QSO:  3664 PH 2016-10-30 0505 G5O           59  14     EI0R          59  14     1
QSO:  3664 PH 2016-10-30 0506 G5O           59  14     HB0A          59  14     1
QSO:  3664 PH 2016-10-30 0506 G5O           59  14     DK8ZZ         59  14     1
QSO:  3664 PH 2016-10-30 0507 G5O           59  14     DL6LAG        59  14     1
QSO:  3664 PH 2016-10-30 0509 G5O           59  14     HB20AA        59  14     1
QSO:  3664 PH 2016-10-30 0509 G5O           59  14     LY5I          59  15     1
QSO:  3664 PH 2016-10-30 0510 G5O           59  14     SK0QO         59  14     1
QSO:  3664 PH 2016-10-30 0510 G5O           59  14     9A1AA         59  15     1
QSO:  3664 PH 2016-10-30 0510 G5O           59  14     DF9VJ         59  14     1
QSO:  3664 PH 2016-10-30 0511 G5O           59  14     DL8MAS        59  14     1
QSO:  3664 PH 2016-10-30 0512 G5O           59  14     OH5BM         59  15     1
QSO:  7063 PH 2016-10-30 0517 G5O           59  14     ZZ2T          59  11     1
QSO:  7066 PH 2016-10-30 0517 G5O           59  14     EE5T          59  14     1
QSO:  7071 PH 2016-10-30 0518 G5O           59  14     H2T           59  20     1
QSO:  7073 PH 2016-10-30 0518 G5O           59  14     OH6K          59  15     1
QSO:  7076 PH 2016-10-30 0519 G5O           59  14     ES6RW         59  15     1
QSO:  7095 PH 2016-10-30 0520 G5O           59  14     UB7K          59  16     1
QSO:  7194 PH 2016-10-30 0532 G5O           59  14     P40L          59  09     1
QSO:  7134 PH 2016-10-30 0534 G5O           59  14     EU1A          59  16     1
QSO:  7074 PH 2016-10-30 0536 G5O           59  14     RA3Y          59  16     1
QSO:  7078 PH 2016-10-30 0537 G5O           59  14     DL1A          59  14     1
QSO: 14300 PH 2016-10-30 0542 G5O           59  14     YT1A          59  15     0
QSO:  7111 PH 2016-10-30 0544 G5O           59  14     IU4FLO        59  15     1
QSO:  7111 PH 2016-10-30 0544 G5O           59  14     SK0QO         59  14     1
QSO:  7111 PH 2016-10-30 0545 G5O           59  14     UX0RR         59  16     1
QSO:  7111 PH 2016-10-30 0546 G5O           59  14     IK7BPV        59  15     1
QSO:  7111 PH 2016-10-30 0547 G5O           59  14     ON4CT         59  14     1
QSO:  7111 PH 2016-10-30 0548 G5O           59  14     OE5WHN        59  15     1
QSO:  7111 PH 2016-10-30 0551 G5O           59  14     IT9GQH        59  15     1
QSO:  7111 PH 2016-10-30 0552 G5O           59  14     UY1HY         59  16     1
QSO:  7081 PH 2016-10-30 0554 G5O           59  14     YL2SM         59  15     1
QSO:  3749 PH 2016-10-30 0558 G5O           59  14     IO2X          59  15     0
QSO:  7081 PH 2016-10-30 0559 G5O           59  14     UY2UQ         59  16     1
QSO:  3654 PH 2016-10-30 0618 G5O           59  14     S57Z          59  15     0
QSO:  3682 PH 2016-10-30 0619 G5O           59  14     OT5X          59  14     0
QSO: 14215 PH 2016-10-30 0620 G5O           59  14     OT5A          59  14     1
QSO:  3685 PH 2016-10-30 0620 G5O           59  14     VY2ZM         59  05     0
QSO:  3700 PH 2016-10-30 0621 G5O           59  14     6W1RY         59  35     0
QSO: 14305 PH 2016-10-30 0624 G5O           59  14     DM4X          59  14     1
QSO:  3799 PH 2016-10-30 0624 G5O           59  14     CN2AA         59  33     0
QSO:  3771 PH 2016-10-30 0625 G5O           59  14     ED1R          59  14     0
QSO:  3759 PH 2016-10-30 0628 G5O           59  14     VE3EJ         59  04     0
QSO:  3650 PH 2016-10-30 0630 G5O           59  14     VC2T          59  05     1
QSO: 14282 PH 2016-10-30 0637 G5O           59  14     OK2RZ         59  15     0
QSO:  3715 PH 2016-10-30 0638 G5O           59  14     OE3BHB        59  15     1
QSO:  3715 PH 2016-10-30 0638 G5O           59  14     DG5AAP        59  14     1
QSO:  3715 PH 2016-10-30 0639 G5O           59  14     EE3E          59  14     1
QSO:  3715 PH 2016-10-30 0639 G5O           59  14     DO4JS         59  14     1
QSO:  3715 PH 2016-10-30 0639 G5O           59  14     DO6RO         59  14     1
QSO:  3715 PH 2016-10-30 0640 G5O           59  14     OE3NRC        59  15     1
QSO:  3715 PH 2016-10-30 0640 G5O           59  14     F5DRD         59  14     1
QSO:  3715 PH 2016-10-30 0641 G5O           59  14     K3CR          59  05     1
QSO:  3715 PH 2016-10-30 0641 G5O           59  14     LA2XNA        59  14     1
QSO:  3715 PH 2016-10-30 0641 G5O           59  14     K4AB          59  04     1
QSO:  3715 PH 2016-10-30 0642 G5O           59  14     DK2TS         59  14     1
QSO:  3715 PH 2016-10-30 0643 G5O           59  14     K2RR          59  05     1
QSO:  3715 PH 2016-10-30 0643 G5O           59  14     EF8U          59  33     1
QSO:  3715 PH 2016-10-30 0644 G5O           59  14     DJ2YE         59  14     1
QSO:  3715 PH 2016-10-30 0644 G5O           59  14     N5DX          59  05     1
QSO:  3715 PH 2016-10-30 0645 G5O           59  14     ON8UK         59  14     1
QSO:  3715 PH 2016-10-30 0645 G5O           59  14     F6HHR         59  14     1
QSO:  3715 PH 2016-10-30 0646 G5O           59  14     DL5LB         59  14     1
QSO:  3715 PH 2016-10-30 0646 G5O           59  14     W4RM          59  05     1
QSO:  3715 PH 2016-10-30 0647 G5O           59  14     K2LE          59  05     1
QSO:  3715 PH 2016-10-30 0647 G5O           59  14     TM2M          59  14     1
QSO:  3715 PH 2016-10-30 0648 G5O           59  14     WW4LL         59  05     1
QSO:  3715 PH 2016-10-30 0648 G5O           59  14     N8MZ          59  04     1
QSO:  3715 PH 2016-10-30 0648 G5O           59  14     DL6AA         59  14     1
QSO:  3715 PH 2016-10-30 0649 G5O           59  14     K1SLB         59  05     1
QSO:  3715 PH 2016-10-30 0649 G5O           59  14     N0MA          59  04     1
QSO:  3715 PH 2016-10-30 0649 G5O           59  14     W0AIH         59  04     1
QSO:  3715 PH 2016-10-30 0650 G5O           59  14     N4ZZ          59  04     1
QSO:  3715 PH 2016-10-30 0650 G5O           59  14     VE1TK         59  05     1
QSO:  3715 PH 2016-10-30 0650 G5O           59  14     K9CT          59  04     1
QSO:  3715 PH 2016-10-30 0651 G5O           59  14     OO7P          59  14     1
QSO:  3715 PH 2016-10-30 0651 G5O           59  14     KN2T          59  05     1
QSO:  3715 PH 2016-10-30 0651 G5O           59  14     N8BI          59  04     1
QSO:  3715 PH 2016-10-30 0651 G5O           59  14     N1MM          59  05     1
QSO:  3715 PH 2016-10-30 0652 G5O           59  14     DJ9MH         59  14     1
QSO:  3715 PH 2016-10-30 0652 G5O           59  14     DQ5T          59  14     1
QSO:  3715 PH 2016-10-30 0652 G5O           59  14     LA4O          59  14     1
QSO:  3715 PH 2016-10-30 0653 G5O           59  14     W4AAW         59  05     1
QSO:  3715 PH 2016-10-30 0653 G5O           59  14     PA0AA         59  14     1
QSO:  3715 PH 2016-10-30 0653 G5O           59  14     DK2LO         59  14     1
QSO:  3715 PH 2016-10-30 0654 G5O           59  14     EB3FLY        59  14     1
QSO: 14223 PH 2016-10-30 0654 G5O           59  14     RW4WA         59  16     0
QSO:  3715 PH 2016-10-30 0655 G5O           59  14     DB6VP/P       59  14     1
QSO:  3715 PH 2016-10-30 0656 G5O           59  14     N2MM          59  05     1
QSO:  3715 PH 2016-10-30 0656 G5O           59  14     DL6DH         59  14     1
QSO:  3715 PH 2016-10-30 0656 G5O           59  14     W3BGN         59  05     1
QSO:  3715 PH 2016-10-30 0657 G5O           59  14     PA3DDP        59  14     1
QSO:  3715 PH 2016-10-30 0657 G5O           59  14     NA2U          59  05     1
QSO:  3715 PH 2016-10-30 0657 G5O           59  14     DC2AN         59  14     1
QSO:  3715 PH 2016-10-30 0657 G5O           59  14     OZ5NJ         59  14     1
QSO:  3715 PH 2016-10-30 0658 G5O           59  14     PB2A          59  14     1
QSO:  3715 PH 2016-10-30 0658 G5O           59  14     DB1HCL        59  14     1
QSO:  3715 PH 2016-10-30 0659 G5O           59  14     OR3A          59  14     1
QSO:  3715 PH 2016-10-30 0659 G5O           59  14     SB6W          59  14     1
QSO:  3715 PH 2016-10-30 0700 G5O           59  14     KP2M          59  08     1
QSO:  3715 PH 2016-10-30 0700 G5O           59  14     K0KT          59  04     1
QSO:  3715 PH 2016-10-30 0701 G5O           59  14     VE3PN         59  04     1
QSO:  3715 PH 2016-10-30 0701 G5O           59  14     DL0LN         59  14     1
QSO:  3715 PH 2016-10-30 0701 G5O           59  14     K8AZ          59  04     1
QSO:  3715 PH 2016-10-30 0704 G5O           59  14     ON2DU         59  14     1
QSO:  3715 PH 2016-10-30 0704 G5O           59  14     EI8GS         59  14     1
QSO:  3715 PH 2016-10-30 0704 G5O           59  14     ON7YA         59  14     1
QSO:  3715 PH 2016-10-30 0705 G5O           59  14     VE3RA         59  04     1
QSO:  3715 PH 2016-10-30 0705 G5O           59  14     F4HMV         59  14     1
QSO:  3715 PH 2016-10-30 0705 G5O           59  14     K0EJ          59  04     1
QSO:  3715 PH 2016-10-30 0706 G5O           59  14     DO1YS         59  14     1
QSO:  3715 PH 2016-10-30 0706 G5O           59  14     EI6JK         59  14     1
QSO:  3715 PH 2016-10-30 0706 G5O           59  14     SN1J          59  15     1
QSO:  3715 PH 2016-10-30 0707 G5O           59  14     DA9A          59  14     1
QSO:  3715 PH 2016-10-30 0707 G5O           59  14     EE2A          59  14     1
QSO:  3715 PH 2016-10-30 0708 G5O           59  14     CT1AGS        59  14     1
QSO: 14161 PH 2016-10-30 0709 G5O           59  14     H2T           59  20     0
QSO:  3715 PH 2016-10-30 0709 G5O           59  14     G6BDV/P       59  14     1
QSO:  3715 PH 2016-10-30 0709 G5O           59  14     PA6GR         59  14     1
QSO:  3715 PH 2016-10-30 0710 G5O           59  14     DL6RAI        59  14     1
QSO:  3715 PH 2016-10-30 0710 G5O           59  14     F4GOT         59  14     1
QSO:  3715 PH 2016-10-30 0710 G5O           59  14     PA3JQD        59  14     1
QSO: 14166 PH 2016-10-30 0710 G5O           59  14     RW9USA        59  18     0
QSO:  3715 PH 2016-10-30 0711 G5O           59  14     LA1LO         59  14     1
QSO:  3715 PH 2016-10-30 0711 G5O           59  14     ON3ND         59  14     1
QSO:  3715 PH 2016-10-30 0712 G5O           59  14     LA4O          59  14     1
QSO:  3715 PH 2016-10-30 0712 G5O           59  14     F5KAR         59  14     1
QSO:  3715 PH 2016-10-30 0712 G5O           59  14     DF9EA         59  14     1
QSO:  3715 PH 2016-10-30 0713 G5O           59  14     G3TKK         59  14     1
QSO:  3715 PH 2016-10-30 0714 G5O           59  14     DB8AH         59  14     1
QSO:  3715 PH 2016-10-30 0714 G5O           59  14     DJ50MUC       59  14     1
QSO:  3715 PH 2016-10-30 0714 G5O           59  14     DL0ESA        59  14     1
QSO:  3715 PH 2016-10-30 0715 G5O           59  14     DM4MN         59  14     1
QSO:  3715 PH 2016-10-30 0715 G5O           59  14     G0OFD         59  14     1
QSO:  3715 PH 2016-10-30 0715 G5O           59  14     PE1EWR        59  14     1
QSO:  3715 PH 2016-10-30 0716 G5O           59  14     DL2SWR        59  14     1
QSO:  3715 PH 2016-10-30 0716 G5O           59  14     OZ7P          59  14     1
QSO: 14173 PH 2016-10-30 0716 G5O           59  14     RU6YJ         59  16     0
QSO:  3715 PH 2016-10-30 0717 G5O           59  14     DF3IR         59  14     1
QSO:  3715 PH 2016-10-30 0717 G5O           59  14     PA1NL         59  14     1
QSO:  3715 PH 2016-10-30 0717 G5O           59  14     OU1E          59  14     1
QSO: 14173 PH 2016-10-30 0718 G5O           59  14     DL0HMK        59  14     0
QSO:  3715 PH 2016-10-30 0719 G5O           59  14     DO1YHN        59  14     1
QSO:  3715 PH 2016-10-30 0719 G5O           59  14     TF1AM         59  40     1
QSO:  3715 PH 2016-10-30 0719 G5O           59  14     ON6NL         59  14     1
QSO:  3715 PH 2016-10-30 0720 G5O           59  14     F2YT          59  14     1
QSO:  3708 PH 2016-10-30 0721 G5O           59  14     V47T          59  08     1
QSO: 14218 PH 2016-10-30 0725 G5O           59  14     RT8U          59  18     0
QSO:  3715 PH 2016-10-30 0726 G5O           59  14     PA0JNH        59  14     1
QSO:  3715 PH 2016-10-30 0727 G5O           59  14     OT7E          59  14     1
QSO:  3715 PH 2016-10-30 0728 G5O           59  14     PH2A          59  14     1
QSO:  3715 PH 2016-10-30 0729 G5O           59  14     2W0WOD        59  14     1
QSO: 14249 PH 2016-10-30 0729 G5O           59  14     RM4HZ         59  16     0
QSO:  3715 PH 2016-10-30 0730 G5O           59  14     ON4DN         59  14     1
QSO:  3715 PH 2016-10-30 0731 G5O           59  14     DL7EX         59  14     1
QSO:  3715 PH 2016-10-30 0732 G5O           59  14     PA0B          59  14     1
QSO:  3715 PH 2016-10-30 0732 G5O           59  14     G8GRO         59  14     1
QSO: 14281 PH 2016-10-30 0732 G5O           59  14     JA7BME        59  25     0
QSO:  3715 PH 2016-10-30 0733 G5O           59  14     SM6USS        59  14     1
QSO:  3715 PH 2016-10-30 0733 G5O           59  14     DO1AYJ        59  14     1
QSO:  7082 PH 2016-10-30 0739 G5O           59  14     VE3EJ         59  04     1
QSO:  7165 PH 2016-10-30 0741 G5O           59  14     K5TR          59  04     1
QSO:  7155 PH 2016-10-30 0753 G5O           59  14     NV9L          59  04     1
QSO:  7168 PH 2016-10-30 0754 G5O           59  14     T48K          59  08     1
QSO: 14000 PH 2016-10-30 0802 G5O           59  14     RG5R          59  16     0
QSO: 14000 PH 2016-10-30 0804 G5O           59  14     SX9C          59  20     0
QSO:  7167 PH 2016-10-30 0805 G5O           59  14     IN3ZNR        59  15     1
QSO:  7156 PH 2016-10-30 0808 G5O           59  14     SK6AW         59  14     1
QSO:  7151 PH 2016-10-30 0809 G5O           59  14     EA2RCP        59  14     1
QSO:  7142 PH 2016-10-30 0809 G5O           59  14     IQ3RK         59  15     1
QSO:  7081 PH 2016-10-30 0814 G5O           59  14     OM0WR         59  15     1
QSO:  7099 PH 2016-10-30 0816 G5O           59  14     OR3A          59  14     1
QSO:  7200 PH 2016-10-30 0818 G5O           59  14     PZ5K          59  09     1
QSO: 14178 PH 2016-10-30 0821 G5O           59  14     EF8R          59  33     0
QSO:  7164 PH 2016-10-30 0822 G5O           59  14     ED3D          59  14     1
QSO: 14106 PH 2016-10-30 0831 G5O           59  14     UT1AA         59  16     1
QSO: 14108 PH 2016-10-30 0832 G5O           59  14     EC7WA         59  14     1
QSO:  7194 PH 2016-10-30 0832 G5O           59  14     HB9PUE        59  14     0
QSO: 14139 PH 2016-10-30 0838 G5O           59  14     RW3XZ         59  16     1
QSO:  7140 PH 2016-10-30 0840 G5O           59  14     EA3RP         59  14     0
QSO: 14154 PH 2016-10-30 0841 G5O           59  14     SO9Q          59  15     1
QSO: 14181 PH 2016-10-30 0842 G5O           59  14     SN1D          59  15     1
QSO: 14181 PH 2016-10-30 0842 G5O           59  14     YL2BJ         59  15     1
QSO: 14188 PH 2016-10-30 0843 G5O           59  14     TC2C          59  20     1
QSO: 14193 PH 2016-10-30 0843 G5O           59  14     UN9L          59  17     1
QSO: 14198 PH 2016-10-30 0844 G5O           59  14     RW0A          59  18     1
QSO: 14199 PH 2016-10-30 0844 G5O           59  14     PI4ZU         59  14     1
QSO:  7114 PH 2016-10-30 0845 G5O           59  14     SQ8NGV        59  15     0
QSO: 14220 PH 2016-10-30 0848 G5O           59  14     ED7R          59  14     1
QSO: 14227 PH 2016-10-30 0849 G5O           59  14     RW9QA         59  17     1
QSO: 14329 PH 2016-10-30 0849 G5O           59  14     EA8TK         59  33     1
QSO: 14229 PH 2016-10-30 0850 G5O           59  14     RT2A          59  16     1
QSO:  7105 PH 2016-10-30 0851 G5O           59  14     OE5XIL        59  15     0
QSO: 14320 PH 2016-10-30 0852 G5O           59  14     RT5K          59  16     1
QSO: 14317 PH 2016-10-30 0852 G5O           59  14     LY7Z          59  15     1
QSO: 14243 PH 2016-10-30 0852 G5O           59  14     SN7D          59  15     1
QSO: 14314 PH 2016-10-30 0853 G5O           59  14     HG6V          59  15     1
QSO:  7090 PH 2016-10-30 0854 G5O           59  14     IK2SAI        59  15     0
QSO:  7000 PH 2016-10-30 0855 G5O           59  14     RM3T          59  16     0
QSO: 14269 PH 2016-10-30 0855 G5O           59  14     TA2NC         59  20     1
QSO: 14000 PH 2016-10-30 0855 G5O           59  14     PS2T          59  11     1
QSO: 14294 PH 2016-10-30 0858 G5O           59  14     PW2D          59  11     1
QSO:  7088 PH 2016-10-30 0858 G5O           59  14     LN7TTT        59  14     0
QSO: 14155 PH 2016-10-30 0901 G5O           59  14     CN8VO         59  33     1
QSO:  7126 PH 2016-10-30 0901 G5O           59  14     DJ3AA         59  14     0
QSO: 14157 PH 2016-10-30 0902 G5O           59  14     IT9STX        59  15     1
QSO: 14163 PH 2016-10-30 0902 G5O           59  14     PY2YU         59  11     1
QSO: 14167 PH 2016-10-30 0903 G5O           59  14     TM3R          59  14     1
QSO:  7122 PH 2016-10-30 0904 G5O           59  14     PI4CC         59  14     0
QSO: 14214 PH 2016-10-30 0907 G5O           59  14     CN3A          59  33     1
QSO: 14221 PH 2016-10-30 0908 G5O           59  14     ED5K          59  14     1
QSO: 14250 PH 2016-10-30 0910 G5O           59  14     OH6K          59  15     1
QSO: 14258 PH 2016-10-30 0910 G5O           59  14     IO5O          59  15     1
QSO: 21211 PH 2016-10-30 0911 G5O           59  14     R4BZ          59  16     0
QSO: 14219 PH 2016-10-30 0912 G5O           59  14     ZW6T          59  11     1
QSO: 14335 PH 2016-10-30 0914 G5O           59  14     SN7H          59  15     1
QSO: 14336 PH 2016-10-30 0915 G5O           59  14     RA2F          59  15     1
QSO: 14200 PH 2016-10-30 0915 G5O           59  14     OH1F          59  15     1
QSO: 14343 PH 2016-10-30 0917 G5O           59  14     ZP6A          59  11     1
QSO: 21269 PH 2016-10-30 0918 G5O           59  14     IR6A          59  15     0
QSO: 14286 PH 2016-10-30 0919 G5O           59  14     ED3X          59  14     1
QSO: 14232 PH 2016-10-30 0919 G5O           59  14     YL2GD         59  15     1
QSO: 14218 PH 2016-10-30 0920 G5O           59  14     9H6A          59  15     1
QSO: 14208 PH 2016-10-30 0920 G5O           59  14     OH0I          59  15     1
QSO: 21298 PH 2016-10-30 0921 G5O           59  14     YO7DAA        59  20     0
QSO: 14170 PH 2016-10-30 0923 G5O           59  14     RL4A          59  16     1
QSO: 14125 PH 2016-10-30 0925 G5O           59  14     ES1O          59  15     1
QSO: 14112 PH 2016-10-30 0928 G5O           59  14     UK9AA         59  17     1
QSO: 21313 PH 2016-10-30 0930 G5O           59  14     EE8V          59  33     0
QSO: 21344 PH 2016-10-30 0931 G5O           59  14     SO2R          59  15     0
QSO: 14162 PH 2016-10-30 0932 G5O           59  14     7Z1SJ         59  21     1
QSO: 14142 PH 2016-10-30 0932 G5O           59  14     9A50CNM       59  15     1
QSO: 14325 PH 2016-10-30 0934 G5O           59  14     YR8D          59  20     1
QSO: 14150 PH 2016-10-30 0934 G5O           59  14     ED3V          59  14     1
QSO: 14152 PH 2016-10-30 0937 G5O           59  14     EA8URT        59  33     1
QSO: 21356 PH 2016-10-30 0937 G5O           59  14     HG6N          59  15     0
QSO: 21368 PH 2016-10-30 0939 G5O           59  14     LZ7A          59  20     0
QSO: 14166 PH 2016-10-30 0940 G5O           59  14     EA2LMI        59  14     1
QSO: 14308 PH 2016-10-30 0941 G5O           59  14     CQ8M          59  14     1
QSO: 21410 PH 2016-10-30 0942 G5O           59  14     HG6V          59  15     0
QSO: 14135 PH 2016-10-30 0943 G5O           59  14     PZ5K          59  09     1
QSO: 21428 PH 2016-10-30 0944 G5O           59  14     DJ7WW         59  14     0
QSO: 14193 PH 2016-10-30 0947 G5O           59  14     HB9PUE        59  14     1
QSO: 14178 PH 2016-10-30 0948 G5O           59  14     CW5W          59  13     1
QSO: 21403 PH 2016-10-30 0949 G5O           59  14     OK1MDK        59  15     0
QSO: 14198 PH 2016-10-30 0949 G5O           59  14     DL5GAC        59  14     1
QSO: 14201 PH 2016-10-30 0950 G5O           59  14     ED2C          59  14     1
QSO: 21403 PH 2016-10-30 0952 G5O           59  14     M0SAV         59  14     0
QSO: 21403 PH 2016-10-30 0952 G5O           59  14     S52D          59  15     0
QSO: 21403 PH 2016-10-30 0952 G5O           59  14     OM5NJ         59  15     0
QSO: 14301 PH 2016-10-30 0953 G5O           59  14     OK5W          59  15     1
QSO: 21403 PH 2016-10-30 0953 G5O           59  14     OK1DPU        59  15     0
QSO: 14226 PH 2016-10-30 0953 G5O           59  14     SK3W          59  14     1
QSO: 21403 PH 2016-10-30 0954 G5O           59  14     OE3HPU        59  15     0
QSO: 21403 PH 2016-10-30 0954 G5O           59  14     OK2FD         59  15     0
QSO: 14274 PH 2016-10-30 0955 G5O           59  14     EA2DR         59  14     1
QSO: 21403 PH 2016-10-30 0955 G5O           59  14     SP9M          59  15     0
QSO: 21403 PH 2016-10-30 0955 G5O           59  14     9A2EY         59  15     0
QSO: 14244 PH 2016-10-30 0955 G5O           59  14     EE8V          59  33     1
QSO: 21403 PH 2016-10-30 0955 G5O           59  14     OK1C          59  15     0
QSO: 14261 PH 2016-10-30 0955 G5O           59  14     EA8BMG        59  33     1
QSO: 21403 PH 2016-10-30 0955 G5O           59  14     SP5AUY        59  15     0
QSO: 21403 PH 2016-10-30 0955 G5O           59  14     YT1CS         59  15     0
QSO: 14247 PH 2016-10-30 0956 G5O           59  14     RM5A          59  16     1
QSO: 14250 PH 2016-10-30 0956 G5O           59  14     SJ0X          59  14     1
QSO: 21403 PH 2016-10-30 0956 G5O           59  14     UT5LO         59  16     0
QSO: 21403 PH 2016-10-30 0956 G5O           59  14     DL1WA         59  14     0
QSO: 21403 PH 2016-10-30 0958 G5O           59  14     SQ6H          59  15     0
QSO: 21403 PH 2016-10-30 0958 G5O           59  14     YU1AST        59  15     0
QSO: 14206 PH 2016-10-30 0959 G5O           59  14     V26B          59  08     1
QSO: 21403 PH 2016-10-30 0959 G5O           59  14     OL5Y          59  15     0
QSO: 21403 PH 2016-10-30 0959 G5O           59  14     S51A          59  15     0
QSO: 21403 PH 2016-10-30 1000 G5O           59  14     DL1DTL        59  14     0
QSO: 21403 PH 2016-10-30 1000 G5O           59  14     RG9A          59  17     0
QSO: 21403 PH 2016-10-30 1000 G5O           59  14     GI4VHO        59  14     0
QSO: 14285 PH 2016-10-30 1001 G5O           59  14     EC2DX         59  14     1
QSO: 21403 PH 2016-10-30 1001 G5O           59  14     HG5P          59  15     0
QSO: 21403 PH 2016-10-30 1002 G5O           59  14     HA5AGP        59  15     0
QSO: 21403 PH 2016-10-30 1003 G5O           59  14     SP7B          59  15     0
