START-OF-LOG: 3.0
CALLSIGN: ZY2A
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: UNLIMITED
CATEGORY-OVERLAY:
CLAIMED-SCORE: 6011451
NAME: GRC DX GROUP
LOCATION: DX
OPERATORS: PP2BO PP2OK PP2JP PP2MM PP2MD PU2GEN PY4KP PY4WL PY4ZO PY4DK
CLUB: Araucaria DX Group
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.5966.0
QSO: 21232 PH 2016-10-29 0000 ZY2A          59  11     PV8BR         59  11
QSO: 21232 PH 2016-10-29 0001 ZY2A          59  11     K5RR          59  03
QSO: 14243 PH 2016-10-29 0001 ZY2A          59  11     K3LR          59  05
QSO: 21232 PH 2016-10-29 0001 ZY2A          59  11     K0DEO         59  04
QSO: 14243 PH 2016-10-29 0001 ZY2A          59  11     W2II          59  05
QSO: 14243 PH 2016-10-29 0002 ZY2A          59  11     AB2E          59  05
QSO: 14243 PH 2016-10-29 0002 ZY2A          59  11     K1LZ          59  05
QSO: 14243 PH 2016-10-29 0002 ZY2A          59  11     K3MD          59  05
QSO: 21232 PH 2016-10-29 0002 ZY2A          59  11     K5LLA         59  04
QSO: 14243 PH 2016-10-29 0003 ZY2A          59  11     K7YDL         59  03
QSO: 14243 PH 2016-10-29 0003 ZY2A          59  11     CX9AU         59  13
QSO: 21232 PH 2016-10-29 0003 ZY2A          59  11     YV1YLY        59  09
QSO: 21232 PH 2016-10-29 0003 ZY2A          59  11     HI3TEJ        59  08
QSO: 14243 PH 2016-10-29 0004 ZY2A          59  11     VY2ZM         59  05
QSO: 14243 PH 2016-10-29 0004 ZY2A          59  11     KG1E          59  05
QSO: 14243 PH 2016-10-29 0004 ZY2A          59  11     K1LU          59  05
QSO: 21000 PH 2016-10-29 0004 ZY2A          59  11     HK1X          59  09
QSO: 14243 PH 2016-10-29 0004 ZY2A          59  11     N4RA          59  05
QSO: 14243 PH 2016-10-29 0005 ZY2A          59  11     KF2O          59  02
QSO: 14243 PH 2016-10-29 0005 ZY2A          59  11     N2SR          59  05
QSO: 14243 PH 2016-10-29 0005 ZY2A          59  11     W2YR          59  05
QSO: 21000 PH 2016-10-29 0006 ZY2A          59  11     VP6AH         59  32
QSO: 14243 PH 2016-10-29 0006 ZY2A          59  11     K4AB          59  04
QSO: 14243 PH 2016-10-29 0006 ZY2A          59  11     WR2G          59  05
QSO: 21000 PH 2016-10-29 0006 ZY2A          59  11     8P9EH         59  08
QSO: 14243 PH 2016-10-29 0006 ZY2A          59  11     K1SND         59  05
QSO: 14243 PH 2016-10-29 0007 ZY2A          59  11     WB2WPM        59  05
QSO: 14243 PH 2016-10-29 0007 ZY2A          59  11     WE3C          59  05
QSO: 14243 PH 2016-10-29 0008 ZY2A          59  11     N5DX          59  04
QSO: 14243 PH 2016-10-29 0008 ZY2A          59  11     N6JV          59  03
QSO: 14243 PH 2016-10-29 0009 ZY2A          59  11     N3MX          59  05
QSO: 14243 PH 2016-10-29 0009 ZY2A          59  11     K4JLD         59  05
QSO: 14243 PH 2016-10-29 0009 ZY2A          59  11     N6XT          59  03
QSO: 21000 PH 2016-10-29 0010 ZY2A          59  11     YV2CAR        59  09
QSO: 14243 PH 2016-10-29 0010 ZY2A          59  11     W1KRS         59  05
QSO: 14243 PH 2016-10-29 0011 ZY2A          59  11     NU6S          59  03
QSO: 14243 PH 2016-10-29 0012 ZY2A          59  11     KD7PCE        59  03
QSO: 14243 PH 2016-10-29 0012 ZY2A          59  11     VE7QA         59  03
QSO: 14243 PH 2016-10-29 0013 ZY2A          59  11     K6SCA         59  03
