START-OF-LOG: 3.0
CALLSIGN: KC6SEH
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 76942
NAME: John Collins
LOCATION: AZ
CLUB:
CERTIFICATE: NO
CREATED-BY: Exported by LOGic version 9.1.4. LOGic Cabrillo Export version 1.2.
QSO: 21210 PH 2016-10-29 0006 KC6SEH        59  3      PX2B          59  11     0
QSO: 21221 PH 2016-10-29 0015 KC6SEH        59  3      W7ZR          59  03     0
QSO: 21241 PH 2016-10-29 0022 KC6SEH        59  3      ZM4G          59  32     0
QSO: 21241 PH 2016-10-29 0023 KC6SEH        59  3      PQ5B          59  11     0
QSO: 14174 PH 2016-10-29 0050 KC6SEH        59  3      PY2YU         59  11     0
QSO: 14176 PH 2016-10-29 0051 KC6SEH        59  3      TI1T          59  07     0
QSO: 14180 PH 2016-10-29 0055 KC6SEH        59  3      ZD8W          59  36     0
QSO: 14188 PH 2016-10-29 0056 KC6SEH        59  3      KH6J          59  31     0
QSO: 14191 PH 2016-10-29 0100 KC6SEH        59  3      PR7AA         59  11     0
QSO: 14209 PH 2016-10-29 0109 KC6SEH        59  3      VA7FC         59  03     0
QSO:  7132 PH 2016-10-29 0117 KC6SEH        59  3      AA9A          59  04     0
QSO:  7143 PH 2016-10-29 0120 KC6SEH        59  3      KC1XX         59  05     0
QSO:  7144 PH 2016-10-29 0123 KC6SEH        59  3      EF8U          59  33     0
QSO:  7173 PH 2016-10-29 0128 KC6SEH        59  3      NP3U          59  08     0
QSO:  7182 PH 2016-10-29 0129 KC6SEH        59  3      PJ4X          59  09     0
QSO: 14233 PH 2016-10-29 0154 KC6SEH        59  3      NH6WZ         59  31     0
QSO: 14220 PH 2016-10-29 0157 KC6SEH        59  3      KH7CW         59  31     0
QSO: 14157 PH 2016-10-29 0205 KC6SEH        59  3      KH6LC         59  31     0
QSO:  7156 PH 2016-10-29 0219 KC6SEH        59  3      W5MX          59  04     0
QSO:  7168 PH 2016-10-29 0224 KC6SEH        59  3      KP4BD         59  08     0
QSO:  7170 PH 2016-10-29 0232 KC6SEH        59  3      ED8X3         59  33     0
QSO:  7183 PH 2016-10-29 0236 KC6SEH        59  3      W3LPL         59  05     0
QSO:  7192 PH 2016-10-29 0238 KC6SEH        59  3      ED8W          59  33     0
QSO:  7211 PH 2016-10-29 0243 KC6SEH        59  3      NP2N          59  08     0
QSO:  7213 PH 2016-10-29 0245 KC6SEH        59  3      KP3Z          59  08     0
QSO:  7217 PH 2016-10-29 0246 KC6SEH        59  3      P40L          59  09     0
QSO:  7226 PH 2016-10-29 0248 KC6SEH        59  3      NP3A          59  08     0
QSO:  7241 PH 2016-10-29 0252 KC6SEH        59  3      VE6WZ         59  04     0
QSO:  7244 PH 2016-10-29 0254 KC6SEH        59  3      6Y4V          59  08     0
QSO:  7253 PH 2016-10-29 0300 KC6SEH        59  3      ZV5O          59  11     0
QSO:  7176 PH 2016-10-29 0346 KC6SEH        59  3      EF8R          59  33     0
QSO:  7275 PH 2016-10-29 0354 KC6SEH        59  3      ZZ2T          59  11     0
QSO:  7263 PH 2016-10-29 0357 KC6SEH        59  3      CB1H          59  12     0
QSO:  7247 PH 2016-10-29 0404 KC6SEH        59  3      W0AIH         59  04     0
QSO:  7236 PH 2016-10-29 0407 KC6SEH        59  3      XL3A          59  04     0
QSO:  7230 PH 2016-10-29 0409 KC6SEH        59  3      N5YA          59  04     0
QSO:  7210 PH 2016-10-29 0411 KC6SEH        59  3      TI5M          59  07     0
QSO:  7190 PH 2016-10-29 0418 KC6SEH        59  3      D4C           59  35     0
QSO:  7174 PH 2016-10-29 0424 KC6SEH        59  3      WK1Q          59  05     0
QSO:  7159 PH 2016-10-29 0426 KC6SEH        59  3      N5FO          59  04     0
QSO:  7138 PH 2016-10-29 0431 KC6SEH        59  3      T42A          59  08     0
QSO:  7236 PH 2016-10-29 0440 KC6SEH        59  3      KH6LC         59  31     0
QSO:  7227 PH 2016-10-29 0441 KC6SEH        59  3      WP3C          59  08     0
QSO:  7216 PH 2016-10-29 0444 KC6SEH        59  3      P4OL          59  09     0
QSO:  7158 PH 2016-10-29 0459 KC6SEH        59  3      ZF1A          59  08     0
QSO:  7158 PH 2016-10-29 1213 KC6SEH        59  3      JH3EDG        59  25     0
QSO:  7158 PH 2016-10-29 1214 KC6SEH        59  3      WE3C          59  05     0
QSO:  7158 PH 2016-10-29 1216 KC6SEH        59  3      T46A          59  08     0
QSO:  7158 PH 2016-10-29 1218 KC6SEH        59  3      KH6J          59  31     0
QSO:  7158 PH 2016-10-29 1219 KC6SEH        59  3      KH7M          59  31     0
QSO:  7158 PH 2016-10-29 1223 KC6SEH        59  3      VK6NC         59  29     0
QSO:  7158 PH 2016-10-29 1227 KC6SEH        59  3      T48K          59  08     0
QSO:  7158 PH 2016-10-29 1229 KC6SEH        59  3      JA3YBK        59  25     0
QSO:  7158 PH 2016-10-29 1230 KC6SEH        59  3      TI5W          59  07     0
QSO:  7158 PH 2016-10-29 1231 KC6SEH        59  3      JG2BRI        59  25     0
QSO:  7158 PH 2016-10-29 1239 KC6SEH        59  3      JR2GRX        59  25     0
QSO:  3793 PH 2016-10-29 1243 KC6SEH        59  3      KH7CW         59  31     0
QSO:  7158 PH 2016-10-29 1255 KC6SEH        59  3      JI1ICF        59  25     0
QSO:  7158 PH 2016-10-29 1259 KC6SEH        59  3      JA7ZFN        59  25     0
QSO: 14150 PH 2016-10-29 1445 KC6SEH        59  3      K3LR          59  05     0
QSO: 14131 PH 2016-10-29 1452 KC6SEH        59  3      XL3A          59  04     0
QSO: 14156 PH 2016-10-29 1456 KC6SEH        59  3      WE3C          59  05     0
QSO: 14161 PH 2016-10-29 1457 KC6SEH        59  3      W1NA          59  05     0
QSO: 14173 PH 2016-10-29 1501 KC6SEH        59  3      VC7X          59  03     0
QSO:  7126 PH 2016-10-29 1504 KC6SEH        59  3      JI2ZEY        59  25     0
QSO:  7131 PH 2016-10-29 1511 KC6SEH        59  3      XE2CQ         59  06     0
QSO:  7135 PH 2016-10-29 1512 KC6SEH        59  3      W0RIC         59  03     0
QSO:  7157 PH 2016-10-29 1513 KC6SEH        59  3      W7WA          59  03     0
QSO:  7159 PH 2016-10-29 1515 KC6SEH        59  3      JA2YBK        59  25     0
QSO: 14198 PH 2016-10-29 1529 KC6SEH        59  3      KD2RD         59  05     0
QSO: 14195 PH 2016-10-29 1532 KC6SEH        59  3      TG9ANF        59  07     0
QSO: 14186 PH 2016-10-29 1533 KC6SEH        59  3      HK1T          59  09     0
QSO: 28470 PH 2016-10-29 1628 KC6SEH        59  3      OA4SS         59  10     0
QSO: 28490 PH 2016-10-29 1630 KC6SEH        59  3      CE2CT         59  12     0
QSO: 28446 PH 2016-10-29 1637 KC6SEH        59  3      YV6CR         59  09     0
QSO: 28436 PH 2016-10-29 1641 KC6SEH        59  3      LU3FR         59  13     0
QSO: 28419 PH 2016-10-29 1642 KC6SEH        59  3      LU7HN         59  13     0
QSO: 21208 PH 2016-10-29 1705 KC6SEH        59  3      NJ9R          59  04     0
QSO: 21200 PH 2016-10-29 1706 KC6SEH        59  3      K3LR          59  05     0
QSO: 21212 PH 2016-10-29 1712 KC6SEH        59  3      N1UR          59  05     0
QSO: 21225 PH 2016-10-29 1713 KC6SEH        59  3      VE4VT         59  04     0
QSO: 21230 PH 2016-10-29 1714 KC6SEH        59  3      VC7R          59  03     0
QSO: 14168 PH 2016-10-29 1716 KC6SEH        59  3      VE3MIS        59  04     0
QSO: 14210 PH 2016-10-29 1720 KC6SEH        59  3      T42A          59  08     0
QSO: 14234 PH 2016-10-29 1725 KC6SEH        59  3      VE7SCC        59  03     0
QSO: 28416 PH 2016-10-29 1736 KC6SEH        59  3      FY5KE         59  09     0
QSO: 28430 PH 2016-10-29 1739 KC6SEH        59  3      CW5W          59  13     0
QSO: 28440 PH 2016-10-29 1741 KC6SEH        59  3      LW1EX         59  13     0
QSO: 28455 PH 2016-10-29 1742 KC6SEH        59  3      CV7S          59  13     0
QSO: 28470 PH 2016-10-29 1745 KC6SEH        59  3      HC0E          59  10     0
QSO: 28477 PH 2016-10-29 1746 KC6SEH        59  3      V3A           59  07     0
QSO: 21246 PH 2016-10-29 1752 KC6SEH        59  3      HK1X          59  09     0
QSO: 21244 PH 2016-10-29 1753 KC6SEH        59  3      HK3C          59  09     0
QSO: 21240 PH 2016-10-29 1755 KC6SEH        59  3      HP1RN         59  07     0
QSO: 21233 PH 2016-10-29 1757 KC6SEH        59  3      HP3SS         59  07     0
QSO: 21212 PH 2016-10-29 1759 KC6SEH        59  3      HP2BW         59  07     0
QSO: 14245 PH 2016-10-29 1804 KC6SEH        59  3      KH7M          59  31     0
QSO: 14214 PH 2016-10-29 1806 KC6SEH        59  3      HI3K          59  08     0
QSO: 21208 PH 2016-10-29 1903 KC6SEH        59  3      VE3KZ         59  04     0
QSO: 21244 PH 2016-10-29 1906 KC6SEH        59  3      K4PV          59  05     0
QSO: 21249 PH 2016-10-29 1907 KC6SEH        59  3      XE1KK         59  06     0
QSO: 21256 PH 2016-10-29 1910 KC6SEH        59  3      CB1H          59  12     0
QSO: 21263 PH 2016-10-29 1913 KC6SEH        59  3      LT1F          59  13     0
QSO: 21280 PH 2016-10-29 1914 KC6SEH        59  3      KH6J          59  31     0
QSO: 21284 PH 2016-10-29 1916 KC6SEH        59  3      TI5M          59  07     0
QSO: 21287 PH 2016-10-29 1919 KC6SEH        59  3      CE5JZO        59  12     0
QSO: 21293 PH 2016-10-29 1921 KC6SEH        59  3      N5YA          59  04     0
QSO: 14171 PH 2016-10-29 1927 KC6SEH        59  3      VE9AA         59  05     0
QSO: 14183 PH 2016-10-29 1929 KC6SEH        59  3      KE2TR         59  05     0
QSO: 14184 PH 2016-10-29 1931 KC6SEH        59  3      KN5TX         59  04     0
QSO: 14192 PH 2016-10-29 1943 KC6SEH        59  3      TF3CW         59  40     0
QSO: 14201 PH 2016-10-29 1947 KC6SEH        59  3      VE6SV         59  04     0
QSO: 14208 PH 2016-10-29 1948 KC6SEH        59  3      VE6EX         59  04     0
QSO: 14235 PH 2016-10-29 1951 KC6SEH        59  3      OH8X          59  15     0
QSO: 14242 PH 2016-10-29 1955 KC6SEH        59  3      VA7QD         59  03     0
QSO: 28503 PH 2016-10-29 1958 KC6SEH        59  3      PY1VOY        59  11     0
QSO: 28390 PH 2016-10-29 2006 KC6SEH        59  3      PJ4X          59  09     0
QSO: 28428 PH 2016-10-29 2009 KC6SEH        59  3      CV5Q          59  13     0
QSO: 28441 PH 2016-10-29 2016 KC6SEH        59  3      LO7H          59  13     0
QSO: 28455 PH 2016-10-29 2019 KC6SEH        59  3      CX2DK         59  13     0
QSO: 21275 PH 2016-10-29 2036 KC6SEH        59  3      PV8DX         59  11     0
QSO: 21264 PH 2016-10-29 2042 KC6SEH        59  3      PW2D          59  11     0
QSO: 21233 PH 2016-10-29 2045 KC6SEH        59  3      T42A          59  08     0
QSO: 21230 PH 2016-10-29 2047 KC6SEH        59  3      YV2CAR        59  09     0
QSO: 21227 PH 2016-10-29 2050 KC6SEH        59  3      YV1YLY        59  09     0
QSO: 21224 PH 2016-10-29 2053 KC6SEH        59  3      8P9EH         59  08     0
QSO: 21213 PH 2016-10-29 2054 KC6SEH        59  3      VP5S          59  08     0
