START-OF-LOG: 3.0
CALLSIGN: KC6SEH
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 76942
NAME: John Collins
LOCATION: AZ
CLUB:
CERTIFICATE: NO
CREATED-BY: Exported by LOGic version 9.1.4. LOGic Cabrillo Export version 1.2.
QSO: 21208 PH 2016-10-29 2056 KC6SEH        59  3      W3LPL         59  05     0
QSO: 14247 PH 2016-10-29 2059 KC6SEH        59  3      VE6AO         59  04     0
QSO: 14225 PH 2016-10-29 2101 KC6SEH        59  3      VC2T          59  05     0
QSO: 14216 PH 2016-10-29 2107 KC6SEH        59  3      VO2NSVA2NS    59  02     0
QSO: 28447 PH 2016-10-29 2211 KC6SEH        59  3      PY4LH         59  11     0
QSO: 28450 PH 2016-10-29 2212 KC6SEH        59  3      PY4VG         59  11     0
QSO: 28484 PH 2016-10-29 2215 KC6SEH        59  3      CE3SBQ        59  12     0
QSO: 21191 PH 2016-10-29 2218 KC6SEH        59  3      ZF1A          59  08     0
QSO: 21216 PH 2016-10-29 2219 KC6SEH        59  3      L77D          59  13     0
QSO: 21218 PH 2016-10-29 2221 KC6SEH        59  3      TI5/W4TTT     59  07     0
QSO: 21237 PH 2016-10-29 2224 KC6SEH        59  3      PX2B          59  11     0
QSO:  7153 PH 2016-10-29 2308 KC6SEH        59  3      CN2AA         59  33     0
QSO:  7177 PH 2016-10-30 0005 KC6SEH        59  3      VC2T          59  05     0
QSO: 14171 PH 2016-10-30 0016 KC6SEH        59  3      AL7LO         59  01     0
QSO: 14177 PH 2016-10-30 0020 KC6SEH        59  3      LT5V          59  13     0
QSO: 14185 PH 2016-10-30 0023 KC6SEH        59  3      N5ZO          59  03     0
QSO: 14189 PH 2016-10-30 0025 KC6SEH        59  3      NP3U          59  08     0
QSO: 14225 PH 2016-10-30 0028 KC6SEH        59  3      LT1F          59  13     0
QSO: 14242 PH 2016-10-30 0031 KC6SEH        59  3      VA7RR         59  03     0
QSO: 14245 PH 2016-10-30 0032 KC6SEH        59  3      LP1H          59  13     0
QSO: 14258 PH 2016-10-30 0037 KC6SEH        59  3      PS2T          59  11     0
QSO:  7141 PH 2016-10-30 0040 KC6SEH        59  3      WX3B          59  05     0
QSO:  7154 PH 2016-10-30 0048 KC6SEH        59  3      VP5DX         59  08     0
QSO:  7156 PH 2016-10-30 0052 KC6SEH        59  3      NA2U          59  05     0
QSO:  7162 PH 2016-10-30 0056 KC6SEH        59  3      VE9AA         59  05     0
QSO:  7162 PH 2016-10-30 0118 KC6SEH        59  3      VE4VT         59  04     0
QSO: 14247 PH 2016-10-30 0237 KC6SEH        59  3      ZM4T          59  32     0
QSO:  7215 PH 2016-10-30 0246 KC6SEH        59  3      HC0E          59  10     0
QSO:  7212 PH 2016-10-30 0250 KC6SEH        59  3      PQ5B          59  11     0
QSO:  7174 PH 2016-10-30 0253 KC6SEH        59  3      VE6FI         59  04     0
QSO:  7172 PH 2016-10-30 0254 KC6SEH        59  3      KM5VI         59  04     0
QSO:  7169 PH 2016-10-30 0255 KC6SEH        59  3      HK1AC         59  09     0
QSO:  7163 PH 2016-10-30 0258 KC6SEH        59  3      HI3K          59  08     0
QSO:  7138 PH 2016-10-30 0305 KC6SEH        59  3      N5RZ          59  04     0
QSO:  7161 PH 2016-10-30 0317 KC6SEH        59  3      NV9L          59  04     0
QSO:  7202 PH 2016-10-30 0322 KC6SEH        59  3      V47T          59  08     0
QSO:  7207 PH 2016-10-30 0323 KC6SEH        59  3      CB1W          59  12     0
QSO:  7214 PH 2016-10-30 0326 KC6SEH        59  3      TI1T          59  07     0
QSO:  3780 PH 2016-10-30 0351 KC6SEH        59  3      VA7QD         59  03     0
QSO:  3778 PH 2016-10-30 0353 KC6SEH        59  3      KH6J          59  31     0
QSO:  3798 PH 2016-10-30 0355 KC6SEH        59  3      ZF1A          59  08     0
QSO:  7249 PH 2016-10-30 0359 KC6SEH        59  3      YW4D          59  09     0
QSO:  7231 PH 2016-10-30 0403 KC6SEH        59  3      HI1TEJ        59  08     0
QSO:  7227 PH 2016-10-30 0405 KC6SEH        59  3      PZ5K          59  09     0
QSO:  7217 PH 2016-10-30 0407 KC6SEH        59  3      WP3DX         59  08     0
QSO:  7171 PH 2016-10-30 0415 KC6SEH        59  3      K4PV          59  05     0
QSO:  7220 PH 2016-10-30 0425 KC6SEH        59  3      VP5S          59  09     0
QSO:  7223 PH 2016-10-30 0427 KC6SEH        59  3      PS2T          59  11     0
QSO:  7235 PH 2016-10-30 0428 KC6SEH        59  3      8P5A          59  08     0
QSO: 14199 PH 2016-10-30 1329 KC6SEH        59  3      YN5Z          59  07     0
QSO: 14238 PH 2016-10-30 1333 KC6SEH        59  3      6Y4V          59  08     0
QSO: 14261 PH 2016-10-30 1337 KC6SEH        59  3      9Y4D          59  09     0
QSO: 14268 PH 2016-10-30 1338 KC6SEH        59  3      WP3C          59  08     0
QSO: 21230 PH 2016-10-30 1345 KC6SEH        59  3      ZX5J          59  11     0
QSO:  7157 PH 2016-10-30 1352 KC6SEH        59  3      JF2QNM        59  25     0
QSO:  7142 PH 2016-10-30 1353 KC6SEH        59  3      WA7NB         59  03     0
QSO:  7159 PH 2016-10-30 1357 KC6SEH        59  3      JR5YCE        59  25     0
QSO:  7162 PH 2016-10-30 1358 KC6SEH        59  3      JH4UYB        59  25     0
QSO:  7196 PH 2016-10-30 1413 KC6SEH        59  3      JI2ZJS        59  25     0
QSO: 14160 PH 2016-10-30 1415 KC6SEH        59  3      W4RM          59  05     0
QSO: 14152 PH 2016-10-30 1416 KC6SEH        59  3      KC1XX         59  05     0
QSO: 14140 PH 2016-10-30 1418 KC6SEH        59  3      VE3EJ         59  04     0
QSO: 21244 PH 2016-10-30 1439 KC6SEH        59  3      ZF9CW         59  08     0
QSO: 21265 PH 2016-10-30 1445 KC6SEH        59  3      KW4XC/HI9     59  08     0
QSO: 21271 PH 2016-10-30 1446 KC6SEH        59  3      CM2FRB        59  08     0
QSO: 28498 PH 2016-10-30 1452 KC6SEH        59  3      PJ2T          59  09     0
QSO: 28447 PH 2016-10-30 1455 KC6SEH        59  3      PJ7PL         59  08     0
QSO: 28437 PH 2016-10-30 1700 KC6SEH        59  3      LT1F          59  13     0
QSO: 21248 PH 2016-10-30 1708 KC6SEH        59  3      TI1T          59  07     0
QSO: 21233 PH 2016-10-30 1710 KC6SEH        59  3      K0EJ          59  04     0
QSO: 14185 PH 2016-10-30 1715 KC6SEH        59  3      K4AB          59  04     0
QSO: 14192 PH 2016-10-30 1717 KC6SEH        59  3      KN7K          59  03     0
QSO: 14214 PH 2016-10-30 1719 KC6SEH        59  3      K7ZS          59  03     0
QSO: 14233 PH 2016-10-30 1720 KC6SEH        59  3      VE7GL         59  03     0
QSO: 14245 PH 2016-10-30 1723 KC6SEH        59  3      VA7ST         59  03     0
QSO: 28422 PH 2016-10-30 1733 KC6SEH        59  3      ZY2A          59  11     0
QSO: 28417 PH 2016-10-30 1734 KC6SEH        59  3      PS2T          59  11     0
QSO: 21205 PH 2016-10-30 1752 KC6SEH        59  3      WE3C          59  05     0
QSO: 21261 PH 2016-10-30 1803 KC6SEH        59  3      NH7AA         59  31     0
QSO: 21268 PH 2016-10-30 1804 KC6SEH        59  3      KP2M          59  08     0
QSO: 21293 PH 2016-10-30 1806 KC6SEH        59  3      WP4PGY        59  08     0
QSO: 28462 PH 2016-10-30 1809 KC6SEH        59  3      PW2D          59  11     0
QSO: 28491 PH 2016-10-30 1813 KC6SEH        59  3      CB1H          59  12     0
QSO: 21206 PH 2016-10-30 2051 KC6SEH        59  3      W2LPL         59  05     0
QSO: 21220 PH 2016-10-30 2053 KC6SEH        59  3      K4AB          59  04     0
QSO: 14273 PH 2016-10-30 2057 KC6SEH        59  3      VE5PV         59  04     0
QSO: 14248 PH 2016-10-30 2059 KC6SEH        59  3      VE2BWL        59  05     0
QSO: 14227 PH 2016-10-30 2101 KC6SEH        59  3      TF2LL         59  40     0
QSO: 14154 PH 2016-10-30 2106 KC6SEH        59  3      WX3B          59  05     0
QSO: 21280 PH 2016-10-30 2109 KC6SEH        59  3      HI3K          59  08     0
QSO: 21264 PH 2016-10-30 2112 KC6SEH        59  3      LU1DK         59  13     0
QSO: 21260 PH 2016-10-30 2114 KC6SEH        59  3      ZV5O          59  11     0
QSO: 21256 PH 2016-10-30 2115 KC6SEH        59  3      PY2YU         59  11     0
QSO: 14165 PH 2016-10-30 2121 KC6SEH        59  3      VE9CB         59  05     0
QSO: 14190 PH 2016-10-30 2124 KC6SEH        59  3      K2LE          59  05     0
QSO: 14194 PH 2016-10-30 2125 KC6SEH        59  3      N1UR          59  05     0
QSO: 14204 PH 2016-10-30 2126 KC6SEH        59  3      VE2DXY        59  05     0
QSO: 14208 PH 2016-10-30 2127 KC6SEH        59  3      K4PV          59  05     0
QSO: 28497 PH 2016-10-30 2130 KC6SEH        59  3      LT7F          59  13     0
QSO: 28492 PH 2016-10-30 2131 KC6SEH        59  3      LU3HIP        59  13     0
QSO: 28487 PH 2016-10-30 2133 KC6SEH        59  3      LU8EOT        59  13     0
QSO: 28475 PH 2016-10-30 2135 KC6SEH        59  3      CX2DA         59  13     0
QSO: 28460 PH 2016-10-30 2136 KC6SEH        59  3      CB1W          59  12     0
QSO: 21298 PH 2016-10-30 2139 KC6SEH        59  3      JM1LPN        59  25     0
QSO: 21295 PH 2016-10-30 2139 KC6SEH        59  3      AA9A          59  04     0
QSO: 21283 PH 2016-10-30 2141 KC6SEH        59  3      PS2T          59  11     0
QSO: 21265 PH 2016-10-30 2144 KC6SEH        59  3      PJ2T          59  09     0
QSO: 21256 PH 2016-10-30 2145 KC6SEH        59  3      PY2DU         59  11     0
QSO: 14155 PH 2016-10-30 2149 KC6SEH        59  3      VP5S          59  08     0
QSO: 14255 PH 2016-10-30 2159 KC6SEH        59  3      ZV5O          59  11     0
QSO: 14258 PH 2016-10-30 2202 KC6SEH        59  3      KP4/K6DTT     59  08     0
QSO: 14294 PH 2016-10-30 2207 KC6SEH        59  3      PZ5K          59  09     0
QSO: 14290 PH 2016-10-30 2221 KC6SEH        59  3      B7K           59  24     0
QSO: 14303 PH 2016-10-30 2328 KC6SEH        59  3      PQ5B          59  11     0
QSO: 14270 PH 2016-10-30 2329 KC6SEH        59  3      HI8JSG        59  08     0
QSO: 14335 PH 2016-10-30 2333 KC6SEH        59  3      3G3PR         59  12     0
QSO: 14208 PH 2016-10-30 2336 KC6SEH        59  3      T17/W5AP      59  07     0
QSO: 14205 PH 2016-10-30 2341 KC6SEH        59  3      PW2D          59  11     0
QSO: 14340 PH 2016-10-30 2344 KC6SEH        59  3      PJ4Q          59  09     0
QSO: 14247 PH 2016-10-30 2345 KC6SEH        59  3      PT5D          59  11     0
QSO: 14344 PH 2016-10-30 2347 KC6SEH        59  3      ZP6A          59  11     0
QSO: 14333 PH 2016-10-30 2348 KC6SEH        59  3      P40W          59  09     0
QSO: 14225 PH 2016-10-30 2357 KC6SEH        59  3      FY5KE         59  09     0
QSO: 14183 PH 2016-10-30 2358 KC6SEH        59  3      PJ2T          59  09     0
END-OF-LOG:
