START-OF-LOG: 3.0
CALLSIGN: OE1HHB
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 351267
NAME: Harald Hofbauer
LOCATION: DX
OPERATORS: OE1HHB
CLUB:
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.5966.0
SOAPBOX: 100 W and a vertical on the 6th floor balcony
QSO:  7000 PH 2016-10-29 1519 OE1HHB        59  15     SP4PBI        59  15
QSO:  7000 PH 2016-10-29 1524 OE1HHB        59  15     RK3AW         59  16
QSO: 21000 PH 2016-10-29 1535 OE1HHB        59  15     IR9W          59  15
QSO: 21000 PH 2016-10-29 1537 OE1HHB        59  15     II9P          59  15
QSO: 21000 PH 2016-10-29 1537 OE1HHB        59  15     MD7C          59  14
QSO: 21000 PH 2016-10-29 1538 OE1HHB        59  15     M7W           59  14
QSO: 21000 PH 2016-10-29 1539 OE1HHB        59  15     M6T           59  14
QSO: 14000 PH 2016-10-29 1541 OE1HHB        59  15     A73A          59  21
QSO: 14000 PH 2016-10-29 1541 OE1HHB        59  15     MM3T          59  14
QSO: 14000 PH 2016-10-29 1547 OE1HHB        59  15     TM7F          59  14
QSO: 14000 PH 2016-10-29 1548 OE1HHB        59  15     WE3C          59  05
QSO: 21000 PH 2016-10-29 1552 OE1HHB        59  15     M4A           59  14
QSO: 21000 PH 2016-10-29 1554 OE1HHB        59  15     8P5A          59  08
QSO: 28000 PH 2016-10-29 1559 OE1HHB        59  15     LT1F          59  13
QSO: 21000 PH 2016-10-29 1602 OE1HHB        59  15     IO9A          59  15
QSO: 14000 PH 2016-10-29 1605 OE1HHB        59  15     IQ7AF         59  15
QSO: 14000 PH 2016-10-29 1614 OE1HHB        59  15     IS0BSR        59  15
QSO: 14000 PH 2016-10-29 1615 OE1HHB        59  15     VY2ZM         59  05
QSO: 14000 PH 2016-10-29 1656 OE1HHB        59  15     6W1RY         59  35
QSO: 14000 PH 2016-10-29 1657 OE1HHB        59  15     PA3AAV        59  14
QSO: 14000 PH 2016-10-29 1658 OE1HHB        59  15     ON4KCY        59  14
QSO: 14000 PH 2016-10-29 1658 OE1HHB        59  15     IZ8EFD        59  15
QSO:  1800 PH 2016-10-29 1702 OE1HHB        59  15     S53O          59  15
QSO:  1800 PH 2016-10-29 1703 OE1HHB        59  15     9A1A          59  15
QSO: 28000 PH 2016-10-29 1704 OE1HHB        59  15     M6T           59  14
QSO: 28000 PH 2016-10-29 1705 OE1HHB        59  15     ED3D          59  14
QSO: 21000 PH 2016-10-29 1707 OE1HHB        59  15     LZ5R          59  20
QSO: 21000 PH 2016-10-29 1709 OE1HHB        59  15     LZ9W          59  20
QSO: 14000 PH 2016-10-29 1712 OE1HHB        59  15     EA1CS         59  14
QSO: 14000 PH 2016-10-29 1713 OE1HHB        59  15     TC0F          59  20
QSO: 14000 PH 2016-10-29 1714 OE1HHB        59  15     EA1BLI        59  14
QSO: 14000 PH 2016-10-29 1716 OE1HHB        59  15     M7W           59  14
QSO: 14000 PH 2016-10-29 1720 OE1HHB        59  15     LZ1YE         59  20
QSO: 14000 PH 2016-10-29 1723 OE1HHB        59  15     YT6W          59  15
QSO: 14000 PH 2016-10-29 1725 OE1HHB        59  15     EI7M          59  14
QSO: 14000 PH 2016-10-29 1726 OE1HHB        59  15     IZ8FDG        59  15
QSO: 14000 PH 2016-10-29 1727 OE1HHB        59  15     IT9CZJ        59  15
QSO: 14000 PH 2016-10-29 1728 OE1HHB        59  15     PI4COM        59  14
QSO: 14000 PH 2016-10-29 1728 OE1HHB        59  15     3V8SS         59  33
QSO: 14000 PH 2016-10-29 1729 OE1HHB        59  15     CN2AA         59  33
QSO: 14000 PH 2016-10-29 1732 OE1HHB        59  15     4O3A          59  15
QSO: 14000 PH 2016-10-29 1735 OE1HHB        59  15     CR5T          59  14
QSO: 14000 PH 2016-10-29 1735 OE1HHB        59  15     YU6DX         59  15
QSO:  7000 PH 2016-10-29 1738 OE1HHB        59  15     A73A          59  21
QSO:  7000 PH 2016-10-29 1738 OE1HHB        59  15     RM3DA         59  16
QSO:  7000 PH 2016-10-29 1740 OE1HHB        59  15     R2EA          59  16
QSO:  7000 PH 2016-10-29 1740 OE1HHB        59  15     PD4RD         59  14
QSO:  7000 PH 2016-10-29 1745 OE1HHB        59  15     YU5R          59  15
QSO:  7000 PH 2016-10-29 1745 OE1HHB        59  15     E79D          59  15
QSO:  7000 PH 2016-10-29 1745 OE1HHB        59  15     OR3A          59  14
QSO:  7000 PH 2016-10-29 1747 OE1HHB        59  15     C4A           59  20
QSO:  7000 PH 2016-10-29 1753 OE1HHB        59  15     IZ6FXP        59  15
QSO:  7000 PH 2016-10-29 1754 OE1HHB        59  15     PA1BDO        59  14
QSO:  7000 PH 2016-10-29 1757 OE1HHB        59  15     GW9X          59  14
QSO:  7000 PH 2016-10-29 1759 OE1HHB        59  15     EA9LZ         59  33
QSO:  3500 PH 2016-10-29 1801 OE1HHB        59  15     YT1R          59  15
QSO:  1800 PH 2016-10-29 1805 OE1HHB        59  15     OK1CRM        59  15
QSO:  3500 PH 2016-10-29 1807 OE1HHB        59  15     SN1D          59  15
QSO:  3500 PH 2016-10-29 1809 OE1HHB        59  15     LZ9W          59  20
QSO: 14000 PH 2016-10-29 1813 OE1HHB        59  15     VY2TT         59  05
QSO: 14000 PH 2016-10-29 1813 OE1HHB        59  15     CT3HF         59  33
QSO: 14000 PH 2016-10-29 1815 OE1HHB        59  15     KC1XX         59  05
QSO: 14000 PH 2016-10-29 1816 OE1HHB        59  15     W1NA          59  05
QSO: 14000 PH 2016-10-29 1821 OE1HHB        59  15     J42T          59  20
QSO:  3500 PH 2016-10-29 1825 OE1HHB        59  15     IQ2MI         59  15
QSO:  3500 PH 2016-10-29 1828 OE1HHB        59  15     LY4Q          59  15
QSO:  3500 PH 2016-10-29 1828 OE1HHB        59  15     RM5A          59  16
QSO:  7000 PH 2016-10-29 1831 OE1HHB        59  15     DP6A          59  14
QSO:  7000 PH 2016-10-29 1833 OE1HHB        59  15     DR5N          59  14
QSO:  7000 PH 2016-10-29 1834 OE1HHB        59  15     UT0AZA        59  16
QSO:  7000 PH 2016-10-29 1834 OE1HHB        59  15     DR1A          59  14
QSO:  7000 PH 2016-10-29 1836 OE1HHB        59  15     DL0CS         59  14
QSO:  7000 PH 2016-10-29 1836 OE1HHB        59  15     IO9A          59  15
QSO:  7000 PH 2016-10-29 1839 OE1HHB        59  15     EA5CTE        59  14
QSO:  7000 PH 2016-10-29 1839 OE1HHB        59  15     RU1A          59  16
QSO:  7000 PH 2016-10-29 1842 OE1HHB        59  15     M4A           59  14
QSO:  7000 PH 2016-10-29 1847 OE1HHB        59  15     OT8T          59  14
QSO:  7000 PH 2016-10-29 1849 OE1HHB        59  15     SA6BET        59  14
QSO:  1800 PH 2016-10-29 1852 OE1HHB        59  15     TM3R          59  14
QSO: 14000 PH 2016-10-29 1908 OE1HHB        59  15     DK8ZZ         59  14
QSO: 14000 PH 2016-10-29 1909 OE1HHB        59  15     UT7E          59  16
QSO:  7000 PH 2016-10-29 1912 OE1HHB        59  15     OH0Z          59  15
QSO:  7000 PH 2016-10-29 1914 OE1HHB        59  15     ED8W          59  33
QSO:  7000 PH 2016-10-29 1916 OE1HHB        59  15     EA2RCP        59  14
QSO:  7000 PH 2016-10-29 1920 OE1HHB        59  15     OK5W          59  15
QSO:  7000 PH 2016-10-29 1923 OE1HHB        59  15     US5D          59  16
QSO:  7000 PH 2016-10-29 1927 OE1HHB        59  15     OL1C          59  15
QSO:  3500 PH 2016-10-29 1932 OE1HHB        59  15     IQ5PJ         59  15
QSO:  3500 PH 2016-10-29 1935 OE1HHB        59  15     OK7O          59  15
QSO:  3500 PH 2016-10-29 1940 OE1HHB        59  15     IO1X          59  15
QSO:  3500 PH 2016-10-29 1942 OE1HHB        59  15     DF0RW         59  14
QSO:  3500 PH 2016-10-29 1952 OE1HHB        59  15     HG1G          59  15
QSO:  3500 PH 2016-10-29 1954 OE1HHB        59  15     OQ5M          59  14
QSO:  7000 PH 2016-10-29 1957 OE1HHB        59  15     DK1NO         59  14
QSO:  7000 PH 2016-10-29 1959 OE1HHB        59  15     YT7A          59  15
QSO:  7000 PH 2016-10-29 2000 OE1HHB        59  15     LZ5R          59  20
QSO: 14000 PH 2016-10-29 2004 OE1HHB        59  15     IK2YCW        59  15
QSO: 14000 PH 2016-10-29 2004 OE1HHB        59  15     UZ3A          59  16
QSO: 14000 PH 2016-10-29 2005 OE1HHB        59  15     YT0W          59  15
QSO: 14000 PH 2016-10-29 2011 OE1HHB        59  15     E74A          59  15
QSO:  7000 PH 2016-10-29 2015 OE1HHB        59  15     UA2F          59  15
QSO:  7000 PH 2016-10-29 2016 OE1HHB        59  15     II2S          59  15
QSO: 14000 PH 2016-10-29 2020 OE1HHB        59  15     YU3EEA        59  15
QSO:  3500 PH 2016-10-29 2021 OE1HHB        59  15     9A8M          59  15
QSO:  3500 PH 2016-10-29 2022 OE1HHB        59  15     DL1A          59  14
QSO:  3500 PH 2016-10-29 2030 OE1HHB        59  15     SK7K          59  14
QSO:  3500 PH 2016-10-29 2031 OE1HHB        59  15     PI4M          59  14
QSO:  3500 PH 2016-10-29 2032 OE1HHB        59  15     IB2A          59  15
QSO:  3500 PH 2016-10-29 2039 OE1HHB        59  15     HB2K          59  14
QSO:  3500 PH 2016-10-29 2042 OE1HHB        59  15     S55X          59  15
QSO:  3500 PH 2016-10-29 2043 OE1HHB        59  15     OK2HBR        59  15
QSO:  3500 PH 2016-10-29 2043 OE1HHB        59  15     S51A          59  15
QSO:  7000 PH 2016-10-29 2047 OE1HHB        59  15     EI7M          59  14
QSO:  7000 PH 2016-10-29 2048 OE1HHB        59  15     IQ2DN         59  15
QSO:  7000 PH 2016-10-29 2050 OE1HHB        59  15     E7DX          59  15
QSO:  7000 PH 2016-10-29 2051 OE1HHB        59  15     LZ7A          59  20
QSO:  7000 PH 2016-10-29 2051 OE1HHB        59  15     IO5O          59  15
QSO:  7000 PH 2016-10-29 2053 OE1HHB        59  15     EW1I          59  16
QSO:  7000 PH 2016-10-29 2056 OE1HHB        59  15     IK2YCW        59  15
QSO:  7000 PH 2016-10-29 2059 OE1HHB        59  15     F4DNW         59  14
QSO: 14000 PH 2016-10-29 2101 OE1HHB        59  15     EA3YK         59  14
QSO: 14000 PH 2016-10-29 2101 OE1HHB        59  15     CN3A          59  33
QSO: 14000 PH 2016-10-29 2103 OE1HHB        59  15     II0I          59  15
QSO: 14000 PH 2016-10-29 2103 OE1HHB        59  15     OT5A          59  14
QSO: 14000 PH 2016-10-29 2104 OE1HHB        59  15     LZ2JA         59  20
QSO: 14000 PH 2016-10-29 2106 OE1HHB        59  15     EA3RP         59  14
QSO: 14000 PH 2016-10-29 2107 OE1HHB        59  15     F4EQA         59  14
QSO: 14000 PH 2016-10-29 2108 OE1HHB        59  15     IK4DCX        59  15
QSO: 14000 PH 2016-10-29 2111 OE1HHB        59  15     YO3IYO        59  20
QSO: 14000 PH 2016-10-29 2112 OE1HHB        59  15     LZ3ZZ         59  20
QSO: 14000 PH 2016-10-29 2113 OE1HHB        59  15     YU5R          59  15
QSO:  7000 PH 2016-10-29 2118 OE1HHB        59  15     IR4M          59  15
QSO:  1800 PH 2016-10-29 2120 OE1HHB        59  15     IR4M          59  15
QSO: 14000 PH 2016-10-29 2130 OE1HHB        59  15     IQ2MI         59  15
QSO: 14000 PH 2016-10-29 2131 OE1HHB        59  15     IW2MXY        59  15
QSO: 14000 PH 2016-10-29 2133 OE1HHB        59  15     Z32ID         59  15
QSO: 14000 PH 2016-10-29 2134 OE1HHB        59  15     YM2KY         59  20
QSO: 14000 PH 2016-10-29 2136 OE1HHB        59  15     SZ4KRD        59  20
QSO: 21000 PH 2016-10-29 2138 OE1HHB        59  15     ET3AA         59  37
QSO: 14000 PH 2016-10-29 2143 OE1HHB        59  15     IW1FRU        59  15
QSO:  7000 PH 2016-10-29 2145 OE1HHB        59  15     IR8C          59  15
QSO:  7000 PH 2016-10-29 2148 OE1HHB        59  15     CN2R          59  33
QSO:  7000 PH 2016-10-29 2153 OE1HHB        59  15     YO9HP         59  20
QSO:  7000 PH 2016-10-29 2154 OE1HHB        59  15     UT7E          59  16
QSO:  7000 PH 2016-10-29 2157 OE1HHB        59  15     Z35W          59  15
QSO:  7000 PH 2016-10-29 2158 OE1HHB        59  15     IR3Z          59  15
QSO:  7000 PH 2016-10-29 2159 OE1HHB        59  15     J42T          59  20
QSO:  7000 PH 2016-10-29 2200 OE1HHB        59  15     S58N          59  15
QSO:  7000 PH 2016-10-29 2201 OE1HHB        59  15     F4ENK         59  14
QSO:  3500 PH 2016-10-29 2206 OE1HHB        59  15     9A7A          59  15
QSO:  3500 PH 2016-10-29 2207 OE1HHB        59  15     HA8GZ         59  15
QSO:  3500 PH 2016-10-29 2208 OE1HHB        59  15     DQ2C          59  14
QSO: 14000 PH 2016-10-29 2213 OE1HHB        59  15     IZ6HYR        59  15
QSO: 14000 PH 2016-10-29 2215 OE1HHB        59  15     IR6T          59  15
QSO: 14000 PH 2016-10-29 2216 OE1HHB        59  15     IB9T          59  15
QSO: 14000 PH 2016-10-29 2225 OE1HHB        59  15     RA6KE         59  16
QSO: 14000 PH 2016-10-29 2230 OE1HHB        59  15     IW0ECV        59  15
QSO: 14000 PH 2016-10-29 2231 OE1HHB        59  15     F5RAG         59  14
QSO:  7000 PH 2016-10-29 2235 OE1HHB        59  15     IO2X          59  15
QSO:  7000 PH 2016-10-29 2238 OE1HHB        59  15     ED1R          59  14
QSO:  7000 PH 2016-10-29 2239 OE1HHB        59  15     N5DX          59  05
QSO:  7000 PH 2016-10-29 2243 OE1HHB        59  15     WK1Q          59  05
QSO:  3500 PH 2016-10-29 2252 OE1HHB        59  15     DL0CS         59  14
QSO:  3500 PH 2016-10-29 2253 OE1HHB        59  15     EE7L          59  14
QSO:  3500 PH 2016-10-29 2255 OE1HHB        59  15     S58MU         59  15
QSO: 14000 PH 2016-10-29 2303 OE1HHB        59  15     IQ8YT         59  15
QSO:  7000 PH 2016-10-29 2307 OE1HHB        59  15     YP7P          59  20
QSO:  1800 PH 2016-10-30 0439 OE1HHB        59  15     LZ9W          59  20
QSO:  1800 PH 2016-10-30 0442 OE1HHB        59  15     PB8DX         59  14
QSO:  7000 PH 2016-10-30 0444 OE1HHB        59  15     EC2DX         59  14
QSO:  7000 PH 2016-10-30 0447 OE1HHB        59  15     TM6M          59  14
QSO:  7000 PH 2016-10-30 0447 OE1HHB        59  15     TM3R          59  14
QSO:  7000 PH 2016-10-30 0449 OE1HHB        59  15     G2F           59  14
QSO:  7000 PH 2016-10-30 0449 OE1HHB        59  15     UB7K          59  16
QSO:  7000 PH 2016-10-30 0450 OE1HHB        59  15     CN2AA         59  33
QSO:  7000 PH 2016-10-30 0450 OE1HHB        59  15     H2T           59  20
QSO:  7000 PH 2016-10-30 0451 OE1HHB        59  15     CT1BWU        59  14
QSO:  3500 PH 2016-10-30 0452 OE1HHB        59  15     M4A           59  14
QSO:  3500 PH 2016-10-30 0452 OE1HHB        59  15     EW8Y          59  16
QSO:  3500 PH 2016-10-30 0453 OE1HHB        59  15     EF2A          59  14
QSO:  3500 PH 2016-10-30 0456 OE1HHB        59  15     HB9TOC        59  14
QSO:  3500 PH 2016-10-30 0502 OE1HHB        59  15     IZ8IEV        59  15
QSO:  3500 PH 2016-10-30 0503 OE1HHB        59  15     SK3W          59  14
QSO:  1800 PH 2016-10-30 0511 OE1HHB        59  15     OK1T          59  15
QSO:  1800 PH 2016-10-30 0513 OE1HHB        59  15     HB9H          59  14
QSO:  1800 PH 2016-10-30 0514 OE1HHB        59  15     OM8A          59  15
QSO:  1800 PH 2016-10-30 0516 OE1HHB        59  15     M6T           59  14
QSO:  3500 PH 2016-10-30 0525 OE1HHB        59  15     F5BZB         59  14
QSO: 14000 PH 2016-10-30 0528 OE1HHB        59  15     R8WF          59  16
QSO:  3500 PH 2016-10-30 0558 OE1HHB        59  15     DR5N          59  14
QSO:  3500 PH 2016-10-30 0559 OE1HHB        59  15     OE6Z          59  15
QSO:  3500 PH 2016-10-30 0559 OE1HHB        59  15     HB9CA         59  14
QSO:  3500 PH 2016-10-30 0600 OE1HHB        59  15     GM2T          59  14
QSO:  3500 PH 2016-10-30 0601 OE1HHB        59  15     SN8D          59  15
QSO:  3500 PH 2016-10-30 0602 OE1HHB        59  15     S57AW         59  15
QSO:  3500 PH 2016-10-30 0603 OE1HHB        59  15     HB9EOU        59  14
QSO:  3500 PH 2016-10-30 0603 OE1HHB        59  15     9A1A          59  15
QSO:  3500 PH 2016-10-30 0605 OE1HHB        59  15     IK2YCW        59  15
QSO:  7000 PH 2016-10-30 0611 OE1HHB        59  15     EF8R          59  33
QSO:  7000 PH 2016-10-30 0611 OE1HHB        59  15     OH1F          59  15
QSO:  7000 PH 2016-10-30 0612 OE1HHB        59  15     EF2A          59  14
QSO: 14000 PH 2016-10-30 0616 OE1HHB        59  15     RW9USA        59  18
QSO: 14000 PH 2016-10-30 0617 OE1HHB        59  15     A62A          59  21
QSO: 14000 PH 2016-10-30 0618 OE1HHB        59  15     RW4WA         59  16
QSO:  7000 PH 2016-10-30 0625 OE1HHB        59  15     EI1A          59  14
QSO:  7000 PH 2016-10-30 0628 OE1HHB        59  15     ED2WW         59  14
QSO:  7000 PH 2016-10-30 0629 OE1HHB        59  15     OH1NX         59  15
QSO: 14000 PH 2016-10-30 0644 OE1HHB        59  15     RM0A          59  18
QSO:  7000 PH 2016-10-30 0650 OE1HHB        59  15     ON4TO         59  14
QSO:  7000 PH 2016-10-30 0651 OE1HHB        59  15     ED3X          59  14
QSO:  7000 PH 2016-10-30 0654 OE1HHB        59  15     LZ5K          59  20
QSO:  7000 PH 2016-10-30 0655 OE1HHB        59  15     K3LR          59  05
QSO:  7000 PH 2016-10-30 0656 OE1HHB        59  15     EE2K          59  14
QSO:  7000 PH 2016-10-30 0700 OE1HHB        59  15     LY60KTU       59  15
QSO: 14000 PH 2016-10-30 0703 OE1HHB        59  15     UB4WAW        59  16
QSO: 14000 PH 2016-10-30 0709 OE1HHB        59  15     CN2R          59  33
QSO: 14000 PH 2016-10-30 0709 OE1HHB        59  15     RZ9SZ/3       59  16
QSO: 14000 PH 2016-10-30 0711 OE1HHB        59  15     R9LY          59  17
QSO: 14000 PH 2016-10-30 0712 OE1HHB        59  15     RZ4AG         59  16
QSO: 14000 PH 2016-10-30 0713 OE1HHB        59  15     R4AC          59  16
QSO: 21000 PH 2016-10-30 0714 OE1HHB        59  15     UP2L          59  17
QSO: 21000 PH 2016-10-30 0715 OE1HHB        59  15     JT5DX         59  23
QSO: 21000 PH 2016-10-30 0719 OE1HHB        59  15     UP9L          59  17
QSO: 21000 PH 2016-10-30 0721 OE1HHB        59  15     RO9A          59  17
QSO: 14000 PH 2016-10-30 0724 OE1HHB        59  15     UT4IXZ        59  16
QSO: 14000 PH 2016-10-30 0724 OE1HHB        59  15     R4FD          59  16
QSO: 14000 PH 2016-10-30 0731 OE1HHB        59  15     RT5Z          59  16
QSO: 14000 PH 2016-10-30 0734 OE1HHB        59  15     RG4I          59  16
QSO: 14000 PH 2016-10-30 0743 OE1HHB        59  15     RM4HZ         59  16
QSO: 14000 PH 2016-10-30 0744 OE1HHB        59  15     RM5A          59  16
QSO: 21000 PH 2016-10-30 0746 OE1HHB        59  15     RT9S          59  16
QSO: 14000 PH 2016-10-30 0751 OE1HHB        59  15     4Z5LY         59  20
QSO: 14000 PH 2016-10-30 0758 OE1HHB        59  15     RC7A          59  16
QSO: 14000 PH 2016-10-30 0759 OE1HHB        59  15     US3EW         59  16
QSO: 21000 PH 2016-10-30 0806 OE1HHB        59  15     RA9DZ         59  17
QSO: 21000 PH 2016-10-30 0807 OE1HHB        59  15     R8CT          59  17
QSO: 14000 PH 2016-10-30 0811 OE1HHB        59  15     UY1IP         59  16
QSO: 14000 PH 2016-10-30 0813 OE1HHB        59  15     R7CA          59  16
QSO: 14000 PH 2016-10-30 0814 OE1HHB        59  15     CR5C          59  14
QSO: 14000 PH 2016-10-30 0815 OE1HHB        59  15     TA2NC         59  20
QSO: 14000 PH 2016-10-30 0816 OE1HHB        59  15     OH8X          59  15
QSO: 14000 PH 2016-10-30 0818 OE1HHB        59  15     IT9IMJ        59  15
QSO: 21000 PH 2016-10-30 0827 OE1HHB        59  15     R8WF          59  16
QSO:  7000 PH 2016-10-30 0829 OE1HHB        59  15     EE5T          59  14
QSO:  7000 PH 2016-10-30 0833 OE1HHB        59  15     IB2VIG        59  15
QSO: 21000 PH 2016-10-30 0837 OE1HHB        59  15     UW1M          59  16
QSO: 21000 PH 2016-10-30 0840 OE1HHB        59  15     UZ3A          59  16
QSO: 21000 PH 2016-10-30 0840 OE1HHB        59  15     YM7KA         59  20
QSO:  7000 PH 2016-10-30 0847 OE1HHB        59  15     SP9KAO        59  15
QSO:  7000 PH 2016-10-30 0848 OE1HHB        59  15     PC2T          59  14
QSO:  7000 PH 2016-10-30 0849 OE1HHB        59  15     CR6K          59  14
QSO:  7000 PH 2016-10-30 0851 OE1HHB        59  15     IK2SAI        59  15
QSO:  7000 PH 2016-10-30 0853 OE1HHB        59  15     F1UMO         59  14
QSO: 28000 PH 2016-10-30 0855 OE1HHB        59  15     UT7CR         59  16
QSO: 28000 PH 2016-10-30 0856 OE1HHB        59  15     UT3C          59  16
QSO: 28000 PH 2016-10-30 0858 OE1HHB        59  15     UA6YN         59  16
QSO: 28000 PH 2016-10-30 0900 OE1HHB        59  15     UB7K          59  16
QSO: 21000 PH 2016-10-30 0911 OE1HHB        59  15     EO25F         59  16
QSO: 21000 PH 2016-10-30 0911 OE1HHB        59  15     UT0U          59  16
QSO: 21000 PH 2016-10-30 0912 OE1HHB        59  15     IS0DCR        59  15
QSO: 21000 PH 2016-10-30 0912 OE1HHB        59  15     IS0BSR        59  15
QSO: 21000 PH 2016-10-30 0914 OE1HHB        59  15     4X2M          59  20
QSO: 21000 PH 2016-10-30 0917 OE1HHB        59  15     ER1OO         59  16
QSO: 21000 PH 2016-10-30 0918 OE1HHB        59  15     LZ2HA         59  20
QSO: 21000 PH 2016-10-30 0919 OE1HHB        59  15     UA4ACP        59  16
QSO: 28000 PH 2016-10-30 0921 OE1HHB        59  15     R3ZS          59  16
QSO: 28000 PH 2016-10-30 0922 OE1HHB        59  15     US7IA         59  16
QSO: 28000 PH 2016-10-30 0922 OE1HHB        59  15     RC6U          59  16
QSO: 28000 PH 2016-10-30 0923 OE1HHB        59  15     UR4LRG        59  16
QSO: 28000 PH 2016-10-30 0924 OE1HHB        59  15     UZ3A          59  16
QSO: 28000 PH 2016-10-30 0924 OE1HHB        59  15     UT5CW         59  16
QSO: 28000 PH 2016-10-30 0925 OE1HHB        59  15     UY1HY         59  16
QSO: 28000 PH 2016-10-30 0925 OE1HHB        59  15     EA6LP         59  14
QSO: 14000 PH 2016-10-30 0928 OE1HHB        59  15     UT1AA         59  16
QSO: 14000 PH 2016-10-30 0931 OE1HHB        59  15     EE3A          59  14
QSO: 14000 PH 2016-10-30 0932 OE1HHB        59  15     4O7CC         59  15
QSO: 14000 PH 2016-10-30 0935 OE1HHB        59  15     HG7T          59  15
QSO: 28000 PH 2016-10-30 0938 OE1HHB        59  15     II9P          59  15
QSO: 28000 PH 2016-10-30 0939 OE1HHB        59  15     EA5IDQ        59  14
QSO: 28000 PH 2016-10-30 0940 OE1HHB        59  15     EE5T          59  14
QSO: 28000 PH 2016-10-30 0941 OE1HHB        59  15     UT0U          59  16
QSO: 28000 PH 2016-10-30 0941 OE1HHB        59  15     UW5ZM         59  16
QSO: 28000 PH 2016-10-30 0943 OE1HHB        59  15     UX0LL         59  16
QSO: 28000 PH 2016-10-30 0944 OE1HHB        59  15     UX0RR         59  16
QSO: 21000 PH 2016-10-30 0945 OE1HHB        59  15     SK3W          59  14
QSO: 21000 PH 2016-10-30 0947 OE1HHB        59  15     RA3Y          59  16
QSO: 21000 PH 2016-10-30 0949 OE1HHB        59  15     RC9O          59  18
QSO: 21000 PH 2016-10-30 0950 OE1HHB        59  15     TK9R          59  15
QSO: 21000 PH 2016-10-30 0952 OE1HHB        59  15     LZ1ND         59  20
QSO: 28000 PH 2016-10-30 0955 OE1HHB        59  15     3V8SS         59  33
QSO: 28000 PH 2016-10-30 0958 OE1HHB        59  15     OJ0B          59  15
QSO: 14000 PH 2016-10-30 1002 OE1HHB        59  15     RK8I          59  18
QSO: 28000 PH 2016-10-30 1004 OE1HHB        59  15     LA6VQ         59  14
QSO: 28000 PH 2016-10-30 1005 OE1HHB        59  15     IY1A          59  15
QSO: 14000 PH 2016-10-30 1009 OE1HHB        59  15     PI4M          59  14
QSO: 14000 PH 2016-10-30 1010 OE1HHB        59  15     II2S          59  15
QSO: 14000 PH 2016-10-30 1011 OE1HHB        59  15     M4U           59  14
QSO: 14000 PH 2016-10-30 1014 OE1HHB        59  15     UN9L          59  17
QSO: 14000 PH 2016-10-30 1015 OE1HHB        59  15     PC2L          59  14
QSO: 14000 PH 2016-10-30 1016 OE1HHB        59  15     DP6A          59  14
QSO: 14000 PH 2016-10-30 1019 OE1HHB        59  15     OP4K          59  14
QSO: 14000 PH 2016-10-30 1020 OE1HHB        59  15     IO5O          59  15
QSO: 14000 PH 2016-10-30 1028 OE1HHB        59  15     IW2CTQ        59  15
QSO: 14000 PH 2016-10-30 1031 OE1HHB        59  15     SK6AW         59  14
QSO: 14000 PH 2016-10-30 1031 OE1HHB        59  15     YT2ZZ         59  15
QSO: 28000 PH 2016-10-30 1034 OE1HHB        59  15     IW1FGY        59  15
QSO: 28000 PH 2016-10-30 1035 OE1HHB        59  15     F8AAN         59  14
QSO: 28000 PH 2016-10-30 1036 OE1HHB        59  15     SK6HD         59  14
QSO: 28000 PH 2016-10-30 1037 OE1HHB        59  15     F8NAN         59  14
QSO: 28000 PH 2016-10-30 1039 OE1HHB        59  15     EF2A          59  14
QSO: 28000 PH 2016-10-30 1039 OE1HHB        59  15     EA3LA         59  14
QSO: 28000 PH 2016-10-30 1040 OE1HHB        59  15     R2EA          59  16
QSO: 28000 PH 2016-10-30 1040 OE1HHB        59  15     6W1RY         59  35
QSO: 28000 PH 2016-10-30 1042 OE1HHB        59  15     RA3EA         59  16
QSO: 21000 PH 2016-10-30 1046 OE1HHB        59  15     PY2YU         59  11
QSO: 14000 PH 2016-10-30 1047 OE1HHB        59  15     IR9Z          59  15
QSO: 14000 PH 2016-10-30 1057 OE1HHB        59  15     HK1T          59  09
QSO: 21000 PH 2016-10-30 1101 OE1HHB        59  15     IK3UNA        59  15
QSO: 21000 PH 2016-10-30 1102 OE1HHB        59  15     ED3D          59  14
QSO: 21000 PH 2016-10-30 1103 OE1HHB        59  15     EC2DX         59  14
QSO: 21000 PH 2016-10-30 1104 OE1HHB        59  15     EA3RP         59  14
QSO: 21000 PH 2016-10-30 1106 OE1HHB        59  15     EF8U          59  33
QSO: 21000 PH 2016-10-30 1107 OE1HHB        59  15     ED3V          59  14
QSO: 21000 PH 2016-10-30 1110 OE1HHB        59  15     PX2B          59  11
QSO: 14000 PH 2016-10-30 1111 OE1HHB        59  15     UV5U          59  16
QSO: 14000 PH 2016-10-30 1112 OE1HHB        59  15     DL9ZP         59  14
QSO: 14000 PH 2016-10-30 1113 OE1HHB        59  15     PA0AA         59  14
QSO: 14000 PH 2016-10-30 1114 OE1HHB        59  15     UA4S          59  16
