START-OF-LOG: 3.0
CALLSIGN: K3ZJ
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: 20M
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 190704
NAME: David Siddall
LOCATION: WV
OPERATORS: K3ZJ
CLUB: Potomac Valley Radio Club
CERTIFICATE: NO
CREATED-BY: N1MM Logger+ 1.0.5969.0
SOAPBOX: The 20 meter reflector fell off the C31XR tribander the day
SOAPBOX: before the contest. But the remaining director & driven element
QSO: 14165 PH 2016-10-29 1149 K3ZJ          59  5      YT0W          59  15
QSO: 14169 PH 2016-10-29 1150 K3ZJ          59  5      M6T           59  14
QSO: 14182 PH 2016-10-29 1153 K3ZJ          59  5      OO7P          59  14
QSO: 14201 PH 2016-10-29 1157 K3ZJ          59  5      DF0HQ         59  14
QSO: 14205 PH 2016-10-29 1157 K3ZJ          59  5      9A1A          59  15
QSO: 14206 PH 2016-10-29 1158 K3ZJ          59  5      S52OT         59  15
QSO: 14208 PH 2016-10-29 1159 K3ZJ          59  5      YT5A          59  15
QSO: 14211 PH 2016-10-29 1201 K3ZJ          59  5      LZ9W          59  20
QSO: 14212 PH 2016-10-29 1203 K3ZJ          59  5      KP4LE         59  08
QSO: 14217 PH 2016-10-29 1204 K3ZJ          59  5      EF2A          59  14
QSO: 14224 PH 2016-10-29 1205 K3ZJ          59  5      S57AL         59  15
QSO: 14229 PH 2016-10-29 1206 K3ZJ          59  5      TI1T          59  07
QSO: 14232 PH 2016-10-29 1207 K3ZJ          59  5      EE5T          59  14
QSO: 14234 PH 2016-10-29 1208 K3ZJ          59  5      F4GGQ         59  14
QSO: 14240 PH 2016-10-29 1209 K3ZJ          59  5      TM4L          59  14
QSO: 14244 PH 2016-10-29 1210 K3ZJ          59  5      HG7T          59  15
QSO: 14249 PH 2016-10-29 1211 K3ZJ          59  5      HB9PUE        59  14
QSO: 14000 PH 2016-10-29 1220 K3ZJ          59  5      IB9T          59  15
QSO: 14000 PH 2016-10-29 1220 K3ZJ          59  5      ED8W          59  33
QSO: 14000 PH 2016-10-29 1222 K3ZJ          59  5      LA3S          59  14
QSO: 14000 PH 2016-10-29 1222 K3ZJ          59  5      OM7M          59  15
QSO: 14000 PH 2016-10-29 1223 K3ZJ          59  5      SP9KAO        59  15
QSO: 14000 PH 2016-10-29 1224 K3ZJ          59  5      IK2YCW        59  15
QSO: 14000 PH 2016-10-29 1225 K3ZJ          59  5      9Y4D          59  09
QSO: 14000 PH 2016-10-29 1226 K3ZJ          59  5      HC0E          59  10
QSO: 14000 PH 2016-10-29 1227 K3ZJ          59  5      SQ6H          59  15
QSO: 14000 PH 2016-10-29 1228 K3ZJ          59  5      IK3UNA        59  15
QSO: 14000 PH 2016-10-29 1229 K3ZJ          59  5      IR4M          59  15
QSO: 14000 PH 2016-10-29 1229 K3ZJ          59  5      PI4COM        59  14
QSO: 14000 PH 2016-10-29 1233 K3ZJ          59  5      SK7K          59  14
QSO: 14286 PH 2016-10-29 1235 K3ZJ          59  5      9A7A          59  15
QSO: 14291 PH 2016-10-29 1236 K3ZJ          59  5      S53M          59  15
QSO: 14299 PH 2016-10-29 1237 K3ZJ          59  5      IR3Z          59  15
QSO: 14301 PH 2016-10-29 1238 K3ZJ          59  5      SO9Q          59  15
QSO: 14308 PH 2016-10-29 1239 K3ZJ          59  5      TM1X          59  14
QSO: 14311 PH 2016-10-29 1240 K3ZJ          59  5      IB2A          59  15
QSO: 14312 PH 2016-10-29 1240 K3ZJ          59  5      KP2M          59  08
QSO: 14312 PH 2016-10-29 1241 K3ZJ          59  5      HB9OK         59  14
QSO: 14316 PH 2016-10-29 1241 K3ZJ          59  5      CR5C          59  14
QSO: 14318 PH 2016-10-29 1242 K3ZJ          59  5      OH8X          59  15
QSO: 14325 PH 2016-10-29 1242 K3ZJ          59  5      YL2CI         59  15
QSO: 14327 PH 2016-10-29 1243 K3ZJ          59  5      HG6N          59  15
QSO: 14330 PH 2016-10-29 1245 K3ZJ          59  5      DF0WRTC       59  14
QSO: 14335 PH 2016-10-29 1246 K3ZJ          59  5      OL1C          59  15
QSO: 14341 PH 2016-10-29 1246 K3ZJ          59  5      CR6P          59  14
QSO: 14343 PH 2016-10-29 1247 K3ZJ          59  5      OL6P          59  15
QSO: 14345 PH 2016-10-29 1248 K3ZJ          59  5      DL1A          59  14
QSO: 14347 PH 2016-10-29 1252 K3ZJ          59  5      IO5P          59  15
QSO: 14348 PH 2016-10-29 1254 K3ZJ          59  5      F4DSK         59  14
QSO: 14158 PH 2016-10-29 1311 K3ZJ          59  5      OZ2RF         59  14
QSO: 14171 PH 2016-10-29 1314 K3ZJ          59  5      SJ0X          59  14
QSO: 14180 PH 2016-10-29 1315 K3ZJ          59  5      II2S          59  15
QSO: 14187 PH 2016-10-29 1316 K3ZJ          59  5      HK1T          59  09
QSO: 14192 PH 2016-10-29 1318 K3ZJ          59  5      PJ2T          59  09
QSO: 14202 PH 2016-10-29 1320 K3ZJ          59  5      MD2C          59  14
QSO: 14216 PH 2016-10-29 1325 K3ZJ          59  5      EE3A          59  14
QSO: 14232 PH 2016-10-29 1333 K3ZJ          59  5      HA3LN         59  15
QSO: 14255 PH 2016-10-29 1338 K3ZJ          59  5      RU1A          59  16
QSO: 14259 PH 2016-10-29 1339 K3ZJ          59  5      YT2ZZ         59  15
QSO: 14262 PH 2016-10-29 1342 K3ZJ          59  5      E7DX          59  15
QSO: 14276 PH 2016-10-29 1347 K3ZJ          59  5      CR6K          59  14
QSO: 14279 PH 2016-10-29 1350 K3ZJ          59  5      6Y4V          59  08
QSO: 14282 PH 2016-10-29 1352 K3ZJ          59  5      IR6T          59  15
QSO: 14286 PH 2016-10-29 1353 K3ZJ          59  5      OK5W          59  15
QSO: 14289 PH 2016-10-29 1354 K3ZJ          59  5      TI5M          59  07
QSO: 14290 PH 2016-10-29 1354 K3ZJ          59  5      G2F           59  14
QSO: 14292 PH 2016-10-29 1356 K3ZJ          59  5      YL7A          59  15
QSO: 14294 PH 2016-10-29 1356 K3ZJ          59  5      YT1A          59  15
QSO: 14295 PH 2016-10-29 1357 K3ZJ          59  5      OR3A          59  14
QSO: 14297 PH 2016-10-29 1358 K3ZJ          59  5      DP4M          59  14
QSO: 14298 PH 2016-10-29 1359 K3ZJ          59  5      LA6VQ         59  14
QSO: 14298 PH 2016-10-29 1400 K3ZJ          59  5      F5AJG         59  14
QSO: 14298 PH 2016-10-29 1400 K3ZJ          59  5      EI4GNB        59  14
QSO: 14298 PH 2016-10-29 1401 K3ZJ          59  5      N5RMQ         59  05
QSO: 14298 PH 2016-10-29 1401 K3ZJ          59  5      LY4A          59  15
QSO: 14298 PH 2016-10-29 1402 K3ZJ          59  5      IW3RQT        59  15
QSO: 14309 PH 2016-10-29 1403 K3ZJ          59  5      IB4A          59  15
QSO: 14312 PH 2016-10-29 1404 K3ZJ          59  5      S50G          59  15
QSO: 14314 PH 2016-10-29 1405 K3ZJ          59  5      EF1W          59  14
QSO: 14314 PH 2016-10-29 1405 K3ZJ          59  5      G3B           59  14
QSO: 14316 PH 2016-10-29 1406 K3ZJ          59  5      VE4VT         59  04
QSO: 14324 PH 2016-10-29 1408 K3ZJ          59  5      F6DZU         59  14
QSO: 14326 PH 2016-10-29 1408 K3ZJ          59  5      UR3GU         59  16
QSO: 14328 PH 2016-10-29 1409 K3ZJ          59  5      OM1DK         59  15
QSO: 14329 PH 2016-10-29 1410 K3ZJ          59  5      GK3MPD        59  14
QSO: 14329 PH 2016-10-29 1410 K3ZJ          59  5      G3Y           59  14
QSO: 14000 PH 2016-10-29 1417 K3ZJ          59  5      OK2RZ         59  15
QSO: 14000 PH 2016-10-29 1417 K3ZJ          59  5      DR5N          59  14
QSO: 14302 PH 2016-10-29 1421 K3ZJ          59  5      IO1C          59  15
QSO: 14160 PH 2016-10-29 1428 K3ZJ          59  5      OE2S          59  15
QSO: 14164 PH 2016-10-29 1431 K3ZJ          59  5      IC8AJU        59  15
QSO: 14172 PH 2016-10-29 1433 K3ZJ          59  5      S51A          59  15
QSO: 14190 PH 2016-10-29 1437 K3ZJ          59  5      YV5IUA        59  09
QSO: 14192 PH 2016-10-29 1438 K3ZJ          59  5      PA7JWC        59  14
QSO: 14195 PH 2016-10-29 1440 K3ZJ          59  5      TG9ANF        59  07
QSO: 14203 PH 2016-10-29 1441 K3ZJ          59  5      4O3A          59  15
QSO: 14204 PH 2016-10-29 1443 K3ZJ          59  5      OM8A          59  15
QSO: 14224 PH 2016-10-29 1452 K3ZJ          59  5      DK3T          59  14
QSO: 14229 PH 2016-10-29 1453 K3ZJ          59  5      TM3R          59  14
QSO: 14235 PH 2016-10-29 1455 K3ZJ          59  5      EE2K          59  14
QSO: 14238 PH 2016-10-29 1456 K3ZJ          59  5      EI7M          59  14
QSO: 14261 PH 2016-10-29 1505 K3ZJ          59  5      S57M          59  15
QSO: 14265 PH 2016-10-29 1506 K3ZJ          59  5      YU6DX         59  15
QSO: 14272 PH 2016-10-29 1513 K3ZJ          59  5      GM9N          59  14
QSO: 14291 PH 2016-10-29 1518 K3ZJ          59  5      SX9C          59  20
QSO: 14297 PH 2016-10-29 1523 K3ZJ          59  5      GM2T          59  14
QSO: 14309 PH 2016-10-29 1525 K3ZJ          59  5      S50L          59  15
QSO: 14310 PH 2016-10-29 1526 K3ZJ          59  5      OK7O          59  15
QSO: 14312 PH 2016-10-29 1526 K3ZJ          59  5      DK8ZZ         59  14
QSO: 14320 PH 2016-10-29 1528 K3ZJ          59  5      SN8B          59  15
QSO: 14323 PH 2016-10-29 1529 K3ZJ          59  5      EI0R          59  14
QSO: 14323 PH 2016-10-29 1531 K3ZJ          59  5      K4KCL         59  05
QSO: 14323 PH 2016-10-29 1531 K3ZJ          59  5      N0LD          59  04
QSO: 14323 PH 2016-10-29 1532 K3ZJ          59  5      IQ4BQ         59  15
QSO: 14329 PH 2016-10-29 1535 K3ZJ          59  5      HA7GN         59  15
QSO: 14330 PH 2016-10-29 1536 K3ZJ          59  5      J42T          59  20
QSO: 14336 PH 2016-10-29 1541 K3ZJ          59  5      OR2F          59  14
QSO: 14341 PH 2016-10-29 1542 K3ZJ          59  5      IQ5PA         59  15
QSO: 14343 PH 2016-10-29 1543 K3ZJ          59  5      G7Y           59  14
QSO: 14347 PH 2016-10-29 1544 K3ZJ          59  5      VE6JY         59  04
QSO: 14181 PH 2016-10-29 1551 K3ZJ          59  5      IR6A          59  15
QSO: 14189 PH 2016-10-29 1553 K3ZJ          59  5      YT6W          59  15
QSO: 14198 PH 2016-10-29 1557 K3ZJ          59  5      TI7/W5AP      59  07
QSO: 14199 PH 2016-10-29 1558 K3ZJ          59  5      CN3A          59  33
QSO: 14210 PH 2016-10-29 1600 K3ZJ          59  5      T42A          59  08
QSO: 14219 PH 2016-10-29 1609 K3ZJ          59  5      MM7X          59  14
QSO: 14221 PH 2016-10-29 1609 K3ZJ          59  5      PI4DX         59  14
QSO: 14230 PH 2016-10-29 1613 K3ZJ          59  5      F8DVD         59  14
QSO: 14233 PH 2016-10-29 1614 K3ZJ          59  5      IQ2LS         59  15
QSO: 14244 PH 2016-10-29 1616 K3ZJ          59  5      OK1NP         59  15
QSO: 14246 PH 2016-10-29 1616 K3ZJ          59  5      SO6X          59  15
QSO: 14252 PH 2016-10-29 1620 K3ZJ          59  5      F4FFZ         59  14
QSO: 14261 PH 2016-10-29 1621 K3ZJ          59  5      EA2DR         59  14
QSO: 14268 PH 2016-10-29 1625 K3ZJ          59  5      TM3R          59  14
QSO: 14271 PH 2016-10-29 1627 K3ZJ          59  5      OH0I          59  15
QSO: 14281 PH 2016-10-29 1629 K3ZJ          59  5      S58N          59  15
QSO: 14284 PH 2016-10-29 1632 K3ZJ          59  5      HG6V          59  15
QSO: 14296 PH 2016-10-29 1636 K3ZJ          59  5      DF0RW         59  14
QSO: 14302 PH 2016-10-29 1638 K3ZJ          59  5      HB0A          59  14
QSO: 14304 PH 2016-10-29 1638 K3ZJ          59  5      IO5O          59  15
QSO: 14305 PH 2016-10-29 1639 K3ZJ          59  5      IT9BDM        59  15
QSO: 14311 PH 2016-10-29 1640 K3ZJ          59  5      DM4X          59  14
QSO: 14333 PH 2016-10-29 1714 K3ZJ          59  5      IW2HAJ        59  15
QSO: 14344 PH 2016-10-29 1717 K3ZJ          59  5      EA3PT         59  14
QSO: 14345 PH 2016-10-29 1717 K3ZJ          59  5      US5D          59  16
QSO: 14347 PH 2016-10-29 1718 K3ZJ          59  5      DL4ZA         59  14
QSO: 14347 PH 2016-10-29 1722 K3ZJ          59  5      EA3YK         59  14
QSO: 14155 PH 2016-10-29 1726 K3ZJ          59  5      EA9KB         59  33
QSO: 14161 PH 2016-10-29 1727 K3ZJ          59  5      HA8GZ         59  15
QSO: 14168 PH 2016-10-29 1728 K3ZJ          59  5      EF8U          59  33
QSO: 14171 PH 2016-10-29 1729 K3ZJ          59  5      ED3V          59  14
QSO: 14185 PH 2016-10-29 1733 K3ZJ          59  5      DL5GAC        59  14
QSO: 14188 PH 2016-10-29 1733 K3ZJ          59  5      TM1A          59  14
QSO: 14192 PH 2016-10-29 1734 K3ZJ          59  5      TC2C          59  20
QSO: 14193 PH 2016-10-29 1735 K3ZJ          59  5      LZ5R          59  20
QSO: 14198 PH 2016-10-29 1736 K3ZJ          59  5      EC2DX         59  14
QSO: 14202 PH 2016-10-29 1737 K3ZJ          59  5      VE6SV         59  04
QSO: 14213 PH 2016-10-29 1739 K3ZJ          59  5      EA2RCP        59  14
QSO: 14215 PH 2016-10-29 1740 K3ZJ          59  5      CN2R          59  33
QSO: 14221 PH 2016-10-29 1742 K3ZJ          59  5      AI4KM         59  05
QSO: 14221 PH 2016-10-29 1744 K3ZJ          59  5      OK6DJ         59  15
QSO: 14221 PH 2016-10-29 1745 K3ZJ          59  5      DL0ESA        59  14
QSO: 14221 PH 2016-10-29 1745 K3ZJ          59  5      DF9XV         59  14
QSO: 14221 PH 2016-10-29 1746 K3ZJ          59  5      DL4YAO        59  14
QSO: 14221 PH 2016-10-29 1746 K3ZJ          59  5      DL6NDW        59  14
QSO: 14221 PH 2016-10-29 1746 K3ZJ          59  5      F4FSY         59  14
QSO: 14221 PH 2016-10-29 1747 K3ZJ          59  5      VE1BZI        59  05
QSO: 14221 PH 2016-10-29 1747 K3ZJ          59  5      ON4UN         59  14
QSO: 14221 PH 2016-10-29 1748 K3ZJ          59  5      VE6FI         59  04
QSO: 14221 PH 2016-10-29 1749 K3ZJ          59  5      CT1GVN        59  14
QSO: 14221 PH 2016-10-29 1751 K3ZJ          59  5      EA7/G0AYM     59  14
QSO: 14221 PH 2016-10-29 1753 K3ZJ          59  5      DF0AT         59  14
QSO: 14221 PH 2016-10-29 1755 K3ZJ          59  5      9A1P          59  15
QSO: 14221 PH 2016-10-29 1756 K3ZJ          59  5      TM1O          59  14
QSO: 14221 PH 2016-10-29 1756 K3ZJ          59  5      IY1A          59  15
QSO: 14221 PH 2016-10-29 1757 K3ZJ          59  5      DK2CX         59  14
QSO: 14221 PH 2016-10-29 1758 K3ZJ          59  5      PD1RK         59  14
QSO: 14221 PH 2016-10-29 1758 K3ZJ          59  5      OE2E          59  15
QSO: 14221 PH 2016-10-29 1758 K3ZJ          59  5      ON7HLU        59  14
QSO: 14221 PH 2016-10-29 1759 K3ZJ          59  5      F4GGQ         59  14
QSO: 14221 PH 2016-10-29 1800 K3ZJ          59  5      WB0POQ/M      59  04
QSO: 14221 PH 2016-10-29 1801 K3ZJ          59  5      ON4CT         59  14
QSO: 14221 PH 2016-10-29 1802 K3ZJ          59  5      ED3X          59  14
QSO: 14221 PH 2016-10-29 1806 K3ZJ          59  5      G1IZQ         59  14
QSO: 14221 PH 2016-10-29 1808 K3ZJ          59  5      7U9C          59  33
QSO: 14221 PH 2016-10-29 1809 K3ZJ          59  5      DB1VQ         59  14
QSO: 14221 PH 2016-10-29 1809 K3ZJ          59  5      PH7A          59  14
QSO: 14221 PH 2016-10-29 1812 K3ZJ          59  5      VO2NS         59  02
QSO: 14221 PH 2016-10-29 1812 K3ZJ          59  5      K4SQL         59  05
QSO: 14221 PH 2016-10-29 1815 K3ZJ          59  5      KG5HXM        59  04
QSO: 14207 PH 2016-10-29 1847 K3ZJ          59  5      SV3AQR        59  20
QSO: 14220 PH 2016-10-29 1851 K3ZJ          59  5      VP2MDG        59  08
QSO: 14234 PH 2016-10-29 1857 K3ZJ          59  5      9H6A          59  15
QSO: 14238 PH 2016-10-29 1857 K3ZJ          59  5      VE9HF         59  05
QSO: 14258 PH 2016-10-29 1900 K3ZJ          59  5      DQ2C          59  14
QSO: 14270 PH 2016-10-29 1903 K3ZJ          59  5      EE8V          59  33
QSO: 14273 PH 2016-10-29 1903 K3ZJ          59  5      ED7O          59  14
QSO: 14275 PH 2016-10-29 1905 K3ZJ          59  5      VA7RR         59  03
QSO: 14283 PH 2016-10-29 1906 K3ZJ          59  5      CT1BWU        59  14
QSO: 14289 PH 2016-10-29 1907 K3ZJ          59  5      ED1T          59  14
QSO: 14299 PH 2016-10-29 1908 K3ZJ          59  5      YW4D          59  09
QSO: 14307 PH 2016-10-29 1909 K3ZJ          59  5      VA7JW         59  03
QSO: 14310 PH 2016-10-29 1911 K3ZJ          59  5      TK9R          59  15
QSO: 14316 PH 2016-10-29 1911 K3ZJ          59  5      ED1R          59  14
QSO: 14328 PH 2016-10-29 1914 K3ZJ          59  5      OH5NQ         59  15
QSO: 14331 PH 2016-10-29 1914 K3ZJ          59  5      K0UIF         59  04
QSO: 14333 PH 2016-10-29 1916 K3ZJ          59  5      IO2X          59  15
QSO: 14209 PH 2016-10-29 1919 K3ZJ          59  5      I4JED         59  15
QSO: 14216 PH 2016-10-29 1922 K3ZJ          59  5      OH1F          59  15
QSO: 14220 PH 2016-10-29 1926 K3ZJ          59  5      CQ8M          59  14
QSO: 14223 PH 2016-10-29 1927 K3ZJ          59  5      EA8PT         59  33
QSO: 14223 PH 2016-10-29 1930 K3ZJ          59  5      IT9CZJ        59  15
QSO: 14223 PH 2016-10-29 1932 K3ZJ          59  5      KE4FL         59  05
QSO: 14164 PH 2016-10-29 1959 K3ZJ          59  5      D4C           59  35
QSO: 14171 PH 2016-10-29 2001 K3ZJ          59  5      VE9AA         59  05
QSO: 14183 PH 2016-10-29 2003 K3ZJ          59  5      VE2IM         59  02
QSO: 14192 PH 2016-10-29 2004 K3ZJ          59  5      TF3CW         59  40
QSO: 14203 PH 2016-10-29 2006 K3ZJ          59  5      TF2LL         59  40
QSO: 14210 PH 2016-10-29 2007 K3ZJ          59  5      IO9A          59  15
QSO: 14217 PH 2016-10-29 2010 K3ZJ          59  5      VO2NS         59  02
QSO: 14228 PH 2016-10-29 2013 K3ZJ          59  5      VO1BQ         59  05
QSO: 14281 PH 2016-10-29 2016 K3ZJ          59  5      CR3A          59  33
QSO: 14283 PH 2016-10-29 2018 K3ZJ          59  5      CT1BYK        59  14
QSO: 14318 PH 2016-10-29 2020 K3ZJ          59  5      VE7GL         59  03
QSO: 14325 PH 2016-10-29 2021 K3ZJ          59  5      EE3E          59  14
QSO: 14330 PH 2016-10-29 2021 K3ZJ          59  5      EF8R          59  33
QSO: 14338 PH 2016-10-29 2023 K3ZJ          59  5      IB4K          59  15
QSO: 14336 PH 2016-10-29 2035 K3ZJ          59  5      KP2XX         59  08
QSO: 14336 PH 2016-10-29 2037 K3ZJ          59  5      VE2DXY        59  02
QSO: 14336 PH 2016-10-29 2037 K3ZJ          59  5      VE9CB         59  05
QSO: 14340 PH 2016-10-29 2046 K3ZJ          59  5      KW4XC/HI9     59  08
QSO: 14294 PH 2016-10-29 2049 K3ZJ          59  5      NP3U          59  08
QSO: 14178 PH 2016-10-29 2056 K3ZJ          59  5      WP3C          59  08
QSO: 14189 PH 2016-10-29 2058 K3ZJ          59  5      PJ4X          59  09
QSO: 14191 PH 2016-10-29 2108 K3ZJ          59  5      FG4KH         59  08
QSO: 14155 PH 2016-10-29 2111 K3ZJ          59  5      TI5/W4TTT     59  07
QSO: 14172 PH 2016-10-29 2119 K3ZJ          59  5      V3A           59  07
QSO: 14200 PH 2016-10-29 2124 K3ZJ          59  5      FM5FJ         59  08
QSO: 14220 PH 2016-10-29 2127 K3ZJ          59  5      VA7FC         59  03
QSO: 14225 PH 2016-10-29 2128 K3ZJ          59  5      VC2T          59  05
QSO: 14244 PH 2016-10-29 2133 K3ZJ          59  5      P40L          59  09
QSO: 14250 PH 2016-10-29 2135 K3ZJ          59  5      T46A          59  08
QSO: 14250 PH 2016-10-29 2137 K3ZJ          59  5      W0WTF         59  04
QSO: 14290 PH 2016-10-29 2141 K3ZJ          59  5      VP5S          59  08
QSO: 14298 PH 2016-10-29 2142 K3ZJ          59  5      KP4PR         59  08
QSO: 14305 PH 2016-10-29 2144 K3ZJ          59  5      LP7D          59  13
QSO: 14310 PH 2016-10-29 2145 K3ZJ          59  5      CU2CI         59  14
QSO: 14320 PH 2016-10-29 2145 K3ZJ          59  5      OG6N          59  15
QSO: 14169 PH 2016-10-29 2149 K3ZJ          59  5      PY2DV         59  11
