START-OF-LOG: 3.0
CALLSIGN: XE2G
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: ROOKIE
CLAIMED-SCORE: 75284
NAME: Carlos G. Hernandez B.
LOCATION: DX
OPERATORS: XE2G
CLUB:
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.5966.0
SOAPBOX: Very glad to participate first time with an  electronic log.
QSO: 14000 PH 2016-10-30 0148 XE2G          59  6      N4RA          59  05
QSO: 14000 PH 2016-10-30 0149 XE2G          59  6      K5SHT         59  04
QSO: 14000 PH 2016-10-30 0149 XE2G          59  6      KZ2I          59  05
QSO: 14000 PH 2016-10-30 0150 XE2G          59  6      W5TMT         59  04
QSO: 14000 PH 2016-10-30 0150 XE2G          59  6      N4IJ          59  04
QSO: 14000 PH 2016-10-30 0152 XE2G          59  6      N7RK          59  03
QSO: 14000 PH 2016-10-30 0152 XE2G          59  6      N3BBQ         59  05
QSO: 14000 PH 2016-10-30 0153 XE2G          59  6      NJ2F          59  05
QSO: 14000 PH 2016-10-30 0154 XE2G          59  6      NT5TM         59  04
QSO: 14000 PH 2016-10-30 0156 XE2G          59  6      KD5UVV        59  04
QSO: 14000 PH 2016-10-30 0156 XE2G          59  6      N9NA          59  03
QSO: 14000 PH 2016-10-30 0156 XE2G          59  6      N5BU          59  04
QSO: 14000 PH 2016-10-30 0156 XE2G          59  6      K3OO          59  05
QSO: 14000 PH 2016-10-30 0157 XE2G          59  6      N4DXS         59  05
QSO: 14000 PH 2016-10-30 0200 XE2G          59  6      K1KI          59  05
QSO: 14000 PH 2016-10-30 0201 XE2G          59  6      AD4Z          59  05
QSO: 14000 PH 2016-10-30 0202 XE2G          59  6      W5FBK         59  04
QSO: 14000 PH 2016-10-30 0203 XE2G          59  6      WK1Q          59  05
QSO: 14000 PH 2016-10-30 0208 XE2G          59  6      W5PUF         59  04
QSO: 14000 PH 2016-10-30 0209 XE2G          59  6      KG5AXZ        59  04
QSO: 14000 PH 2016-10-30 0209 XE2G          59  6      K5RWD         59  04
QSO: 14000 PH 2016-10-30 0209 XE2G          59  6      KG5PFN        59  04
QSO: 14000 PH 2016-10-30 0210 XE2G          59  6      KK5NC         59  04
QSO: 14000 PH 2016-10-30 0210 XE2G          59  6      KG5DWP        59  04
QSO: 14000 PH 2016-10-30 0210 XE2G          59  6      WD5ENH        59  04
QSO: 14000 PH 2016-10-30 0211 XE2G          59  6      K1BZM         59  05
QSO: 14000 PH 2016-10-30 0211 XE2G          59  6      KG5DWS        59  04
QSO: 14000 PH 2016-10-30 0214 XE2G          59  6      K3ZU          59  05
QSO: 14000 PH 2016-10-30 0217 XE2G          59  6      WX3B          59  05
QSO: 14000 PH 2016-10-30 0219 XE2G          59  6      WT8T          59  04
QSO: 14000 PH 2016-10-30 0219 XE2G          59  6      N3RS          59  05
QSO: 14000 PH 2016-10-30 0220 XE2G          59  6      W3OA          59  05
QSO: 14000 PH 2016-10-30 0221 XE2G          59  6      N4KG          59  04
QSO: 14000 PH 2016-10-30 0222 XE2G          59  6      NH6Y          59  31
QSO: 14000 PH 2016-10-30 0226 XE2G          59  6      NT4TS         59  05
QSO: 14000 PH 2016-10-30 0228 XE2G          59  6      WA5PMO        59  04
QSO: 14000 PH 2016-10-30 0228 XE2G          59  6      AA5JD         59  04
QSO: 14000 PH 2016-10-30 0229 XE2G          59  6      KF5VDX        59  04
QSO: 14000 PH 2016-10-30 0229 XE2G          59  6      W2CG          59  05
QSO: 14000 PH 2016-10-30 0230 XE2G          59  6      K3TC          59  05
QSO: 14000 PH 2016-10-30 0230 XE2G          59  6      W3LLV         59  05
QSO: 14000 PH 2016-10-30 0231 XE2G          59  6      KD5M          59  04
QSO: 14000 PH 2016-10-30 0231 XE2G          59  6      KE4S          59  05
QSO: 14000 PH 2016-10-30 0232 XE2G          59  6      N6AR          59  05
QSO: 14000 PH 2016-10-30 0234 XE2G          59  6      KC3GUU        59  05
QSO: 14000 PH 2016-10-30 0235 XE2G          59  6      K9NW          59  04
QSO: 14000 PH 2016-10-30 0238 XE2G          59  6      K3ZO          59  05
QSO: 14000 PH 2016-10-30 0238 XE2G          59  6      WA4WTG        59  05
QSO: 14000 PH 2016-10-30 0241 XE2G          59  6      N1CPL         59  05
QSO: 14000 PH 2016-10-30 0242 XE2G          59  6      N5RZ          59  04
QSO: 14000 PH 2016-10-30 0242 XE2G          59  6      W3ZQI         59  05
QSO: 14000 PH 2016-10-30 0243 XE2G          59  6      WD5K          59  04
QSO: 14000 PH 2016-10-30 0245 XE2G          59  6      NB2ZAB        59  05
QSO: 14000 PH 2016-10-30 0246 XE2G          59  6      N4UFP         59  05
QSO: 14000 PH 2016-10-30 0247 XE2G          59  6      K4DG          59  05
QSO: 14000 PH 2016-10-30 0248 XE2G          59  6      KV0Q          59  04
QSO: 14000 PH 2016-10-30 0258 XE2G          59  6      W4NL          59  05
QSO: 14000 PH 2016-10-30 0300 XE2G          59  6      KC7QIY        59  03
QSO: 14000 PH 2016-10-30 0301 XE2G          59  6      KI4IW         59  05
QSO:  3500 PH 2016-10-30 0530 XE2G          59  6      XE1RF         59  06
QSO:  3500 PH 2016-10-30 0533 XE2G          59  6      XE2X          59  06
QSO:  7000 PH 2016-10-30 0547 XE2G          59  6      KN6K          59  03
QSO:  7000 PH 2016-10-30 0549 XE2G          59  6      K7SZ          59  03
QSO:  7000 PH 2016-10-30 0550 XE2G          59  6      N6RV          59  03
QSO:  7000 PH 2016-10-30 0551 XE2G          59  6      WP3DX         59  08
QSO:  7000 PH 2016-10-30 0551 XE2G          59  6      K0GEO         59  04
QSO:  7000 PH 2016-10-30 0552 XE2G          59  6      K1RAX         59  05
QSO:  7000 PH 2016-10-30 0553 XE2G          59  6      WA2BFW        59  05
QSO:  7000 PH 2016-10-30 0554 XE2G          59  6      KH6KG         59  31
QSO:  7000 PH 2016-10-30 0555 XE2G          59  6      N5RZ          59  04
QSO:  7000 PH 2016-10-30 0557 XE2G          59  6      K7UT          59  03
QSO:  7000 PH 2016-10-30 0558 XE2G          59  6      WT1J          59  05
QSO:  7000 PH 2016-10-30 0558 XE2G          59  6      W7AMI         59  03
QSO:  7000 PH 2016-10-30 0603 XE2G          59  6      N4SVC         59  05
QSO:  7000 PH 2016-10-30 0606 XE2G          59  6      W9LQI         59  04
QSO:  7000 PH 2016-10-30 0607 XE2G          59  6      N6LL          59  03
QSO:  7000 PH 2016-10-30 0608 XE2G          59  6      NC7CM         59  03
QSO:  7000 PH 2016-10-30 0608 XE2G          59  6      W6NL          59  03
QSO:  7000 PH 2016-10-30 0609 XE2G          59  6      N7VS          59  03
QSO:  7000 PH 2016-10-30 0609 XE2G          59  6      W3LPL         59  05
QSO:  7000 PH 2016-10-30 0610 XE2G          59  6      KC1XX         59  05
QSO:  7000 PH 2016-10-30 0610 XE2G          59  6      K7ZS          59  03
QSO:  7000 PH 2016-10-30 0611 XE2G          59  6      K1LZ          59  05
QSO:  7000 PH 2016-10-30 0612 XE2G          59  6      K5RX          59  04
QSO:  7000 PH 2016-10-30 0612 XE2G          59  6      VE4VT         59  04
QSO:  7000 PH 2016-10-30 0615 XE2G          59  6      K8CX          59  04
QSO:  7000 PH 2016-10-30 0616 XE2G          59  6      W6AAF         59  03
QSO:  7000 PH 2016-10-30 0616 XE2G          59  6      WA6KHK        59  03
QSO:  7000 PH 2016-10-30 0617 XE2G          59  6      NC6K          59  03
QSO:  7000 PH 2016-10-30 0618 XE2G          59  6      K7WP          59  03
QSO:  7000 PH 2016-10-30 0618 XE2G          59  6      K4BS          59  05
QSO:  7000 PH 2016-10-30 0619 XE2G          59  6      K9ES          59  04
QSO:  7000 PH 2016-10-30 0620 XE2G          59  6      W7ON          59  03
QSO:  7000 PH 2016-10-30 0621 XE2G          59  6      VE6FI         59  04
QSO:  7000 PH 2016-10-30 0623 XE2G          59  6      AO4DD         59  14
QSO:  7000 PH 2016-10-30 0624 XE2G          59  6      AD4Z          59  05
QSO:  7000 PH 2016-10-30 0624 XE2G          59  6      W4UEF         59  05
QSO:  7000 PH 2016-10-30 0625 XE2G          59  6      HK3J          59  09
QSO:  7000 PH 2016-10-30 0630 XE2G          59  6      K8AZ          59  04
QSO:  7000 PH 2016-10-30 0630 XE2G          59  6      K1KI          59  05
QSO:  7000 PH 2016-10-30 0632 XE2G          59  6      N7AT          59  03
QSO:  7000 PH 2016-10-30 0632 XE2G          59  6      N3BBQ         59  05
QSO:  7000 PH 2016-10-30 0633 XE2G          59  6      N0LD          59  04
QSO:  7000 PH 2016-10-30 0634 XE2G          59  6      XE2MX         59  06
QSO:  7000 PH 2016-10-30 0635 XE2G          59  6      K9CT          59  04
QSO:  7000 PH 2016-10-30 0636 XE2G          59  6      N4HU          59  05
QSO:  7000 PH 2016-10-30 0636 XE2G          59  6      WX3B          59  05
QSO:  7000 PH 2016-10-30 0637 XE2G          59  6      KK5NC         59  04
QSO:  7000 PH 2016-10-30 0637 XE2G          59  6      VE7SV         59  03
QSO:  7000 PH 2016-10-30 0638 XE2G          59  6      N7RCQ         59  03
QSO:  7000 PH 2016-10-30 0643 XE2G          59  6      N7IR          59  03
QSO:  7000 PH 2016-10-30 0645 XE2G          59  6      KG7STN        59  03
QSO:  7000 PH 2016-10-30 0649 XE2G          59  6      HK1AC         59  09
QSO:  7000 PH 2016-10-30 0650 XE2G          59  6      K9NW          59  04
QSO:  7000 PH 2016-10-30 0652 XE2G          59  6      K2L           59  05
QSO: 28000 PH 2016-10-30 1711 XE2G          59  6      6W1RY         59  35
QSO: 28000 PH 2016-10-30 1712 XE2G          59  6      TI5M          59  07
QSO: 28000 PH 2016-10-30 1720 XE2G          59  6      6W1RY         59  35
QSO: 28000 PH 2016-10-30 1720 XE2G          59  6      WP3C          59  08
QSO: 28000 PH 2016-10-30 1723 XE2G          59  6      ZD8W          59  36
QSO: 28000 PH 2016-10-30 1730 XE2G          59  6      N9ZFY         59  04
QSO: 28000 PH 2016-10-30 1734 XE2G          59  6      D4C           59  35
QSO: 28000 PH 2016-10-30 1736 XE2G          59  6      LU5FF         59  13
QSO: 28000 PH 2016-10-30 1737 XE2G          59  6      LU1DK         59  13
QSO: 28000 PH 2016-10-30 1743 XE2G          59  6      PJ4Q          59  09
QSO: 28000 PH 2016-10-30 1808 XE2G          59  6      9Z4Y          59  09
QSO: 28000 PH 2016-10-30 1814 XE2G          59  6      PS2T          59  11
QSO: 28000 PH 2016-10-30 1823 XE2G          59  6      W1ITU         59  05
QSO: 28000 PH 2016-10-30 1824 XE2G          59  6      VE3PN         59  04
QSO: 28000 PH 2016-10-30 1824 XE2G          59  6      VE3NLW        59  04
QSO: 28000 PH 2016-10-30 1824 XE2G          59  6      VE2HIT        59  05
QSO: 28000 PH 2016-10-30 1824 XE2G          59  6      VE2BWL        59  05
QSO: 28000 PH 2016-10-30 1825 XE2G          59  6      VE2SRP        59  05
QSO: 28000 PH 2016-10-30 1825 XE2G          59  6      K1ZK          59  05
QSO: 28000 PH 2016-10-30 1825 XE2G          59  6      KD2HDO        59  05
QSO: 28000 PH 2016-10-30 1825 XE2G          59  6      K1YM          59  05
QSO: 28000 PH 2016-10-30 1826 XE2G          59  6      K2IJ          59  05
QSO: 28000 PH 2016-10-30 1829 XE2G          59  6      W2RD          59  05
QSO: 28000 PH 2016-10-30 1829 XE2G          59  6      W1CTN         59  22
QSO: 28000 PH 2016-10-30 1830 XE2G          59  6      W1RGA         59  05
QSO: 28000 PH 2016-10-30 1831 XE2G          59  6      XE2B          59  06
QSO: 28000 PH 2016-10-30 1832 XE2G          59  6      N1MM          59  05
QSO: 28000 PH 2016-10-30 1832 XE2G          59  6      KC1ZZ         59  05
QSO: 28000 PH 2016-10-30 1835 XE2G          59  6      KC1GIQ        59  05
QSO: 28000 PH 2016-10-30 1835 XE2G          59  6      W1ZX          59  05
QSO: 28000 PH 2016-10-30 1836 XE2G          59  6      VE9AA         59  05
QSO: 28000 PH 2016-10-30 1837 XE2G          59  6      HI3K          59  08
QSO: 28000 PH 2016-10-30 1838 XE2G          59  6      W2CG          59  05
QSO: 28000 PH 2016-10-30 1840 XE2G          59  6      WB2LZM        59  05
QSO: 28000 PH 2016-10-30 1842 XE2G          59  6      WA2WAP        59  05
QSO: 28000 PH 2016-10-30 1844 XE2G          59  6      KC2YEA        59  05
QSO: 21000 PH 2016-10-30 1905 XE2G          59  6      PJ4Q          59  09
QSO: 21000 PH 2016-10-30 1908 XE2G          59  6      VA3YP         59  04
QSO: 21000 PH 2016-10-30 1911 XE2G          59  6      KE5PRL        59  04
QSO: 21000 PH 2016-10-30 1913 XE2G          59  6      8P5A          59  08
QSO: 21000 PH 2016-10-30 1923 XE2G          59  6      VC3R          59  04
QSO: 21000 PH 2016-10-30 1923 XE2G          59  6      WS9V          59  04
QSO: 21000 PH 2016-10-30 1925 XE2G          59  6      ZF9CW         59  08
QSO: 21000 PH 2016-10-30 1928 XE2G          59  6      YV1YLY        59  09
QSO: 21000 PH 2016-10-30 1932 XE2G          59  6      ZF1A          59  08
QSO: 21000 PH 2016-10-30 1934 XE2G          59  6      PJ7PL         59  08
QSO: 21000 PH 2016-10-30 1936 XE2G          59  6      CO6HLP        59  08
QSO: 21000 PH 2016-10-30 1949 XE2G          59  6      PS2T          59  11
QSO: 21000 PH 2016-10-30 1954 XE2G          59  6      T48K          59  08
QSO: 21000 PH 2016-10-30 1954 XE2G          59  6      W4AAW         59  05
QSO: 21000 PH 2016-10-30 2000 XE2G          59  6      LU8YE         59  13
QSO: 21000 PH 2016-10-30 2002 XE2G          59  6      VE9CB         59  05
QSO: 21000 PH 2016-10-30 2006 XE2G          59  6      VE6AO         59  04
QSO: 21000 PH 2016-10-30 2007 XE2G          59  6      WE9V          59  04
QSO: 21000 PH 2016-10-30 2007 XE2G          59  6      W7TR          59  03
QSO: 21000 PH 2016-10-30 2008 XE2G          59  6      N6YEU         59  03
QSO: 21000 PH 2016-10-30 2008 XE2G          59  6      N4KL          59  05
QSO: 21000 PH 2016-10-30 2011 XE2G          59  6      K8GL          59  04
QSO: 21000 PH 2016-10-30 2011 XE2G          59  6      NV9L          59  04
QSO: 21000 PH 2016-10-30 2012 XE2G          59  6      KM4FIJ        59  05
QSO: 21000 PH 2016-10-30 2012 XE2G          59  6      W9RE          59  04
QSO: 21000 PH 2016-10-30 2013 XE2G          59  6      KL9IMM        59  01
QSO: 21000 PH 2016-10-30 2013 XE2G          59  6      W8WOW         59  04
QSO: 21000 PH 2016-10-30 2013 XE2G          59  6      N4SVC         59  05
QSO: 21000 PH 2016-10-30 2015 XE2G          59  6      K8AZ          59  04
QSO: 21000 PH 2016-10-30 2015 XE2G          59  6      W4YEY         59  05
QSO: 21000 PH 2016-10-30 2016 XE2G          59  6      N8CWU         59  04
QSO: 21000 PH 2016-10-30 2016 XE2G          59  6      N0IJ          59  04
QSO: 21000 PH 2016-10-30 2017 XE2G          59  6      K4ONS         59  05
QSO: 21000 PH 2016-10-30 2017 XE2G          59  6      K5ZEK         59  04
QSO: 21000 PH 2016-10-30 2018 XE2G          59  6      KA9CIR        59  04
QSO: 21000 PH 2016-10-30 2018 XE2G          59  6      K3LR          59  05
QSO: 21000 PH 2016-10-30 2019 XE2G          59  6      K2YY          59  05
QSO: 21000 PH 2016-10-30 2019 XE2G          59  6      WC4HD         59  05
QSO: 21000 PH 2016-10-30 2020 XE2G          59  6      N0AT          59  04
QSO: 21000 PH 2016-10-30 2020 XE2G          59  6      K4BLP         59  05
QSO: 21000 PH 2016-10-30 2020 XE2G          59  6      N4AA          59  05
QSO: 21000 PH 2016-10-30 2022 XE2G          59  6      WB2WPM        59  05
QSO: 21000 PH 2016-10-30 2022 XE2G          59  6      KE4KMG        59  04
QSO: 21000 PH 2016-10-30 2022 XE2G          59  6      K5KG          59  05
QSO: 21000 PH 2016-10-30 2024 XE2G          59  6      KG7EX         59  03
QSO: 21000 PH 2016-10-30 2024 XE2G          59  6      KB7RUQ        59  03
QSO: 21000 PH 2016-10-30 2024 XE2G          59  6      KF0ZZG        59  04
QSO: 21000 PH 2016-10-30 2025 XE2G          59  6      W0AIH         59  04
QSO: 21000 PH 2016-10-30 2025 XE2G          59  6      W3LPL         59  05
QSO: 21000 PH 2016-10-30 2026 XE2G          59  6      K7RI          59  03
QSO: 21000 PH 2016-10-30 2026 XE2G          59  6      N6AR          59  05
QSO: 21000 PH 2016-10-30 2027 XE2G          59  6      N4LA          59  05
QSO: 21000 PH 2016-10-30 2027 XE2G          59  6      K4NKT         59  05
QSO: 21000 PH 2016-10-30 2029 XE2G          59  6      NY0P          59  04
QSO: 21000 PH 2016-10-30 2029 XE2G          59  6      WB0N          59  04
QSO: 21000 PH 2016-10-30 2032 XE2G          59  6      S93PQX        59  36
QSO: 21000 PH 2016-10-30 2032 XE2G          59  6      K0XB          59  04
QSO: 21000 PH 2016-10-30 2033 XE2G          59  6      KJ4VVU        59  05
QSO: 21000 PH 2016-10-30 2033 XE2G          59  6      N9TGR         59  04
QSO: 21000 PH 2016-10-30 2033 XE2G          59  6      N4WW          59  05
QSO: 21000 PH 2016-10-30 2033 XE2G          59  6      N7FLT         59  04
QSO: 21000 PH 2016-10-30 2034 XE2G          59  6      WA9MC         59  04
QSO: 21000 PH 2016-10-30 2034 XE2G          59  6      N4JL          59  05
QSO: 21000 PH 2016-10-30 2034 XE2G          59  6      WG9L          59  04
QSO: 21000 PH 2016-10-30 2038 XE2G          59  6      W4ML          59  05
QSO: 21000 PH 2016-10-30 2039 XE2G          59  6      W0GJ          59  04
QSO: 21000 PH 2016-10-30 2039 XE2G          59  6      W2OR          59  05
QSO: 21000 PH 2016-10-30 2040 XE2G          59  6      KE3X          59  05
QSO: 21000 PH 2016-10-30 2041 XE2G          59  6      KE9B          59  04
QSO: 21000 PH 2016-10-30 2042 XE2G          59  6      AI4GR         59  05
QSO: 21000 PH 2016-10-30 2043 XE2G          59  6      VJ8U          59  29
END-OF-LOG:
