START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: DF5BM
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
LOCATION: DX
CLAIMED-SCORE: 177514
CREATED-BY: UcxLog 7.64
NAME: Uwe Bobolz
CLUB: RHEIN RUHR DX ASSOCIATION
SOAPBOX: Poor conditions, most of the QSO's with EU.
SOAPBOX: However, I enjoyed the contest. Thank you to all. DF5BM
QSO:  7000 PH 2016-10-29 2036 DF5BM         59  14     YT7A          59  15     0
QSO:  7000 PH 2016-10-29 2047 DF5BM         59  14     EI7M          59  14     0
QSO:  7000 PH 2016-10-29 2058 DF5BM         59  14     S54K          59  15     0
QSO:  7000 PH 2016-10-29 2108 DF5BM         59  14     J42T          59  20     0
QSO:  7000 PH 2016-10-29 2111 DF5BM         59  14     IN3FOX        59  15     0
QSO:  7000 PH 2016-10-29 2123 DF5BM         59  14     TM3R          59  14     0
QSO:  7000 PH 2016-10-29 2126 DF5BM         59  14     CN2R          59  33     0
QSO:  7000 PH 2016-10-29 2129 DF5BM         59  14     IY1A          59  15     0
QSO:  7000 PH 2016-10-29 2130 DF5BM         59  14     EA5CTE        59  14     0
QSO:  7000 PH 2016-10-29 2133 DF5BM         59  14     II2S          59  15     0
QSO:  7000 PH 2016-10-29 2138 DF5BM         59  14     HB9PUE        59  14     0
QSO:  7000 PH 2016-10-29 2142 DF5BM         59  14     ED7O          59  14     0
QSO:  3500 PH 2016-10-29 2155 DF5BM         59  14     OE6MDF        59  15     0
QSO:  3500 PH 2016-10-29 2158 DF5BM         59  14     S56K          59  15     0
QSO:  3500 PH 2016-10-29 2158 DF5BM         59  14     TM7F          59  14     0
QSO:  3500 PH 2016-10-29 2159 DF5BM         59  14     HB9OK         59  14     0
QSO:  3500 PH 2016-10-29 2200 DF5BM         59  14     G4L           59  14     0
QSO:  3500 PH 2016-10-29 2203 DF5BM         59  14     HB9EYP        59  14     0
QSO:  3500 PH 2016-10-29 2207 DF5BM         59  14     P33W          59  20     0
QSO:  3500 PH 2016-10-29 2208 DF5BM         59  14     MI0SLE        59  14     0
QSO:  3500 PH 2016-10-29 2215 DF5BM         59  14     HA8GZ         59  15     0
QSO:  3500 PH 2016-10-29 2222 DF5BM         59  14     EW8Y          59  16     0
QSO:  3500 PH 2016-10-29 2222 DF5BM         59  14     9A1P          59  15     0
QSO:  3500 PH 2016-10-29 2223 DF5BM         59  14     LZ9W          59  20     0
QSO:  3500 PH 2016-10-29 2233 DF5BM         59  14     UP2L          59  17     0
QSO:  3500 PH 2016-10-29 2236 DF5BM         59  14     S57AL         59  15     0
QSO:  3500 PH 2016-10-29 2237 DF5BM         59  14     IK2YCW        59  15     0
QSO:  3500 PH 2016-10-29 2242 DF5BM         59  14     E7DX          59  15     0
QSO:  3500 PH 2016-10-29 2244 DF5BM         59  14     IQ2LS         59  15     0
QSO:  3500 PH 2016-10-29 2248 DF5BM         59  14     S58MU         59  15     0
QSO:  3500 PH 2016-10-29 2250 DF5BM         59  14     TM2M          59  14     0
QSO:  3500 PH 2016-10-29 2250 DF5BM         59  14     UY2UQ         59  16     0
QSO:  3500 PH 2016-10-30 0339 DF5BM         59  14     OK5W          59  15     0
QSO:  3500 PH 2016-10-30 0341 DF5BM         59  14     S51A          59  15     0
QSO:  3500 PH 2016-10-30 0343 DF5BM         59  14     J42T          59  20     0
QSO:  3500 PH 2016-10-30 0345 DF5BM         59  14     C4A           59  20     0
QSO:  3500 PH 2016-10-30 0352 DF5BM         59  14     OK6T          59  15     0
QSO:  3500 PH 2016-10-30 0355 DF5BM         59  14     SN7H          59  15     0
QSO:  3500 PH 2016-10-30 0355 DF5BM         59  14     F4ENK         59  14     0
QSO:  3500 PH 2016-10-30 0357 DF5BM         59  14     IZ8IEV        59  15     0
QSO:  3500 PH 2016-10-30 0400 DF5BM         59  14     HG6N          59  15     0
QSO:  3500 PH 2016-10-30 0404 DF5BM         59  14     EC2DX         59  14     0
QSO:  3500 PH 2016-10-30 0406 DF5BM         59  14     OM8A          59  15     0
QSO:  3500 PH 2016-10-30 0408 DF5BM         59  14     SK3W          59  14     0
QSO:  3500 PH 2016-10-30 0409 DF5BM         59  14     YT5A          59  15     0
QSO:  3500 PH 2016-10-30 0410 DF5BM         59  14     RT2A          59  16     0
QSO:  3500 PH 2016-10-30 0411 DF5BM         59  14     SN8D          59  15     0
QSO:  3500 PH 2016-10-30 0414 DF5BM         59  14     EW6W          59  16     0
QSO:  3500 PH 2016-10-30 0415 DF5BM         59  14     EE2K          59  14     0
QSO:  3500 PH 2016-10-30 0420 DF5BM         59  14     PI4CC         59  14     0
QSO:  3500 PH 2016-10-30 0421 DF5BM         59  14     HB9TOC        59  14     0
QSO:  3500 PH 2016-10-30 0421 DF5BM         59  14     MD7C          59  14     0
QSO:  3500 PH 2016-10-30 0427 DF5BM         59  14     OM3CPF        59  15     0
QSO:  3500 PH 2016-10-30 0428 DF5BM         59  14     OK2MBP        59  15     0
QSO:  3500 PH 2016-10-30 0437 DF5BM         59  14     F4DSK         59  14     0
QSO:  3500 PH 2016-10-30 0438 DF5BM         59  14     LY4OO         59  15     0
QSO:  3500 PH 2016-10-30 0438 DF5BM         59  14     LA2HFA        59  14     0
QSO:  3500 PH 2016-10-30 0446 DF5BM         59  14     ES5TV         59  15     0
QSO:  3500 PH 2016-10-30 0447 DF5BM         59  14     ED3X          59  14     0
QSO:  3500 PH 2016-10-30 0448 DF5BM         59  14     II9P          59  15     0
QSO:  3500 PH 2016-10-30 0449 DF5BM         59  14     EF2A          59  14     0
QSO:  3500 PH 2016-10-30 0453 DF5BM         59  14     CR3A          59  33     0
QSO:  3500 PH 2016-10-30 0454 DF5BM         59  14     OE3K          59  15     0
QSO:  3500 PH 2016-10-30 0456 DF5BM         59  14     CN3A          59  33     0
QSO:  7000 PH 2016-10-30 0501 DF5BM         59  14     OH1NX         59  15     0
QSO:  7000 PH 2016-10-30 0503 DF5BM         59  14     EF8R          59  33     0
QSO:  7000 PH 2016-10-30 0506 DF5BM         59  14     F5FLN         59  14     0
QSO:  7000 PH 2016-10-30 0507 DF5BM         59  14     TM5X          59  14     0
QSO:  7000 PH 2016-10-30 0518 DF5BM         59  14     UB7K          59  16     0
QSO:  7000 PH 2016-10-30 0522 DF5BM         59  14     EC2DX         59  14     0
QSO:  7000 PH 2016-10-30 0523 DF5BM         59  14     RM5A          59  16     0
QSO:  7000 PH 2016-10-30 0524 DF5BM         59  14     GM2T          59  14     0
QSO:  7000 PH 2016-10-30 0525 DF5BM         59  14     LZ5R          59  20     0
QSO:  7000 PH 2016-10-30 0528 DF5BM         59  14     LZ5K          59  20     0
QSO:  7000 PH 2016-10-30 0530 DF5BM         59  14     UF5D          59  16     0
QSO:  7000 PH 2016-10-30 0532 DF5BM         59  14     UT7QF         59  16     0
QSO:  7000 PH 2016-10-30 0534 DF5BM         59  14     RL5A          59  16     0
QSO:  3500 PH 2016-10-30 0603 DF5BM         59  14     KC1XX         59  05     0
QSO:  3500 PH 2016-10-30 0608 DF5BM         59  14     WE3C          59  05     0
QSO:  3500 PH 2016-10-30 0611 DF5BM         59  14     SQ1OD         59  15     0
QSO:  3500 PH 2016-10-30 0614 DF5BM         59  14     F4HJC         59  14     0
QSO:  3500 PH 2016-10-30 0615 DF5BM         59  14     I4AVG         59  15     0
QSO:  3500 PH 2016-10-30 0618 DF5BM         59  14     IY1A          59  15     0
QSO:  3500 PH 2016-10-30 0621 DF5BM         59  14     M4A           59  14     0
QSO:  3500 PH 2016-10-30 0621 DF5BM         59  14     GM2T          59  14     0
QSO:  3500 PH 2016-10-30 0622 DF5BM         59  14     CN2AA         59  33     0
QSO:  3500 PH 2016-10-30 0625 DF5BM         59  14     W3LPL         59  05     0
QSO:  3500 PH 2016-10-30 0626 DF5BM         59  14     K3LR          59  05     0
QSO:  7000 PH 2016-10-30 0632 DF5BM         59  14     E79D          59  15     0
QSO:  7000 PH 2016-10-30 0637 DF5BM         59  14     LY7Z          59  15     0
QSO:  7000 PH 2016-10-30 0637 DF5BM         59  14     OH1Z          59  15     0
QSO:  7000 PH 2016-10-30 0641 DF5BM         59  14     GZ5Y          59  14     0
QSO:  7000 PH 2016-10-30 0643 DF5BM         59  14     WP3C          59  08     0
QSO:  7000 PH 2016-10-30 0645 DF5BM         59  14     ED3X          59  14     0
QSO:  7000 PH 2016-10-30 0704 DF5BM         59  14     US1I          59  16     0
QSO:  7000 PH 2016-10-30 0708 DF5BM         59  14     TM6M          59  14     0
QSO:  7000 PH 2016-10-30 0709 DF5BM         59  14     IR6A          59  15     0
QSO:  7000 PH 2016-10-30 0712 DF5BM         59  14     4O3A          59  15     0
QSO:  7000 PH 2016-10-30 0716 DF5BM         59  14     4O7CC         59  15     0
QSO:  7000 PH 2016-10-30 0717 DF5BM         59  14     E7DX          59  15     0
QSO:  7000 PH 2016-10-30 0721 DF5BM         59  14     EF2A          59  14     0
QSO:  7000 PH 2016-10-30 0722 DF5BM         59  14     IR3Z          59  15     0
QSO:  7000 PH 2016-10-30 0723 DF5BM         59  14     EE2K          59  14     0
QSO:  7000 PH 2016-10-30 0728 DF5BM         59  14     I0LYO         59  15     0
QSO: 14000 PH 2016-10-30 0740 DF5BM         59  14     R4FD          59  16     0
QSO: 14000 PH 2016-10-30 0748 DF5BM         59  14     P33W          59  20     0
QSO: 14000 PH 2016-10-30 0750 DF5BM         59  14     9H6A          59  15     0
QSO: 14000 PH 2016-10-30 0800 DF5BM         59  14     UA4M          59  16     0
QSO: 14000 PH 2016-10-30 0803 DF5BM         59  14     UA3ABJ        59  16     0
QSO: 14000 PH 2016-10-30 1004 DF5BM         59  14     SN7H          59  15     0
QSO: 14000 PH 2016-10-30 1005 DF5BM         59  14     RK9AX         59  17     0
QSO: 14000 PH 2016-10-30 1007 DF5BM         59  14     IK2WQK        59  15     0
QSO: 14000 PH 2016-10-30 1011 DF5BM         59  14     IR4M          59  15     0
QSO: 14000 PH 2016-10-30 1013 DF5BM         59  14     SN8B          59  15     0
QSO: 14000 PH 2016-10-30 1015 DF5BM         59  14     TM1X          59  14     0
QSO: 14000 PH 2016-10-30 1018 DF5BM         59  14     RO5F          59  16     0
QSO: 14000 PH 2016-10-30 1019 DF5BM         59  14     RM5A          59  16     0
QSO: 14000 PH 2016-10-30 1022 DF5BM         59  14     SQ3JPV        59  15     0
QSO: 14000 PH 2016-10-30 1022 DF5BM         59  14     RT2A          59  16     0
QSO: 14000 PH 2016-10-30 1025 DF5BM         59  14     RT5K          59  16     0
QSO: 14000 PH 2016-10-30 1028 DF5BM         59  14     RT5Z          59  16     0
QSO: 14000 PH 2016-10-30 1029 DF5BM         59  14     CN3A          59  33     0
QSO: 14000 PH 2016-10-30 1031 DF5BM         59  14     F4GGQ         59  14     0
QSO: 14000 PH 2016-10-30 1034 DF5BM         59  14     TC2C          59  20     0
QSO: 14000 PH 2016-10-30 1035 DF5BM         59  14     RK3PWR        59  16     0
QSO: 14000 PH 2016-10-30 1041 DF5BM         59  14     UY5ZZ         59  16     0
QSO: 14000 PH 2016-10-30 1049 DF5BM         59  14     S57DX         59  15     0
QSO: 14000 PH 2016-10-30 1238 DF5BM         59  14     UT0U          59  16     0
QSO: 14000 PH 2016-10-30 1238 DF5BM         59  14     C4A           59  20     0
QSO: 14000 PH 2016-10-30 1309 DF5BM         59  14     3V8SS         59  33     0
QSO: 14000 PH 2016-10-30 1325 DF5BM         59  14     EU1A          59  16     0
QSO: 14000 PH 2016-10-30 1329 DF5BM         59  14     UT8IO         59  16     0
QSO: 21000 PH 2016-10-30 1510 DF5BM         59  14     EF8R          59  33     0
QSO:  7000 PH 2016-10-30 1518 DF5BM         59  14     HB9TOC        59  14     0
QSO:  7000 PH 2016-10-30 1520 DF5BM         59  14     IK8NBE        59  15     0
QSO:  7000 PH 2016-10-30 1524 DF5BM         59  14     IK2SAI        59  15     0
QSO:  7000 PH 2016-10-30 1526 DF5BM         59  14     UT0AZA        59  16     0
QSO:  7000 PH 2016-10-30 1529 DF5BM         59  14     UP0L          59  17     0
QSO:  7000 PH 2016-10-30 1530 DF5BM         59  14     SJ0X          59  14     0
QSO:  7000 PH 2016-10-30 1533 DF5BM         59  14     TM7F          59  14     0
QSO:  7000 PH 2016-10-30 1534 DF5BM         59  14     RM3DA         59  16     0
QSO:  7000 PH 2016-10-30 1535 DF5BM         59  14     LY5Q          59  15     0
QSO:  7000 PH 2016-10-30 1537 DF5BM         59  14     UP2L          59  17     0
QSO:  7000 PH 2016-10-30 1538 DF5BM         59  14     HA8FM         59  15     0
QSO:  7000 PH 2016-10-30 1541 DF5BM         59  14     4L0A          59  21     0
QSO:  7000 PH 2016-10-30 1542 DF5BM         59  14     HA8GZ         59  15     0
QSO:  7000 PH 2016-10-30 1544 DF5BM         59  14     YU5R          59  15     0
QSO:  7000 PH 2016-10-30 1550 DF5BM         59  14     S57O          59  15     0
QSO:  7000 PH 2016-10-30 1552 DF5BM         59  14     RT4F          59  16     0
QSO: 14000 PH 2016-10-30 1555 DF5BM         59  14     SQ8N          59  15     0
QSO: 14000 PH 2016-10-30 1558 DF5BM         59  14     IU4FLO        59  15     0
QSO: 14000 PH 2016-10-30 1559 DF5BM         59  14     EA3RP         59  14     0
QSO: 14000 PH 2016-10-30 1600 DF5BM         59  14     YL2KA         59  15     0
QSO: 14000 PH 2016-10-30 1600 DF5BM         59  14     IB1K          59  15     0
QSO: 14000 PH 2016-10-30 1601 DF5BM         59  14     IQ2DN         59  15     0
QSO: 14000 PH 2016-10-30 1602 DF5BM         59  14     UR7R          59  16     0
QSO: 14000 PH 2016-10-30 1603 DF5BM         59  14     LY4A          59  15     0
QSO: 14000 PH 2016-10-30 1606 DF5BM         59  14     S58FA         59  15     0
QSO: 14000 PH 2016-10-30 1607 DF5BM         59  14     9A7A          59  15     0
QSO: 14000 PH 2016-10-30 1616 DF5BM         59  14     HG6N          59  15     0
QSO: 14000 PH 2016-10-30 1619 DF5BM         59  14     HB9HLM        59  14     0
QSO: 14000 PH 2016-10-30 1620 DF5BM         59  14     EW2A          59  16     0
QSO: 14000 PH 2016-10-30 1621 DF5BM         59  14     IK2HKT        59  15     0
QSO: 14000 PH 2016-10-30 1621 DF5BM         59  14     S57AL         59  15     0
QSO: 14000 PH 2016-10-30 1622 DF5BM         59  14     EV1R          59  16     0
QSO: 14000 PH 2016-10-30 1623 DF5BM         59  14     I1MRH         59  15     0
QSO: 14000 PH 2016-10-30 1624 DF5BM         59  14     4O3A          59  15     0
QSO: 14000 PH 2016-10-30 1625 DF5BM         59  14     IO5P          59  15     0
QSO: 14000 PH 2016-10-30 1627 DF5BM         59  14     II4A          59  15     0
QSO:  3500 PH 2016-10-30 1634 DF5BM         59  14     OT5A          59  14     0
QSO:  3500 PH 2016-10-30 1635 DF5BM         59  14     SI9AM         59  14     0
QSO:  3500 PH 2016-10-30 1640 DF5BM         59  14     4O7CC         59  15     0
QSO:  3500 PH 2016-10-30 1641 DF5BM         59  14     DF0AT         59  14     0
QSO:  3500 PH 2016-10-30 1641 DF5BM         59  14     PA9M          59  14     0
QSO:  3500 PH 2016-10-30 1642 DF5BM         59  14     PC2L          59  14     0
QSO:  3500 PH 2016-10-30 1644 DF5BM         59  14     PA3EWP        59  14     0
QSO:  3500 PH 2016-10-30 1645 DF5BM         59  14     M6T           59  14     0
QSO:  3500 PH 2016-10-30 1649 DF5BM         59  14     G3YPP         59  14     0
QSO:  3500 PH 2016-10-30 1650 DF5BM         59  14     I1JTQ         59  15     0
QSO:  3500 PH 2016-10-30 1650 DF5BM         59  14     IT9AHI        59  15     0
QSO:  3500 PH 2016-10-30 1651 DF5BM         59  14     SM6BZV        59  14     0
QSO:  3500 PH 2016-10-30 1652 DF5BM         59  14     YT5IVN        59  15     0
QSO:  3500 PH 2016-10-30 1653 DF5BM         59  14     OU2P          59  14     0
QSO:  3500 PH 2016-10-30 1653 DF5BM         59  14     SM6IQD        59  14     0
QSO:  7000 PH 2016-10-30 1701 DF5BM         59  14     OH0Z          59  15     0
QSO:  7000 PH 2016-10-30 1707 DF5BM         59  14     RA2F          59  15     0
QSO:  7000 PH 2016-10-30 1709 DF5BM         59  14     9A9R          59  15     0
QSO:  7000 PH 2016-10-30 1712 DF5BM         59  14     OT5X          59  14     0
QSO:  7000 PH 2016-10-30 1716 DF5BM         59  14     TF3T          59  40     0
QSO:  7000 PH 2016-10-30 1718 DF5BM         59  14     R8CT          59  17     0
QSO:  7000 PH 2016-10-30 1719 DF5BM         59  14     DP6T          59  14     0
QSO:  7000 PH 2016-10-30 1720 DF5BM         59  14     M6T           59  14     0
QSO:  7000 PH 2016-10-30 1721 DF5BM         59  14     HB0A          59  14     0
QSO:  7000 PH 2016-10-30 1723 DF5BM         59  14     HB9EOU        59  14     0
QSO:  7000 PH 2016-10-30 1732 DF5BM         59  14     SA6BET        59  14     0
QSO: 14000 PH 2016-10-30 1744 DF5BM         59  14     9A5O          59  15     0
QSO: 14000 PH 2016-10-30 1745 DF5BM         59  14     S50L          59  15     0
QSO: 14000 PH 2016-10-30 1746 DF5BM         59  14     DJ0A          59  14     0
QSO: 14000 PH 2016-10-30 1747 DF5BM         59  14     SP3P          59  15     0
QSO: 14000 PH 2016-10-30 1749 DF5BM         59  14     UA4S          59  16     0
QSO: 14000 PH 2016-10-30 1750 DF5BM         59  14     SK3W          59  14     0
QSO: 14000 PH 2016-10-30 1754 DF5BM         59  14     OE5BGN        59  15     0
QSO: 14000 PH 2016-10-30 1755 DF5BM         59  14     F4FTA         59  14     0
QSO: 14000 PH 2016-10-30 1756 DF5BM         59  14     HB9OK         59  14     0
QSO: 14000 PH 2016-10-30 1758 DF5BM         59  14     OH1F          59  15     0
QSO: 14000 PH 2016-10-30 1801 DF5BM         59  14     OK1NP         59  15     0
QSO: 14000 PH 2016-10-30 1801 DF5BM         59  14     HB9H          59  14     0
QSO: 14000 PH 2016-10-30 1802 DF5BM         59  14     OM8A          59  15     0
QSO: 14000 PH 2016-10-30 1804 DF5BM         59  14     S52OT         59  15     0
QSO: 14000 PH 2016-10-30 1806 DF5BM         59  14     IK4ZGO        59  15     0
QSO: 14000 PH 2016-10-30 1807 DF5BM         59  14     OE5T          59  15     0
QSO: 14000 PH 2016-10-30 1811 DF5BM         59  14     S59ACP        59  15     0
QSO: 14000 PH 2016-10-30 1812 DF5BM         59  14     IO4W          59  15     0
QSO: 14000 PH 2016-10-30 1815 DF5BM         59  14     ED3V          59  14     0
QSO: 21000 PH 2016-10-30 1817 DF5BM         59  14     9A1A          59  15     0
QSO: 21000 PH 2016-10-30 1818 DF5BM         59  14     CR6T          59  14     0
QSO: 21000 PH 2016-10-30 1818 DF5BM         59  14     S51A          59  15     0
QSO: 21000 PH 2016-10-30 1819 DF5BM         59  14     E7DX          59  15     0
QSO: 21000 PH 2016-10-30 1821 DF5BM         59  14     F6BGC         59  14     0
QSO: 21000 PH 2016-10-30 1821 DF5BM         59  14     ED3X          59  14     0
QSO: 21000 PH 2016-10-30 1822 DF5BM         59  14     HA3DX         59  15     0
QSO: 21000 PH 2016-10-30 1823 DF5BM         59  14     EF2A          59  14     0
QSO: 21000 PH 2016-10-30 1825 DF5BM         59  14     IB4X          59  15     0
QSO: 21000 PH 2016-10-30 1826 DF5BM         59  14     IK4RVG        59  15     0
QSO: 28000 PH 2016-10-30 1836 DF5BM         59  14     IZ8YBS        59  15     0
QSO: 21000 PH 2016-10-30 1842 DF5BM         59  14     IK5IFH        59  15     0
QSO: 21000 PH 2016-10-30 1846 DF5BM         59  14     S56B          59  15     0
QSO: 21000 PH 2016-10-30 1847 DF5BM         59  14     9A7A          59  15     0
QSO: 21000 PH 2016-10-30 1847 DF5BM         59  14     S53M          59  15     0
QSO: 21000 PH 2016-10-30 1849 DF5BM         59  14     S50K          59  15     0
QSO: 21000 PH 2016-10-30 1850 DF5BM         59  14     IR1X          59  15     0
QSO: 21000 PH 2016-10-30 1851 DF5BM         59  14     EC2DX         59  14     0
QSO: 21000 PH 2016-10-30 1852 DF5BM         59  14     CT1EWA        59  14     0
QSO: 14000 PH 2016-10-30 1855 DF5BM         59  14     EA2DNR        59  14     0
QSO: 14000 PH 2016-10-30 1856 DF5BM         59  14     ES5TV         59  15     0
QSO: 14000 PH 2016-10-30 1900 DF5BM         59  14     IQ2MI         59  15     0
QSO: 14000 PH 2016-10-30 1902 DF5BM         59  14     S56K          59  15     0
QSO: 14000 PH 2016-10-30 1910 DF5BM         59  14     HG1S          59  15     0
QSO: 28000 PH 2016-10-30 1919 DF5BM         59  14     EA4EUI        59  14     0
QSO:  7000 PH 2016-10-30 1924 DF5BM         59  14     G5O           59  14     0
QSO:  7000 PH 2016-10-30 1926 DF5BM         59  14     S58N          59  15     0
QSO:  7000 PH 2016-10-30 1926 DF5BM         59  14     M4A           59  14     0
QSO:  7000 PH 2016-10-30 1928 DF5BM         59  14     YL2KO         59  15     0
QSO:  7000 PH 2016-10-30 1929 DF5BM         59  14     F4DNW         59  14     0
QSO:  7000 PH 2016-10-30 1932 DF5BM         59  14     IZ1GAR        59  15     0
QSO:  7000 PH 2016-10-30 1940 DF5BM         59  14     IO1C          59  15     0
QSO:  7000 PH 2016-10-30 1946 DF5BM         59  14     OL1C          59  15     0
QSO:  7000 PH 2016-10-30 1947 DF5BM         59  14     S53K          59  15     0
QSO:  7000 PH 2016-10-30 1948 DF5BM         59  14     YR8D          59  20     0
QSO: 21000 PH 2016-10-30 1955 DF5BM         59  14     IB9T          59  15     0
QSO: 21000 PH 2016-10-30 1957 DF5BM         59  14     ED4W          59  14     0
QSO:  3500 PH 2016-10-30 2001 DF5BM         59  14     SP1MGM        59  15     0
QSO:  3500 PH 2016-10-30 2004 DF5BM         59  14     UT5UGR        59  16     0
QSO:  3500 PH 2016-10-30 2005 DF5BM         59  14     TM0R          59  14     0
QSO:  3500 PH 2016-10-30 2009 DF5BM         59  14     ON5LL         59  14     0
QSO:  3500 PH 2016-10-30 2013 DF5BM         59  14     3Z3AHK        59  15     0
QSO:  3500 PH 2016-10-30 2014 DF5BM         59  14     M0MCV         59  14     0
QSO:  3500 PH 2016-10-30 2017 DF5BM         59  14     DL9FB         59  14     0
QSO:  3500 PH 2016-10-30 2027 DF5BM         59  14     OH0V          59  15     0
QSO:  3500 PH 2016-10-30 2028 DF5BM         59  14     CN2R          59  33     0
QSO:  3500 PH 2016-10-30 2031 DF5BM         59  14     HB9EOU        59  14     0
QSO:  3500 PH 2016-10-30 2032 DF5BM         59  14     PI4M          59  14     0
QSO:  3500 PH 2016-10-30 2040 DF5BM         59  14     IQ2MI         59  15     0
QSO:  3500 PH 2016-10-30 2041 DF5BM         59  14     IB2A          59  15     0
QSO:  3500 PH 2016-10-30 2045 DF5BM         59  14     RA2F          59  15     0
QSO:  3500 PH 2016-10-30 2057 DF5BM         59  14     SK6HD         59  14     0
QSO:  3500 PH 2016-10-30 2106 DF5BM         59  14     YL3FT         59  15     0
QSO:  7000 PH 2016-10-30 2118 DF5BM         59  14     EF8U          59  33     0
QSO:  7000 PH 2016-10-30 2119 DF5BM         59  14     A73A          59  21     0
QSO:  7000 PH 2016-10-30 2127 DF5BM         59  14     IW4EGX        59  15     0
QSO:  7000 PH 2016-10-30 2136 DF5BM         59  14     9A2L          59  15     0
QSO:  7000 PH 2016-10-30 2152 DF5BM         59  14     IR8C          59  15     0
QSO:  3500 PH 2016-10-30 2203 DF5BM         59  14     IU1GNA        59  15     0
QSO:  3500 PH 2016-10-30 2206 DF5BM         59  14     EE3A          59  14     0
QSO:  3500 PH 2016-10-30 2212 DF5BM         59  14     9H6A          59  15     0
QSO:  3500 PH 2016-10-30 2215 DF5BM         59  14     OQ5M          59  14     0
QSO:  3500 PH 2016-10-30 2218 DF5BM         59  14     EF1W          59  14     0
QSO:  3500 PH 2016-10-30 2220 DF5BM         59  14     I1EIS         59  15     0
QSO:  3500 PH 2016-10-30 2226 DF5BM         59  14     HA3DX         59  15     0
QSO:  3500 PH 2016-10-30 2228 DF5BM         59  14     IS0XDA        59  15     0
QSO:  3500 PH 2016-10-30 2241 DF5BM         59  14     IR4M          59  15     0
QSO:  3500 PH 2016-10-30 2246 DF5BM         59  14     IQ3RK         59  15     0
QSO:  3500 PH 2016-10-30 2257 DF5BM         59  14     GW4BLE        59  14     0
QSO:  3500 PH 2016-10-30 2300 DF5BM         59  14     EA7JQO        59  14     0
QSO:  3500 PH 2016-10-30 2307 DF5BM         59  14     IR6A          59  15     0
QSO:  3500 PH 2016-10-30 2312 DF5BM         59  14     RU1A          59  16     0
QSO:  7000 PH 2016-10-30 2316 DF5BM         59  14     SB7W          59  14     0
QSO:  7000 PH 2016-10-30 2327 DF5BM         59  14     HZ1HZ         59  21     0
QSO:  7000 PH 2016-10-30 2328 DF5BM         59  14     ES5TV         59  15     0
QSO:  7000 PH 2016-10-30 2330 DF5BM         59  14     UZ3A          59  16     0
QSO:  7000 PH 2016-10-30 2343 DF5BM         59  14     TC3P          59  20     0
QSO:  7000 PH 2016-10-30 2347 DF5BM         59  14     YT6W          59  15     0
QSO:  7000 PH 2016-10-30 2348 DF5BM         59  14     EU1A          59  16     0
END-OF-LOG:
