START-OF-LOG: 3.0
LOCATION: DX
CONTEST: CQ-WW-SSB
CALLSIGN: JA7KQC
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-MODE: SSB
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CLAIMED-SCORE: 30552
OPERATORS:
CLUB: THE AKITA DX ASSOCIATION
CREATED-BY: CTESTWIN by JI1AQY
NAME: Kiyoshi Kamata
SOAPBOX: From 80m to 10m, I enjoyed a contest
SOAPBOX: with the antenna using the fishing rod of 5m in length
SOAPBOX: that I put on outside a window.
QSO: 21000 PH 2016-10-29 0001 JA7KQC        59  25     K5TR          59  04     0
QSO: 21000 PH 2016-10-29 0004 JA7KQC        59  25     LT1F          59  13     0
QSO: 21000 PH 2016-10-29 0007 JA7KQC        59  25     ZM1A          59  32     0
QSO: 21000 PH 2016-10-29 0009 JA7KQC        59  25     KH6J          59  31     0
QSO: 21000 PH 2016-10-29 0011 JA7KQC        59  25     VK8NSB        59  29     0
QSO: 21000 PH 2016-10-29 0013 JA7KQC        59  25     V6Z           59  27     0
QSO: 21000 PH 2016-10-29 0015 JA7KQC        59  25     VK4TL         59  30     0
QSO: 21000 PH 2016-10-29 0017 JA7KQC        59  25     AH2R          59  27     0
QSO: 21000 PH 2016-10-29 0018 JA7KQC        59  25     T8TH          59  27     0
QSO: 21000 PH 2016-10-29 0023 JA7KQC        59  25     HS0ZHC        59  26     0
QSO: 21000 PH 2016-10-29 0027 JA7KQC        59  25     A31MM         59  32     0
QSO: 21000 PH 2016-10-29 0030 JA7KQC        59  25     K2YY/6        59  03     0
QSO: 28000 PH 2016-10-29 0035 JA7KQC        59  25     KH6J          59  31     0
QSO: 28000 PH 2016-10-29 0043 JA7KQC        59  25     NH6WZ         59  31     0
QSO: 28000 PH 2016-10-29 0044 JA7KQC        59  25     AH0K          59  27     0
QSO: 21000 PH 2016-10-29 0048 JA7KQC        59  25     YB9WZJ        59  28     0
QSO: 21000 PH 2016-10-29 0050 JA7KQC        59  25     K6XX          59  03     0
QSO: 21000 PH 2016-10-29 0054 JA7KQC        59  25     BY6IC         59  24     0
QSO: 21000 PH 2016-10-29 0109 JA7KQC        59  25     XU7AJA        59  26     0
QSO: 21000 PH 2016-10-29 0116 JA7KQC        59  25     VK2PN         59  30     0
QSO: 21000 PH 2016-10-29 0119 JA7KQC        59  25     DU1EG         59  27     0
QSO: 21000 PH 2016-10-29 0124 JA7KQC        59  25     VR2XMT        59  24     0
QSO: 21000 PH 2016-10-29 0126 JA7KQC        59  25     XV9NPS        59  26     0
QSO: 21000 PH 2016-10-29 0127 JA7KQC        59  25     9M2R          59  28     0
QSO: 21000 PH 2016-10-29 0131 JA7KQC        59  25     XX9O          59  24     0
QSO: 21000 PH 2016-10-29 0133 JA7KQC        59  25     VR2EH         59  24     0
QSO: 21000 PH 2016-10-29 0135 JA7KQC        59  25     BV2A/3        59  24     0
QSO: 21000 PH 2016-10-29 0138 JA7KQC        59  25     AH0K          59  27     0
QSO: 21000 PH 2016-10-29 0157 JA7KQC        59  25     T32AZ         59  31     0
QSO: 21000 PH 2016-10-29 0206 JA7KQC        59  25     ZL7G          59  32     0
QSO: 21000 PH 2016-10-29 0208 JA7KQC        59  25     9M4CRX        59  28     0
