START-OF-LOG: 3.0
CALLSIGN: KS7T
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 115254
NAME: FRED K. KLEIN
LOCATION: MT
OPERATORS: KS7T
CLUB: Big Sky Contesters
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.5952.0
SOAPBOX: Well the propagation gods definitely were not smiling on us
QSO: 14000 PH 2016-10-30 1648 KS7T          59  4      S53MM         59  15
QSO: 14000 PH 2016-10-30 1745 KS7T          59  4      OM8A          59  15
QSO: 14000 PH 2016-10-30 1748 KS7T          59  4      OH5NQ         59  15
QSO: 14000 PH 2016-10-30 1750 KS7T          59  4      SJ2W          59  14
QSO: 14000 PH 2016-10-30 1755 KS7T          59  4      CN3A          59  33
QSO: 14000 PH 2016-10-30 1801 KS7T          59  4      TF3CW         59  40
QSO: 14000 PH 2016-10-30 1816 KS7T          59  4      K6BCT         59  03
QSO: 21000 PH 2016-10-30 1829 KS7T          59  4      VC2T          59  05
QSO: 21000 PH 2016-10-30 1833 KS7T          59  4      VE2IM         59  02
QSO: 21000 PH 2016-10-30 1836 KS7T          59  4      VA3YP         59  04
QSO: 21000 PH 2016-10-30 1837 KS7T          59  4      FY5KE         59  09
QSO: 21000 PH 2016-10-30 1841 KS7T          59  4      KP4RV         59  08
QSO: 21000 PH 2016-10-30 1847 KS7T          59  4      V47T          59  08
QSO: 21000 PH 2016-10-30 1850 KS7T          59  4      WP3C          59  08
QSO: 21000 PH 2016-10-30 1851 KS7T          59  4      VE3RA         59  04
QSO: 21000 PH 2016-10-30 1852 KS7T          59  4      XL3A          59  04
QSO: 21000 PH 2016-10-30 1907 KS7T          59  4      VE2BWL        59  05
QSO: 21000 PH 2016-10-30 1913 KS7T          59  4      VE6SV         59  04
QSO: 21000 PH 2016-10-30 2012 KS7T          59  4      XE1KK         59  06
QSO: 21000 PH 2016-10-30 2014 KS7T          59  4      PJ2T          59  09
QSO: 21000 PH 2016-10-30 2015 KS7T          59  4      CB1H          59  12
QSO: 21000 PH 2016-10-30 2020 KS7T          59  4      NH7AA         59  31
QSO: 21000 PH 2016-10-30 2020 KS7T          59  4      KH6LC         59  31
QSO: 21000 PH 2016-10-30 2023 KS7T          59  4      NP3U          59  08
QSO: 21000 PH 2016-10-30 2023 KS7T          59  4      KP3Z          59  08
QSO: 21000 PH 2016-10-30 2026 KS7T          59  4      LQ7E          59  13
QSO: 21000 PH 2016-10-30 2031 KS7T          59  4      PQ5B          59  11
QSO: 21000 PH 2016-10-30 2032 KS7T          59  4      P40W          59  09
QSO: 21000 PH 2016-10-30 2034 KS7T          59  4      PZ5K          59  09
QSO: 21000 PH 2016-10-30 2055 KS7T          59  4      NP3A          59  08
QSO: 21000 PH 2016-10-30 2108 KS7T          59  4      ZM1A          59  32
QSO: 21000 PH 2016-10-30 2132 KS7T          59  4      E51JD         59  32
QSO: 21000 PH 2016-10-30 2134 KS7T          59  4      LU3MAM        59  13
QSO: 21000 PH 2016-10-30 2138 KS7T          59  4      OA4SS         59  10
QSO: 21000 PH 2016-10-30 2141 KS7T          59  4      CE3PG         59  12
QSO: 21000 PH 2016-10-30 2143 KS7T          59  4      ZV5O          59  11
QSO: 21000 PH 2016-10-30 2143 KS7T          59  4      LU1DK         59  13
QSO: 21000 PH 2016-10-30 2147 KS7T          59  4      CV5Q          59  13
QSO: 21000 PH 2016-10-30 2151 KS7T          59  4      PS2T          59  11
QSO: 21000 PH 2016-10-30 2153 KS7T          59  4      TI2OY         59  07
QSO: 21000 PH 2016-10-30 2154 KS7T          59  4      CE5JZO        59  12
QSO: 21000 PH 2016-10-30 2156 KS7T          59  4      CE3/VE7BFN    59  12
QSO: 21000 PH 2016-10-30 2157 KS7T          59  4      LU5VV         59  13
QSO: 21000 PH 2016-10-30 2159 KS7T          59  4      JA7ZFN        59  25
QSO: 21000 PH 2016-10-30 2200 KS7T          59  4      AH0K          59  27
QSO: 21000 PH 2016-10-30 2204 KS7T          59  4      JF3WXS        59  25
QSO: 21000 PH 2016-10-30 2205 KS7T          59  4      NJ8J          59  05
QSO: 21000 PH 2016-10-30 2206 KS7T          59  4      N5RIV         59  04
QSO: 21000 PH 2016-10-30 2208 KS7T          59  4      JH6QFJ        59  25
QSO: 21000 PH 2016-10-30 2209 KS7T          59  4      JI2ZJS        59  25
QSO: 21000 PH 2016-10-30 2210 KS7T          59  4      WA5PMO        59  04
QSO: 21000 PH 2016-10-30 2212 KS7T          59  4      JE1RRK        59  25
QSO: 21000 PH 2016-10-30 2212 KS7T          59  4      JF1OPL        59  25
QSO: 21000 PH 2016-10-30 2213 KS7T          59  4      XE2JS         59  06
QSO: 21000 PH 2016-10-30 2217 KS7T          59  4      KM4IZZ        59  05
QSO: 21000 PH 2016-10-30 2218 KS7T          59  4      JF1WNT        59  25
QSO: 21000 PH 2016-10-30 2218 KS7T          59  4      JH1MDJ        59  25
QSO: 21000 PH 2016-10-30 2225 KS7T          59  4      JM1LPN        59  25
QSO: 21000 PH 2016-10-30 2228 KS7T          59  4      HR2DMR        59  07
QSO: 21000 PH 2016-10-30 2228 KS7T          59  4      LU7H          59  13
QSO: 21000 PH 2016-10-30 2229 KS7T          59  4      KH6CJJ        59  31
QSO: 21000 PH 2016-10-30 2230 KS7T          59  4      JA3YBK        59  25
QSO: 21000 PH 2016-10-30 2232 KS7T          59  4      XR6N          59  12
QSO: 21000 PH 2016-10-30 2236 KS7T          59  4      LT1F          59  13
QSO: 21000 PH 2016-10-30 2237 KS7T          59  4      CB3R          59  12
QSO: 21000 PH 2016-10-30 2237 KS7T          59  4      LU1VM         59  13
QSO: 21000 PH 2016-10-30 2239 KS7T          59  4      HC0E          59  10
QSO: 21000 PH 2016-10-30 2241 KS7T          59  4      CW5W          59  13
QSO: 21000 PH 2016-10-30 2242 KS7T          59  4      ZZ2T          59  11
QSO: 14000 PH 2016-10-30 2246 KS7T          59  4      KP4KE         59  08
QSO: 14000 PH 2016-10-30 2247 KS7T          59  4      HC2AO         59  10
QSO: 14000 PH 2016-10-30 2248 KS7T          59  4      HI3TEJ        59  08
QSO: 14000 PH 2016-10-30 2252 KS7T          59  4      CE3CT         59  12
QSO: 14000 PH 2016-10-30 2255 KS7T          59  4      PT5D          59  11
QSO: 14000 PH 2016-10-30 2256 KS7T          59  4      HK1T          59  09
QSO: 14000 PH 2016-10-30 2257 KS7T          59  4      PJ2T          59  09
QSO: 14000 PH 2016-10-30 2257 KS7T          59  4      ZY2A          59  11
QSO: 14000 PH 2016-10-30 2300 KS7T          59  4      FY5KE         59  09
QSO: 14000 PH 2016-10-30 2302 KS7T          59  4      HI3K          59  08
QSO: 14000 PH 2016-10-30 2303 KS7T          59  4      V47T          59  08
QSO: 14000 PH 2016-10-30 2304 KS7T          59  4      ZV5O          59  11
QSO: 14000 PH 2016-10-30 2306 KS7T          59  4      KP3Z          59  08
QSO: 14000 PH 2016-10-30 2307 KS7T          59  4      V26B          59  08
QSO: 14000 PH 2016-10-30 2308 KS7T          59  4      YW4D          59  09
QSO: 14000 PH 2016-10-30 2308 KS7T          59  4      PS2T          59  11
QSO: 14000 PH 2016-10-30 2309 KS7T          59  4      NP3U          59  08
QSO: 14000 PH 2016-10-30 2310 KS7T          59  4      8P5A          59  08
QSO: 14000 PH 2016-10-30 2310 KS7T          59  4      D4C           59  35
QSO: 14000 PH 2016-10-30 2311 KS7T          59  4      P40W          59  09
QSO: 14000 PH 2016-10-30 2311 KS7T          59  4      VP5DX         59  08
QSO: 14000 PH 2016-10-30 2312 KS7T          59  4      KP2M          59  08
QSO: 14000 PH 2016-10-30 2313 KS7T          59  4      KP4PR         59  08
QSO: 14000 PH 2016-10-30 2313 KS7T          59  4      VP9/N3AD      59  05
QSO: 14000 PH 2016-10-30 2314 KS7T          59  4      PQ5B          59  11
QSO: 14000 PH 2016-10-30 2317 KS7T          59  4      PT7ZT         59  11
QSO: 14000 PH 2016-10-30 2318 KS7T          59  4      NP2P          59  08
QSO: 14000 PH 2016-10-30 2320 KS7T          59  4      PY2YU         59  11
QSO: 14000 PH 2016-10-30 2322 KS7T          59  4      P40L          59  09
QSO: 14000 PH 2016-10-30 2328 KS7T          59  4      PY2COY        59  11
QSO: 14000 PH 2016-10-30 2331 KS7T          59  4      TI7/W5AP      59  07
QSO: 14000 PH 2016-10-30 2331 KS7T          59  4      KH6LC         59  31
QSO: 21000 PH 2016-10-30 2341 KS7T          59  4      JA7NVF        59  25
QSO: 21000 PH 2016-10-30 2341 KS7T          59  4      JL3JRY        59  25
QSO: 21000 PH 2016-10-30 2343 KS7T          59  4      JA3AOP        59  25
QSO: 21000 PH 2016-10-30 2345 KS7T          59  4      JQ1BVI        59  25
QSO: 21000 PH 2016-10-30 2349 KS7T          59  4      JA1ZGP        59  25
QSO: 21000 PH 2016-10-30 2350 KS7T          59  4      JE1ZWT        59  25
END-OF-LOG:
