START-OF-LOG: 3.0
CALLSIGN: G4IDF
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 43112
NAME: Dave Hobro
LOCATION: DX
OPERATORS: G4IDF
CLUB: Malvern Hills Radio Amateurs Club
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.5966.0
SOAPBOX: Another enjoyable weekend playing radio.
SOAPBOX: Difficulty working the Caribbean but no problem with South America
QSO: 14187 PH 2016-10-29 0935 G4IDF         59  14     CR3A          59  33
QSO: 14176 PH 2016-10-29 0936 G4IDF         59  14     J42T          59  20
QSO: 14184 PH 2016-10-29 0937 G4IDF         59  14     IR4M          59  15
QSO: 14215 PH 2016-10-29 0939 G4IDF         59  14     RT5K          59  16
QSO: 14234 PH 2016-10-29 0942 G4IDF         59  14     IR6T          59  15
QSO: 14237 PH 2016-10-29 0944 G4IDF         59  14     HA3LN         59  15
QSO: 14208 PH 2016-10-29 0949 G4IDF         59  14     YT5A          59  15
QSO: 14205 PH 2016-10-29 0949 G4IDF         59  14     9A1A          59  15
QSO: 14193 PH 2016-10-29 0951 G4IDF         59  14     HG4F          59  15
QSO: 14181 PH 2016-10-29 0952 G4IDF         59  14     EA9KB         59  33
QSO: 14173 PH 2016-10-29 0953 G4IDF         59  14     HA8GZ         59  15
QSO: 14162 PH 2016-10-29 0956 G4IDF         59  14     S57DX         59  15
QSO: 14159 PH 2016-10-29 0959 G4IDF         59  14     IK4DCX        59  15
QSO: 14213 PH 2016-10-29 1002 G4IDF         59  14     EV1R          59  16
QSO: 14242 PH 2016-10-29 1006 G4IDF         59  14     ED5M          59  14
QSO: 14272 PH 2016-10-29 1010 G4IDF         59  14     SN8B          59  15
QSO: 14256 PH 2016-10-29 1013 G4IDF         59  14     S58Y          59  15
QSO: 14264 PH 2016-10-29 1013 G4IDF         59  14     S56K          59  15
QSO: 14287 PH 2016-10-29 1015 G4IDF         59  14     SQ9T          59  15
QSO: 14300 PH 2016-10-29 1017 G4IDF         59  14     ED5K          59  14
QSO: 14244 PH 2016-10-29 1020 G4IDF         59  14     HG7T          59  15
QSO: 14165 PH 2016-10-29 1026 G4IDF         59  14     YT0W          59  15
QSO: 14169 PH 2016-10-29 1027 G4IDF         59  14     R2VA          59  16
QSO: 14217 PH 2016-10-29 1029 G4IDF         59  14     UW1M          59  16
QSO: 14222 PH 2016-10-29 1031 G4IDF         59  14     LZ2JA         59  20
QSO: 14260 PH 2016-10-29 1035 G4IDF         59  14     SP9KAO        59  15
QSO: 14269 PH 2016-10-29 1037 G4IDF         59  14     CR6P          59  14
QSO: 14284 PH 2016-10-29 1038 G4IDF         59  14     CN2R          59  33
QSO: 28440 PH 2016-10-29 1047 G4IDF         59  14     IO9A          59  15
QSO: 28433 PH 2016-10-29 1054 G4IDF         59  14     EA5/LN2G      59  14
QSO: 28494 PH 2016-10-29 1058 G4IDF         59  14     EC5EA         59  14
QSO: 28569 PH 2016-10-29 1059 G4IDF         59  14     GW9X          59  14
QSO: 21188 PH 2016-10-29 1112 G4IDF         59  14     CN8MAA        59  33
QSO: 21192 PH 2016-10-29 1112 G4IDF         59  14     LZ5R          59  20
QSO: 21209 PH 2016-10-29 1115 G4IDF         59  14     ZX5J          59  11
QSO: 21228 PH 2016-10-29 1123 G4IDF         59  14     CN3A          59  33
QSO: 21300 PH 2016-10-29 1130 G4IDF         59  14     4X6TT         59  20
QSO: 21301 PH 2016-10-29 1131 G4IDF         59  14     ZY2A          59  11
QSO: 21304 PH 2016-10-29 1132 G4IDF         59  14     IR8P          59  15
QSO: 21307 PH 2016-10-29 1132 G4IDF         59  14     IR8C          59  15
QSO: 21317 PH 2016-10-29 1133 G4IDF         59  14     EA5DFV        59  14
QSO: 21345 PH 2016-10-29 1136 G4IDF         59  14     EA5RM         59  14
QSO: 21407 PH 2016-10-29 1138 G4IDF         59  14     IS0BSR        59  15
QSO: 21430 PH 2016-10-29 1143 G4IDF         59  14     EC4TR         59  14
QSO: 21434 PH 2016-10-29 1145 G4IDF         59  14     DM0Y          59  14
QSO: 21440 PH 2016-10-29 1147 G4IDF         59  14     EE5H          59  14
QSO: 21420 PH 2016-10-29 1148 G4IDF         59  14     TK4RB         59  15
QSO: 21398 PH 2016-10-29 1149 G4IDF         59  14     C4A           59  20
QSO: 21148 PH 2016-10-29 1157 G4IDF         59  14     SN5X          59  15
QSO: 21143 PH 2016-10-29 1257 G4IDF         59  14     LP1H          59  13
QSO: 21167 PH 2016-10-29 1305 G4IDF         59  14     PR7AA         59  11
QSO: 21198 PH 2016-10-29 1307 G4IDF         59  14     LU1DK         59  13
QSO: 21206 PH 2016-10-29 1308 G4IDF         59  14     E77A          59  15
QSO: 21221 PH 2016-10-29 1310 G4IDF         59  14     S51A          59  15
QSO: 21241 PH 2016-10-29 1312 G4IDF         59  14     TC2C          59  20
QSO: 21281 PH 2016-10-29 1316 G4IDF         59  14     3V8SS         59  33
QSO: 21313 PH 2016-10-29 1317 G4IDF         59  14     9A1A          59  15
QSO: 21379 PH 2016-10-29 1324 G4IDF         59  14     9A1P          59  15
QSO: 14161 PH 2016-10-29 1332 G4IDF         59  14     W1NA          59  05
QSO: 14176 PH 2016-10-29 1334 G4IDF         59  14     N5DX          59  04
