START-OF-LOG: 3.0
CALLSIGN: F5ASD
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 223822
NAME: AOUTIN jerome
LOCATION: DX
OPERATORS: F5ASD
CLUB:
CERTIFICATE: YES
CREATED-BY: Win-Test 4.15.0
SOAPBOX: thanks for all qso's! nice contest 2016 ! 73's F5ASD j��r��me
QSO:  7000 PH 2016-10-29 1727 F5ASD         59  14     DL9BBE        59  14     0
QSO:  7000 PH 2016-10-29 1728 F5ASD         59  14     ED3X          59  14     0
QSO:  7000 PH 2016-10-29 1728 F5ASD         59  14     SK6AW         59  14     0
QSO:  7000 PH 2016-10-29 1729 F5ASD         59  14     I0/LZ2OG      59  15     0
QSO:  7000 PH 2016-10-29 1729 F5ASD         59  14     9A1A          59  15     0
QSO:  7000 PH 2016-10-29 1730 F5ASD         59  14     SP9KDA        59  15     0
QSO:  7000 PH 2016-10-29 1731 F5ASD         59  14     EI9HX         59  14     0
QSO:  7000 PH 2016-10-29 1732 F5ASD         59  14     MM0BMA        59  14     0
QSO:  7000 PH 2016-10-29 1732 F5ASD         59  14     RK4FL         59  16     0
QSO:  7000 PH 2016-10-29 1733 F5ASD         59  14     DR5N          59  14     0
QSO:  7000 PH 2016-10-29 1733 F5ASD         59  14     ED4A          59  14     0
QSO:  7000 PH 2016-10-29 1735 F5ASD         59  14     ON3SAT        59  14     0
QSO:  7000 PH 2016-10-29 1735 F5ASD         59  14     EA3PT         59  14     0
QSO:  7000 PH 2016-10-29 1736 F5ASD         59  14     DL8AX         59  14     0
QSO:  7000 PH 2016-10-29 1737 F5ASD         59  14     9A1CC         59  15     0
QSO:  7000 PH 2016-10-29 1737 F5ASD         59  14     SK6HD         59  14     0
QSO:  7000 PH 2016-10-29 1738 F5ASD         59  14     DL7UXG        59  14     0
QSO:  7000 PH 2016-10-29 1740 F5ASD         59  14     E74E          59  15     0
QSO:  7000 PH 2016-10-29 1741 F5ASD         59  14     PD0MHZ        59  14     0
QSO:  7000 PH 2016-10-29 1743 F5ASD         59  14     TF3T          59  40     0
QSO:  7000 PH 2016-10-29 1744 F5ASD         59  14     EA9LZ         59  33     0
QSO:  7000 PH 2016-10-29 1745 F5ASD         59  14     YU1DW         59  15     0
QSO:  7000 PH 2016-10-30 0947 F5ASD         59  14     F5BJX         59  14     0
QSO: 14000 PH 2016-10-30 0949 F5ASD         59  14     UK9AA         59  17     0
QSO: 14000 PH 2016-10-30 0953 F5ASD         59  14     SP9EMI        59  15     0
QSO: 14000 PH 2016-10-30 0955 F5ASD         59  14     R2AOD         59  16     0
QSO: 14000 PH 2016-10-30 0955 F5ASD         59  14     DK2LO         59  14     0
QSO: 14000 PH 2016-10-30 0955 F5ASD         59  14     SO9Q          59  15     0
QSO: 14000 PH 2016-10-30 0956 F5ASD         59  14     ED7O          59  14     0
QSO: 14000 PH 2016-10-30 0957 F5ASD         59  14     I0LYO         59  15     0
QSO: 14000 PH 2016-10-30 0958 F5ASD         59  14     R7CA          59  16     0
QSO: 14000 PH 2016-10-30 0958 F5ASD         59  14     CN3A          59  33     0
QSO: 14000 PH 2016-10-30 0958 F5ASD         59  14     RZ9U          59  18     0
QSO: 14000 PH 2016-10-30 0959 F5ASD         59  14     OZ2BKK        59  14     0
QSO: 14000 PH 2016-10-30 1000 F5ASD         59  14     SQ2WHH        59  15     0
QSO: 14000 PH 2016-10-30 1000 F5ASD         59  14     R4FD          59  16     0
QSO: 14000 PH 2016-10-30 1001 F5ASD         59  14     OK2BZE        59  15     0
QSO: 14000 PH 2016-10-30 1002 F5ASD         59  14     SP4DZT        59  15     0
QSO: 14000 PH 2016-10-30 1004 F5ASD         59  14     DF1AN         59  14     0
QSO: 14000 PH 2016-10-30 1004 F5ASD         59  14     E77E          59  15     0
QSO: 14000 PH 2016-10-30 1004 F5ASD         59  14     RK3SWB        59  16     0
QSO: 14000 PH 2016-10-30 1005 F5ASD         59  14     OM2DT         59  15     0
QSO: 21000 PH 2016-10-30 1009 F5ASD         59  14     YO7DAA        59  20     0
QSO: 21000 PH 2016-10-30 1010 F5ASD         59  14     CN2AA         59  33     0
QSO: 21000 PH 2016-10-30 1011 F5ASD         59  14     YU1AST        59  15     0
QSO: 21000 PH 2016-10-30 1013 F5ASD         59  14     YT1CS         59  15     0
QSO: 21000 PH 2016-10-30 1014 F5ASD         59  14     R8WF          59  16     0
QSO: 21000 PH 2016-10-30 1014 F5ASD         59  14     YT7E          59  15     0
QSO: 21000 PH 2016-10-30 1015 F5ASD         59  14     EW6AF         59  16     0
QSO: 21000 PH 2016-10-30 1017 F5ASD         59  14     SP2GCE        59  15     0
QSO: 21000 PH 2016-10-30 1019 F5ASD         59  14     EU6DX         59  16     0
QSO: 21000 PH 2016-10-30 1021 F5ASD         59  14     YO8SBQ        59  20     0
QSO: 21000 PH 2016-10-30 1022 F5ASD         59  14     HG6N          59  15     0
QSO: 21000 PH 2016-10-30 1022 F5ASD         59  14     SO2R          59  15     0
QSO: 21000 PH 2016-10-30 1023 F5ASD         59  14     LY4A          59  15     0
QSO: 21000 PH 2016-10-30 1024 F5ASD         59  14     9A1P          59  15     0
QSO: 21000 PH 2016-10-30 1026 F5ASD         59  14     LY5Y          59  15     0
QSO: 21000 PH 2016-10-30 1026 F5ASD         59  14     YT6W          59  15     0
QSO: 21000 PH 2016-10-30 1026 F5ASD         59  14     LY3X          59  15     0
QSO: 21000 PH 2016-10-30 1027 F5ASD         59  14     9A702YM       59  15     0
QSO: 28000 PH 2016-10-30 1028 F5ASD         59  14     LY60KTU       59  15     0
QSO: 28000 PH 2016-10-30 1028 F5ASD         59  14     YT7R          59  15     0
QSO: 28000 PH 2016-10-30 1029 F5ASD         59  14     S51A          59  15     0
QSO: 28000 PH 2016-10-30 1029 F5ASD         59  14     IT9RDG/IF9    59  15     0
QSO: 28000 PH 2016-10-30 1030 F5ASD         59  14     YT5A          59  15     0
QSO: 28000 PH 2016-10-30 1031 F5ASD         59  14     9A7A          59  15     0
QSO: 28000 PH 2016-10-30 1032 F5ASD         59  14     UA2F          59  15     0
QSO: 28000 PH 2016-10-30 1033 F5ASD         59  14     LZ1NG         59  20     0
QSO: 28000 PH 2016-10-30 1034 F5ASD         59  14     YP0C          59  20     0
QSO: 28000 PH 2016-10-30 1035 F5ASD         59  14     YU5C          59  15     0
QSO: 28000 PH 2016-10-30 1035 F5ASD         59  14     YO4FZX        59  20     0
QSO: 28000 PH 2016-10-30 1036 F5ASD         59  14     E7DX          59  15     0
QSO: 28000 PH 2016-10-30 1039 F5ASD         59  14     IR6A          59  15     0
QSO: 28000 PH 2016-10-30 1040 F5ASD         59  14     TM3R          59  14     0
QSO: 28000 PH 2016-10-30 1042 F5ASD         59  14     IS0NHT        59  15     0
QSO: 28000 PH 2016-10-30 1043 F5ASD         59  14     LZ9W          59  20     0
QSO: 28000 PH 2016-10-30 1044 F5ASD         59  14     YU5R          59  15     0
QSO:  7000 PH 2016-10-30 1049 F5ASD         59  14     OK7O          59  15     0
QSO:  7000 PH 2016-10-30 1052 F5ASD         59  14     OK1PMA        59  15     0
QSO:  7000 PH 2016-10-30 1055 F5ASD         59  14     F6FSC         59  14     0
QSO:  7000 PH 2016-10-30 1056 F5ASD         59  14     5P9RG         59  14     0
QSO:  7000 PH 2016-10-30 1057 F5ASD         59  14     LA1LO         59  14     0
QSO: 14000 PH 2016-10-30 1102 F5ASD         59  14     IU8FUN        59  15     0
QSO: 14000 PH 2016-10-30 1103 F5ASD         59  14     R7AB          59  16     0
QSO: 14000 PH 2016-10-30 1104 F5ASD         59  14     S52AQ         59  15     0
QSO: 14000 PH 2016-10-30 1105 F5ASD         59  14     UW6M          59  16     0
QSO: 14000 PH 2016-10-30 1106 F5ASD         59  14     OK2EA         59  15     0
QSO: 28000 PH 2016-10-30 1108 F5ASD         59  14     9A7JCY        59  15     0
QSO: 28000 PH 2016-10-30 1113 F5ASD         59  14     IZ5TJD/7      59  15     0
QSO: 28000 PH 2016-10-30 1113 F5ASD         59  14     IZ8YBS        59  15     0
QSO: 28000 PH 2016-10-30 1115 F5ASD         59  14     LZ7A          59  20     0
QSO: 28000 PH 2016-10-30 1116 F5ASD         59  14     IK8NSR        59  15     0
QSO: 21000 PH 2016-10-30 1120 F5ASD         59  14     PY2YU         59  11     0
QSO: 21000 PH 2016-10-30 1121 F5ASD         59  14     TM3R          59  14     0
QSO: 21000 PH 2016-10-30 1121 F5ASD         59  14     ED1T          59  14     0
QSO: 21000 PH 2016-10-30 1123 F5ASD         59  14     ZX5J          59  11     0
QSO: 21000 PH 2016-10-30 1124 F5ASD         59  14     9A1A          59  15     0
QSO: 21000 PH 2016-10-30 1125 F5ASD         59  14     4O3A          59  15     0
QSO: 21000 PH 2016-10-30 1126 F5ASD         59  14     EA8TK         59  33     0
QSO: 21000 PH 2016-10-30 1127 F5ASD         59  14     PR5D          59  11     0
QSO: 21000 PH 2016-10-30 1127 F5ASD         59  14     EA5RM         59  14     0
QSO: 21000 PH 2016-10-30 1127 F5ASD         59  14     EF8U          59  33     0
QSO: 21000 PH 2016-10-30 1129 F5ASD         59  14     J42T          59  20     0
QSO: 21000 PH 2016-10-30 1130 F5ASD         59  14     IS0BSR        59  15     0
QSO: 21000 PH 2016-10-30 1130 F5ASD         59  14     OD5ZZ         59  20     0
QSO: 21000 PH 2016-10-30 1131 F5ASD         59  14     CE3CT         59  12     0
QSO: 21000 PH 2016-10-30 1132 F5ASD         59  14     EA5/LN2G      59  14     0
QSO: 21000 PH 2016-10-30 1135 F5ASD         59  14     LP1H          59  13     0
QSO: 14000 PH 2016-10-30 1140 F5ASD         59  14     IW5ECP        59  15     0
QSO: 14000 PH 2016-10-30 1141 F5ASD         59  14     W1WEF         59  05     0
QSO: 14000 PH 2016-10-30 1142 F5ASD         59  14     WY3A          59  05     0
QSO: 14000 PH 2016-10-30 1143 F5ASD         59  14     KC1XX         59  05     0
QSO: 14000 PH 2016-10-30 1144 F5ASD         59  14     WE3C          59  05     0
QSO: 14000 PH 2016-10-30 1144 F5ASD         59  14     IK6LBT        59  15     0
QSO: 14000 PH 2016-10-30 1145 F5ASD         59  14     W4AAW         59  05     0
QSO: 14000 PH 2016-10-30 1145 F5ASD         59  14     YT5A          59  15     0
QSO: 14000 PH 2016-10-30 1148 F5ASD         59  14     WA3EKL        59  05     0
QSO: 14000 PH 2016-10-30 1148 F5ASD         59  14     IZ0DXD        59  15     0
QSO: 14000 PH 2016-10-30 1149 F5ASD         59  14     K3IPK         59  05     0
QSO: 14000 PH 2016-10-30 1149 F5ASD         59  14     N2SR          59  05     0
QSO: 14000 PH 2016-10-30 1150 F5ASD         59  14     N3RS          59  05     0
QSO: 14000 PH 2016-10-30 1150 F5ASD         59  14     K1LZ          59  05     0
QSO: 14000 PH 2016-10-30 1151 F5ASD         59  14     N4AA          59  05     0
QSO: 14000 PH 2016-10-30 1155 F5ASD         59  14     KS1J          59  05     0
QSO: 14000 PH 2016-10-30 1157 F5ASD         59  14     US5D          59  16     0
QSO: 14000 PH 2016-10-30 1158 F5ASD         59  14     VE2IM         59  02     0
QSO: 14000 PH 2016-10-30 1159 F5ASD         59  14     IK4DCX        59  15     0
QSO: 14000 PH 2016-10-30 1200 F5ASD         59  14     K4AB          59  04     0
QSO: 14000 PH 2016-10-30 1204 F5ASD         59  14     VE2EH         59  05     0
QSO: 14000 PH 2016-10-30 1205 F5ASD         59  14     K3SW          59  05     0
QSO: 14000 PH 2016-10-30 1205 F5ASD         59  14     IU4AZC        59  15     0
QSO: 14000 PH 2016-10-30 1207 F5ASD         59  14     W3MF          59  05     0
QSO: 14000 PH 2016-10-30 1209 F5ASD         59  14     UA3PI         59  16     0
QSO: 14000 PH 2016-10-30 1211 F5ASD         59  14     UX3HA         59  16     0
QSO: 14000 PH 2016-10-30 1211 F5ASD         59  14     US3EW         59  16     0
QSO: 14000 PH 2016-10-30 1211 F5ASD         59  14     DL5YM         59  14     0
QSO: 14000 PH 2016-10-30 1212 F5ASD         59  14     LY9Y          59  15     0
QSO: 14000 PH 2016-10-30 1213 F5ASD         59  14     IQ8YT         59  15     0
QSO: 14000 PH 2016-10-30 1213 F5ASD         59  14     C4A           59  20     0
QSO: 14000 PH 2016-10-30 1217 F5ASD         59  14     RA3DQP        59  16     0
QSO: 14000 PH 2016-10-30 1217 F5ASD         59  14     IQ3RK         59  15     0
QSO: 14000 PH 2016-10-30 1218 F5ASD         59  14     TA3ABM        59  20     0
QSO: 14000 PH 2016-10-30 1301 F5ASD         59  14     IZ3ZLG        59  15     0
QSO: 14000 PH 2016-10-30 1302 F5ASD         59  14     EW8OM         59  16     0
QSO: 14000 PH 2016-10-30 1302 F5ASD         59  14     UY5TE         59  16     0
QSO: 14000 PH 2016-10-30 1303 F5ASD         59  14     UT3IA         59  16     0
QSO: 14000 PH 2016-10-30 1305 F5ASD         59  14     IK2YSJ        59  15     0
QSO: 14000 PH 2016-10-30 1305 F5ASD         59  14     RM3F          59  16     0
QSO: 14000 PH 2016-10-30 1306 F5ASD         59  14     LZ5GB         59  20     0
QSO: 14000 PH 2016-10-30 1309 F5ASD         59  14     YU7ZZ         59  15     0
QSO: 14000 PH 2016-10-30 1312 F5ASD         59  14     SM7E          59  14     0
QSO: 14000 PH 2016-10-30 1313 F5ASD         59  14     RA1QD         59  16     0
QSO: 21000 PH 2016-10-30 1317 F5ASD         59  14     K1LZ          59  05     0
QSO: 21000 PH 2016-10-30 1318 F5ASD         59  14     IK3XTV        59  15     0
QSO: 21000 PH 2016-10-30 1321 F5ASD         59  14     I8UZA         59  15     0
QSO: 21000 PH 2016-10-30 1324 F5ASD         59  14     IU3FCR        59  15     0
QSO: 21000 PH 2016-10-30 1324 F5ASD         59  14     IR6A          59  15     0
QSO: 21000 PH 2016-10-30 1325 F5ASD         59  14     IW4ECF        59  15     0
QSO: 21000 PH 2016-10-30 1325 F5ASD         59  14     OD5PY         59  20     0
QSO: 21000 PH 2016-10-30 1326 F5ASD         59  14     HG6V          59  15     0
QSO: 21000 PH 2016-10-30 1326 F5ASD         59  14     I4XNN         59  15     0
QSO: 21000 PH 2016-10-30 1327 F5ASD         59  14     9A2ZU         59  15     0
QSO: 21000 PH 2016-10-30 1331 F5ASD         59  14     N1UR          59  05     0
QSO: 21000 PH 2016-10-30 1334 F5ASD         59  14     A61HA         59  21     0
QSO: 21000 PH 2016-10-30 1336 F5ASD         59  14     HB9H          59  14     0
QSO: 21000 PH 2016-10-30 1337 F5ASD         59  14     IK2YCW        59  15     0
QSO: 21000 PH 2016-10-30 1337 F5ASD         59  14     FM5DN         59  08     0
QSO: 21000 PH 2016-10-30 1340 F5ASD         59  14     IR8C          59  15     0
QSO: 21000 PH 2016-10-30 1341 F5ASD         59  14     IK2SAR        59  15     0
QSO: 21000 PH 2016-10-30 1342 F5ASD         59  14     4X2M          59  20     0
QSO: 21000 PH 2016-10-30 1342 F5ASD         59  14     IK4GRO        59  15     0
QSO: 21000 PH 2016-10-30 1343 F5ASD         59  14     IB4X          59  15     0
QSO: 21000 PH 2016-10-30 1345 F5ASD         59  14     A61FK         59  21     0
QSO: 21000 PH 2016-10-30 1349 F5ASD         59  14     SX9C          59  20     0
QSO: 21000 PH 2016-10-30 1350 F5ASD         59  14     IQ2DN         59  15     0
QSO: 21000 PH 2016-10-30 1351 F5ASD         59  14     TA5FA         59  20     0
QSO: 21000 PH 2016-10-30 1352 F5ASD         59  14     IB9T          59  15     0
QSO: 21000 PH 2016-10-30 1353 F5ASD         59  14     II2S          59  15     0
QSO: 21000 PH 2016-10-30 1353 F5ASD         59  14     W1NA          59  05     0
QSO: 21000 PH 2016-10-30 1355 F5ASD         59  14     IK4LZH        59  15     0
QSO:  7000 PH 2016-10-30 1400 F5ASD         59  14     IZ1AEL        59  15     0
QSO:  7000 PH 2016-10-30 1403 F5ASD         59  14     SN3A          59  15     0
QSO:  7000 PH 2016-10-30 1405 F5ASD         59  14     RU1A          59  16     0
QSO:  7000 PH 2016-10-30 1407 F5ASD         59  14     ES6RW         59  15     0
QSO:  7000 PH 2016-10-30 1407 F5ASD         59  14     OK7W          59  15     0
QSO:  7000 PH 2016-10-30 1408 F5ASD         59  14     HG0R          59  15     0
QSO:  7000 PH 2016-10-30 1409 F5ASD         59  14     IZ1GAR        59  15     0
QSO:  7000 PH 2016-10-30 1413 F5ASD         59  14     OL6A          59  15     0
QSO:  7000 PH 2016-10-30 1415 F5ASD         59  14     PI4ZU         59  14     0
QSO:  7000 PH 2016-10-30 1416 F5ASD         59  14     DG8AM         59  14     0
QSO:  7000 PH 2016-10-30 1417 F5ASD         59  14     OZ7X          59  14     0
QSO: 14000 PH 2016-10-30 1422 F5ASD         59  14     OK2QA         59  15     0
QSO: 14000 PH 2016-10-30 1424 F5ASD         59  14     UA3DUJ        59  16     0
QSO: 14000 PH 2016-10-30 1425 F5ASD         59  14     RA6KE         59  16     0
QSO: 14000 PH 2016-10-30 1426 F5ASD         59  14     UR7HDP        59  16     0
QSO: 14000 PH 2016-10-30 1427 F5ASD         59  14     UZ5ZV         59  16     0
QSO: 14000 PH 2016-10-30 1428 F5ASD         59  14     RT2H          59  16     0
QSO: 14000 PH 2016-10-30 1429 F5ASD         59  14     OM6ADN        59  15     0
QSO: 14000 PH 2016-10-30 1441 F5ASD         59  14     A92GE         59  21     0
QSO: 14000 PH 2016-10-30 1448 F5ASD         59  14     YB1AR         59  28     0
QSO: 14000 PH 2016-10-30 1449 F5ASD         59  14     6W1RY         59  35     0
QSO: 14000 PH 2016-10-30 1451 F5ASD         59  14     VK2IA         59  30     0
QSO: 14000 PH 2016-10-30 1454 F5ASD         59  14     VK4KW         59  30     0
QSO: 14000 PH 2016-10-30 1456 F5ASD         59  14     Z33C          59  15     0
QSO: 14000 PH 2016-10-30 1457 F5ASD         59  14     RW3XZ         59  16     0
QSO: 14000 PH 2016-10-30 1458 F5ASD         59  14     LZ5R          59  20     0
QSO: 14000 PH 2016-10-30 1459 F5ASD         59  14     OE5T          59  15     0
QSO: 14000 PH 2016-10-30 1500 F5ASD         59  14     IT9LED        59  15     0
QSO: 14000 PH 2016-10-30 1502 F5ASD         59  14     SX1S          59  20     0
QSO: 14000 PH 2016-10-30 1505 F5ASD         59  14     RO5K          59  16     0
QSO: 14000 PH 2016-10-30 1506 F5ASD         59  14     SV3GKY        59  20     0
QSO: 14000 PH 2016-10-30 1507 F5ASD         59  14     RK4FAO        59  16     0
QSO: 14000 PH 2016-10-30 1507 F5ASD         59  14     OK2MBP        59  15     0
QSO: 14000 PH 2016-10-30 1507 F5ASD         59  14     VE3RA         59  04     0
QSO: 14000 PH 2016-10-30 1508 F5ASD         59  14     K1VR          59  05     0
QSO: 14000 PH 2016-10-30 1508 F5ASD         59  14     AA3B          59  05     0
QSO: 14000 PH 2016-10-30 1509 F5ASD         59  14     N4WMB         59  05     0
QSO: 14000 PH 2016-10-30 1510 F5ASD         59  14     HK6CF         59  09     0
QSO: 14000 PH 2016-10-30 1511 F5ASD         59  14     NG3J          59  05     0
QSO: 14000 PH 2016-10-30 1514 F5ASD         59  14     OM3CPF        59  15     0
QSO: 14000 PH 2016-10-30 1515 F5ASD         59  14     UX7QG         59  16     0
QSO: 14000 PH 2016-10-30 1515 F5ASD         59  14     SV2MJY        59  20     0
QSO: 14000 PH 2016-10-30 1518 F5ASD         59  14     NA2U          59  05     0
QSO: 14000 PH 2016-10-30 1518 F5ASD         59  14     SV1RMB        59  20     0
QSO: 14000 PH 2016-10-30 1518 F5ASD         59  14     YO4SI         59  20     0
QSO: 14000 PH 2016-10-30 1519 F5ASD         59  14     HG4F          59  15     0
QSO: 14000 PH 2016-10-30 1519 F5ASD         59  14     OK2BRX        59  15     0
QSO: 14000 PH 2016-10-30 1520 F5ASD         59  14     9H1PI         59  15     0
QSO: 14000 PH 2016-10-30 1521 F5ASD         59  14     K8AZ          59  04     0
QSO: 14000 PH 2016-10-30 1521 F5ASD         59  14     LZ1QV         59  20     0
QSO: 14000 PH 2016-10-30 1522 F5ASD         59  14     VC2T          59  05     0
QSO: 14000 PH 2016-10-30 1522 F5ASD         59  14     K2YG          59  05     0
QSO: 14000 PH 2016-10-30 1523 F5ASD         59  14     HA6NW         59  15     0
QSO: 14000 PH 2016-10-30 1524 F5ASD         59  14     UY5QJ         59  16     0
QSO: 14000 PH 2016-10-30 1527 F5ASD         59  14     UT7CR         59  16     0
QSO: 14000 PH 2016-10-30 1530 F5ASD         59  14     W3LPL         59  05     0
QSO: 14000 PH 2016-10-30 1531 F5ASD         59  14     W4UQ          59  05     0
QSO: 14000 PH 2016-10-30 1532 F5ASD         59  14     YT0W          59  15     0
QSO: 14000 PH 2016-10-30 1533 F5ASD         59  14     HG6N          59  15     0
QSO: 14000 PH 2016-10-30 1534 F5ASD         59  14     HA3OU         59  15     0
QSO: 14000 PH 2016-10-30 1535 F5ASD         59  14     S54K          59  15     0
QSO: 14000 PH 2016-10-30 1535 F5ASD         59  14     IB3A          59  15     0
QSO: 14000 PH 2016-10-30 1536 F5ASD         59  14     YT1A          59  15     0
QSO: 14000 PH 2016-10-30 1536 F5ASD         59  14     S52OT         59  15     0
QSO: 14000 PH 2016-10-30 1537 F5ASD         59  14     SN7D          59  15     0
QSO: 14000 PH 2016-10-30 1537 F5ASD         59  14     II2S          59  15     0
QSO: 14000 PH 2016-10-30 1538 F5ASD         59  14     9A1P          59  15     0
QSO: 14000 PH 2016-10-30 1538 F5ASD         59  14     HG7T          59  15     0
QSO: 14000 PH 2016-10-30 1538 F5ASD         59  14     RT5K          59  16     0
QSO: 14000 PH 2016-10-30 1539 F5ASD         59  14     S57AL         59  15     0
QSO: 14000 PH 2016-10-30 1540 F5ASD         59  14     E7DX          59  15     0
QSO: 14000 PH 2016-10-30 1540 F5ASD         59  14     IT9STX        59  15     0
QSO: 14000 PH 2016-10-30 1540 F5ASD         59  14     S57DX         59  15     0
QSO: 14000 PH 2016-10-30 1541 F5ASD         59  14     LZ7A          59  20     0
QSO: 14000 PH 2016-10-30 1542 F5ASD         59  14     IB9T          59  15     0
QSO: 14000 PH 2016-10-30 1542 F5ASD         59  14     HA7GN         59  15     0
QSO: 14000 PH 2016-10-30 1544 F5ASD         59  14     OM7LW         59  15     0
QSO: 14000 PH 2016-10-30 1808 F5ASD         59  14     SN1C          59  15     0
QSO: 14000 PH 2016-10-30 1809 F5ASD         59  14     HG1S          59  15     0
QSO: 14000 PH 2016-10-30 1810 F5ASD         59  14     YR31A         59  20     0
QSO: 14000 PH 2016-10-30 1810 F5ASD         59  14     SP3DRM        59  15     0
QSO: 14000 PH 2016-10-30 1811 F5ASD         59  14     DL8AAV        59  14     0
QSO: 14000 PH 2016-10-30 1811 F5ASD         59  14     CT1FHL        59  14     0
QSO: 14000 PH 2016-10-30 1812 F5ASD         59  14     LY60KTU       59  15     0
QSO: 14000 PH 2016-10-30 1814 F5ASD         59  14     DL6DVU        59  14     0
QSO: 14000 PH 2016-10-30 1816 F5ASD         59  14     EA1FA         59  14     0
QSO: 14000 PH 2016-10-30 1816 F5ASD         59  14     DH6KM         59  14     0
QSO: 14000 PH 2016-10-30 1817 F5ASD         59  14     8S0C          59  14     0
QSO: 14000 PH 2016-10-30 1817 F5ASD         59  14     LZ2WNW        59  20     0
QSO: 14000 PH 2016-10-30 1817 F5ASD         59  14     S56AX         59  15     0
QSO: 14000 PH 2016-10-30 1818 F5ASD         59  14     DK2TG         59  14     0
QSO: 14000 PH 2016-10-30 1820 F5ASD         59  14     IR8T          59  15     0
QSO: 14000 PH 2016-10-30 1821 F5ASD         59  14     S55MZ         59  15     0
QSO: 14000 PH 2016-10-30 1821 F5ASD         59  14     LZ9W          59  20     0
QSO: 14000 PH 2016-10-30 1822 F5ASD         59  14     ED1S          59  14     0
QSO: 14000 PH 2016-10-30 1822 F5ASD         59  14     DK3WM         59  14     0
QSO: 14000 PH 2016-10-30 1822 F5ASD         59  14     P33W          59  20     0
QSO: 14000 PH 2016-10-30 1823 F5ASD         59  14     LY7Z          59  15     0
QSO: 14000 PH 2016-10-30 1823 F5ASD         59  14     DQ5T          59  14     0
QSO: 14000 PH 2016-10-30 1824 F5ASD         59  14     UW7W          59  16     0
QSO: 14000 PH 2016-10-30 1826 F5ASD         59  14     IZ3GOG        59  15     0
QSO: 14000 PH 2016-10-30 1826 F5ASD         59  14     IV3ARJ        59  15     0
QSO: 14000 PH 2016-10-30 1826 F5ASD         59  14     IR4M          59  15     0
QSO: 14000 PH 2016-10-30 1827 F5ASD         59  14     OZ1ACB        59  14     0
QSO: 14000 PH 2016-10-30 1828 F5ASD         59  14     9A7A          59  15     0
QSO: 14000 PH 2016-10-30 1829 F5ASD         59  14     YO8SBQ        59  20     0
QSO: 14000 PH 2016-10-30 1832 F5ASD         59  14     IZ1UKF        59  15     0
QSO: 14000 PH 2016-10-30 1833 F5ASD         59  14     PA6AA         59  14     0
QSO: 14000 PH 2016-10-30 1834 F5ASD         59  14     DL7DCL        59  14     0
QSO:  3500 PH 2016-10-30 1837 F5ASD         59  14     PA0AGA        59  14     0
QSO:  3500 PH 2016-10-30 1840 F5ASD         59  14     S57AW         59  15     0
QSO:  3500 PH 2016-10-30 1842 F5ASD         59  14     DJ0A          59  14     0
QSO:  3500 PH 2016-10-30 1842 F5ASD         59  14     DG7JB         59  14     0
QSO:  3500 PH 2016-10-30 1842 F5ASD         59  14     HB2K          59  14     0
QSO:  3500 PH 2016-10-30 1843 F5ASD         59  14     I1JTQ         59  15     0
QSO:  3500 PH 2016-10-30 1844 F5ASD         59  14     DR6P          59  14     0
QSO:  3500 PH 2016-10-30 1845 F5ASD         59  14     ON3DI         59  14     0
QSO:  3500 PH 2016-10-30 1846 F5ASD         59  14     OT5A          59  14     0
QSO:  3500 PH 2016-10-30 1846 F5ASD         59  14     DR5N          59  14     0
QSO:  3500 PH 2016-10-30 1847 F5ASD         59  14     DJ1AA         59  14     0
QSO:  3500 PH 2016-10-30 1847 F5ASD         59  14     YO3HOT        59  20     0
QSO:  3500 PH 2016-10-30 1848 F5ASD         59  14     DL6NDW        59  14     0
QSO:  3500 PH 2016-10-30 1904 F5ASD         59  14     DM6M          59  14     0
QSO:  3500 PH 2016-10-30 1904 F5ASD         59  14     G2F           59  14     0
QSO:  3500 PH 2016-10-30 1905 F5ASD         59  14     DF9XV         59  14     0
QSO:  3500 PH 2016-10-30 1907 F5ASD         59  14     PC2L          59  14     0
QSO:  3500 PH 2016-10-30 1911 F5ASD         59  14     EE7L          59  14     0
QSO:  3500 PH 2016-10-30 1911 F5ASD         59  14     S54ZZ         59  15     0
QSO:  3500 PH 2016-10-30 1912 F5ASD         59  14     TM0R          59  14     0
QSO:  3500 PH 2016-10-30 1916 F5ASD         59  14     DM6A          59  14     0
QSO:  3500 PH 2016-10-30 1916 F5ASD         59  14     DP6T          59  14     0
QSO:  3500 PH 2016-10-30 1918 F5ASD         59  14     IN3ZNR        59  15     0
QSO:  3500 PH 2016-10-30 1919 F5ASD         59  14     OE6Z          59  15     0
QSO:  3500 PH 2016-10-30 1920 F5ASD         59  14     PA2TMS        59  14     0
QSO:  3500 PH 2016-10-30 1920 F5ASD         59  14     DF0HQ         59  14     0
QSO:  3500 PH 2016-10-30 1924 F5ASD         59  14     ED2C          59  14     0
QSO:  3500 PH 2016-10-30 1927 F5ASD         59  14     OL0M          59  15     0
QSO:  7000 PH 2016-10-30 1932 F5ASD         59  14     DL0CS         59  14     0
