START-OF-LOG: 3.0
CALLSIGN: K9PG
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 154128
NAME: Paul Gentry
LOCATION: IL
OPERATORS: K9PG
CLUB: Society Of Midwest Contesters
CERTIFICATE: NO
CREATED-BY: N1MM Logger V14.2.0
SOAPBOX: Are Condx gonna get any worse before they get better?
QSO:  7223 PH 2016-10-29 0707 K9PG          59  4      P40W          59  09
QSO:  7226 PH 2016-10-29 0708 K9PG          59  4      ZV5O          59  11
QSO:  7238 PH 2016-10-29 0708 K9PG          59  4      HC0E          59  10
QSO:  7292 PH 2016-10-29 0709 K9PG          59  4      NP3U          59  08
QSO:  7177 PH 2016-10-29 0711 K9PG          59  4      FY5KE         59  09
QSO:  7188 PH 2016-10-29 0713 K9PG          59  4      XE2CQ         59  06
QSO:  7191 PH 2016-10-29 0715 K9PG          59  4      VP5DX         59  08
QSO:  7198 PH 2016-10-29 0716 K9PG          59  4      KH6J          59  31
QSO:  7210 PH 2016-10-29 0717 K9PG          59  4      KP2XX         59  08
QSO:  7215 PH 2016-10-29 0717 K9PG          59  4      V47T          59  08
QSO:  3737 PH 2016-10-29 0721 K9PG          59  4      D4C           59  35
QSO:  3743 PH 2016-10-29 0722 K9PG          59  4      T42A          59  08
QSO:  3767 PH 2016-10-29 0724 K9PG          59  4      HI3K          59  08
QSO:  3750 PH 2016-10-29 0728 K9PG          59  4      YW4D          59  09
QSO:  3691 PH 2016-10-29 0737 K9PG          59  4      V47T          59  08
QSO:  3714 PH 2016-10-29 0738 K9PG          59  4      TI5/W4TTT     59  07
QSO:  3739 PH 2016-10-29 0739 K9PG          59  4      PJ4Q          59  09
QSO:  3760 PH 2016-10-29 0742 K9PG          59  4      HC2AO         59  10
QSO:  3776 PH 2016-10-29 0743 K9PG          59  4      PZ5K          59  09
QSO:  3782 PH 2016-10-29 0745 K9PG          59  4      VE7GL         59  03
QSO:  3792 PH 2016-10-29 0751 K9PG          59  4      ZM1A          59  32
QSO:  7153 PH 2016-10-29 0754 K9PG          59  4      PJ2T          59  09
QSO:  7164 PH 2016-10-29 0755 K9PG          59  4      HI3K          59  08
QSO:  7180 PH 2016-10-29 0757 K9PG          59  4      CN2AA         59  33
QSO:  1829 PH 2016-10-29 0759 K9PG          59  4      8P5A          59  08
QSO:  1850 PH 2016-10-29 0801 K9PG          59  4      PJ2T          59  09
QSO:  3808 PH 2016-10-29 0806 K9PG          59  4      PJ4X          59  09
QSO:  3800 PH 2016-10-29 0807 K9PG          59  4      LU2DVI/H      59  13
QSO:  3782 PH 2016-10-29 0809 K9PG          59  4      6Y4V          59  08
QSO: 28390 PH 2016-10-29 1554 K9PG          59  4      PJ4X          59  09
QSO: 28478 PH 2016-10-29 1556 K9PG          59  4      9Z4Y          59  09
QSO: 28475 PH 2016-10-29 1557 K9PG          59  4      TI1T          59  07
QSO: 28488 PH 2016-10-29 1557 K9PG          59  4      P40W          59  09
QSO: 21214 PH 2016-10-29 1632 K9PG          59  4      VP5S          59  08
QSO: 21219 PH 2016-10-29 1649 K9PG          59  4      IK0YUT        59  15
QSO: 21227 PH 2016-10-29 1650 K9PG          59  4      ZY2A          59  11
QSO: 21230 PH 2016-10-29 1650 K9PG          59  4      VC7R          59  03
QSO: 21236 PH 2016-10-29 1653 K9PG          59  4      EA5KV         59  14
QSO: 21246 PH 2016-10-29 1655 K9PG          59  4      HK1X          59  09
QSO: 21275 PH 2016-10-29 1657 K9PG          59  4      ED8W          59  33
QSO: 21280 PH 2016-10-29 1657 K9PG          59  4      CN2R          59  33
QSO: 21379 PH 2016-10-29 1657 K9PG          59  4      EF8U          59  33
QSO: 28613 PH 2016-10-29 1658 K9PG          59  4      EF8U          59  33
QSO: 21424 PH 2016-10-29 1659 K9PG          59  4      ZF9CW         59  08
QSO: 21431 PH 2016-10-29 1659 K9PG          59  4      P40L          59  09
QSO: 21442 PH 2016-10-29 1702 K9PG          59  4      CR3A          59  33
QSO: 28356 PH 2016-10-29 1702 K9PG          59  4      8P5A          59  08
QSO: 21447 PH 2016-10-29 1706 K9PG          59  4      HC0E          59  10
QSO: 21439 PH 2016-10-29 1706 K9PG          59  4      TI7/W5AP      59  07
QSO: 21429 PH 2016-10-29 1707 K9PG          59  4      EE3A          59  14
QSO: 21418 PH 2016-10-29 1708 K9PG          59  4      EA5/LN2G      59  14
QSO: 21414 PH 2016-10-29 1708 K9PG          59  4      D4C           59  35
QSO: 21410 PH 2016-10-29 1709 K9PG          59  4      EF8C          59  33
QSO: 21394 PH 2016-10-29 1710 K9PG          59  4      FY5KE         59  09
QSO: 21389 PH 2016-10-29 1710 K9PG          59  4      P40A          59  09
QSO: 21386 PH 2016-10-29 1711 K9PG          59  4      KP2M          59  08
QSO: 21371 PH 2016-10-29 1726 K9PG          59  4      PJ7PL         59  08
QSO: 21369 PH 2016-10-29 1727 K9PG          59  4      CN3A          59  33
QSO: 21360 PH 2016-10-29 1727 K9PG          59  4      T48K          59  08
QSO: 21358 PH 2016-10-29 1729 K9PG          59  4      OA6Q          59  10
QSO: 21342 PH 2016-10-29 1730 K9PG          59  4      CQ8M          59  14
QSO: 21345 PH 2016-10-29 1732 K9PG          59  4      PJ4X          59  09
QSO: 21305 PH 2016-10-29 1824 K9PG          59  4      ZF1A          59  08
QSO: 21308 PH 2016-10-29 1825 K9PG          59  4      CO6HLP        59  08
QSO: 21440 PH 2016-10-29 1857 K9PG          59  4      CW5W          59  13
QSO: 21417 PH 2016-10-29 1903 K9PG          59  4      KP4RV         59  08
QSO: 28316 PH 2016-10-29 1904 K9PG          59  4      KH6LC         59  31
QSO: 28313 PH 2016-10-29 1905 K9PG          59  4      HI3TEJ        59  08
QSO: 28303 PH 2016-10-29 1906 K9PG          59  4      P40L          59  09
QSO: 28321 PH 2016-10-29 1908 K9PG          59  4      TI5/W4TTT     59  07
QSO: 28333 PH 2016-10-29 1910 K9PG          59  4      KW4XC/HI9     59  08
QSO: 28333 PH 2016-10-29 1911 K9PG          59  4      PZ5K          59  09
QSO: 28368 PH 2016-10-29 1912 K9PG          59  4      V47T          59  08
QSO: 21281 PH 2016-10-29 1915 K9PG          59  4      KH6J          59  31
QSO: 21269 PH 2016-10-29 1916 K9PG          59  4      FM5DN         59  08
QSO: 21264 PH 2016-10-29 1917 K9PG          59  4      LT1F          59  13
QSO: 21255 PH 2016-10-29 1948 K9PG          59  4      TI1T          59  07
QSO: 21221 PH 2016-10-29 1951 K9PG          59  4      CE3CT         59  12
QSO: 21375 PH 2016-10-29 1952 K9PG          59  4      PZ5K          59  09
QSO: 21378 PH 2016-10-29 1953 K9PG          59  4      V26B          59  08
QSO: 21381 PH 2016-10-29 1953 K9PG          59  4      PJ2T          59  09
QSO: 21385 PH 2016-10-29 1954 K9PG          59  4      P40W          59  09
QSO: 21399 PH 2016-10-29 2002 K9PG          59  4      HI3TEJ        59  08
QSO: 14264 PH 2016-10-29 2015 K9PG          59  4      9Y4D          59  09
QSO: 14267 PH 2016-10-29 2016 K9PG          59  4      KP3Z          59  08
QSO: 14255 PH 2016-10-29 2032 K9PG          59  4      PJ2T          59  09
QSO: 14273 PH 2016-10-29 2033 K9PG          59  4      CR5C          59  14
QSO: 14285 PH 2016-10-29 2035 K9PG          59  4      NP2P          59  08
QSO: 14281 PH 2016-10-29 2037 K9PG          59  4      CR3A          59  33
QSO: 14289 PH 2016-10-29 2037 K9PG          59  4      V26B          59  08
QSO: 14297 PH 2016-10-29 2050 K9PG          59  4      WP4PGY        59  08
QSO: 14303 PH 2016-10-29 2052 K9PG          59  4      VP9/N3AD      59  05
QSO: 14316 PH 2016-10-29 2053 K9PG          59  4      P40A          59  09
QSO: 14340 PH 2016-10-29 2054 K9PG          59  4      KW4XC/HI9     59  08
QSO: 14343 PH 2016-10-29 2054 K9PG          59  4      T48K          59  08
QSO: 14346 PH 2016-10-29 2055 K9PG          59  4      KP2M          59  08
QSO: 14155 PH 2016-10-29 2056 K9PG          59  4      TI5/W4TTT     59  07
QSO: 14160 PH 2016-10-29 2056 K9PG          59  4      VE2DXY        59  02
QSO: 14164 PH 2016-10-29 2057 K9PG          59  4      D4C           59  35
QSO: 14168 PH 2016-10-29 2057 K9PG          59  4      VE9CB         59  05
QSO: 14171 PH 2016-10-29 2058 K9PG          59  4      VE9AA         59  05
QSO: 14178 PH 2016-10-29 2058 K9PG          59  4      WP3C          59  08
QSO: 14180 PH 2016-10-29 2059 K9PG          59  4      KH6J          59  31
QSO: 14184 PH 2016-10-29 2059 K9PG          59  4      KP2XX         59  08
QSO: 14187 PH 2016-10-29 2100 K9PG          59  4      HK1T          59  09
QSO: 14189 PH 2016-10-29 2101 K9PG          59  4      PJ4X          59  09
QSO: 14198 PH 2016-10-29 2114 K9PG          59  4      TF3CW         59  40
QSO: 14200 PH 2016-10-29 2115 K9PG          59  4      FM5FJ         59  08
QSO: 14210 PH 2016-10-29 2122 K9PG          59  4      PS2T          59  11
QSO: 14214 PH 2016-10-29 2123 K9PG          59  4      HI3K          59  08
QSO: 14242 PH 2016-10-29 2124 K9PG          59  4      VA7QD         59  03
QSO: 14244 PH 2016-10-29 2124 K9PG          59  4      P40L          59  09
QSO: 14265 PH 2016-10-29 2126 K9PG          59  4      VE7SCC        59  03
QSO: 14291 PH 2016-10-29 2127 K9PG          59  4      EF8U          59  33
QSO: 14290 PH 2016-10-29 2141 K9PG          59  4      VP5S          59  08
QSO: 14310 PH 2016-10-29 2144 K9PG          59  4      CU2CR         59  14
QSO: 14330 PH 2016-10-29 2145 K9PG          59  4      EF8R          59  33
QSO: 14339 PH 2016-10-29 2146 K9PG          59  4      VE5PV         59  04
QSO: 21308 PH 2016-10-29 2149 K9PG          59  4      CM2FRB        59  08
QSO: 21322 PH 2016-10-29 2150 K9PG          59  4      CB1H          59  12
QSO: 21337 PH 2016-10-29 2153 K9PG          59  4      VP5DX         59  08
QSO: 21340 PH 2016-10-29 2153 K9PG          59  4      8P5A          59  08
QSO: 21346 PH 2016-10-29 2155 K9PG          59  4      HI3K          59  08
QSO: 21357 PH 2016-10-29 2156 K9PG          59  4      KH6LC         59  31
QSO: 21389 PH 2016-10-29 2159 K9PG          59  4      LU5VV         59  13
QSO: 21360 PH 2016-10-29 2200 K9PG          59  4      KP3Z          59  08
QSO: 21364 PH 2016-10-29 2201 K9PG          59  4      6Y4V          59  08
QSO: 21378 PH 2016-10-29 2201 K9PG          59  4      OA4O          59  10
QSO: 21228 PH 2016-10-29 2204 K9PG          59  4      YV1YLY        59  09
QSO: 21230 PH 2016-10-29 2205 K9PG          59  4      YV2CAR        59  09
QSO: 21234 PH 2016-10-29 2205 K9PG          59  4      T46A          59  08
QSO: 14329 PH 2016-10-29 2205 K9PG          59  4      8P5A          59  08
QSO: 14320 PH 2016-10-29 2245 K9PG          59  4      ZZ2T          59  11
QSO: 14335 PH 2016-10-29 2247 K9PG          59  4      P40W          59  09
QSO: 14338 PH 2016-10-29 2256 K9PG          59  4      ZP6A          59  11
QSO: 21261 PH 2016-10-29 2311 K9PG          59  4      ZL4TT         59  32
QSO: 21252 PH 2016-10-29 2313 K9PG          59  4      XE1KK         59  06
QSO:  7178 PH 2016-10-29 2328 K9PG          59  4      VC2T          59  05
QSO:  7183 PH 2016-10-29 2328 K9PG          59  4      ED8W          59  33
QSO:  7188 PH 2016-10-29 2329 K9PG          59  4      VE2IM         59  02
QSO:  7190 PH 2016-10-29 2331 K9PG          59  4      EF8R          59  33
QSO:  7190 PH 2016-10-29 2332 K9PG          59  4      ED8X          59  33
QSO:  7209 PH 2016-10-29 2334 K9PG          59  4      VY2ZM         59  05
QSO:  7228 PH 2016-10-29 2335 K9PG          59  4      AD4Z          59  05
QSO: 14228 PH 2016-10-30 0011 K9PG          59  4      JE6RPM        59  25
QSO:  7152 PH 2016-10-30 0034 K9PG          59  4      VE2GSO        59  05
QSO:  7106 PH 2016-10-30 0101 K9PG          59  4      CW5W          59  13
QSO:  1813 PH 2016-10-30 0107 K9PG          59  4      VY2ZM         59  05
QSO:  1844 PH 2016-10-30 0108 K9PG          59  4      VP2MDG        59  08
QSO:  1841 PH 2016-10-30 0114 K9PG          59  4      XL3A          59  04
QSO:  1817 PH 2016-10-30 0116 K9PG          59  4      HI3TEJ        59  08
QSO:  3711 PH 2016-10-30 0120 K9PG          59  4      VA3DF         59  04
QSO:  3742 PH 2016-10-30 0144 K9PG          59  4      V26B          59  08
QSO:  3765 PH 2016-10-30 0147 K9PG          59  4      XE2X          59  06
QSO:  3714 PH 2016-10-30 0154 K9PG          59  4      CR6K          59  14
QSO:  3728 PH 2016-10-30 0157 K9PG          59  4      VC2T          59  05
QSO:  3747 PH 2016-10-30 0159 K9PG          59  4      XL3A          59  04
QSO:  3772 PH 2016-10-30 0204 K9PG          59  4      VE2DXY        59  02
QSO:  3780 PH 2016-10-30 0205 K9PG          59  4      VC3R          59  04
QSO:  3793 PH 2016-10-30 0207 K9PG          59  4      CN2R          59  33
QSO:  3784 PH 2016-10-30 0210 K9PG          59  4      CR3A          59  33
QSO:  1839 PH 2016-10-30 0219 K9PG          59  4      VE3RZ         59  04
QSO:  3694 PH 2016-10-30 0313 K9PG          59  4      VE4VT         59  04
QSO:  3705 PH 2016-10-30 0316 K9PG          59  4      VE3PN         59  04
QSO:  3708 PH 2016-10-30 0319 K9PG          59  4      AD4Z          59  05
QSO:  3771 PH 2016-10-30 0323 K9PG          59  4      VE2IM         59  02
QSO:  3758 PH 2016-10-30 0337 K9PG          59  4      VE6FI         59  04
QSO:  1825 PH 2016-10-30 0355 K9PG          59  4      VE3MGY        59  04
QSO:  1842 PH 2016-10-30 0356 K9PG          59  4      6Y4V          59  08
QSO:  1859 PH 2016-10-30 0357 K9PG          59  4      VE2IM         59  02
QSO:  1873 PH 2016-10-30 0357 K9PG          59  4      VC3R          59  04
QSO:  3740 PH 2016-10-30 0400 K9PG          59  4      VE7SV         59  03
QSO:  3744 PH 2016-10-30 0401 K9PG          59  4      VE6SV         59  04
QSO:  1835 PH 2016-10-30 0415 K9PG          59  4      W0AIH         59  04
QSO:  7223 PH 2016-10-30 0427 K9PG          59  4      KP2M          59  08
QSO:  7233 PH 2016-10-30 0456 K9PG          59  4      V26B          59  08
QSO:  7233 PH 2016-10-30 0501 K9PG          59  4      VE5PV         59  04
QSO:  1853 PH 2016-10-30 0524 K9PG          59  4      K9CT          59  04
QSO:  1845 PH 2016-10-30 0525 K9PG          59  4      VC2T          59  05
QSO:  3730 PH 2016-10-30 0613 K9PG          59  4      VP5DX         59  08
QSO: 28330 PH 2016-10-30 1739 K9PG          59  4      PY2YU         59  11
QSO: 28355 PH 2016-10-30 1743 K9PG          59  4      PV2P          59  11
QSO: 28390 PH 2016-10-30 1745 K9PG          59  4      PJ4Q          59  09
QSO: 28422 PH 2016-10-30 1749 K9PG          59  4      ZY2A          59  11
QSO: 28463 PH 2016-10-30 1754 K9PG          59  4      PW2D          59  11
QSO: 28499 PH 2016-10-30 1755 K9PG          59  4      PJ2T          59  09
QSO: 28503 PH 2016-10-30 1759 K9PG          59  4      PT5D          59  11
QSO: 21220 PH 2016-10-30 1803 K9PG          59  4      KP2XX         59  08
QSO: 28555 PH 2016-10-30 1813 K9PG          59  4      CE3CT         59  12
QSO: 21231 PH 2016-10-30 1816 K9PG          59  4      ZX5J          59  11
QSO: 21236 PH 2016-10-30 1816 K9PG          59  4      TI5/W4TTT     59  07
QSO: 21239 PH 2016-10-30 1817 K9PG          59  4      ZD8W          59  36
QSO: 21257 PH 2016-10-30 1821 K9PG          59  4      VP9AD         59  05
QSO: 21272 PH 2016-10-30 1826 K9PG          59  4      ZS1TMJ        59  38
QSO: 21275 PH 2016-10-30 1827 K9PG          59  4      XE2JS         59  06
QSO: 21285 PH 2016-10-30 1828 K9PG          59  4      CE3PG         59  12
QSO: 21300 PH 2016-10-30 1829 K9PG          59  4      VA7FC         59  03
QSO: 21306 PH 2016-10-30 1831 K9PG          59  4      HK3C          59  09
QSO: 21320 PH 2016-10-30 1834 K9PG          59  4      FM1HN         59  08
QSO: 21328 PH 2016-10-30 1835 K9PG          59  4      NP2N          59  08
QSO: 21341 PH 2016-10-30 1838 K9PG          59  4      PJ4Q          59  09
QSO: 21364 PH 2016-10-30 1844 K9PG          59  4      KW4XC/HI9     59  08
QSO: 21388 PH 2016-10-30 1849 K9PG          59  4      VP9/N3AD      59  05
QSO: 21408 PH 2016-10-30 1851 K9PG          59  4      V47T          59  08
QSO: 21435 PH 2016-10-30 1858 K9PG          59  4      YN5Z          59  07
QSO: 21418 PH 2016-10-30 1905 K9PG          59  4      LU8YE         59  13
QSO: 21405 PH 2016-10-30 1906 K9PG          59  4      YV6YV         59  09
QSO: 21382 PH 2016-10-30 1907 K9PG          59  4      8P9EH         59  08
QSO: 21362 PH 2016-10-30 1911 K9PG          59  4      CR6T          59  14
QSO: 21354 PH 2016-10-30 1923 K9PG          59  4      FG4KH         59  08
QSO: 21348 PH 2016-10-30 1923 K9PG          59  4      V3A           59  07
QSO: 21312 PH 2016-10-30 1925 K9PG          59  4      CB1W          59  12
QSO: 21305 PH 2016-10-30 1926 K9PG          59  4      CR6K          59  14
QSO: 21253 PH 2016-10-30 1930 K9PG          59  4      T42A          59  08
QSO: 21234 PH 2016-10-30 1931 K9PG          59  4      OA4SS         59  10
QSO: 21215 PH 2016-10-30 1933 K9PG          59  4      HP3SS         59  07
QSO: 14324 PH 2016-10-30 1942 K9PG          59  4      CR6K          59  14
QSO: 14326 PH 2016-10-30 1943 K9PG          59  4      VY2ZM         59  05
QSO: 14320 PH 2016-10-30 1945 K9PG          59  4      NP3OT         59  08
QSO: 14318 PH 2016-10-30 1947 K9PG          59  4      9A1P          59  15
QSO: 14266 PH 2016-10-30 1950 K9PG          59  4      WP3DX         59  08
QSO: 14266 PH 2016-10-30 1951 K9PG          59  4      ED1R          59  14
QSO: 14261 PH 2016-10-30 1952 K9PG          59  4      HI8JSG        59  08
QSO: 14249 PH 2016-10-30 1953 K9PG          59  4      VE2BWL        59  05
QSO: 14246 PH 2016-10-30 1954 K9PG          59  4      VA7FC         59  03
QSO: 14240 PH 2016-10-30 1957 K9PG          59  4      TM4L          59  14
QSO: 14238 PH 2016-10-30 1957 K9PG          59  4      6Y4V          59  08
QSO: 28312 PH 2016-10-30 1959 K9PG          59  4      YN5Z          59  07
QSO: 28390 PH 2016-10-30 2000 K9PG          59  4      KP2M          59  08
QSO: 28483 PH 2016-10-30 2014 K9PG          59  4      ZP6A          59  11
QSO: 28513 PH 2016-10-30 2015 K9PG          59  4      LT7F          59  13
QSO: 28519 PH 2016-10-30 2016 K9PG          59  4      CE2AWW        59  12
QSO: 21304 PH 2016-10-30 2017 K9PG          59  4      TI2OY         59  07
QSO: 21337 PH 2016-10-30 2022 K9PG          59  4      V6Z           59  27
QSO: 21345 PH 2016-10-30 2040 K9PG          59  4      XE2G          59  06
QSO: 21419 PH 2016-10-30 2044 K9PG          59  4      PY3MU         59  11
QSO: 21423 PH 2016-10-30 2045 K9PG          59  4      A31MM         59  32
QSO: 14216 PH 2016-10-30 2047 K9PG          59  4      6W1RY         59  35
QSO: 14167 PH 2016-10-30 2047 K9PG          59  4      VE2IM         59  02
QSO: 14168 PH 2016-10-30 2048 K9PG          59  4      ZW8T          59  11
QSO: 21441 PH 2016-10-30 2057 K9PG          59  4      LQ7E          59  13
QSO: 21437 PH 2016-10-30 2057 K9PG          59  4      PQ5B          59  11
QSO: 21438 PH 2016-10-30 2100 K9PG          59  4      PT4T          59  11
QSO: 21405 PH 2016-10-30 2105 K9PG          59  4      PY2UD         59  11
QSO: 14318 PH 2016-10-30 2106 K9PG          59  4      PJ4Q          59  09
QSO: 14303 PH 2016-10-30 2109 K9PG          59  4      AD4Z          59  05
QSO: 14261 PH 2016-10-30 2111 K9PG          59  4      V47T          59  08
QSO: 14294 PH 2016-10-30 2238 K9PG          59  4      PZ5K          59  09
END-OF-LOG:
