START-OF-LOG: 3.0
CATEGORY: Single-OP low
CONTEST: WAE CW
CALLSIGN: SP9MDY
LOCATION: DX
CLUB: SP Contest Club
CLAIMED-SCORE:
OPERATORS: Hubert
CREATED-BY: DQR_Log v. 3.2.5 - (c) SP7DQR, modified by DXHF upload.
QSO: 14000 CW 2020-08-08 2015 SP9MDY         599 001    EA8RM           599 1414
QSO: 14000 CW 2020-08-08 2020 SP9MDY         599 002    PJ4A            599 776
QSO: 14000 CW 2020-08-08 2028 SP9MDY         599 003    VY2ZM           599 1135
QSO: 14000 CW 2020-08-08 2034 SP9MDY         599 004    K0EJ            599 510
QSO: 14000 CW 2020-08-08 2039 SP9MDY         599 005    NN1C            599 890
QSO: 14000 CW 2020-08-08 2041 SP9MDY         599 006    W4YY            599 540
QSO: 14000 CW 2020-08-08 2042 SP9MDY         599 007    NA8V            599 664
QSO: 14000 CW 2020-08-08 2050 SP9MDY         599 008    VA2EJ           599 713
QSO: 14000 CW 2020-08-08 2055 SP9MDY         599 009    KC1XX           599 1415
QSO: 14000 CW 2020-08-08 2058 SP9MDY         599 010    N2GK            599 147
QSO: 14000 CW 2020-08-08 2059 SP9MDY        599         011 K5ZD            599         766
QSO: 14000 CW 2020-08-08 2102 SP9MDY        599         012 K1XM            599         684
QSO: 14000 CW 2020-08-08 2108 SP9MDY        599         013 KO8SCA          599         526
QSO: 14000 CW 2020-08-08 2113 SP9MDY        599         014 K0LUZ           599         235
QSO: 14000 CW 2020-08-08 2119 SP9MDY        599         015 K2LE            599         944
QSO: 14000 CW 2020-08-08 2121 SP9MDY        599         016 VA2WA           599         969
QSO: 14000 CW 2020-08-08 2131 SP9MDY        599         017 K3WI            599         203
QSO: 14000 CW 2020-08-08 2133 SP9MDY        599         018 FY5KE           599         804
QSO: 14000 CW 2020-08-08 2135 SP9MDY        599         019 W4CB            599         170
QSO: 14000 CW 2020-08-08 2140 SP9MDY        599         020 LW8DQ           599         431
QSO: 14000 CW 2020-08-08 2144 SP9MDY        599         021 AA3B            599        1109
QSO: 14000 CW 2020-08-08 2147 SP9MDY        599         022 N2NT            599         542
QSO: 14000 CW 2020-08-09 0614 SP9MDY        599         023 RM8I            599        1172
QSO: 14000 CW 2020-08-09 0619 SP9MDY        599         024 UP0L            599        1294
QSO: 14000 CW 2020-08-09 0621 SP9MDY        599         025 4X6FR           599        1389
QSO: 14000 CW 2020-08-09 0637 SP9MDY        599         026 UN3M            599         816
QSO: 21000 CW 2020-08-09 0650 SP9MDY        599         027 HZ7C            599         900
QSO: 14000 CW 2020-08-09 2000 SP9MDY        599         028 CX2AQ           599         248
QSO: 14000 CW 2020-08-09 2006 SP9MDY        599         029 4Z4AK           599        1439
QSO: 14000 CW 2020-08-09 2007 SP9MDY        599         030 CT3KN           599        1507
QSO: 14000 CW 2020-08-09 2011 SP9MDY        599         031 LW1D            599         202
QSO: 14000 CW 2020-08-09 2014 SP9MDY        599         032 N3RS            599        1455
QSO: 14000 CW 2020-08-09 2017 SP9MDY        599         033 K3AJ            599        1073
QSO: 14000 CW 2020-08-09 2022 SP9MDY        599         034 LU8QT           599         364
QSO: 14000 CW 2020-08-09 2023 SP9MDY        599         035 N1LN            599         679
QSO: 14000 CW 2020-08-09 2029 SP9MDY        599         036 VE3NNT          599        1187
QSO: 14000 CW 2020-08-09 2033 SP9MDY        599         037 K3IE            599         491
QSO: 14000 CW 2020-08-09 2035 SP9MDY        599         038 N3RD            599         688
QSO: 14000 CW 2020-08-09 2036 SP9MDY        599         039 NR4M            599        1935
QSO: 14000 CW 2020-08-09 2038 SP9MDY        599         040 K3UL            599         630
END-OF-LOG:
