START-OF-LOG: 3.0
CREATED-BY: TR Log POST Version 6.76
CALLSIGN: N5DO
CONTEST: CQ-WPX-SSB
CLAIMED-SCORE: 865436
NAME: DAVE COCKRUM
OPERATORS: N5DO
LOCATION: WTX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
QSO: 21000 PH 2008-03-29 0001 N5DO          59       1 LU1NDC        59  3
QSO: 21000 PH 2008-03-29 0003 N5DO          59       2 KH6FI         59  2
QSO: 21000 PH 2008-03-29 0005 N5DO          59       3 LV5V          59  10
QSO: 21000 PH 2008-03-29 0005 N5DO          59       4 ZP0R          59  15
QSO: 21000 PH 2008-03-29 0005 N5DO          59       5 PY1KN         59  6
QSO: 21000 PH 2008-03-29 0006 N5DO          59       6 LU6ETB        59  18
QSO: 21000 PH 2008-03-29 0007 N5DO          59       7 XR6T          59  12
QSO: 21000 PH 2008-03-29 0008 N5DO          59       8 AY8A          59  12
QSO: 21000 PH 2008-03-29 0008 N5DO          59       9 PY2MR         59  6
QSO: 21000 PH 2008-03-29 0009 N5DO          59      10 XR3A          59  9
QSO: 21000 PH 2008-03-29 0010 N5DO          59      11 LU7KAT        59  25
QSO: 21000 PH 2008-03-29 0011 N5DO          59      12 LR2F          59  17
QSO: 21000 PH 2008-03-29 0011 N5DO          59      13 VK2CA         59  10
QSO: 21000 PH 2008-03-29 0013 N5DO          59      14 CX1AV         59  5
QSO: 21000 PH 2008-03-29 0016 N5DO          59      15 ZX5J          59  54
QSO: 21000 PH 2008-03-29 0017 N5DO          59      16 LQ5H          59  31
QSO: 14000 PH 2008-03-29 0019 N5DO          59      17 TI8M          59  19
QSO: 14000 PH 2008-03-29 0021 N5DO          59      18 3G1C          59  43
QSO: 14000 PH 2008-03-29 0021 N5DO          59      19 PS5S          59  20
QSO: 14000 PH 2008-03-29 0022 N5DO          59      20 AY8A          59  25
QSO: 14000 PH 2008-03-29 0023 N5DO          59      21 HD2A          59  50
QSO: 14000 PH 2008-03-29 0023 N5DO          59      22 W7WA          59  78
QSO: 14000 PH 2008-03-29 0024 N5DO          59      23 WV6E          59  40
QSO: 14000 PH 2008-03-29 0024 N5DO          59      24 PR1T          59  62
QSO: 14000 PH 2008-03-29 0025 N5DO          59      25 NE8J          59  22
