START-OF-LOG: 3.0
CALLSIGN: 9M6XRO
CLUB:
CONTEST: CQ-WPX-SSB
CLAIMED-SCORE: 56049
OPERATORS: 9M6XRO
NAME: John Plenderleith
SOAPBOX: Rig - Yaesu FT-1000MP + Quadra Linear @ 400 watts
SOAPBOX: Ant - (1) for HF 2 el Quad @ 27m (2) for LF Butternut HF2V @ 27m
SOAPBOX: I seldom operate SSB Contests but I hope I gave out a few multipliers
SOAPBOX: in my brief visits to the shack! Nice to hear 10m open at times.
CREATED-BY: N1MM Logger V7.12.13
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
QSO: 14000 PH 2008-03-29 0745 9M6XRO        59  0001   AH0BT         59  0195
QSO: 14000 PH 2008-03-29 0746 9M6XRO        59  0002   BP0W          59  0737
QSO: 14000 PH 2008-03-29 0747 9M6XRO        59  0003   BG6QLA        59  0048
QSO: 14000 PH 2008-03-29 0750 9M6XRO        59  0004   UP0L          59  0749
QSO: 14000 PH 2008-03-29 0751 9M6XRO        59  0005   JI2ZJS        59  0302
QSO: 14000 PH 2008-03-29 0751 9M6XRO        59  0006   JA3YKC        59  0135
QSO: 14000 PH 2008-03-29 0753 9M6XRO        59  0007   UA0IDZ        59  0171
QSO: 14000 PH 2008-03-29 0754 9M6XRO        59  0008   B1Z           59  0230
QSO: 14000 PH 2008-03-29 0756 9M6XRO        59  0009   V73PX         59  0796
QSO: 14000 PH 2008-03-29 0803 9M6XRO        59  0010   WH2DX         59  0423
QSO: 14000 PH 2008-03-29 0804 9M6XRO        59  0011   BV0J          59  0379
QSO: 14000 PH 2008-03-29 0805 9M6XRO        59  0012   JA2ZJW        59  0264
QSO: 14000 PH 2008-03-29 0806 9M6XRO        59  0013   JA1ZGP        59  0123
QSO: 14000 PH 2008-03-29 0808 9M6XRO        59  0014   JF2QNM        59  0266
