START-OF-LOG: 3.0
CREATED-BY:    SD by EI5DI
CONTEST:       CQ-WPX-SSB
CALLSIGN:      G8ZRE
CLAIMED-SCORE: 89726
NAME:          Dave Hewitt
OPERATORS:     G8ZRE
SOAPBOX:       More QSOS than last year very enjoyable
SOAPBOX:       Only one doubtful QSO SERIAL 228 SENT UZ1I do not
SOAPBOX:       think he copied my call correctly
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
QSO:  3500 PH 2008-03-29 0010 G8ZRE         59   001   SP75C         59   027
QSO:  3500 PH 2008-03-29 0014 G8ZRE         59   002   UW2M          59   037
QSO:  3500 PH 2008-03-29 0018 G8ZRE         59   003   DQ8N          59   029
QSO:  3500 PH 2008-03-29 0029 G8ZRE         59   004   SN7Q          59   049
QSO:  3500 PH 2008-03-29 0032 G8ZRE         59   005   AO4K          59   013
QSO:  3500 PH 2008-03-29 0035 G8ZRE         59   006   OE9R          59   016
QSO:  3500 PH 2008-03-29 0049 G8ZRE         59   007   DA0BCC        59   053
QSO:  3500 PH 2008-03-29 0707 G8ZRE         59   008   M8C           59   019
QSO:  3500 PH 2008-03-29 0709 G8ZRE         59   009   EE2W          59   392
QSO:  7000 PH 2008-03-29 0715 G8ZRE         59   010   F4DSK         59   215
QSO:  7000 PH 2008-03-29 0716 G8ZRE         59   011   DL3TD         59   648
QSO:  7000 PH 2008-03-29 0721 G8ZRE         59   012   HA3OV         59   746
QSO:  7000 PH 2008-03-29 0722 G8ZRE         59   013   EB1WW         59   178
QSO:  7000 PH 2008-03-29 0723 G8ZRE         59   014   EC5CSW        59   207
QSO:  7000 PH 2008-03-29 0728 G8ZRE         59   015   TM0R          59   157
QSO:  7000 PH 2008-03-29 0734 G8ZRE         59   016   EA3ATM        59   226
QSO: 14000 PH 2008-03-29 0735 G8ZRE         59   017   LZ130LO       59   361
QSO: 14000 PH 2008-03-29 0737 G8ZRE         59   018   YT9A          59   615
QSO: 14000 PH 2008-03-29 0745 G8ZRE         59   019   IZ8FTW        59   022
QSO: 14000 PH 2008-03-29 0747 G8ZRE         59   020   YT3MA         59   031
QSO: 14000 PH 2008-03-29 0753 G8ZRE         59   021   UZ8M          59   303
QSO: 14000 PH 2008-03-29 0803 G8ZRE         59   022   Z35T          59   106
QSO: 14000 PH 2008-03-29 0809 G8ZRE         59   023   CN2R          59   383
QSO: 14000 PH 2008-03-29 0812 G8ZRE         59   024   IR9Y          59   094
QSO: 14000 PH 2008-03-29 0813 G8ZRE         59   025   RV3FF         59   314
QSO: 14000 PH 2008-03-29 0815 G8ZRE         59   026   IZ8EPX        59   302
QSO: 14000 PH 2008-03-29 0817 G8ZRE         59   027   RK3DZB        59   219
QSO: 14000 PH 2008-03-29 0821 G8ZRE         59   028   R3K           59   423
QSO: 14000 PH 2008-03-29 0824 G8ZRE         59   029   CQ3T          59   025
QSO: 14000 PH 2008-03-29 0826 G8ZRE         59   030   LZ2SX         59   474
QSO: 14000 PH 2008-03-29 0828 G8ZRE         59   031   UW5U          59   240
QSO: 14000 PH 2008-03-29 0830 G8ZRE         59   032   RK3QWW        59   573
QSO: 14000 PH 2008-03-29 0833 G8ZRE         59   033   5D5A          59   236
QSO: 14000 PH 2008-03-29 0836 G8ZRE         59   034   IK0SXU        59   010
QSO: 14000 PH 2008-03-29 0851 G8ZRE         59   035   IQ8EB         59   162
QSO: 14000 PH 2008-03-29 0852 G8ZRE         59   036   S57RTH        59   046
QSO: 14000 PH 2008-03-29 1016 G8ZRE         59   037   OG5B          59   439
QSO: 14000 PH 2008-03-29 1020 G8ZRE         59   038   S51A          59   171
QSO: 14000 PH 2008-03-29 1021 G8ZRE         59   039   S53EO         59   140
QSO: 14000 PH 2008-03-29 1023 G8ZRE         59   040   S52OW         59   245
QSO: 14000 PH 2008-03-29 1028 G8ZRE         59   041   CS2T          59   590
QSO: 14000 PH 2008-03-29 1031 G8ZRE         59   042   LY8O          59   538
QSO: 14000 PH 2008-03-29 1032 G8ZRE         59   043   S50K          59   395
QSO: 14000 PH 2008-03-29 1033 G8ZRE         59   044   LZ5Z          59   106
QSO: 14000 PH 2008-03-29 1034 G8ZRE         59   045   IR2A          59   069
QSO: 14000 PH 2008-03-29 1037 G8ZRE         59   046   CT7X          59   139
QSO: 14000 PH 2008-03-29 1042 G8ZRE         59   047   YR1C          59   397
QSO: 14000 PH 2008-03-29 1043 G8ZRE         59   048   AO7T          59   083
QSO: 14000 PH 2008-03-29 1045 G8ZRE         59   049   US5D          59   555
QSO: 14000 PH 2008-03-29 1046 G8ZRE         59   050   OM7M          59   429
