START-OF-LOG: 3.0
CREATED-BY:    SD by EI5DI
CONTEST:       CQ-WPX-SSB
CALLSIGN:      G0MLY
CATEGORY-OVERLAY:
CLAIMED-SCORE: 20832
NAME:          Chris Rolinson
CLUB:          Wythall ARC
OPERATORS:     G0MLY
SOAPBOX:       My first HF contest, so really quite exciting! Could only get on air at certain times though.
SOAPBOX:       Also first time using SD as logging software.
SOAPBOX:       This worked well for a first time user
SOAPBOX:       I am looking forward to taking part in further contests
SOAPBOX:       Thanks to everyone who I worked for their patience!
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
QSO: 14000 PH 2008-03-29 0900 G0MLY         59   001   EH6R 59   087
QSO: 14000 PH 2008-03-29 0901 G0MLY         59   002   RO9O 59   542
QSO: 14000 PH 2008-03-29 0904 G0MLY         59   003   LZ130LO 59   431
QSO: 14000 PH 2008-03-29 0906 G0MLY         59   004   OG6N 59   085
QSO: 14000 PH 2008-03-29 0908 G0MLY         59   005   S50K 59   277
QSO: 14000 PH 2008-03-29 0911 G0MLY         59   007   CQ3T 59   094
QSO: 14000 PH 2008-03-29 0919 G0MLY         59   008   5D5A 59   350
QSO: 14000 PH 2008-03-29 0920 G0MLY         59   009   UA4Z 59   656
QSO: 14000 PH 2008-03-29 0923 G0MLY         59   010   LY9Y 59   202
QSO: 14000 PH 2008-03-29 0926 G0MLY         59   011   EA5KV 59   249
QSO: 14000 PH 2008-03-29 0950 G0MLY         59   012   OG8X 59   494
QSO: 14000 PH 2008-03-29 0953 G0MLY         59   013   IT9ESW 59   243
QSO: 14000 PH 2008-03-29 0955 G0MLY         59   014   S57RTH 59   083
QSO: 14000 PH 2008-03-29 0959 G0MLY         59   015   CN2R 59   698
QSO: 14000 PH 2008-03-29 1007 G0MLY         59   016   S53EO 59   120
QSO: 14000 PH 2008-03-29 1012 G0MLY         59   017   S52OW 59   234
QSO: 14000 PH 2008-03-29 1019 G0MLY         59   018   3V8BB         59 1061
QSO: 14000 PH 2008-03-29 1020 G0MLY         59   019   YT1BB 59   594
QSO: 14000 PH 2008-03-29 1024 G0MLY         59   020   AM7W 59   181
QSO: 14000 PH 2008-03-29 1030 G0MLY         59   021   ES5GI 59   307
QSO: 14000 PH 2008-03-29 1031 G0MLY         59   022   EA4RCT 59   039
QSO: 14000 PH 2008-03-29 1032 G0MLY         59   023   RX9FM 59   448
QSO: 14000 PH 2008-03-29 1035 G0MLY         59   024   EU2MM 59   057
QSO: 21000 PH 2008-03-29 1038 G0MLY         59   025   IM0/PIK0FMB 59   153
QSO: 21000 PH 2008-03-29 1040 G0MLY         59   026   YT0A 59   090
QSO: 21000 PH 2008-03-29 1043 G0MLY         59   027   IR9Y 59   072
QSO: 21000 PH 2008-03-29 1045 G0MLY         59   028   9A4W 59   278
QSO: 21000 PH 2008-03-29 1047 G0MLY         59   029   IN3ZNR 59   030
QSO: 21000 PH 2008-03-29 1048 G0MLY         59   030   IZ3KKE 59   145
QSO: 21000 PH 2008-03-29 1050 G0MLY         59   031   YT9X 59   187
QSO: 21000 PH 2008-03-29 1051 G0MLY         59   032   YT9A          59 1019
QSO: 21000 PH 2008-03-29 1055 G0MLY         59   033   EA9IE 59   033
QSO: 21000 PH 2008-03-29 1056 G0MLY         59   034   EF5K 59   637
QSO:  7000 PH 2008-03-29 1101 G0MLY         59   035   DR1A 59   535
QSO:  7000 PH 2008-03-29 1104 G0MLY         59   036   DP4A 59   333
QSO:  7000 PH 2008-03-29 1105 G0MLY         59   037   ON6DP 59   077
QSO:  7000 PH 2008-03-29 1106 G0MLY         59   038   OL7R 59   344
QSO:  7000 PH 2008-03-29 1858 G0MLY         59   039   LN9Z 59   795
QSO:  7000 PH 2008-03-29 1858 G0MLY         59   040   DL3LAB 59   240
QSO:  7000 PH 2008-03-29 1901 G0MLY         59   041   S56X 59   558
QSO:  7000 PH 2008-03-29 1904 G0MLY         59   042   ES90C 59   656
QSO:  7000 PH 2008-03-29 1907 G0MLY         59   043   S53S 59   626
QSO:  7000 PH 2008-03-29 1909 G0MLY         59   044   OG6N 59   472
QSO:  7000 PH 2008-03-29 1912 G0MLY         59   045   S53M 59   369
QSO:  7000 PH 2008-03-29 1918 G0MLY         59   046   SP4TKR 59   650
QSO:  3500 PH 2008-03-29 1920 G0MLY         59   047   S52AW 59   661
QSO:  3500 PH 2008-03-29 1923 G0MLY         59   048   OT5A 59   701
QSO:  3500 PH 2008-03-29 1927 G0MLY         59   049   9A6A 59   669
QSO:  3500 PH 2008-03-29 1928 G0MLY         59   050   DO2ML 59   141
QSO:  3500 PH 2008-03-29 1929 G0MLY         59   051   DR1A 59   870
QSO:  3500 PH 2008-03-29 1933 G0MLY         59   052   S53O 59   116
QSO:  3500 PH 2008-03-29 1937 G0MLY         59   053   PI4WNO 59   238
QSO:  3500 PH 2008-03-29 1938 G0MLY         59   054   DJ8OG 59   364
QSO:  3500 PH 2008-03-29 1939 G0MLY         59   055   OL5J 59   458
QSO:  3500 PH 2008-03-29 1940 G0MLY         59   056   OO6U 59   073
QSO:  3500 PH 2008-03-29 1941 G0MLY         59   057   IR2C 59   749
QSO:  3500 PH 2008-03-29 1946 G0MLY         59   058   DL1QQ 59   148
QSO:  1800 PH 2008-03-29 1950 G0MLY         59   059   SP1GZF 59   064
QSO:  1800 PH 2008-03-29 1951 G0MLY         59   060   DR1A 59   379
QSO:  1800 PH 2008-03-29 1952 G0MLY         59   061   DL1SWB 59   118
QSO:  1800 PH 2008-03-29 1958 G0MLY         59   062   OT5A 59   273
QSO:  1800 PH 2008-03-29 1959 G0MLY         59   063   EB1WW 59   113
QSO: 14000 PH 2008-03-29 2056 G0MLY         59   064   WX3B 59   424
QSO: 14000 PH 2008-03-29 2106 G0MLY         59   065   KD4D 59   677
QSO: 14000 PH 2008-03-29 2111 G0MLY         59   066   W1UE          59 1157
QSO: 14000 PH 2008-03-29 2114 G0MLY         59   067   NM1JY 59   407
QSO: 14000 PH 2008-03-29 2119 G0MLY         59   068   N2QT 59   703
QSO: 14000 PH 2008-03-29 2125 G0MLY         59   069   K1FWE 59   183
QSO: 14000 PH 2008-03-29 2128 G0MLY         59   070   AA3B 59   433
QSO:  7000 PH 2008-03-29 2130 G0MLY         59   071   S58M 59   406
QSO:  7000 PH 2008-03-29 2132 G0MLY         59   072   EB1WW 59   562
QSO:  7000 PH 2008-03-29 2135 G0MLY         59   073   S50A          59 1435
QSO:  7000 PH 2008-03-29 2136 G0MLY         59   074   YT9A          59 1746
QSO:  7000 PH 2008-03-29 2138 G0MLY         59   075   9A8M 59   106
QSO:  7000 PH 2008-03-29 2141 G0MLY         59   076   EA1JJ 59   234
QSO:  7000 PH 2008-03-29 2143 G0MLY         59   077   P33W 59   739
QSO:  7000 PH 2008-03-29 2144 G0MLY         59   078   E77DX         59 2221
QSO:  1800 PH 2008-03-29 2153 G0MLY         59   079   DL3TD         59 1499
QSO:  1800 PH 2008-03-29 2155 G0MLY         59   080   SP75C 59   038
QSO:  1800 PH 2008-03-29 2157 G0MLY         59   081   OR5N 59   058
QSO:  1800 PH 2008-03-29 2200 G0MLY         59   082   LN3Z 59   177
QSO:  1800 PH 2008-03-29 2203 G0MLY         59   083   LY2IJ 59   479
QSO: 21000 PH 2008-03-30 1728 G0MLY         59   084   PY5QW 59   886
QSO: 21000 PH 2008-03-30 1736 G0MLY         59   085   PS2T          59 2817
QSO: 21000 PH 2008-03-30 1737 G0MLY         59   086   LT1F          59 1909
QSO: 21000 PH 2008-03-30 1744 G0MLY         59   087   5D5A          59 2339
QSO: 21000 PH 2008-03-30 1745 G0MLY         59   088   AO8A          59 2485
QSO: 21000 PH 2008-03-30 1748 G0MLY         59   089   LR2F          59 1692
QSO: 14000 PH 2008-03-30 1755 G0MLY         59   090   UZ1I          59 1241
QSO: 14000 PH 2008-03-30 1756 G0MLY         59   091   EB7DX         59 1802
QSO: 14000 PH 2008-03-30 1759 G0MLY         59   092   AO8A          59 1915
QSO: 14000 PH 2008-03-30 1801 G0MLY         59   093   EA1EVR 59   535
QSO: 14000 PH 2008-03-30 1801 G0MLY         59   094   VB3E          59 2738
QSO: 14000 PH 2008-03-30 1804 G0MLY         59   095   Z35T          59 1350
QSO: 14000 PH 2008-03-30 1806 G0MLY         59   096   UW8I          59 2130
QSO: 14000 PH 2008-03-30 1809 G0MLY         59   097   RK3DZB        59 1465
QSO: 14000 PH 2008-03-30 1811 G0MLY         59   098   EG5G          59 1442
QSO: 14000 PH 2008-03-30 1813 G0MLY         59   099   AO7T 59   692
QSO: 14000 PH 2008-03-30 1814 G0MLY         59   100   SY8A          59 1524
QSO: 14000 PH 2008-03-30 1818 G0MLY         59   101   WU3A          59 1239
QSO: 14000 PH 2008-03-30 1819 G0MLY         59   102   UZ8M          59 2333
QSO: 14000 PH 2008-03-30 1826 G0MLY         59   103   SV3AQR 59   678
QSO:  7000 PH 2008-03-30 1844 G0MLY         59   104   YT6M 59   172
QSO:  7000 PH 2008-03-30 1847 G0MLY         59   105   YT8A          59 1898
QSO:  3500 PH 2008-03-30 1850 G0MLY         59   106   DL6EZ 59   505
QSO:  3500 PH 2008-03-30 1859 G0MLY         59   107   G2C 59   486
QSO:  3500 PH 2008-03-30 1900 G0MLY         59   108   DH2WQ         59 1534
QSO:  3500 PH 2008-03-30 1904 G0MLY         59   109   F4FLQ 59   958
QSO:  3500 PH 2008-03-30 1908 G0MLY         59   110   OT2A          59 1365
QSO:  1800 PH 2008-03-30 1911 G0MLY         59   111   TM2I 59   059
QSO:  3500 PH 2008-03-30 2012 G0MLY         59   112   OG6A          59 2369
QSO:  3500 PH 2008-03-30 2016 G0MLY         59   113   DA0CA 59   882
QSO:  3500 PH 2008-03-30 2018 G0MLY         59   114   SK7OA 59   418
QSO:  3500 PH 2008-03-30 2021 G0MLY         59   115   TM0R 59   264
QSO:  3500 PH 2008-03-30 2022 G0MLY         59   116   OH1RX 59   993
END-OF-LOG:
